"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
0.190383759955426,0.18653061000026,0.0478455785190446,0.00968269553653554,0.16918478533735,0.129964150754938,0.0920079540681987,0.0245080692010856,0.192687331988955,0.027342446825473,0.171345859151521,0.0387728775627675,0.040882092220676,0.247461550682241,0.0546491233847566,0.248657433305856,0.118969964143686,0.0743242271253876
0.22551725850924,0.202832263737016,0.0848645664618955,0.0258343218931803,0.161559141449636,0.131807512989266,0.122478110753971,0.0578348189147698,0.186379120025319,0.0361766466789498,0.210407918413194,0.102370720308749,0.0447133363523855,0.278671127648323,0.123627463613698,0.313727519079553,0.151316701541426,0.11748291354651
0.22046790268179,0.195261474444053,0.106982129777819,0.0433427548474188,0.137659252433702,0.11559049882433,0.123987936056945,0.0852414675598344,0.1625070551974,0.0376827541150049,0.21114480110451,0.154949938494744,0.0413842663740078,0.277856806614612,0.171671355640509,0.317315861912641,0.153759540992971,0.130114178025408
0.1914863471177,0.174113567015714,0.107379110655399,0.051877122215675,0.110833369971522,0.0939545731679304,0.105470682899067,0.0907697616295583,0.133376232191548,0.033777435693267,0.186916411008857,0.160157670336555,0.034787728804518,0.255037653716332,0.17134054098642,0.27956426368961,0.13597989221238,0.114603099801021
0.156779452032677,0.149234858781911,0.094132193580434,0.0493638170772104,0.0881283854216433,0.0746597364560883,0.0817433555209543,0.0787860068145088,0.106831675207439,0.0279999929901612,0.15520445851436,0.130796892506008,0.0281071801669435,0.222729242843424,0.139936623993164,0.229316636534544,0.112060058898768,0.0889057554825927
0.126635642822972,0.126575695890286,0.0774876437999541,0.0408702216536349,0.071453697580763,0.0602710544097957,0.0614715869829745,0.0613889027208021,0.0859525371322867,0.0226948478977074,0.126692996484783,0.0949170397998841,0.022791092138203,0.190147553029162,0.103648282830067,0.18429246927546,0.0906489904414053,0.0657316189782584
0.104262111141987,0.108540637889366,0.0631999987007413,0.0316545757699119,0.0603187006126781,0.0506759906413125,0.0469737151715946,0.0462246529931697,0.0709816999777848,0.01872656883276,0.105147743635545,0.0669807692054016,0.0191215452310292,0.162089908983501,0.0752378908240679,0.150519802667457,0.0746920724957828,0.0490490793964047
0.0893571173845488,0.0954657159482579,0.0529750217993679,0.0242396576209109,0.0536018945311099,0.0449605625011253,0.0376207079721145,0.035453193187909,0.0610576085513758,0.0161495999918905,0.0906580522403236,0.0490320616512888,0.0169160373611836,0.140135017235929,0.0565164915224731,0.127920517057913,0.0641761593918852,0.0383660876521609
0.0805810995966414,0.0868154469725434,0.0466218657331206,0.0190866896258019,0.050274233638786,0.0422186256478349,0.0321337199830661,0.0286452532757321,0.0551565703982675,0.0147577035382755,0.0820967352429725,0.0388037372831268,0.0159153178120754,0.124153208472469,0.04543685395644,0.114511481719876,0.0581734275369856,0.0321181279239828
0.0766182935999449,0.0818302383536111,0.0434465599731752,0.0158398971891668,0.0495590678040621,0.0417476246085768,0.0294458897560292,0.0248037710505406,0.0524487538944985,0.014334337428159,0.0782402755029719,0.0338943921665976,0.0159208840697577,0.113349454168752,0.0397196758227277,0.108259555884478,0.055731817683226,0.0289596852480802
0.0764350326618763,0.0797764597106528,0.0427862557115281,0.0140190420391928,0.0508689028992156,0.0429972092965729,0.028848059551231,0.0230957774703927,0.052357282194111,0.0147178871137912,0.0780722422175141,0.0327842153544583,0.0168094512485573,0.106796418267725,0.0377943784334785,0.107555620856839,0.0560912698991507,0.0279770805777244
0.0792026187048116,0.0799859647230888,0.0440913410497374,0.0132457609569426,0.0536760900037262,0.045445660185577,0.0298984522683677,0.0229559767603243,0.0544960114966245,0.0157850579775864,0.0807298551890082,0.0347409090054742,0.0184957234500783,0.103631845416178,0.0387397781879363,0.111115468780467,0.0586181535565148,0.028560505519827
