"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
-1.79641672415922,-2.03014253367974,1.21686701832331,-0.0542351498680513,-0.737222803394487,-0.250257679579142,-0.419710931117769,1.26815583000012,-1.41166444060277,0.312479862734969,-1.21116063370505,-1.20758237094937,-0.255863146055124,0.10111184215617,-0.34565907938007,-1.13116750205495,-1.03882126543762,0.970624786361882
-1.37204095068592,-1.539752338824,0.864140420183158,-0.0464499335637377,-0.582481367327667,-0.220133888097915,-0.334780619587488,0.908207441980794,-1.08661884448227,0.198333675058504,-0.93898186150011,-0.918986191329564,-0.233789665175953,0.0511844689286481,-0.264620059267717,-0.875463092879056,-0.79443685500316,0.694189180693546
-0.991702624711803,-1.10116696307614,0.554716366991373,-0.0387828537845438,-0.442428009172847,-0.190747991071283,-0.257755125746751,0.591714152830663,-0.794817457416581,0.100074412065419,-0.693904944192744,-0.660710855275281,-0.212188636323503,0.0100925966777555,-0.191935489225392,-0.64408455056794,-0.57542860650957,0.449733924493656
-0.654103908094645,-0.712926845277631,0.286912775420754,-0.0322177878824094,-0.316613122116437,-0.162114041310312,-0.188727217469887,0.317029135091381,-0.535453458885696,0.0168746181679613,-0.475015322970802,-0.432979366221016,-0.191512710334899,-0.023504956470131,-0.128789557436447,-0.436591655204812,-0.381239922866862,0.236298183455238
-0.359678360816053,-0.375252695661031,0.0569973548958724,-0.0306917616050055,-0.206165687537445,-0.135807424610312,-0.129943330475884,0.0807937717401255,-0.31033091643629,-0.0541593092721657,-0.282734282551871,-0.239992540690204,-0.176082697241273,-0.0544888972515863,-0.0806704401733542,-0.254224045173787,-0.212789950996093,0.0515568384727758
-0.13004370764339,-0.111576836877767,-0.159007715584151,-0.0721546771347668,-0.130487899692227,-0.134787289884184,-0.109932311717866,-0.138658512380765,-0.15945046049576,-0.138705718425157,-0.131969189723155,-0.110173496239555,-0.191163325148321,-0.124870837938369,-0.0798033818300503,-0.122805785716195,-0.0858928825742334,-0.128411971687435
0.0244867779141397,0.0652400933722666,-0.375809246797001,-0.179946465677045,-0.0990798670953884,-0.173453407079184,-0.141199208012295,-0.35615766659646,-0.104973373300819,-0.251943308947868,-0.02993794003196,-0.0487426341759403,-0.23969575942251,-0.251440214465301,-0.12921886529342,-0.0577901853887109,-0.00665809551569125,-0.324605015299325
0.151287537947751,0.20902414871894,-0.551181170938601,-0.276221691923975,-0.0726146096214385,-0.20421209243031,-0.168763448174713,-0.53250882491654,-0.0619003164799471,-0.344491950984769,0.0553866793692806,-0.00482857622076671,-0.281290284927064,-0.358330273367563,-0.176730758827983,-0.00343648717577949,0.0571543096085125,-0.485302595364434
0.257078159313502,0.327316988051097,-0.681966389232287,-0.350428994688106,-0.0465199276100423,-0.22293576865442,-0.186653237671503,-0.665207310841783,-0.0213542102781276,-0.411400571118265,0.128508161734896,0.0330839999739447,-0.308289591490157,-0.436684007794441,-0.212374473082658,0.0461476978180513,0.110719095471347,-0.607967589338043
0.343108007146853,0.421771529118127,-0.771162825776316,-0.402978838143206,-0.0208844702270178,-0.230538675608925,-0.195248092056883,-0.75717305531008,0.016910477290791,-0.454282462420723,0.189959255969441,0.0665538967269405,-0.321050044449333,-0.487773064158555,-0.235641183891263,0.0910931916038667,0.154829730929038,-0.69507440287113
