date,open,high,low,close,volume,amount,outstanding_share,turnover,pct_change,MA_5,MA_20
2019-07-22,113.02,136.37,87.1,110.51,20091446.0,2146542190.0,30592091.0,0.6567529496430956,,,
2019-07-23,126.0,133.3,119.66,123.46,13109892.0,1653966709.0,30592091.0,0.42853860496165497,11.718396525201324,,
2019-07-24,123.9,128.99,118.0,128.58,10490032.0,1304623366.0,30592091.0,0.3429001306252652,4.147092175603451,,
2019-07-25,126.0,138.98,125.28,130.75,11089888.0,1455802046.0,30592091.0,0.3625083358963596,1.6876652667599856,,
2019-07-26,128.0,128.98,120.1,122.88,7628348.0,946405401.0,30592091.0,0.24935686808724516,-6.019120458891014,123.23600000000002,
2019-07-29,124.11,129.88,124.11,129.03,7428607.0,946355116.0,30592091.0,0.24282769687106384,5.0048828125,126.94000000000001,
2019-07-30,128.0,135.42,125.6,135.07,10189712.0,1328903310.0,30592091.0,0.3330832142203029,4.681081918933572,129.262,
2019-07-31,133.0,134.6,128.5,132.99,7987360.0,1056385091.0,30592091.0,0.2610923195802471,-1.539942252165527,130.144,
2019-08-01,129.5,136.9,127.91,135.27,8574617.0,1140674850.0,30592091.0,0.28028868637975746,1.714414617640414,131.048,
2019-08-02,132.0,148.66,131.2,138.36,13204754.0,1831466977.0,30592091.0,0.4316394717837365,2.2843202483921132,134.144,
2019-08-05,137.0,139.67,132.0,139.28,8347632.0,1146695838.0,30592091.0,0.2728689581892261,0.6649320612893916,136.19400000000002,
2019-08-06,136.02,143.5,128.0,129.26,10568626.0,1454148096.0,30592091.0,0.3454692260166198,-7.194141298104539,135.032,
2019-08-07,131.0,132.0,123.6,127.07,6839929.0,871653182.0,30592091.0,0.2235848801574237,-1.6942596317499614,133.848,
2019-08-08,126.0,136.2,125.03,129.08,7718390.0,1013705325.0,30592091.0,0.25230017784662057,1.5818053041630753,132.61,
2019-08-09,129.88,131.6,121.99,122.11,6079399.0,772775227.0,30592091.0,0.19872453308275004,-5.399752091726073,129.36,
2019-08-12,123.02,123.76,117.5,119.31,4821442.0,576546156.0,30592091.0,0.15760419907223733,-2.2930144951273435,125.36599999999999,
2019-08-13,118.56,120.86,116.87,120.29,3626746.0,430992997.0,30592091.0,0.11855175247746223,0.821389657195537,123.572,
2019-08-14,121.2,123.29,119.51,121.0,3396703.0,412014440.0,30592091.0,0.11103206381021814,0.5902402527225847,122.35800000000002,
2019-08-15,118.0,121.48,117.31,120.35,2400102.0,288015958.0,30592091.0,0.07845498367535583,-0.5371900826446341,120.612,
2019-08-16,120.6,124.88,119.6,122.23,3630033.0,443817068.0,30592091.0,0.1186591985490629,1.5621105110095623,120.636,126.84400000000001
2019-08-19,122.0,127.41,118.88,127.31,4918652.0,607994586.0,30592091.0,0.1607818177580604,4.156099157326354,122.23599999999999,127.684
2019-08-20,126.4,127.02,124.3,124.8,2243561.0,281282392.0,30592091.0,0.07333794214981905,-1.9715654701123242,123.138,127.75100000000002
2019-08-21,124.99,124.99,119.18,119.99,3148514.0,381673322.0,30592091.0,0.10291921529652877,-3.8541666666666696,122.936,127.32149999999999
2019-08-22,119.52,124.8,119.1,122.06,2592622.0,316558284.0,30592091.0,0.08474811349116346,1.7251437619801635,123.27799999999999,126.88699999999999
2019-08-23,122.12,125.67,119.21,121.05,4105464.0,503994484.0,30592091.0,0.13420017611741544,-0.8274619039816522,123.042,126.79550000000002
2019-08-26,122.0,135.94,121.83,135.2,6520165.0,841695739.0,30592091.0,0.2131323746389222,11.689384551838078,124.61999999999998,127.104
2019-08-27,134.0,135.85,130.8,134.98,3928911.0,524997099.0,30592091.0,0.12842897858796248,-0.16272189349112454,126.65599999999999,127.09949999999999
2019-08-28,134.05,142.5,131.89,132.1,4542188.0,625187822.0,30592091.0,0.14847589202058795,-2.1336494295451147,129.078,127.05499999999999
2019-08-29,131.01,135.0,128.88,134.2,3290562.0,435173946.0,30592091.0,0.10756250692376666,1.5897047691143085,131.506,127.00150000000001
2019-08-30,134.3,148.0,133.03,139.6,6506136.0,914458304.0,30592091.0,0.21267379205952283,4.023845007451565,135.21599999999998,127.0635
2019-09-02,140.02,142.95,136.0,142.06,3299757.0,459167357.0,30592091.0,0.10786307480583789,1.7621776504298081,136.588,127.20250000000001
2019-09-03,142.0,152.0,141.15,148.29,5607498.0,829233762.0,30592091.0,0.18329894481550804,4.385470927776991,139.25,128.154
2019-09-04,146.8,148.5,141.42,142.06,4043830.0,583451182.0,30592091.0,0.13218547238238798,-4.201227324836465,141.24200000000002,128.90349999999998
2019-09-05,142.37,146.41,138.5,138.93,4104808.0,585378744.0,30592091.0,0.1341787326665575,-2.2032943826552076,142.188,129.39600000000002
2019-09-06,138.93,141.6,135.96,136.5,3098463.0,428729328.0,30592091.0,0.10128313883480537,-1.749082271647595,141.568,130.11550000000003
2019-09-09,137.27,140.35,136.5,139.2,2180421.0,302203779.0,30592091.0,0.07127401000474273,1.978021978021971,140.996,131.10999999999999
2019-09-10,139.1,141.66,136.8,138.09,2229485.0,309165422.0,30592091.0,0.07287782322561737,-0.7974137931034408,138.956,132.0
2019-09-11,138.26,139.99,136.11,136.64,1821308.0,251321991.0,30592091.0,0.059535257004825204,-1.0500398290969826,137.872,132.78199999999998
