"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
-1.37108141443108,-1.70433911974421,0.698242369484573,-0.547165406995412,-0.77703344040983,-0.437573990266846,-0.704583505635575,0.0042848314668763,-2.53292651473535,0.691612992824708,-1.27679757701782,-1.50748661701709,-0.589298899098439,-0.560191212502254,-0.557061978063762,-1.47646117788373,-0.601411708357801,-0.197058287288707
-1.71482791801258,-2.05668274820801,0.683098860575412,-0.454482222519899,-0.737009400809846,-0.302603335058922,-0.671865437944082,1.41922973307456,-0.837262013492648,-0.0958375037431066,-1.23056424296591,-1.51988568419136,-0.177376605523075,-0.357965790685575,-0.547136066353525,-1.40998725497186,-0.833435223091666,1.11256331351368
-1.69386879519241,-1.79170155276352,0.489307904523349,-0.314118089588892,-0.744692248367355,-0.345868991913534,-0.525347866047328,1.29290663831048,-0.387740223660697,-0.572503127789006,-0.943451934944017,-1.00987782802833,-0.338075724465757,-0.197676473222995,-0.640305833507242,-0.868849013311805,-1.15861497445187,1.04929912729628
-1.24445896777358,-1.08687604319679,0.395471262371394,0.00326288906707373,-0.572498917284151,-0.261808936181643,-0.186504658996388,0.700928515886713,-0.243102718365299,-0.573128437711628,-0.506613365139305,-0.239341238876096,-0.432412829466095,0.146089048553147,-0.438170820832653,-0.160164623426924,-1.15738298162198,0.598809954108412
-0.717322148195713,-0.430908987360014,0.238352907975409,0.112049937966397,-0.393482997771531,-0.223118242884973,0.00430868932837397,-0.00998765301457374,-0.384515090877813,-0.406164205360179,-0.182881089096068,0.210496778408822,-0.49016093379894,0.216316278370327,-0.270308214844768,0.233981243535713,-0.913046626992219,-0.00736227204458759
-0.31256514882079,-0.0554974736689074,-0.0531593856951113,-0.115938762236138,-0.304866837664824,-0.31053708598121,-0.103677150761088,-0.661131722567698,-0.732937202758902,-0.263617868809627,-0.0697941078419841,0.145770861551468,-0.545421834211647,-0.148892913388722,-0.324603562986052,0.164045442613126,-0.547500829716034,-0.650086188676015
0.0444749534890057,0.161374665856957,-0.353633022826068,-0.408492116480368,-0.198155088632014,-0.374059462852326,-0.276739463909181,-1.03252892573632,-0.932414185078588,-0.128455522043567,-0.0464876477020944,-0.152021948038628,-0.496622934436974,-0.584177383552802,-0.370941144076561,-0.108008317195977,-0.0688342820344116,-1.04325374191117
0.348266794618632,0.28019972147684,-0.620717640798927,-0.640934954507826,-0.0626821517387954,-0.379454703722135,-0.417949099073515,-1.11303679039018,-0.887278877853599,-0.0375713203637535,-0.0463769873363453,-0.493079409000798,-0.358447843810166,-0.922814542831009,-0.357397120165526,-0.407551799310992,0.421507192203348,-1.14342555083861
0.556964278281635,0.321482523216394,-0.860720408550094,-0.796598475165281,0.062434320537645,-0.355684888542819,-0.511964294203279,-1.00662907307105,-0.660807449935507,-0.0464326486166513,-0.0430768648995827,-0.776002373311664,-0.2111693353275,-1.13222888391786,-0.332780109300746,-0.635169913762803,0.797275477470007,-1.0371555409586
0.640135275333296,0.302986772503764,-1.07805423337041,-0.882402005189638,0.135246018708254,-0.343007659209812,-0.568066750221496,-0.838313566982106,-0.362699463833275,-0.177789911201337,-0.0258523858898378,-0.937055821299015,-0.123916768102052,-1.22650441898427,-0.349424260818853,-0.736711891487926,0.967880679817547,-0.849591965783777
0.610270837718004,0.264474255562137,-1.24930115590207,-0.890580307880289,0.144401933356013,-0.351599134451052,-0.583927609548825,-0.69639312570356,-0.0666240694946746,-0.397890755118465,0.018359309842562,-0.925532272812202,-0.119200339225212,-1.20610088255427,-0.413320241219681,-0.678994390347662,0.911391320923565,-0.678185232728188
0.51882406819295,0.260133258792961,-1.33582548736685,-0.80238706744868,0.114017767725349,-0.356678723057135,-0.53150839796531,-0.618193932850533,0.201852903467782,-0.63853233309845,0.106521356760938,-0.712633512050866,-0.182750923985071,-1.04571699507389,-0.478671163687789,-0.442894946625546,0.672014855442965,-0.558496886244989
