"i","j","G_mu_hat","G_mu_true","n_ave"
31,47,0.155163231077562,0.155181918348037,30
32,47,0.173708060809028,0.176832835208455,30
33,47,0.191696445536699,0.197762452811229,30
34,47,0.208960234945037,0.217783112711735,30
35,47,0.225312634625473,0.236712769906968,30
36,47,0.240561382676834,0.254377336169728,30
37,47,0.254525174572771,0.270612934401236,30
38,47,0.267049596205402,0.285268030387915,30
39,47,0.278019082410244,0.298205410129813,30
40,47,0.287362740514592,0.309303973184771,30
41,47,0.295053737715749,0.318460315208842,30
42,47,0.301103592323266,0.325590076027004,30
43,47,0.305553581428885,0.330629033089867,30
44,47,0.308465505121819,0.333533924007082,30
45,47,0.309913524496152,0.334282985936587,30
46,47,0.309978079830683,0.332876203887125,30
47,47,0.308742226028564,0.329335264392704,30
48,47,0.306290186613351,0.32370321547335,30
49,47,0.302707558142504,0.316043838236994,30
50,47,0.298082413045651,0.306440739833432,30
1,48,-0.225995104772179,-0.202974558962114,30
2,48,-0.223921190760806,-0.204108692350368,30
3,48,-0.221311642734364,-0.204967113872325,30
4,48,-0.218134374318143,-0.205473829506835,30
5,48,-0.214364883648689,-0.205547022848661,30
6,48,-0.209987056081198,-0.20510063675639,30
7,48,-0.204992521270921,-0.204046065597678,30
8,48,-0.199378404961815,-0.202293930081731,30
9,48,-0.193143663578274,-0.199755905199155,30
10,48,-0.18628455288898,-0.19634657079034,30
11,48,-0.178790060168046,-0.191985253751755,30
12,48,-0.170638249320226,-0.186597830873593,30
13,48,-0.161794408379349,-0.180118461783026,30
14,48,-0.152211665791579,-0.172491222437745,30
15,48,-0.141834381583909,-0.163671611059838,30
16,48,-0.130604148964063,-0.153627900297959,30
17,48,-0.118467721677953,-0.142342311726792,30
18,48,-0.105385731245302,-0.129811991500721,30
19,48,-0.0913408120244024,-0.116049769031121,30
20,48,-0.0763437786043437,-0.101084683905945,30
21,48,-0.0604367610350949,-0.0849622698637785,30
22,48,-0.0436926142869205,-0.0677445884157764,30
23,48,-0.0262104390262872,-0.0495100086185871,30
24,48,-0.00810770062049644,-0.030352733477829,30
25,48,0.0104897977064038,-0.0103820774424571,30
26,48,0.0294580920140359,0.0102784966273702,30
27,48,0.0486829798610677,0.0314925688343438,30
28,48,0.0680635228309823,0.0531121661537338,30
29,48,0.0875099813499207,0.074979359688395,30
30,48,0.106936607848671,0.096928032985493,30
31,48,0.126251327489688,0.118785796378188,30
32,48,0.145345362173376,0.140376019945915,30
33,48,0.164085919237556,0.161519955738518,30
34,48,0.18231419054489,0.182038918413367,30
35,48,0.199849467317153,0.2017564924147,30
36,48,0.216498677645165,0.220500733297169,30
37,48,0.232069492644352,0.238106330769779,30
38,48,0.246384511493149,0.254416701512889,30
39,48,0.259293964582169,0.269285980792709,30
40,48,0.270684842091811,0.282580883349993,30
41,48,0.280485261269758,0.294182405950056,30
42,48,0.288663997630083,0.303987346320267,30
43,48,0.295226100114055,0.311909615932626,30
44,48,0.300206121347858,0.317881327170313,30
45,48,0.303660629361194,0.321853638800519,30
46,48,0.305661400940322,0.323797347308505,30
47,48,0.30629018661335,0.32370321547335,30
48,48,0.30563535333215,0.321582033524385,30
49,48,0.303790201141201,0.317464412247433,30
50,48,0.300852417487248,0.311400311448612,30
1,49,-0.229123342246444,-0.205083718602206,30
2,49,-0.227627920573289,-0.20638110605755,30
3,49,-0.225622635770232,-0.207440727632425,30
4,49,-0.223079723913907,-0.208204994984746,30
5,49,-0.219979957224703,-0.208609232338551,30
6,49,-0.216313403703831,-0.208582904137872,30
7,49,-0.212078641770319,-0.208050980646726,30
8,49,-0.207280240253651,-0.206935418959618,30
9,49,-0.201924662419515,-0.205156734891045,30
10,49,-0.1960151252505,-0.202635639608173,30
11,49,-0.189546245831926,-0.199294713684022,30
12,49,-0.182499462954709,-0.195060090498504,30
13,49,-0.174840206605349,-0.189863120613985,30
14,49,-0.166517606892652,-0.183641988906051,30
15,49,-0.157467198835381,-0.176343256837001,30
16,49,-0.147616605187244,-0.167923303310151,30
17,49,-0.136893621247737,-0.15834963902141,30
18,49,-0.12523560709814,-0.147602071107836,30
19,49,-0.112598764928155,-0.135673697151722,30
20,49,-0.0989658286699654,-0.122571710198104,30
21,49,-0.0843508965193495,-0.108317999342634,30
22,49,-0.068800516235592,-0.0929495336002697,30
23,49,-0.0523906496658723,-0.0765185201236059,30
24,49,-0.0352198167569047,-0.059092331350322,30
25,49,-0.0173995413948692,-0.0407531992668432,30
26,49,0.000955960113579818,-0.0215976786232488,30
27,49,0.0197384055698964,-0.00173588456522794,30
28,49,0.0388501025727082,0.0187094862947027,30
29,49,0.0582033062596297,0.0396043389185364,30
30,49,0.0777144941830665,0.0608045513070364,30
31,49,0.0972953487873841,0.0821575156915465,30
32,49,0.116843215485538,0.103503828035521,30
33,49,0.136233808891906,0.124679102031841,30
34,49,0.155318061707981,0.145515881750273,30
35,49,0.173923739639454,0.165845625454437,30
36,49,0.191861358606613,0.185500731895429,30
37,49,0.208933351309206,0.204316579619304,30
38,49,0.224945251785989,0.222133549510503,30
39,49,0.239717591972549,0.238799000938391,30
40,49,0.253097050493834,0.254169172477514,30
41,49,0.264965289563515,0.268110979225081,30
42,49,0.275244150876447,0.280503680225317,30
43,49,0.283896583183799,0.29124039140696,30
44,49,0.290923643447834,0.30022942171795,30
45,49,0.296358756473781,0.307395412764932,30
46,49,0.300260813457788,0.312680265193949,30
47,49,0.302707558142504,0.316043838236994,30
48,49,0.303790201141202,0.317464412247433,30
49,49,0.303609575735332,0.316938907602745,30
50,49,0.302273631345734,0.314482857010289,30
1,50,-0.231669035915286,-0.207003284229542,30
2,50,-0.230689561023061,-0.208409779292834,30
3,50,-0.229228100594991,-0.209608364461348,30
4,50,-0.227261121433957,-0.210560974788406,30
5,50,-0.224774674238618,-0.211221349360972,30
6,50,-0.221765170562472,-0.211535884142724,30
7,50,-0.21823851673406,-0.211444647791099,30
8,50,-0.214207372681996,-0.210882543755553,30
9,50,-0.209686649888202,-0.209780599473884,30
10,50,-0.204687746068323,-0.208067361298924,30
11,50,-0.199212343984292,-0.205670371944424,30
12,50,-0.193246804976017,-0.20251770576637,30
13,50,-0.186758227700131,-0.198539536118049,30
14,50,-0.179693109130896,-0.193669708351733,30
15,50,-0.171979233009969,-0.187847291797824,30
16,50,-0.163530924884727,-0.181018084238309,30
17,50,-0.154257207790919,-0.17313604300289,30
18,50,-0.144071803308309,-0.164164617844177,30
19,50,-0.132903518025923,-0.154077962177114,30
20,50,-0.12070543849052,-0.142862001075341,30
21,50,-0.107461512894116,-0.130515336575312,30
22,50,-0.0931894460345374,-0.117049973314188,30
23,50,-0.0779393332628485,-0.102491850281009,30
24,50,-0.0617881314540838,-0.0868811674493573,30
25,50,-0.0448309109677785,-0.0702724992368483,30
26,50,-0.0271707095987555,-0.0527346900523074,30
27,50,-0.00890940241551361,-0.0343505305934853,30
28,50,0.00985804960462289,-0.0152162169929572,30
29,50,0.0290444760081627,0.00455940167653532,30
30,50,0.0485664839831869,0.0248557786874408,30
31,50,0.0683370809979907,0.0455418156726513,30
32,50,0.0882573970830465,0.0664771842772595,30
33,50,0.108209922766842,0.0875138055471007,30
34,50,0.128054773929711,0.108497466618713,30
35,50,0.147629320842243,0.129269552050552,30
36,50,0.166750749976884,0.14966886525666,30
37,50,0.185221071198179,0.169533514001455,30
38,50,0.202834463403918,0.188702832811835,30
39,50,0.219387030562351,0.207019314478209,30
40,50,0.234688557623852,0.224330522560462,30
41,50,0.248574863499997,0.240490956992892,30
42,50,0.260918532965299,0.255363845491228,30
43,50,0.271635840674728,0.268822834496156,30
44,50,0.280688671392383,0.280753554825401,30
45,50,0.288081685540726,0.291055039028327,30
46,50,0.293856161689776,0.299640969615155,30
47,50,0.298082413045652,0.306440739833432,30
48,50,0.300852417487248,0.311400311448612,30
49,50,0.302273631345735,0.314482857010289,30
50,50,0.302464249435832,0.315669177303734,30
1,1,0.280994478549016,0.318416009702165,70
2,1,0.284038418314266,0.319819097276706,70
3,1,0.285761028694958,0.319312591991187,70
4,1,0.286016853543365,0.316909667751023,70
5,1,0.284665567877676,0.312641016614717,70
6,1,0.281581956487082,0.306554393190662,70
7,1,0.276668109073852,0.298713938730853,70
8,1,0.269866658866896,0.289199295276253,70
9,1,0.261172943645368,0.278104523328215,70
10,1,0.25064325176131,0.265536839429517,70
11,1,0.238396349166878,0.251615192692036,70
12,1,0.224606665398561,0.236468701664787,70
13,1,0.209489729561025,0.220234974959491,70
14,1,0.193282860381872,0.203058340709892,70
15,1,0.176225529631016,0.185088011210148,70
16,1,0.158543472433074,0.166476209937487,70
17,1,0.140438782531931,0.14737628860202,70
18,1,0.122086003881464,0.127940861875808,70
19,1,0.103632698127864,0.108319987034475,70
20,1,0.0852025263823707,0.0886594149050172,70
21,1,0.0668992401629446,0.0690989372666173,70
22,1,0.0488106122383988,0.0497708542175871,70
23,1,0.0310119052571785,0.0307985830270122,70
24,1,0.0135688683370357,0.0122954276663055,70
25,1,-0.00345952950659456,-0.00563647439942618,70
26,1,-0.0200183846890027,-0.0229070144459011,70
27,1,-0.0360540879110002,-0.039438773106239,70
28,1,-0.0515117581173255,-0.0551674719524325,70
29,1,-0.0663335073601924,-0.0700422119563469,70
30,1,-0.0804583489004481,-0.08402549812913,70
31,1,-0.0938244034070317,-0.0970930530211307,70
32,1,-0.106373531524313,-0.109233425093242,70
33,1,-0.11805777753169,-0.120447401192478,70
34,1,-0.128846324418184,-0.130747235428817,70
35,1,-0.13873131876701,-0.140155709608694,70
36,1,-0.147731088609738,-0.148705042988002,70
37,1,-0.155889912219166,-0.156435671423248,70
38,1,-0.163274366062151,-0.163394917987197,70
39,1,-0.169967055130589,-0.169635578743961,70
40,1,-0.176058946555176,-0.175214448622651,70
41,1,-0.181641525710531,-0.180190813169156,70
42,1,-0.18679971132794,-0.184624932379506,70
43,1,-0.191606112247893,-0.188576542819407,70
44,1,-0.196116921190182,-0.192103403813311,70
45,1,-0.200369541668267,-0.195259912650066,70
46,1,-0.204381893446074,-0.198095812514414,70
47,1,-0.208153210470518,-0.200655015234596,70
48,1,-0.211666036914577,-0.202974558962114,70
49,1,-0.214889059829212,-0.205083718602206,70
50,1,-0.217780400185139,-0.207003284229542,70
1,2,0.284038418314265,0.319819097276706,70
2,2,0.28934991060034,0.325434327439245,70
3,2,0.293399912294226,0.329093813744514,70
4,2,0.296052388928723,0.330770192066737,70
5,2,0.297172534890298,0.33045471691617,70
6,2,0.296634043313887,0.328157329538459,70
7,2,0.29432838097337,0.323906481536679,70
8,2,0.290175482896096,0.317748716874948,70
9,2,0.284134599167906,0.309748018734543,70
10,2,0.27621337015794,0.299984931203743,70
11,2,0.266472892305552,0.288555469136922,70
12,2,0.255026908820901,0.275569832664327,70
13,2,0.242034461579134,0.261150945722829,70
14,2,0.227687082680067,0.245432840564877,70
15,2,0.212193170359538,0.228558912447785,70
16,2,0.195762822385805,0.210680070573833,70
17,2,0.178595812775328,0.191952812814522,70
18,2,0.160874003873184,0.172537252787418,70
19,2,0.142758049610965,0.152595128445677,70
20,2,0.124387344816531,0.132287821479793,70
21,2,0.105881935757114,0.111774416516846,70
22,2,0.0873453292452888,0.0912098283399996,70
23,2,0.0688675559392496,0.0707430241527953,70
24,2,0.0505282641685716,0.0505153662983291,70
25,2,0.0323999165223151,0.0306590988385104,70
26,2,0.0145512390253702,0.0112959990354458,70
27,2,-0.00294910915054722,-0.00746378790690984,70
28,2,-0.0200290572195643,-0.0255227154446079,70
29,2,-0.0366106460789452,-0.0427965914358076,70
30,2,-0.0526095470028086,-0.0592151141932826,70
31,2,-0.0679373609928754,-0.074722183517975,70
32,2,-0.0825068694173449,-0.0892759849564351,70
33,2,-0.0962395608247384,-0.10284884911247,70
34,2,-0.109073984219304,-0.115426891389478,70
35,2,-0.120973080604136,-0.127009440988844,70
36,2,-0.13192879901279,-0.137608271287083,70
37,2,-0.14196297489592,-0.147246646808245,70
38,2,-0.151124391163626,-0.155958204849793,70
39,2,-0.159482801765702,-0.16378569236512,70
40,2,-0.16712118583944,-0.170779580914216,70
41,2,-0.174127537022386,-0.176996584331151,70
42,2,-0.180587215172337,-0.182498105194404,70
43,2,-0.186576520751364,-0.187348637201397,70
44,2,-0.192157850860204,-0.191614151126149,70
45,2,-0.197376590133691,-0.195360492170334,70
46,2,-0.202259736491761,-0.198651816201403,70
47,2,-0.206816123297759,-0.201549091612525,70
48,2,-0.211037974851132,-0.204108692350368,70
49,2,-0.214903441758244,-0.20638110605755,70
50,2,-0.218379722975975,-0.208409779292834,70
1,3,0.285761028694959,0.319312591991187,70
2,3,0.293399912294228,0.329093813744514,70
3,3,0.299816697400086,0.336891384693649,70
4,3,0.304884398553679,0.342637687933701,70
5,3,0.30847474402282,0.346284583795015,70
6,3,0.310463108997133,0.34780400137366,70
7,3,0.310735115463066,0.347188265028986,70
8,3,0.309194725146744,0.344450151157759,70
9,3,0.30577322732654,0.339622674603175,70
10,3,0.30043802982903,0.332758608114963,70
11,3,0.293199734785137,0.32392974228064,70
12,3,0.28411582813207,0.313225897235386,70
13,3,0.273289648421923,0.300753701168637,70
14,3,0.260864206325467,0.286635154121365,70
15,3,0.247011695373673,0.271005998755421,70
16,3,0.231920676530579,0.254013922625485,70
17,3,0.215783410754824,0.23581661895116,70
18,3,0.198785449490623,0.216579734933259,70
19,3,0.181098624623946,0.196474738252887,70
20,3,0.162877513384891,0.175676733510108,70
21,3,0.144258715414583,0.154362260983719,70
22,3,0.1253620259893,0.132707110215919,70
23,3,0.106292738061101,0.110884180543964,70
24,3,0.0871446516554534,0.0890614198220018,70
25,3,0.0680036852110753,0.0673998712144278,70
26,3,0.0489520876081215,0.0460518561194783,70
27,3,0.0300730644694516,0.0251593190273669,70
28,3,0.0114552280363759,0.00485235746725913,70
29,3,-0.0068041366544656,-0.0147520428062108,70
30,3,-0.0245981659210706,-0.0335510505455579,70
31,3,-0.0418127852414403,-0.0514567963836104,70
32,3,-0.0583325609684151,-0.0683969353282805,70
33,3,-0.0740492984588231,-0.0843149587570833,70
34,3,-0.0888717834471957,-0.0991702542624691,70
35,3,-0.102734606725824,-0.112937915685051,70
36,3,-0.115604155183793,-0.125608309608021,70
37,3,-0.127480561996889,-0.137186408410375,70
38,3,-0.138395427627012,-0.147690903628833,70
39,3,-0.148406073729805,-0.157153116800918,70
40,3,-0.157587656624343,-0.165615728100917,70
41,3,-0.166024544765637,-0.173131345886964,70
42,3,-0.173802090958614,-0.179760942707275,70
43,3,-0.1809995438884,-0.185572185328741,70
44,3,-0.187684519901614,-0.190637687920023,70
45,3,-0.193909236087463,-0.195033218619868,70
46,3,-0.199708545726054,-0.198835890332512,70
47,3,-0.205099671673885,-0.202122366706774,70
48,3,-0.21008339551274,-0.204967113872325,70
49,3,-0.214646351253059,-0.207440727632425,70
50,3,-0.218764013837328,-0.209608364461348,70
1,4,0.286016853543365,0.316909667751023,70
2,4,0.296052388928722,0.330770192066737,70
3,4,0.304884398553679,0.342637687933701,70
4,4,0.312393642406396,0.352405087657159,70
5,4,0.318458393106044,0.359985405888554,70
6,4,0.322957448851559,0.365312846811326,70
7,4,0.325774410744544,0.368343629652249,70
8,4,0.32680331302691,0.36905652033666,70
9,4,0.325955482976553,0.367453061529767,70
10,4,0.323167210144616,0.363557497849849,70
11,4,0.318407431079163,0.357416397631938,70
12,4,0.311684239901884,0.349097977190735,70
13,4,0.303048766341778,0.338691138007989,70
14,4,0.292595061733272,0.326304231582515,70
15,4,0.280455295897556,0.312063570763295,70
16,4,0.266790718093774,0.296111710174206,70
17,4,0.251780029670416,0.278605521773842,70
18,4,0.235607468853023,0.259714094622386,70
19,4,0.218452708391558,0.239616490502509,70
20,4,0.20048380184997,0.21849938912306,70
21,4,0.181853396875092,0.196554658190684,70
22,4,0.162697730845939,0.173976884641809,70
23,4,0.143137711140656,0.150960903770309,70
24,4,0.123281538627166,0.127699362858429,70
25,4,0.103228586928777,0.104380355222777,70
26,4,0.0830743425195208,0.0811851593349917,70
27,4,0.0629160167652633,0.0582861158883611,70
28,4,0.0428580231815253,0.0358446733859031,70
29,4,0.0230160935714598,0.0140096300589659,70
30,4,0.00351866275979024,-0.00708440326777284,70
31,4,-0.0154955234820972,-0.0273182983181013,70
32,4,-0.0338838281395259,-0.0465894453544612,70
33,4,-0.0515093694621719,-0.0648125170042287,70
34,4,-0.0682521344540284,-0.0819199512479812,70
35,4,-0.0840192819786724,-0.097862149357322,70
36,4,-0.0987524883046294,-0.112607389084512,70
37,4,-0.112430936939632,-0.126141457902548,70
38,4,-0.125069654079404,-0.138467015501528,70
39,4,-0.136713938330944,-0.149602698995611,70
40,4,-0.147431279941548,-0.159581988317817,70
41,4,-0.157302286587703,-0.168451853013859,70
42,4,-0.166411861439217,-0.176271205032597,70
43,4,-0.174841468789261,-0.183109185096317,70
44,4,-0.182662969434313,-0.189043312772063,70
45,4,-0.189934267353532,-0.194157532416051,70
46,4,-0.196696838416811,-0.198540188694799,70
47,4,-0.202975058653344,-0.20228196637525,70
48,4,-0.208777100967657,-0.205473829506835,70
49,4,-0.214097045159127,-0.208204994984746,70
50,4,-0.218917772427136,-0.210560974788406,70
1,5,0.284665567877676,0.312641016614717,70
2,5,0.297172534890301,0.33045471691617,70
3,5,0.308474744022821,0.346284583795015,70
4,5,0.318458393106045,0.359985405888554,70
5,5,0.327007208693685,0.371432397984321,70
6,5,0.334003981977267,0.380522808697488,70
7,5,0.339332942057943,0.387177233981089,70
8,5,0.342883206215984,0.391340616965588,70
9,5,0.344553487890431,0.392982919355845,70
10,5,0.344258121957724,0.392099454574191,70
11,5,0.341934228374404,0.388710877950506,70
12,5,0.337549416066065,0.382862834444456,70
13,5,0.331108852334464,0.374625269560185,70
14,5,0.322660011543295,0.364091414199368,70
15,5,0.312293373048278,0.351376459115048,70
16,5,0.300138080022912,0.33661593929961,70
17,5,0.28635296989138,0.319963852992739,70
18,5,0.27111480135954,0.301590543961545,70
19,5,0.254606192793736,0.281680379223482,70
20,5,0.237005473159545,0.260429257398637,70
21,5,0.218479674200469,0.238041985344684,70
22,5,0.19918088625363,0.214729562607154,70
23,5,0.179245602635314,0.190706414480846,70
24,5,0.158796542758576,0.166187615106031,70
25,5,0.137946535221155,0.14138614200637,70
26,5,0.116804058959247,0.116510202815105,70
27,5,0.0954798119132084,0.0917606736432969,70
28,5,0.0740932441974322,0.0673286866394212,70
29,5,0.0527775799214228,0.0433934018043764,70
30,5,0.0316817443946643,0.0201199950993872,70
31,5,0.0109680081480776,-0.00234210863523046,70
32,5,-0.00919494957795279,-0.0238607333891018,70
33,5,-0.0286426960912706,-0.0443221600881858,70
34,5,-0.0472275016980047,-0.0636320295046713,70
35,5,-0.0648300981540061,-0.0817159292453775,70
36,5,-0.0813683552847941,-0.0985196591177831,70
37,5,-0.0968012807851893,-0.114009174272799,70
38,5,-0.111127931715338,-0.128170210618738,70
39,5,-0.124381975623474,-0.141007602011165,70
40,5,-0.136623372686083,-0.152544303569498,70
41,5,-0.147928818675168,-0.162820140076879,70
42,5,-0.158382318822403,-0.171890302712612,70
43,5,-0.168066824158047,-0.179823621278607,70
44,5,-0.177057473804912,-0.186700642551547,70
45,5,-0.185416719896709,-0.192611548366235,70
46,5,-0.193191426427723,-0.197653949466402,70
47,5,-0.200411871301574,-0.201930593009066,70
48,5,-0.207092422531881,-0.205547022848661,70
49,5,-0.213233523200795,-0.208609232338551,70
50,5,-0.218824534028672,-0.211221349360972,70
1,6,0.281581956487084,0.306554393190662,70
2,6,0.296634043313888,0.328157329538459,70
3,6,0.310463108997133,0.34780400137366,70
4,6,0.32295744885156,0.365312846811326,70
5,6,0.334003981977268,0.380522808697488,70
6,6,0.343488781623864,0.393295420456634,70
7,6,0.351298004344137,0.403516589598615,70
8,6,0.357319533937735,0.411098052337334,70
9,6,0.361445697424801,0.415978477741366,70
10,6,0.363577417509308,0.418124205139299,70
11,6,0.363630071187392,0.417529604057445,70
12,6,0.361541006799894,0.414217051688019,70
13,6,0.357278041177322,0.408236528682479,70
14,6,0.350847419119487,0.399664839847079,70
15,6,0.342299079267176,0.388604471995532,70
16,6,0.331727189108815,0.375182106698391,70
17,6,0.319265041338778,0.359546810874741,70
18,6,0.305075135944936,0.34186793301801,70
19,6,0.289336719262834,0.322332737258468,70
20,6,0.272233501795025,0.301143811371796,70
21,6,0.253943704572096,0.278516288185195,70
22,6,0.234633543270878,0.254674922558027,70
23,6,0.214454366801721,0.229851068180847,70
24,6,0.193543192614719,0.204279599813112,70
25,6,0.172026210215013,0.178195827244923,70
26,6,0.150024679383924,0.151832447212226,70
27,6,0.127662335572542,0.125416578719433,70
28,6,0.105072949101638,0.0991669257415503,70
29,6,0.0824062790676899,0.0732911091134699,70
30,6,0.0598305996808663,0.0479832066019474,70
31,6,0.0375304492831533,0.0234215367408291,70
32,6,0.01569924607504,-0.000233281953313545,70
33,6,-0.0054723143698207,-0.0228399692168515,70
34,6,-0.0258100080627068,-0.0442778964215346,70
35,6,-0.0451692564458717,-0.0644480580007447,70
36,6,-0.06344510088249,-0.0832736892736613,70
37,6,-0.0805771812210911,-0.100700524647656,70
38,6,-0.0965491910826207,-0.116696695885689,70
39,6,-0.111383537552935,-0.13125227582203,70
40,6,-0.125132757030461,-0.144378478506395,70
41,6,-0.137869456274683,-0.156106532165225,70
42,6,-0.149676279572141,-0.166486246504118,70
43,6,-0.160636934190837,-0.175584300656519,70
44,6,-0.170828879546148,-0.183482282435274,70
45,6,-0.18031798848028,-0.190274513397348,70
46,6,-0.189155285914204,-0.196065697527233,70
47,6,-0.197375697657458,-0.200968434029787,70
48,6,-0.204998574448569,-0.20510063675639,70
49,6,-0.212029609358831,-0.208582904137872,70
50,6,-0.21846367129245,-0.211535884142724,70
1,7,0.276668109073855,0.298713938730853,70
2,7,0.294328380973371,0.323906481536679,70
3,7,0.310735115463067,0.347188265028986,70
4,7,0.325774410744544,0.368343629652249,70
5,7,0.339332942057944,0.387177233981089,70
6,7,0.351298004344138,0.403516589598615,70
7,7,0.361557499970337,0.417214289883617,70
8,7,0.370000209586006,0.428149899496869,70
9,7,0.376516796352849,0.436231476485779,70
10,7,0.381002084912496,0.441396704491619,70
11,7,0.383359172147927,0.443613618457897,70
12,7,0.38350574471484,0.442880913409458,70
13,7,0.381382449084728,0.439227832203604,70
14,7,0.376962259465426,0.432713634547642,70
15,7,0.370258804462589,0.423426655932285,70
16,7,0.361331135569796,0.411482971347752,70
17,7,0.350282980748808,0.397024684632318,70
18,7,0.337256089150852,0.380217869958052,70
19,7,0.322419109862125,0.361250197197293,70
20,7,0.305954632279581,0.340328277654509,70
21,7,0.288047107280536,0.317674770817669,70
22,7,0.268873629320449,0.293525296316346,70
23,7,0.248598590548371,0.268125198115765,70
24,7,0.227372455232979,0.241726210082783,70
25,7,0.205334410691333,0.214583073399294,70
26,7,0.18261825221046,0.186950156850208,70
27,7,0.159360385710217,0.15907813076938,70
28,7,0.135708290897302,0.131210744391979,70
29,7,0.111827374105847,0.103581754553155,70
30,7,0.0879041210682173,0.0764120511194951,70
31,7,0.0641440151791558,0.0499070212826555,70
32,7,0.0407637880392947,0.024254190935736,70
33,7,0.0179789559144896,-0.000378823145465281,70
34,7,-0.0040111427925757,-0.023846021610667,70
35,7,-0.0250378712921502,-0.0460243680821989,70
36,7,-0.0449745162016883,-0.0668147544975362,70
37,7,-0.0637422072373417,-0.0861425748711826,70
38,7,-0.0813098883690526,-0.10395790233138,70
39,7,-0.0976890556010927,-0.120235270584414,70
40,7,-0.112924893285417,-0.134973067222832,70
41,7,-0.127085709044065,-0.148192552424799,70
42,7,-0.140252301941029,-0.159936522493404,70
43,7,-0.152508399324947,-0.170267643263861,70
44,7,-0.163932830813274,-0.179266483575452,70
45,7,-0.17459377812983,-0.187029283682234,70
46,7,-0.184545215853669,-0.193665497588518,70
47,7,-0.193825473232109,-0.199295151777308,70
48,7,-0.20245766948526,-0.204046065597678,70
49,7,-0.210451618337836,-0.208050980646726,70
50,7,-0.21780669432883,-0.211444647791099,70
1,8,0.269866658866896,0.289199295276253,70
2,8,0.290175482896097,0.317748716874948,70
3,8,0.309194725146747,0.344450151157759,70
4,8,0.32680331302691,0.36905652033666,70
5,8,0.342883206215984,0.391340616965588,70
6,8,0.357319533937735,0.411098052337334,70
7,8,0.370000209586006,0.428149899496869,70
8,8,0.380815324478038,0.442344991479467,70
9,8,0.389656804663967,0.453561840595219,70
10,8,0.396418971961185,0.4617101503257,70
11,8,0.401000740465717,0.466731897583779,70
12,8,0.403310108179759,0.468601969617547,70
13,8,0.403271223239596,0.46732834661172,70
14,8,0.400833515580066,0.462951827949164,70
15,8,0.395981321491682,0.455545307033189,70
16,8,0.388741562615627,0.445212606429716,70
17,8,0.379186985527472,0.432086891760158,70
18,8,0.367433507478583,0.416328689156637,70
19,8,0.353631968969087,0.398123537081549,70
20,8,0.337956221758823,0.377679308819795,70
21,8,0.320590279430591,0.355223246888722,70
22,8,0.301717103681788,0.330998754900813,70
23,8,0.281510862506469,0.305261995990991,70
24,8,0.260133625534601,0.278278349728562,70
25,8,0.23773667723919,0.250318781429921,70
26,8,0.214465913566204,0.221656178941741,70
27,8,0.190470069276803,0.192561712258122,70
28,8,0.165909841304661,0.163301270765259,70
29,8,0.140965515733718,0.134132031483534,70
30,8,0.115840717639607,0.105299209422731,70
31,8,0.090760539041058,0.0770330381175092,70
32,8,0.0659635101646078,0.0495460246163551,70
33,8,0.0416883835246013,0.0230305187181728,70
34,8,0.0181580690418321,-0.00234336884206869,70
35,8,-0.00443614164800214,-0.0264294701829358,70
36,8,-0.0259469690635621,-0.0491068630350982,70
37,8,-0.0462779569780273,-0.0702807558795831,70
38,8,-0.065383932778629,-0.0898829455394442,70
39,8,-0.0832658145697049,-0.107871844102208,70
40,8,-0.0999614717458862,-0.124232078887182,70
41,8,-0.115534666404896,-0.138973675933536,70
42,8,-0.130063842583029,-0.152130844065212,70
43,8,-0.143632002612278,-0.163760382883426,70
44,8,-0.156318403457344,-0.173939743947449,70
45,8,-0.168192442427142,-0.182764779836474,70
46,8,-0.179309855303008,-0.1903472206541,70
47,8,-0.189711150266714,-0.196811921765746,70
48,8,-0.199422011898986,-0.202293930081731,70
49,8,-0.20845524316515,-0.206935418959618,70
50,8,-0.216813703705142,-0.210882543755553,70
1,9,0.261172943645367,0.278104523328215,70
2,9,0.284134599167907,0.309748018734543,70
3,9,0.305773227326541,0.339622674603175,70
4,9,0.325955482976554,0.367453061529767,70
5,9,0.344553487890433,0.392982919355845,70
6,9,0.361445697424801,0.415978477741366,70
7,9,0.37651679635285,0.436231476485779,70
8,9,0.389656804663966,0.453561840595219,70
9,9,0.400759843202235,0.46781997031314,70
10,9,0.409723249380027,0.478888612169245,70
11,9,0.416447891149821,0.486684283466024,70
12,9,0.420840531565979,0.49115822941383,70
13,9,0.422818838847393,0.492296899238457,70
14,9,0.422319013488779,0.490121934908207,70
15,9,0.419305046183683,0.484689673546093,70
16,9,0.41377763077955,0.476090171991223,70
17,9,0.405780256355958,0.464445769235827,70
18,9,0.395400414521893,0.449909209477479,70
19,9,0.382765147108193,0.432661355180272,70
20,9,0.368031787621544,0.412908525730124,70
21,9,0.351376028746068,0.390879502901575,70
22,9,0.332979970618814,0.366822249338515,70
23,9,0.313022588023943,0.341000390511802,70
24,9,0.291674359930695,0.313689514086458,70
25,9,0.269096881800202,0.285173343256489,70
26,9,0.245447264989317,0.255739842345794,70
27,9,0.220886101137159,0.225677313802873,70
28,9,0.195586866738568,0.19527054562269,70
29,9,0.169744080850536,0.164797067213782,70
30,9,0.143577537323878,0.13452356980919,70
31,9,0.117330634880151,0.104702544727213,70
32,9,0.0912621412642519,0.0755691891671936,70
33,9,0.0656323468094761,0.0473386248342955,70
