"i","j","G_mu_hat","G_mu_true","n_ave"
40,31,0.327404575752328,0.38296679798292,1
41,31,0.311881703123462,0.354954245168805,1
42,31,0.294683500504936,0.325064310734104,1
43,31,0.276207358325586,0.293506615529498,1
44,31,0.256945725435443,0.260503432090008,1
45,31,0.237423775746923,0.2262872661864,1
46,31,0.218162305815171,0.191098326572682,1
47,31,0.199667810334456,0.155181918348037,1
48,31,0.182443984596074,0.118785796378188,1
49,31,0.167014550923793,0.0821575156915465,1
50,31,0.153946546077488,0.0455418156726513,1
1,32,-0.120775924880167,-0.109233425093242,1
2,32,-0.0958515992550041,-0.0892759849564351,1
3,32,-0.0728957609415076,-0.0683969353282805,1
4,32,-0.0522280686092428,-0.0465894453544612,1
5,32,-0.0339800533131923,-0.0238607333891018,1
6,32,-0.0180801287945774,-0.000233281953313545,1
7,32,-0.00425226840922536,0.024254190935736,1
8,32,0.00797307414227155,0.0495460246163551,1
9,32,0.0192381989683927,0.0755691891671936,1
10,32,0.0303294965048033,0.102233151201354,1
11,32,0.0421409437345045,0.129430039261239,1
12,32,0.0556271087028397,0.157035111187765,1
13,32,0.0717407147283226,0.184907520962593,1
14,32,0.0913495626602322,0.212891377667329,1
15,32,0.115130949292834,0.240817084446197,1
16,32,0.143449279703142,0.268502940774219,1
17,32,0.176233139056384,0.295756986994359,1
18,32,0.212878334706188,0.322379066063547,1
19,32,0.25220882353111,0.348163073803292,1
20,32,0.292524106337481,0.372899365744026,1
21,32,0.331747983425337,0.396377285934862,1
22,32,0.367671026551775,0.418387780906028,1
23,32,0.398252543143373,0.438726060355175,1
24,32,0.421924948444991,0.457194265107803,1
25,32,0.437833396425248,0.473604102493255,1
26,32,0.445952990873365,0.487779409488834,1
27,32,0.447054769312243,0.499558604813382,1
28,32,0.442530891386637,0.508796992586306,1
29,32,0.434124542322761,0.515368882187215,1
30,32,0.423628535301578,0.519169491524359,1
31,32,0.412614525882166,0.520116604007761,1
32,32,0.402237329841621,0.518151953077849,1
33,32,0.393135566801707,0.513242312107744,1
34,32,0.385428726102367,0.505380271815902,1
35,32,0.37879540851397,0.494584691928801,1
36,32,0.372607994332348,0.480900818649276,1
37,32,0.366094184707127,0.464400064440585,1
38,32,0.358495216610563,0.445179451652112,1
39,32,0.349194360725791,0.423360726512177,1
40,32,0.337797740172181,0.39908915491885,1
41,32,0.324161427414631,0.372532016194948,1
42,32,0.308371429204468,0.343876815464785,1
43,32,0.290693025309034,0.313329239488157,1
44,32,0.271510220182981,0.281110884586456,1
45,32,0.251274029358093,0.247456788657929,1
46,32,0.230471410396326,0.212612802151642,1
47,32,0.209617747808502,0.176832835208455,1
48,32,0.189267947662021,0.140376019945915,1
49,32,0.170036474174494,0.103503828035521,1
50,32,0.152615706530105,0.0664771842772595,1
1,33,-0.135163704936122,-0.120447401192478,1
2,33,-0.112726983222398,-0.10284884911247,1
3,33,-0.0918287018773591,-0.0843149587570833,1
4,33,-0.0728110256038721,-0.0648125170042287,1
5,33,-0.0558362447761508,-0.0443221600881858,1
6,33,-0.0408729492607496,-0.0228399692168515,1
7,33,-0.0276954670611004,-0.000378823145465281,1
8,33,-0.015894971931747,0.0230305187181728,1
9,33,-0.00489972259572827,0.0473386248342955,1
10,33,0.00599766974628492,0.0724769091977276,1
11,33,0.0176062639698739,0.0983574707372346,1
12,33,0.0307938975271558,0.124873261882996,1
13,33,0.04643105914295,0.151898588449435,1
14,33,0.0653169357302757,0.17928993763972,1
15,33,0.0880859218517545,0.206887125669178,1
16,33,0.115099342624153,0.234514751311907,1
17,33,0.146336044452728,0.26198393668055,1
18,33,0.181304012544585,0.289094331832868,1
19,33,0.218999665772216,0.315636355435657,1
20,33,0.257939104384592,0.341393639776163,1
21,33,0.29627537129243,0.36614564495657,1
22,33,0.331998825358434,0.389670404193701,1
23,33,0.363196915906358,0.411747359820729,1
24,33,0.388329674856275,0.432160247888136,1
25,33,0.406464473937703,0.450699988215172,1
26,33,0.417414669609006,0.467167536368424,1
27,33,0.421745224369596,0.481376654347625,1
28,33,0.420640991476911,0.493156557737088,1
29,33,0.415669389817007,0.502354398719869,1
30,33,0.408495073803038,0.5088375466262,1
31,33,0.40061075330562,0.512495630563469,1
32,33,0.393135566801708,0.513242312107744,1
33,33,0.386708284478895,0.511016759973873,1
34,33,0.381477343259505,0.505784802961513,1
35,33,0.377170596667393,0.497539742230391,1
36,33,0.373217290830254,0.486302809015846,1
37,33,0.368892249080095,0.472123259176734,1
38,33,0.363455250977891,0.455078101390088,1
39,33,0.356264884422814,0.435271461286073,1
40,33,0.346854152082527,0.412833589267721,1
41,33,0.334963847101648,0.387919525097704,1
42,33,0.320538296679816,0.360707437475958,1
43,33,0.303695184549276,0.331396661697368,1
44,33,0.284685088751194,0.300205462992215,1
45,33,0.263855832457787,0.267368557243374,1
46,33,0.241631903264409,0.233134424379988,1
47,33,0.218511889011174,0.197762452811229,1
48,33,0.195079813182581,0.161519955738518,1
49,33,0.172021727707662,0.124679102031841,1
50,33,0.150137923196287,0.0875138055471007,1
1,34,-0.149515953873192,-0.130747235428817,1
2,34,-0.12924477313267,-0.115426891389478,1
3,34,-0.110161966843651,-0.0991702542624691,1
4,34,-0.0926226064260593,-0.0819199512479812,1
5,34,-0.0768079927531588,-0.0636320295046713,1
6,34,-0.062713096141654,-0.0442778964215346,1
7,34,-0.0501471669792118,-0.023846021610667,1
8,34,-0.0387458388981846,-0.00234336884206869,1
9,34,-0.0279920444048988,0.0202034695955239,1
10,34,-0.0172433657943223,0.0437474589075524,1
11,34,-0.00576503316015523,0.0682206458848808,1
12,34,0.0072299158469782,0.0935340333843439,1
13,34,0.0225298330143573,0.119577811902847,1
14,34,0.0408591860116959,0.146221949218164,1
15,34,0.0627973507937733,0.173317133304872,1
16,34,0.0886853600025585,0.200696058026938,1
17,34,0.118531768704605,0.228175035549857,1
18,34,0.151935596636968,0.255555914093212,1
19,34,0.188047810569231,0.282628274643667,1
20,34,0.225591044071537,0.30917187564833,1
21,34,0.26294979650594,0.334959310582466,1
22,34,0.298331117330024,0.359758839699614,1
23,34,0.32998043356924,0.383337354283727,1
24,34,0.356421133720521,0.405463429380079,1
25,34,0.376673563083746,0.425910419322368,1
26,34,0.390404510937977,0.444459549424786,1
27,34,0.397967172923383,0.460902956986018,1
28,34,0.400315228680852,0.475046635261673,1
29,34,0.398807418233956,0.48671323529563,1
30,34,0.394949031935519,0.495744682441088,1
31,34,0.39013184834949,0.502004567019072,1
32,34,0.385428726102367,0.505380271815902,1
33,34,0.381477343259504,0.505784802961513,1
34,34,0.378459889044039,0.503158295098175,1
35,34,0.37616228840584,0.497469166576401,1
36,34,0.374083647788049,0.488714905626898,1
37,34,0.371564519821404,0.476922473973095,1
38,34,0.36790817875965,0.4621483200825,1
39,34,0.362478122962043,0.444478000117534,1
40,34,0.354764017186102,0.424025410546286,1
41,34,0.344415562668318,0.40093164221895,1
42,34,0.331249197726331,0.375363471415441,1
43,34,0.315236400132756,0.34751150883502,1
44,34,0.296484452393845,0.317588032644499,1
45,34,0.275220082795822,0.285824536447652,1
46,34,0.251783050068341,0.252469027310792,1
47,34,0.226631353177251,0.217783112711735,1
48,34,0.200354241171457,0.182038918413367,1
49,34,0.17368557145334,0.145515881750273,1
50,34,0.147509391410183,0.108497466618713,1
1,35,-0.164139087583779,-0.140155709608694,1
2,35,-0.145633137774127,-0.127009440988844,1
3,35,-0.128047096173922,-0.112937915685051,1
4,35,-0.111741776225545,-0.097862149357322,1
5,35,-0.0969084896787238,-0.0817159292453775,1
6,35,-0.0835578150187564,-0.0644480580007447,1
7,35,-0.0715216288889,-0.0460243680821989,1
8,35,-0.0604667178018029,-0.0264294701829358,1
9,35,-0.0499171630434187,-0.00566820334205075,1
10,35,-0.0392827838995759,0.0162332408939053,1
11,35,-0.0278922508571399,0.0392265427257228,1
12,35,-0.0150315383460972,0.063240843698306,1
13,35,9.77270244649324e-06,0.0881827127387914,1
14,35,0.0178813523226533,0.113936493715826,1
15,35,0.0391029479128368,0.14036503348222,1
16,35,0.0639862313331249,0.167310783244417,1
17,35,0.0925564324658704,0.194597260079245,1
18,35,0.124487753725273,0.222030849586751,1
19,35,0.159069184365872,0.249402925120139,1
20,35,0.195216068701606,0.276492253858101,1
21,35,0.231537575533981,0.303067655263439,1
22,35,0.266461804906908,0.328890873280184,1
23,35,0.298409513946076,0.35371962002621,1
24,35,0.325995296263968,0.377310745797323,1
25,35,0.348223373149302,0.399423487959268,1
26,35,0.364637624960662,0.419822749802251,1
27,35,0.375387167505125,0.438282359693256,1
28,35,0.381183479482394,0.454588260897262,1
29,35,0.383151582175637,0.468541583249973,1
30,35,0.382607863339698,0.479961549440221,1
31,35,0.380818494712144,0.488688170975988,1
32,35,0.378795408513971,0.494584691928801,1
33,35,0.377170596667393,0.497539742230391,1
34,35,0.376162288405841,0.497469166576401,1
35,35,0.375620289603115,0.494317499807941,1
36,35,0.37512151327335,0.488059064918515,1
37,35,0.374083289632291,0.478698675488831,1
38,35,0.371868587478973,0.466271930297629,1
39,35,0.367868313904231,0.450845094000046,1
40,35,0.361556331143982,0.432514564010553,1
41,35,0.352520015248535,0.411405929977743,1
42,35,0.340472860263381,0.387672638395733,1
43,35,0.32525688483961,0.361494280865577,1
44,35,0.306842364810799,0.333074530206917,1
45,35,0.285330898464448,0.302638753936144,1
46,35,0.260964927621004,0.270431339490022,1
47,35,0.234142988041961,0.236712769906968,1
48,35,0.205436272661083,0.2017564924147,1
49,35,0.175599905140811,0.165845625454437,1
50,35,0.145572435565992,0.129269552050552,1
1,36,-0.179266174618189,-0.148705042988002,1
2,36,-0.162064028468001,-0.137608271287083,1
3,36,-0.145591234464872,-0.125608309608021,1
4,36,-0.130209657990468,-0.112607389084512,1
5,36,-0.116114692299957,-0.0985196591177831,1
6,36,-0.103325382272666,-0.0832736892736613,1
7,36,-0.0916879332237294,-0.0668147544975362,1
8,36,-0.080890978081583,-0.0491068630350982,1
9,36,-0.0704897111140128,-0.0301344904801006,1
10,36,-0.0599358452105273,-0.0099039879987884,1
11,36,-0.0486113820591696,0.0115553620689376,1
12,36,-0.0358659834820851,0.0341906644403498,1
13,36,-0.0210594576482352,0.0579251182177678,1
14,36,-0.00361151279089873,0.0826581223763038,1
15,36,0.0169402940883089,0.108265782111598,1
16,36,0.0408766637658938,0.134601812325157,1
17,36,0.0682332514314718,0.161498828144282,1
18,36,0.0987483444831001,0.188770006135908,1
19,36,0.131833835508232,0.216211093877893,1
20,36,0.166581034778702,0.243602739892525,1
21,36,0.201809526080589,0.270713110715163,1
22,36,0.236161853663691,0.297300757149186,1
23,36,0.268239620887394,0.323117687622059,1
24,36,0.296767676000212,0.347912603072378,1
25,36,0.320763170454282,0.37143424501998,1
26,36,0.339677790843546,0.39343480644546,1
27,36,0.353478677738225,0.41367335386445,1
28,36,0.362641040260005,0.431919208546502,1
29,36,0.368044828048299,0.447955235206137,1
30,36,0.370794564551889,0.461580987679768,1
31,36,0.372005346854822,0.472615663079114,1
32,36,0.372607994332347,0.480900818649276,1
33,36,0.373217290830254,0.486302809015846,1
34,36,0.374083647788048,0.488714905626898,1
35,36,0.375121513273349,0.488059064918515,1
36,36,0.375988624686402,0.484287316983391,1
37,36,0.376184212870806,0.477382752219334,1
38,36,0.375140029163632,0.467360089489378,1
39,36,0.37228981638711,0.454265815643468,1
40,36,0.367114454270581,0.43817789273465,1
41,36,0.359167768303722,0.419205035809318,1
42,36,0.348091186134268,0.397485570659114,1
43,36,0.333625212248619,0.373185887290012,1
44,36,0.315623571299566,0.346498510992427,1
45,36,0.29407286186332,0.317639818689337,1
46,36,0.269117238243744,0.286847433606852,1
47,36,0.241084526446971,0.254377336169728,1
48,36,0.210507975667611,0.220500733297169,1
49,36,0.178137223362919,0.185500731895429,1
50,36,0.144933284066494,0.14966886525666,1
1,37,-0.194974456528812,-0.156435671423248,1
2,37,-0.17858071464663,-0.147246646808245,1
3,37,-0.162797634027905,-0.137186408410375,1
4,37,-0.147985192559919,-0.126141457902548,1
5,37,-0.134339400937201,-0.114009174272799,1
6,37,-0.121883806961495,-0.100700524647656,1
7,37,-0.110474375352335,-0.0861425748711826,1
8,37,-0.0998162105403056,-0.0702807558795831,1
9,37,-0.0894892110982116,-0.0530808457243326,1
10,37,-0.0789793677869736,-0.0345306315603345,1
11,37,-0.0677131636700871,-0.0146412209594106,1
12,37,-0.0550940766302928,0.00655202254611311,1
13,37,-0.0405417919831748,0.0289889388272954,1
14,37,-0.0235355150075418,0.0525844382907451,1
15,37,-0.00366207064049086,0.0772287831431639,1
16,37,0.0193327506178219,0.102788282538454,1
17,37,0.0454941881176285,0.129106394731086,1
18,37,0.0746171523485844,0.156005222825243,1
19,37,0.106222219852629,0.183287384370905,1
20,37,0.139557404564256,0.210738229015962,1
21,37,0.173632311089537,0.238128372773563,1
22,37,0.207288118394468,0.265216512295881,1
23,37,0.239302179875067,0.291752477941578,1
24,37,0.268519490859698,0.317480480457774,1
25,37,0.293995047318152,0.34214250283162,1
26,37,0.315122841197792,0.365481786354025,1
27,37,0.331722353280805,0.387246358219134,1
28,37,0.344056195798912,0.407192547085875,1
29,37,0.352765698648981,0.425088432967378,1
30,37,0.358732918546273,0.44071717859226,1
31,37,0.362900434306951,0.453880190987388,1
32,37,0.366094184707126,0.464400064440585,1
33,37,0.368892249080096,0.472123259176734,1
34,37,0.371564519821404,0.476922473973095,1
35,37,0.374083289632291,0.478698675488831,1
36,37,0.376184212870807,0.477382752219334,1
37,37,0.37744841727667,0.47293676662785,1
38,37,0.377380226459794,0.465354785067428,1
39,37,0.375465970191126,0.454663271490692,1
40,37,0.371211237927177,0.440921037553914,1
41,37,0.364162239736412,0.424218748452109,1
42,37,0.353920363550237,0.404677990568254,1
43,37,0.340158402665978,0.382449913676985,1
44,37,0.322643815432132,0.35771346690719,1
45,37,0.301270184913164,0.330673253837783,1
46,37,0.276093920589939,0.301557037880388,1
47,37,0.24737013544356,0.270612934401236,1
48,37,0.215580232854087,0.238106330769779,1
49,37,0.181444330994864,0.204316579619304,1
50,37,0.145914002863578,0.169533514001455,1
1,38,-0.211123255397715,-0.163394917987197,1
2,38,-0.195045593427939,-0.155958204849793,1
3,38,-0.179525127391008,-0.147690903628833,1
4,38,-0.16491765188602,-0.138467015501528,1
5,38,-0.151417653211591,-0.128170210618738,1
6,38,-0.139051263449142,-0.116696695885689,1
7,38,-0.12768231353178,-0.10395790233138,1
8,38,-0.117030057270642,-0.0898829455394442,1
9,38,-0.106695711600636,-0.0744208161402894,1
10,38,-0.0961944198063678,-0.0575422615860669,1
11,38,-0.0849897528239763,-0.0392413252800425,1
12,38,-0.0725291704384309,-0.0195365145337963,1
13,38,-0.0582803432027379,0.00152842530578989,1
14,38,-0.041769109315719,0.0238841469752107,1
15,38,-0.0226195490528675,0.0474357575560616,1
16,38,-0.000595192162314773,0.0720632980866176,1
17,38,0.0243616895347029,0.0976226429727703,1
18,38,0.0520975879138275,0.123946808930678,1
19,38,0.0822279823410425,0.150847656622807,1
20,38,0.114136332843036,0.17811796182889,1
21,38,0.146997235448016,0.205533827023915,1
22,38,0.179827571356256,0.232857398711208,1
23,38,0.211566502448395,0.259839850867813,1
24,38,0.241180181581745,0.286224590481001,1
25,38,0.267780099544823,0.311750637458668,1
26,38,0.290736427517106,0.336156128241621,1
27,38,0.309762357809828,0.359181890279781,1
28,38,0.32494587023032,0.380575033192065,1
29,38,0.336714160060385,0.400092501933255,1
30,38,0.345732628782071,0.41750453764933,1
31,38,0.352759951091152,0.432597993110637,1
32,38,0.358495216610563,0.445179451652112,1
33,38,0.36345525097789,0.455078101390088,1
34,38,0.36790817875965,0.4621483200825,1
35,38,0.371868587478971,0.466271930297629,1
36,38,0.375140029163631,0.467360089489378,1
37,38,0.377380226459793,0.465354785067428,1
38,38,0.378165525580697,0.460229910513336,1
39,38,0.37704027439036,0.451991904935248,1
40,38,0.373547896942589,0.440679945075929,1
41,38,0.367248793156919,0.426365685587467,1
42,38,0.357733993750921,0.409152550255391,1
43,38,0.34464314034107,0.389174583687449,1
44,38,0.32769212227979,0.36659487967149,1
45,38,0.306711008025428,0.341603608847831,1
46,38,0.28168817816957,0.314415674433968,1
47,38,0.252813119336224,0.285268030387915,1
48,38,0.220509097677102,0.254416701512889,1
49,38,0.185448126793373,0.222133549510503,1
50,38,0.148543763286167,0.188702832811835,1
1,39,-0.227336830548671,-0.169635578743961,1
2,39,-0.211127796680268,-0.16378569236512,1
3,39,-0.195480940190786,-0.157153116800918,1
4,39,-0.180745197432889,-0.149602698995611,1
5,39,-0.167111530146723,-0.141007602011165,1
6,39,-0.154607478228825,-0.13125227582203,1
7,39,-0.143104182379259,-0.120235270584414,1
8,39,-0.132334532532315,-0.107871844102208,1
9,39,-0.121919714660704,-0.0940963183919341,1
10,39,-0.111400825764156,-0.0788641441563189,1
11,39,-0.100272577876731,-0.0621536365487153,1
12,39,-0.0880172271966472,-0.043967350776786,1
13,39,-0.0741382067448165,-0.0243330717721292,1
14,39,-0.0581938315784148,-0.00330439825335446,1
15,39,-0.0398314087597556,0.0190390920627596,1
16,39,-0.0188211325922087,0.0425921026954666,1
17,39,0.00491223827829857,0.0672243039014026,1
18,39,0.0312631536418466,0.0927814364805442,1
19,39,0.0599285143025826,0.119086820234513,1
20,39,0.0904048198207085,0.145943246935734,1
21,39,0.122003752951147,0.173135231479969,1
22,39,0.15389015509317,0.200431589110047,1
23,39,0.185144346609944,0.227588301306952,1
24,39,0.214846666748254,0.254351628229889,1
25,39,0.242176060241555,0.280461421524456,1
26,39,0.266507841742984,0.305654587972419,1
27,39,0.287490872841577,0.32966865188129,1
28,39,0.305084140564365,0.352245362348305,1
29,39,0.319539119562758,0.373134290610208,1
30,39,0.33132703946243,0.39209636262274,1
31,39,0.341025848780879,0.408907272803991,1
32,39,0.34919436072579,0.423360726512177,1
33,39,0.356264884422813,0.435271461286073,1
34,39,0.362478122962043,0.444478000117534,1
35,39,0.367868313904231,0.450845094000046,1
36,39,0.37228981638711,0.454265815643468,1
37,39,0.375465970191126,0.454663271490692,1
38,39,0.377040274390361,0.451991904935248,1
39,39,0.376616723715752,0.44623836982993,1
40,39,0.373785588126423,0.437421959898741,1
41,39,0.36813863113369,0.425594586416085,1
42,39,0.359281675180381,0.41084030339243,1
43,39,0.346852517122743,0.393274386397525,1
44,39,0.330549387510149,0.373041977952675,1
45,39,0.310170630239562,0.350316319026391,1
46,39,0.285661435431525,0.325296592469668,1
47,39,0.257159747687134,0.298205410129813,1
48,39,0.225032036361762,0.269285980792709,1
49,39,0.18989083299448,0.238799000938391,1
50,39,0.152589294290543,0.207019314478209,1
1,40,-0.243043137108245,-0.175214448622651,1
2,40,-0.226338197325539,-0.170779580914216,1
3,40,-0.210251515666251,-0.165615728100917,1
4,40,-0.195121555533497,-0.159581988317817,1
5,40,-0.181133107242707,-0.152544303569498,1
6,40,-0.168313675430256,-0.144378478506395,1
7,40,-0.156541331453565,-0.134973067222832,1
8,40,-0.145562720401642,-0.124232078887182,1
9,40,-0.135018672028021,-0.112077455793211,1
10,40,-0.1244743126001,-0.0984512809468865,1
11,40,-0.11345087161419,-0.0833176765196502,1
12,40,-0.101457365742038,-0.0666643593407678,1
13,40,-0.0880215511977089,-0.0485038249919317,1
14,40,-0.0727203659920227,-0.0288741379216381,1
15,40,-0.0552101262645164,-0.0078393112228325,1
16,40,-0.0352560305659576,0.0145107337834133,1
17,40,-0.0127594919160586,0.038060631345432,1
18,40,0.0122190837183227,0.0626704549115812,1
19,40,0.0394450927275728,0.0881770103515741,1
20,40,0.0685056522065185,0.11439552197883,1
21,40,0.0988206185231022,0.141121688287396,1
22,40,0.129672523268608,0.168134078370516,1
23,40,0.160257650696652,0.195196834485902,1
24,40,0.189756843759266,0.222062641262566,1
25,40,0.217419207897812,0.248475917684592,1
26,40,0.242646078318058,0.274176184307769,1
27,40,0.265058642533705,0.298901555224431,1
28,40,0.284532702405729,0.32239230213699,1
29,40,0.301189471372947,0.34439443656643,1
30,40,0.315341449622718,0.36466325573019,1
31,40,0.327404575752327,0.38296679798292,1
32,40,0.337797740172181,0.39908915491885,1
33,40,0.346854152082527,0.412833589267721,1
34,40,0.354764017186102,0.424025410546286,1
35,40,0.361556331143981,0.432514564010553,1
36,40,0.367114454270582,0.43817789273465,1
37,40,0.371211237927176,0.440921037553914,1
38,40,0.373547896942589,0.440679945075929,1
39,40,0.373785588126423,0.437421959898741,1
40,40,0.371566113087624,0.431146483487443,1
41,40,0.366524659541693,0.421885188750428,1
42,40,0.358301082891983,0.409701786121731,1
43,40,0.346556642327608,0.394691343790352,1
44,40,0.331000915178262,0.376979171514382,1
45,40,0.311429704577923,0.35671928411097,1
46,40,0.287770281928162,0.334092467118493,1
47,40,0.26012663368796,0.309303973184771,1
48,40,0.228815719254872,0.282580883349993,1
49,40,0.194386643607448,0.254169172477514,1
50,40,0.157617754188382,0.224330522560462,1
1,41,-0.257561966627188,-0.180190813169156,1
2,41,-0.240104997738201,-0.176996584331151,1
3,41,-0.223364883309101,-0.173131345886964,1
4,41,-0.207665127728182,-0.168451853013859,1
5,41,-0.193180887582741,-0.162820140076879,1
6,41,-0.179937488627927,-0.156106532165225,1
7,41,-0.167819065381322,-0.148192552424799,1
8,41,-0.156585973322512,-0.138973675933536,1
9,41,-0.145898616804951,-0.128361883194872,1
10,41,-0.135344947495743,-0.116287969407348,1
11,41,-0.124469243173063,-0.102703569456404,1
12,41,-0.112800719788361,-0.0875828630086063,1
13,41,-0.0998816275365998,-0.0709239290989139,1
14,41,-0.0852951896239911,-0.0527497251094496,1
15,41,-0.0686936986974108,-0.0331086709566723,1
16,41,-0.049826347592926,-0.0120748255395944,1
17,41,-0.0285653609097439,0.0102523510436318,1
18,41,-0.00492814262649482,0.0337486494317262,1
19,41,0.0209074328846302,0.0582661704249117,1
20,41,0.0485979396373719,0.0836347787400446,1
21,41,0.0776432443879048,0.109663931637502,1
22,41,0.107412740664823,0.136144856953643,1
23,41,0.137190780249118,0.162853049453516,1
24,41,0.166239584486784,0.189551049276736,1
25,41,0.193872969607482,0.215991461666566,1
26,41,0.219529318964579,0.24192017322113,1
27,41,0.242829396188365,0.267079716649169,1
28,41,0.26360552748983,0.291212733502836,1
29,41,0.281893963668806,0.314065482636919,1
30,41,0.297890849408968,0.335391341235545,1
31,41,0.311881703123461,0.354954245168805,1
32,41,0.32416142741463,0.372532016194948,1
33,41,0.334963847101648,0.387919525097704,1
34,41,0.344415562668318,0.40093164221895,1
35,41,0.352520015248535,0.411405929977743,1
36,41,0.359167768303721,0.419205035809318,1
37,41,0.364162239736412,0.424218748452109,1
38,41,0.36724879315692,0.426365685587467,1
39,41,0.368138631133691,0.425594586416085,1
40,41,0.366524659541694,0.421885188750428,1
41,41,0.362091605814832,0.415248676519833,1
42,41,0.354525604187983,0.405727690125884,1
43,41,0.343528918435187,0.393395898747773,1
44,41,0.328843814592824,0.378357140376689,1
45,41,0.310286427404176,0.36074414195014,1
46,41,0.287787647017749,0.340716838358719,1
47,41,0.261434717564933,0.318460315208842,1
48,41,0.23150550013415,0.294182405950056,1
49,41,0.198487844351119,0.268110979225081,1
50,41,0.163079089482551,0.240490956992892,1
1,42,-0.270221361737928,-0.184624932379506,1
2,42,-0.251871589372158,-0.182498105194404,1
3,42,-0.234369593079063,-0.179760942707275,1
4,42,-0.218019187498334,-0.176271205032597,1
5,42,-0.202982057730766,-0.171890302712612,1
6,42,-0.189278702913771,-0.166486246504118,1
7,42,-0.176797907938219,-0.159936522493404,1
8,42,-0.165313268022136,-0.152130844065212,1
9,42,-0.154504584535384,-0.142973734089942,1
10,42,-0.143981822182324,-0.132386893279933,1
11,42,-0.133309837801147,-0.120311313960021,1
12,42,-0.122033080544629,-0.106709102448187,1
13,42,-0.10970049568831,-0.0915649777867239,1
14,42,-0.0958914188794451,-0.074887419631737,1
15,42,-0.0802429861629126,-0.0567094436189418,1
16,42,-0.0624785849439517,-0.0370889883899947,1
17,42,-0.0424355886794107,-0.0161089045934384,1
18,42,-0.0200895509629346,0.0061234575289365,1
19,42,0.0044286204865813,0.0294770589952632,1
20,42,0.0308263135320098,0.0537983720700069,1
21,42,0.0586574654010608,0.0789129538790883,1
22,42,0.087348429745091,0.104627372182001,1
23,42,0.116242349894031,0.130731456187404,1
24,42,0.144659250798951,0.157000840071652,1
25,42,0.171964469210444,0.183199762130229,1
26,42,0.19763404621312,0.209084078335213,1
27,42,0.221304095914271,0.234404445553683,1
28,42,0.242793156114584,0.258909626858477,1
29,42,0.262092102140163,0.282349869278973,1
30,42,0.279323957677262,0.304480303029113,1
31,42,0.294683500504935,0.325064310734104,1
32,42,0.308371429204467,0.343876815464785,1
33,42,0.320538296679816,0.360707437475958,1
34,42,0.33124919772633,0.375363471415441,1
35,42,0.340472860263381,0.387672638395733,1
36,42,0.348091186134268,0.397485570659114,1
37,42,0.353920363550237,0.404677990568254,1
38,42,0.35773399375092,0.409152550255391,1
39,42,0.359281675180381,0.41084030339243,1
40,42,0.358301082891983,0.409701786121731,1
41,42,0.354525604187982,0.405727690125884,1
42,42,0.347691855661451,0.398939117021678,1
43,42,0.337551730271104,0.389387409641687,1
44,42,0.323892301385597,0.37715356221675,1
45,42,0.306564382712942,0.362347217893331,1
46,42,0.285517425862919,0.345105268310825,1
47,42,0.260835592964248,0.325590076027004,1
48,42,0.23276819445865,0.303987346320267,1
49,42,0.201747845798645,0.280503680225317,1
50,42,0.168391676797277,0.255363845491228,1
1,43,-0.280474611354806,-0.188576542819407,1
2,43,-0.261193698679445,-0.187348637201397,1
3,43,-0.242912161777844,-0.185572185328741,1
4,43,-0.225910094280269,-0.183109185096317,1
5,43,-0.210332351727017,-0.179823621278607,1
6,43,-0.196192152782183,-0.175584300656519,1
7,43,-0.183381469375206,-0.170267643263861,1
8,43,-0.171686519698307,-0.163760382883426,1
9,43,-0.16080630847397,-0.155962131238179,1
10,43,-0.150372358318596,-0.146787762368626,1
11,43,-0.139968552186957,-0.136169576431381,1
12,43,-0.129151136915474,-0.124059205553179,1
13,43,-0.117469972758971,-0.110429228375949,1
14,43,-0.104492523020744,-0.095274464469104,1
15,43,-0.0898315188661443,-0.0786129247936485,1
16,43,-0.0731757955415958,-0.0604863998000734,1
17,43,-0.0543219940196892,-0.0409606724434544,1
18,43,-0.0332032907958589,-0.0201253493146885,1
19,43,-0.00991044331574606,0.00190669087680953,1
20,43,0.0152997093349535,0.0250002261716601,1
21,43,0.0420125373466893,0.0489989862911883,1
22,43,0.0696833338267038,0.0737272965140037,1
23,43,0.0976841665608199,0.0989920478121066,1
24,43,0.125365486784808,0.124584965334947,1
25,43,0.152123732303162,0.150285142532401,1
26,43,0.177463029129476,0.175861803913886,1
27,43,0.201038735863888,0.201077255718997,1
28,43,0.222673709050044,0.225689980684182,1
29,43,0.242344233848651,0.249457830679409,1
30,43,0.260139831030007,0.272141269297046,1
31,43,0.276207358325586,0.293506615529498,1
32,43,0.290693025309034,0.313329239488157,1
33,43,0.303695184549276,0.331396661697368,1
34,43,0.315236400132755,0.34751150883502,1
35,43,0.32525688483961,0.361494280865577,1
36,43,0.333625212248619,0.373185887290012,1
37,43,0.340158402665978,0.382449913676985,1
38,43,0.344643140341069,0.389174583687449,1
39,43,0.346852517122742,0.393274386397525,1
40,43,0.346556642327609,0.394691343790352,1
41,43,0.343528918435186,0.393395898747773,1
42,43,0.337551730271103,0.389387409641687,1
43,43,0.32842557491675,0.382694243612767,1
44,43,0.315984561062365,0.373373466737293,1
45,43,0.300119132021744,0.361510135425558,1
46,43,0.28080431188538,0.347216199471709,1
47,43,0.258129397810852,0.330629033089867,1
48,43,0.232323546764825,0.311909615932626,1
49,43,0.203771655501391,0.29124039140696,1
