date,sh600118_daily,sh688053_daily,sh688066_daily,sh688081_daily,sh688132_daily,sh688151_daily,sh688586_daily,sh688636_daily,sz000519_daily,sz000768_daily,sz300008_daily,sz300034_daily,sz300045_daily,sz300065_daily,sz300099_daily,sz300101_daily,sz300123_daily
2024-09-02,350.5,18.63,17.59,12.16,13.4,13.25,16.03,41.62,94.23,204.0,39.74,80.75,133.42,53.77,70.53,104.56,26.53
2024-10-15,426.7,23.17,25.44,15.98,15.72,16.15,20.13,58.58,130.95,239.08,59.14,103.44,221.87,82.63,91.2,141.16,38.01
2024-10-16,421.11,24.19,25.05,16.43,15.41,16.15,19.92,59.12,124.63,241.05,56.62,100.4,212.52,79.03,93.51,144.93,37.04
2024-10-17,421.28,23.81,25.46,16.46,15.65,16.15,19.96,58.09,121.18,242.08,55.12,100.83,221.79,78.24,91.97,142.06,37.7
2024-10-18,431.44,24.71,27.46,17.09,16.21,16.76,20.74,59.93,123.73,249.31,56.16,105.88,230.49,81.05,94.12,147.55,39.4
2024-11-06,477.84,27.4,33.17,21.29,16.03,17.3,22.29,69.0,138.84,269.94,68.33,109.53,224.5,92.1,99.35,166.71,45.05
2024-12-13,527.62,38.93,33.9,24.71,19.7,17.69,20.39,71.26,127.18,229.62,61.56,99.73,204.56,83.07,108.58,196.59,43.11
2024-12-16,522.37,37.29,32.37,24.17,18.84,17.8,20.31,68.33,125.37,225.32,60.75,98.57,193.32,80.35,106.89,190.86,41.59
2024-12-18,496.97,31.79,30.72,22.29,17.98,17.14,19.8,64.97,124.71,225.23,59.14,97.24,188.06,78.15,101.97,183.9,40.8
2024-12-19,497.82,31.84,31.41,21.76,18.68,17.1,19.84,65.41,123.23,223.51,59.03,97.6,187.33,79.82,102.58,185.21,40.86
2024-12-20,496.8,33.27,31.83,23.85,19.18,17.2,19.96,66.31,124.05,226.35,59.26,97.78,190.44,80.0,105.2,192.42,41.17
2025-02-17,462.6,27.16,30.4,25.01,19.25,18.72,19.21,62.73,122.16,214.32,56.16,92.37,173.95,93.5,99.51,153.52,36.43
2025-02-18,452.1,25.92,28.74,24.1,18.68,17.81,18.94,64.92,119.62,210.62,53.29,90.06,166.07,99.12,95.66,146.4,34.61
2025-02-19,458.87,27.09,29.82,24.69,19.11,18.05,19.43,67.07,120.77,213.89,54.66,91.39,171.16,118.94,98.59,152.38,35.58
2025-03-11,488.34,32.99,29.16,30.03,20.6,18.54,20.72,90.32,151.9,223.43,61.1,103.2,186.75,103.24,116.43,179.72,39.34
2025-03-12,484.61,34.34,29.07,30.2,20.42,18.49,20.58,89.0,150.01,220.59,59.49,102.04,183.14,103.59,117.35,177.1,39.22
2025-03-13,482.58,32.65,28.13,29.16,20.11,18.41,20.47,89.16,147.06,219.3,63.51,102.71,179.86,112.71,115.81,177.92,38.68
2025-03-14,484.27,32.38,28.16,30.21,20.02,19.34,20.68,87.43,144.59,220.85,63.74,103.44,181.91,135.26,111.5,173.66,38.92
2025-03-31,445.16,26.9,26.26,29.03,20.62,18.0,19.49,82.08,137.94,203.31,67.99,98.57,154.91,136.84,102.12,148.2,36.13
2025-04-01,454.3,27.66,26.5,28.68,20.57,18.36,20.19,83.69,141.8,208.64,68.45,101.62,159.18,134.73,102.12,149.35,36.43
2025-04-02,449.39,27.75,26.4,29.16,20.86,18.36,19.86,84.68,139.75,202.02,67.07,99.49,157.05,132.45,102.89,148.53,35.82
2025-04-03,449.05,28.2,25.95,29.1,20.31,18.38,19.72,88.44,138.51,200.73,65.46,98.15,154.42,126.75,103.2,147.46,35.22
2025-04-22,443.63,27.34,24.2,25.79,19.17,17.29,20.27,86.61,136.21,204.6,65.0,96.57,139.24,129.38,95.36,134.94,33.45
2025-04-23,444.65,27.57,24.1,26.13,19.12,17.28,19.94,88.08,133.75,202.02,67.64,96.08,142.69,132.63,95.66,135.51,33.39
2025-04-25,439.23,26.31,23.51,25.78,18.63,16.62,19.78,88.42,136.54,200.22,65.69,91.94,137.52,126.84,93.05,132.15,32.42
2025-04-28,433.47,26.42,22.95,25.68,18.25,16.47,19.45,91.22,137.28,198.33,65.0,90.3,134.98,127.1,91.82,131.09,32.48
2025-05-06,442.96,28.58,24.74,26.22,19.45,17.25,19.78,94.42,139.99,201.77,70.28,92.92,146.79,144.55,99.51,138.78,34.67
2025-05-07,453.45,29.38,25.47,26.84,20.18,18.02,20.58,99.51,148.21,210.02,75.11,96.38,148.68,150.26,109.97,141.98,36.61
2025-05-08,461.07,30.36,25.95,27.21,20.47,18.22,21.43,99.76,148.54,213.8,75.45,99.61,155.49,147.19,106.89,148.12,39.34
2025-05-09,452.27,29.06,25.34,28.36,20.22,17.89,21.0,98.26,144.1,208.38,71.55,96.99,151.8,141.84,107.97,144.68,40.01
2025-05-12,469.54,29.74,26.5,32.0,22.0,18.46,21.6,103.03,154.2,220.33,74.42,100.1,156.97,148.33,111.35,150.82,40.44
2025-05-13,460.23,28.72,25.67,30.23,21.07,17.95,21.31,97.76,145.66,215.69,71.32,97.66,153.77,143.77,106.58,146.56,39.4
2025-05-14,455.32,28.6,25.29,29.69,20.6,17.8,21.04,95.79,143.11,213.28,70.74,96.87,152.54,144.55,105.51,145.09,38.86
2025-05-15,447.02,28.14,25.12,32.04,20.33,17.58,20.76,93.44,139.17,209.85,68.68,95.35,149.42,137.45,106.58,141.98,37.77
2025-06-24,456.33,30.37,26.24,25.67,19.02,19.65,21.75,96.79,143.52,215.96,74.3,95.11,150.89,144.38,108.23,168.92,40.01
2025-06-25,464.63,31.3,26.95,26.7,19.25,22.3,22.22,102.28,157.9,227.28,77.52,97.72,153.44,150.78,110.6,171.06,40.8
2025-06-26,471.4,31.78,26.88,26.84,19.19,26.76,22.18,107.54,162.58,227.63,78.21,97.78,152.29,155.52,112.02,174.76,43.23
2025-06-27,469.37,30.9,26.75,28.83,19.37,24.6,22.38,110.05,163.49,230.74,80.16,98.03,152.04,154.55,112.65,183.71,42.38
2025-06-30,483.94,31.34,27.57,29.56,20.3,28.82,23.15,113.16,179.84,236.18,84.87,101.19,156.64,157.01,115.97,185.93,43.84
2025-07-01,478.86,31.0,27.27,28.98,19.79,28.44,23.19,112.13,186.49,238.17,84.29,101.01,155.24,161.04,114.23,186.42,45.23
2025-07-09,471.57,31.68,26.85,26.89,18.93,25.65,22.26,113.7,170.88,234.88,80.04,98.45,152.37,156.75,111.86,180.51,39.04
2025-07-10,472.25,31.51,26.98,26.57,18.64,24.54,22.36,110.35,166.28,232.98,79.36,98.39,151.39,154.29,112.18,180.75,38.07
2025-07-11,469.37,31.64,27.74,27.5,18.58,25.43,22.55,110.22,168.58,237.21,81.42,100.35,151.96,157.54,112.18,181.08,39.53
2025-07-14,468.35,31.37,28.0,27.29,18.55,24.94,22.49,108.34,167.6,235.92,80.96,99.62,150.65,156.13,114.07,182.15,39.04
2025-07-15,462.43,31.1,27.54,26.9,18.56,24.45,22.22,110.99,165.54,237.56,81.54,98.51,150.4,156.57,111.39,183.3,38.07
2025-07-16,470.9,31.27,27.33,27.81,19.02,24.4,22.32,113.06,163.16,234.45,80.73,98.64,151.3,155.43,112.49,178.45,38.01
2025-07-17,471.23,31.46,27.71,27.9,19.13,25.54,22.92,114.6,167.68,248.01,81.31,100.84,154.59,157.01,113.44,183.14,38.49
2025-07-18,474.96,31.55,27.74,28.95,19.71,25.95,23.15,115.17,171.05,253.46,80.5,102.25,153.85,162.89,114.55,181.33,38.19
2025-07-22,476.82,31.75,27.57,28.95,19.49,26.26,23.31,115.34,184.19,250.52,81.42,109.54,152.54,160.17,116.13,177.88,39.16
2025-07-23,472.93,31.38,28.12,29.19,19.29,24.53,23.0,117.22,174.58,245.94,78.78,107.82,151.47,153.68,112.18,176.4,38.43
2025-07-24,479.03,31.91,28.12,29.6,19.49,24.62,23.43,117.55,181.81,249.05,79.93,108.86,154.26,158.85,112.97,174.84,38.86
2025-07-25,481.91,32.51,28.1,29.97,19.95,24.67,23.39,112.26,178.6,247.24,79.01,108.43,154.42,156.4,113.13,172.05,38.55
