date,sh600064_daily,sh600067_daily,sh600082_daily,sh600094_daily,sh600159_daily,sh600162_daily,sh600170_daily,sh600173_daily,sh600185_daily,sh601668_daily,sh601800_daily,sz000002_daily,sz000006_daily,sz000010_daily,sz000011_daily,sz000012_daily,sz000014_daily,sz000029_daily,sz000031_daily,sz000036_daily,sz000055_daily,sz000056_daily,sz000065_daily,sz000069_daily,sz000090_daily,sz000401_daily,sz000402_daily,sz000498_daily,sz000501_daily,sz000509_daily,sz000514_daily,sz000517_daily,sz000656_daily,sz001979_daily
2025-03-13,215.51,58.37,18.4,12.89,12.63,17.43,45.66,14.65,41.02,12.17,13.48,1243.22,337.06,38.42,39.6,177.28,132.76,33.8,51.15,47.27,43.07,16.59,202.1,116.28,36.75,34.93,111.53,17.99,70.73,38.76,21.17,29.07,10.63,12.74
2025-03-14,219.96,58.82,18.65,12.96,12.89,18.03,46.2,14.77,41.97,12.51,13.77,1275.36,341.2,38.95,40.12,179.08,132.76,34.35,52.49,47.73,43.38,16.97,205.33,119.2,37.42,35.57,114.15,18.17,73.29,38.65,21.75,29.68,10.77,12.97
2025-03-31,216.7,53.0,17.14,11.81,12.16,17.14,46.2,17.22,43.43,12.01,13.18,1192.47,377.44,38.02,39.36,177.64,122.03,34.08,50.19,43.41,41.63,17.68,186.34,117.74,35.99,35.43,104.39,17.99,76.85,35.25,20.7,29.23,10.77,12.39
2025-04-01,217.29,53.67,17.5,11.81,12.32,17.24,48.38,17.42,44.23,12.04,13.32,1202.62,374.33,37.36,40.22,179.08,126.13,34.26,50.76,43.75,42.25,16.45,190.81,122.12,36.47,36.0,105.14,18.3,76.19,35.36,21.02,29.38,10.25,12.64
2025-04-02,217.59,53.45,17.5,11.85,12.26,17.14,47.65,16.82,43.72,12.06,13.29,1190.78,365.53,37.36,39.93,179.8,123.74,34.1,50.76,43.52,41.94,15.89,189.38,119.2,36.47,35.57,105.14,18.36,75.36,35.03,20.81,29.23,9.81,12.62
2025-04-03,218.48,53.67,17.8,11.89,12.37,17.43,48.38,18.49,43.87,12.13,13.41,1207.7,360.87,37.49,40.36,181.24,124.65,34.42,51.53,43.75,42.45,15.7,191.53,122.12,36.85,36.36,107.02,18.48,77.43,35.25,20.91,29.68,10.03,13.01
2025-04-22,218.18,52.11,18.22,12.48,12.84,17.63,48.38,16.24,47.15,12.63,13.41,1214.46,332.4,34.03,39.74,173.67,124.42,34.81,53.84,42.16,40.5,14.61,187.59,122.61,37.52,35.36,111.53,18.17,82.57,33.93,23.65,29.53,9.88,13.28
2025-04-23,216.7,52.11,17.86,11.89,12.58,17.43,47.47,16.24,46.57,12.51,13.33,1195.86,332.91,34.17,39.74,172.95,125.34,35.39,52.11,42.61,40.4,14.75,192.61,119.2,36.56,35.15,109.65,18.11,79.01,33.6,21.86,29.38,10.03,13.09
2025-04-25,221.74,51.44,18.1,11.52,13.05,17.53,47.65,16.87,45.47,12.61,13.36,1192.47,323.59,34.43,39.65,173.67,121.91,34.77,52.49,41.71,44.3,14.47,199.95,119.2,36.94,35.36,110.4,18.21,77.93,33.05,25.49,29.53,9.73,12.66
2025-04-28,217.29,53.0,17.74,11.78,12.42,16.55,46.75,17.29,45.11,12.54,12.89,1155.26,319.97,33.1,38.13,172.95,117.57,35.48,49.8,40.8,42.45,14.61,189.56,113.85,35.6,34.86,102.14,17.9,76.11,32.5,22.96,28.02,9.21,12.28
2025-05-06,215.51,59.49,18.77,12.15,12.99,16.35,44.03,16.02,50.29,12.63,12.83,1155.26,334.47,36.29,39.32,172.59,121.0,36.53,50.76,41.82,42.35,14.99,186.16,115.8,34.26,33.72,104.39,17.49,77.6,34.48,23.23,28.47,10.33,12.38
2025-05-07,217.59,60.61,19.07,12.07,13.31,16.65,44.21,15.89,50.36,12.74,12.96,1167.1,339.64,36.82,39.98,174.75,122.6,36.6,51.34,42.16,42.76,15.32,189.02,116.28,34.46,34.01,105.52,17.65,77.76,34.59,24.39,28.92,10.33,12.51
2025-05-08,218.77,61.73,19.55,12.04,13.46,16.75,43.85,15.89,47.88,12.77,12.92,1163.72,344.82,37.62,39.79,174.03,126.48,37.13,51.34,42.05,42.76,15.74,192.07,116.28,34.74,33.93,105.89,17.62,78.51,35.14,23.97,29.07,10.85,12.42
2025-05-09,222.93,63.74,19.85,11.89,13.31,16.45,43.67,15.84,47.44,12.7,12.86,1146.81,333.43,38.02,39.69,172.59,125.34,38.55,50.38,41.14,42.45,15.08,192.61,114.34,34.26,33.65,102.89,17.68,76.61,34.92,24.12,28.32,11.07,12.18
2025-05-12,225.3,62.17,19.55,11.92,13.36,16.35,43.85,16.72,46.79,12.79,12.97,1158.65,334.98,38.55,39.41,172.95,124.54,37.98,50.38,41.25,42.66,15.18,199.24,114.82,34.46,33.58,104.02,17.74,76.27,35.36,23.91,28.47,11.59,12.22
2025-05-13,223.23,62.4,19.49,11.89,13.31,16.25,43.67,16.47,46.13,13.04,13.16,1160.34,336.02,38.02,39.6,172.59,124.54,39.45,50.38,41.14,42.25,15.08,204.61,115.8,34.36,33.51,104.39,17.99,76.11,34.92,23.65,28.32,12.19,12.23
2025-05-14,224.12,62.84,19.61,12.0,13.52,16.45,44.03,16.44,46.35,13.18,13.22,1165.41,341.72,37.89,39.88,173.67,123.97,39.43,50.76,40.8,42.45,15.04,205.69,116.77,34.46,33.72,105.89,18.05,76.52,34.7,23.91,28.77,11.89,12.26
2025-05-15,221.45,62.4,20.09,11.78,13.46,16.15,43.49,15.52,45.62,13.22,13.08,1148.5,337.57,37.89,39.65,172.59,125.79,39.15,50.76,40.0,42.55,14.71,202.64,116.77,34.26,33.36,104.02,17.9,75.78,34.59,24.28,28.47,11.29,12.16
2025-06-24,227.68,64.41,22.63,11.52,13.99,15.96,43.12,14.3,42.77,13.25,12.83,1074.07,352.07,40.15,40.12,165.75,131.84,44.77,50.19,40.8,42.45,14.47,195.54,109.47,33.59,31.22,105.14,18.11,72.3,36.02,23.07,27.27,10.48,11.76
2025-06-25,230.65,65.08,23.17,11.63,14.19,16.06,43.49,14.6,43.21,13.31,12.95,1087.6,354.14,39.48,40.45,166.83,133.67,44.29,50.96,41.93,42.77,14.61,196.08,109.96,33.88,31.22,107.77,18.27,72.97,36.13,23.97,27.57,10.4,11.82
2025-06-26,230.65,65.75,23.29,11.59,14.19,16.06,43.3,14.47,43.14,13.31,12.83,1080.84,350.0,39.35,39.98,166.11,133.55,43.58,50.57,41.36,43.39,14.47,193.9,108.99,33.88,31.3,106.27,18.24,73.23,36.02,23.86,27.42,10.4,11.81
2025-06-27,231.24,66.42,23.23,11.59,14.25,16.15,43.49,14.5,42.92,13.2,12.86,1080.84,346.38,39.75,39.93,166.11,134.12,42.89,50.76,41.71,43.7,14.57,213.36,108.99,33.88,31.66,106.27,18.33,73.14,36.24,23.81,27.42,10.4,11.78
2025-06-30,228.87,66.65,23.71,11.52,14.35,16.06,43.3,14.7,42.85,13.18,12.8,1085.91,333.95,40.01,39.98,166.47,132.07,43.19,50.96,41.48,44.74,14.66,214.64,109.47,33.88,31.95,105.89,18.17,73.31,36.57,23.86,27.27,10.63,11.85
2025-07-01,228.87,66.2,23.65,11.52,14.3,16.06,43.3,14.77,42.33,13.15,12.76,1074.07,330.84,39.35,39.88,167.55,132.76,43.26,50.57,42.05,44.12,16.12,219.91,108.99,33.88,31.95,105.14,18.17,73.31,37.23,23.81,27.12,10.48,11.66
2025-07-09,234.8,68.66,24.14,11.96,15.08,16.75,43.85,15.14,43.21,13.66,13.33,1106.21,329.81,43.74,41.63,173.67,142.91,42.82,54.42,42.61,44.54,15.46,202.81,111.9,35.03,33.27,109.27,18.58,74.41,38.21,32.87,28.62,10.92,12.14
2025-07-10,240.44,68.88,24.5,12.33,15.45,17.34,44.75,15.59,43.87,13.95,13.35,1143.42,337.06,48.12,42.72,178.0,146.11,47.11,57.49,43.41,45.16,15.65,203.72,116.28,35.7,34.0,118.28,18.85,75.18,38.32,36.13,29.68,11.44,12.5
2025-07-11,238.66,68.88,24.2,12.3,15.39,17.53,44.75,17.14,43.72,13.89,13.27,1143.42,336.02,52.91,42.16,175.83,144.63,45.23,57.88,42.84,44.95,15.93,204.63,116.28,35.8,33.85,116.78,18.79,75.26,38.21,37.29,30.13,11.15,12.39
2025-07-14,238.96,68.88,24.8,12.11,15.08,17.04,44.75,18.87,43.06,14.0,13.29,1126.51,329.29,51.85,41.68,175.83,143.49,44.06,56.53,42.39,45.26,15.93,201.36,114.82,35.7,33.92,113.4,18.76,75.26,38.32,33.55,29.23,10.92,12.2
2025-07-15,238.66,67.09,24.14,11.96,14.87,16.94,44.21,17.32,42.19,13.98,13.17,1116.36,325.67,49.59,41.59,172.23,137.89,45.39,57.69,41.48,43.18,15.18,199.36,112.88,35.11,34.14,111.53,18.58,74.08,37.56,36.92,28.92,10.85,12.07
2025-07-16,238.66,67.54,24.2,12.0,14.92,16.84,43.85,16.67,42.26,13.91,13.08,1109.59,324.11,44.8,41.45,171.87,137.44,43.35,57.49,42.16,43.6,15.08,197.9,112.39,35.21,34.14,110.77,18.48,75.77,37.56,36.08,28.92,10.85,11.97
2025-07-17,237.77,67.09,24.62,11.96,14.82,16.75,43.85,16.12,42.41,13.91,13.13,1109.59,325.67,43.34,41.16,173.31,136.75,43.35,56.53,41.71,43.29,14.94,199.36,111.9,35.01,34.07,110.77,18.48,75.68,37.67,34.71,28.77,10.7,12.02
2025-07-18,238.96,67.54,24.26,11.96,14.82,16.56,44.03,16.49,42.33,13.98,13.19,1111.28,324.11,42.27,41.11,173.31,137.21,43.37,56.15,41.48,43.7,14.8,199.72,112.88,35.11,34.8,110.77,18.67,76.02,37.89,33.24,28.62,10.85,12.17
2025-07-22,241.04,70.45,24.74,12.18,15.24,17.05,46.2,16.57,43.43,14.29,15.15,1133.27,323.08,47.73,41.49,183.4,137.44,44.29,59.42,43.3,45.37,14.71,214.45,115.8,36.68,40.85,114.9,19.59,80.68,38.32,32.13,29.53,10.7,12.43
2025-07-23,240.73,68.66,24.44,12.04,14.92,17.15,45.66,16.17,43.14,14.08,14.37,1136.66,321.52,45.47,41.11,181.9,137.55,43.74,60.76,42.84,44.85,14.57,205.54,114.82,36.29,37.64,114.15,19.34,81.02,37.89,31.5,29.23,10.7,12.38
2025-07-24,242.58,69.33,24.44,12.15,15.08,17.55,46.02,16.39,44.89,14.08,14.3,1151.88,324.63,45.86,41.87,187.74,138.58,43.69,63.07,43.3,45.47,14.75,206.45,116.77,36.78,37.72,116.78,19.34,84.06,38.32,31.5,29.98,10.77,12.67
2025-07-25,241.35,68.66,24.5,12.15,15.03,17.35,45.3,16.27,43.79,13.86,13.89,1146.81,324.63,45.2,41.63,184.82,139.83,43.97,62.11,42.96,44.95,14.71,205.72,115.31,36.39,36.84,115.28,19.12,84.57,38.43,30.92,29.68,10.77,12.96
