date,sh600064_daily,sh600067_daily,sh600082_daily,sh600094_daily,sh600159_daily,sh600162_daily,sh600170_daily,sh600173_daily,sh600185_daily,sh601668_daily,sh601800_daily,sz000002_daily,sz000006_daily,sz000010_daily,sz000011_daily,sz000012_daily,sz000014_daily,sz000029_daily,sz000031_daily,sz000036_daily,sz000055_daily,sz000056_daily,sz000065_daily,sz000069_daily,sz000090_daily,sz000401_daily,sz000402_daily,sz000498_daily,sz000501_daily,sz000509_daily,sz000514_daily,sz000517_daily,sz000656_daily,sz001979_daily
2024-03-18,178.44,45.18,16.12,10.93,14.4,14.11,43.02,10.0,45.98,11.37,11.48,1596.73,208.14,32.84,38.22,197.54,136.49,26.37,54.03,33.75,42.44,14.42,213.66,142.07,42.17,41.06,126.92,16.68,61.37,37.12,18.05,30.73,11.44,12.42
2024-03-19,176.74,45.18,16.18,10.82,14.4,14.02,42.66,9.93,45.4,11.26,11.31,1578.13,205.55,32.57,37.85,195.49,134.59,26.07,53.46,33.41,42.14,14.19,207.79,140.61,41.9,40.56,125.04,16.59,60.72,37.12,17.94,30.33,11.29,12.39
2024-03-20,177.03,46.29,16.66,10.86,14.56,14.2,42.84,10.05,45.11,11.31,11.36,1583.2,206.58,32.97,37.9,194.12,134.03,25.82,53.65,33.75,42.54,14.42,207.44,141.1,41.9,40.63,125.04,16.68,61.37,37.23,18.1,30.46,11.29,12.28
2024-03-21,177.03,46.07,16.66,10.82,14.72,14.2,42.49,10.23,45.11,11.31,11.34,1589.97,207.1,33.1,38.12,192.4,134.59,25.89,53.46,33.64,42.85,14.47,205.13,141.58,41.9,40.56,124.29,16.77,62.02,37.45,18.36,30.99,11.37,12.37
2024-03-22,176.18,45.4,16.48,10.79,14.56,13.84,41.96,10.0,44.45,11.22,11.21,1566.29,203.99,32.44,37.4,189.31,130.57,25.54,52.69,32.96,42.14,14.0,201.22,137.21,41.36,39.71,120.54,16.5,61.29,38.32,18.21,30.2,11.15,12.18
2024-03-25,177.03,44.73,16.24,10.9,14.87,13.93,41.61,9.96,44.09,11.28,11.25,1579.82,200.37,30.97,37.31,188.28,132.36,25.54,52.11,32.5,41.53,13.1,197.49,137.21,41.54,39.64,120.16,16.42,60.23,36.57,18.1,30.2,11.0,12.56
2024-03-26,178.16,45.62,16.66,11.08,16.39,14.2,41.61,10.15,44.16,11.37,11.48,1600.11,205.03,31.24,38.9,189.66,137.27,25.93,52.88,33.52,41.84,13.58,198.56,138.18,42.53,39.71,121.66,16.45,59.91,36.02,19.1,31.66,11.22,12.95
2024-03-27,176.46,44.5,16.12,10.9,16.8,13.66,41.08,9.86,42.7,11.35,11.34,1557.83,198.82,29.65,37.71,186.23,140.29,25.13,50.76,32.39,40.83,12.77,190.21,133.8,40.92,38.71,118.66,16.12,59.18,34.81,18.26,30.33,10.85,12.59
2024-03-28,175.89,44.73,16.42,11.27,16.96,13.93,41.08,9.88,42.92,11.33,11.27,1562.9,200.89,30.58,37.49,185.88,142.3,25.11,51.34,32.96,41.13,12.96,193.94,133.31,41.19,38.07,118.28,16.21,59.34,35.58,18.15,30.2,10.77,12.61
2024-03-29,177.03,44.5,16.54,11.78,15.86,13.93,41.25,9.86,42.77,11.37,11.81,1522.31,204.51,31.37,37.49,187.6,138.5,25.33,50.96,32.84,42.04,12.73,193.23,130.88,40.74,38.21,116.78,16.39,60.15,36.02,17.89,29.93,10.4,12.33
2024-04-01,178.72,45.18,16.9,11.78,15.92,14.11,41.78,10.2,46.06,11.44,12.11,1518.92,205.55,31.77,38.12,194.12,137.94,25.86,52.49,33.18,43.25,13.72,207.26,132.83,41.54,39.35,118.28,16.53,62.02,37.45,18.05,30.2,10.48,12.37
2024-04-02,178.72,45.85,17.14,12.15,16.13,14.11,41.78,10.5,46.2,11.33,12.15,1437.74,203.48,32.17,38.03,195.14,136.16,25.79,52.3,33.64,42.24,13.2,209.22,131.37,41.63,39.07,118.66,16.68,62.1,37.12,18.15,30.33,10.85,11.8
2024-04-08,179.29,44.28,16.48,13.73,15.13,13.75,42.13,11.7,44.31,11.26,12.16,1353.16,194.67,30.31,37.67,195.14,127.0,25.2,49.8,32.16,41.23,12.54,201.76,129.91,40.83,38.21,113.4,16.62,62.1,37.12,17.42,29.67,10.33,11.76
2024-04-09,181.56,48.75,16.66,15.09,15.24,13.75,41.78,12.12,44.6,11.09,11.88,1351.47,197.26,30.58,38.12,195.49,129.46,25.45,50.38,33.3,41.53,12.4,200.87,130.39,40.83,38.57,115.28,16.65,63.24,36.9,17.73,29.8,10.4,11.48
2024-04-10,180.71,46.29,16.18,14.54,14.25,13.3,41.08,10.92,43.5,10.96,11.73,1282.12,199.33,29.25,37.94,194.46,123.98,25.01,48.84,32.73,40.83,12.02,197.49,126.99,39.84,37.64,113.03,16.45,63.08,35.69,17.26,28.88,10.25,10.95
2024-04-11,180.42,45.4,16.18,14.62,14.25,13.3,41.25,10.69,42.55,11.05,11.84,1258.44,196.23,29.25,37.76,195.14,123.65,25.24,49.03,32.61,41.03,12.07,203.71,125.53,40.02,38.07,112.65,16.65,62.91,35.36,17.42,29.01,10.25,11.0
2024-04-12,180.14,45.4,15.88,14.14,13.67,12.94,41.25,10.28,42.41,10.87,11.68,1200.93,190.53,28.45,37.12,192.74,121.08,24.72,48.07,32.5,40.73,11.74,198.38,123.1,39.03,36.93,111.53,16.45,62.43,34.92,17.05,28.35,9.88,10.68
2024-04-15,182.97,41.6,14.31,13.81,12.89,12.76,42.13,11.31,40.66,11.35,12.85,1207.7,187.43,26.06,36.17,193.43,120.3,24.05,47.3,31.59,39.82,10.94,210.28,121.64,39.12,36.64,108.52,17.39,60.88,33.38,16.26,27.95,9.36,10.79
2024-04-16,184.67,38.69,12.93,12.78,11.64,12.14,41.96,10.18,39.85,11.35,12.94,1195.86,180.7,23.4,35.62,189.66,115.16,23.34,45.76,31.59,38.21,9.85,213.12,117.74,39.3,35.43,105.52,17.34,58.04,30.09,15.01,27.42,8.77,11.05
2024-04-17,186.37,40.48,13.95,13.66,12.37,12.67,42.66,9.78,41.24,11.61,13.04,1200.93,184.32,25.13,36.53,193.77,118.84,24.19,47.11,32.27,39.62,10.37,229.11,119.69,41.19,37.0,108.52,17.81,59.58,31.96,16.16,28.61,9.44,11.07
2024-04-18,186.37,39.58,13.77,13.95,12.26,12.49,42.84,9.73,40.66,11.68,12.9,1163.72,180.7,25.26,36.35,195.14,116.72,23.89,46.34,32.61,39.52,10.18,230.35,119.2,40.74,36.64,106.27,17.66,59.09,32.39,15.9,28.21,9.21,10.9
2024-04-19,185.24,38.69,13.65,14.17,12.05,12.49,43.37,10.37,40.73,11.63,12.82,1133.27,181.73,24.86,36.58,194.8,117.17,23.34,45.38,32.39,39.32,10.13,229.11,116.77,41.01,36.36,104.02,17.81,58.52,31.85,15.9,27.95,8.99,10.75
2024-04-22,182.97,38.69,13.29,13.81,11.74,13.3,42.66,9.71,39.27,11.63,12.62,1131.58,180.18,24.06,36.71,194.46,119.51,23.45,45.57,33.07,38.81,10.04,221.11,117.74,40.29,36.0,104.77,16.98,58.61,31.74,15.74,27.68,8.92,10.17
2024-04-24,182.12,38.91,14.01,13.4,11.74,13.39,42.49,10.05,39.42,11.44,12.52,1106.21,184.32,25.26,36.99,186.57,119.51,23.41,44.61,32.96,39.52,10.04,221.29,116.28,40.38,35.15,102.14,16.71,58.36,32.83,16.26,27.82,8.47,9.93
2024-04-25,181.27,39.58,14.19,13.03,11.85,13.39,41.78,10.05,39.78,11.48,12.48,1107.9,183.28,24.73,37.12,186.57,120.07,23.75,45.57,32.73,39.52,10.32,216.85,117.74,40.38,35.07,102.51,16.59,59.01,33.05,15.79,27.95,8.03,10.06
2024-05-14,180.42,46.96,15.34,15.68,13.67,14.47,41.96,10.6,41.6,11.98,12.67,1261.82,202.96,25.79,38.53,194.8,122.19,27.31,50.76,37.05,41.84,10.51,224.67,132.34,39.75,36.57,112.28,17.37,63.89,34.7,17.94,33.38,11.07,12.96
2024-05-15,181.84,47.64,15.4,16.24,13.93,14.65,41.78,10.74,42.04,11.98,12.44,1307.49,205.03,26.06,38.85,194.46,123.42,27.19,51.73,37.27,41.53,10.75,217.92,132.83,40.56,36.64,113.4,17.42,63.24,35.03,18.42,33.78,11.59,13.25
2024-05-16,184.96,49.2,15.82,16.24,14.82,15.37,42.13,11.16,42.77,12.28,12.62,1383.61,210.21,26.99,40.67,196.52,127.56,27.77,53.26,37.61,41.94,11.22,218.1,137.21,42.08,37.71,117.53,17.72,64.05,34.92,19.36,35.23,12.19,13.61
2024-05-17,192.89,52.11,16.54,17.05,16.13,16.27,43.19,11.93,45.4,12.72,12.71,1522.31,223.67,27.12,43.17,200.63,136.16,28.96,58.65,39.43,42.55,11.64,220.94,149.86,44.33,39.21,128.42,17.78,64.13,35.14,20.99,38.81,11.96,14.88
2024-05-20,190.34,50.32,16.0,17.89,15.13,15.73,43.02,12.27,43.58,12.59,12.57,1552.75,216.42,26.59,41.35,202.69,130.57,28.2,55.57,38.52,42.45,12.4,218.45,145.48,42.89,38.42,122.41,17.75,64.7,35.25,19.78,40.27,11.37,14.08
2024-05-21,193.74,50.54,15.76,17.93,14.92,16.09,43.02,12.72,42.99,12.65,12.57,1554.45,216.94,25.92,41.35,200.29,130.8,28.27,56.72,39.66,42.35,11.45,213.3,144.02,42.71,38.28,123.17,17.54,64.78,34.7,21.77,43.58,11.07,13.79
2024-05-22,194.02,51.89,16.18,17.45,14.98,16.18,43.19,12.25,43.43,12.78,12.67,1589.97,220.04,26.32,41.76,203.72,131.13,28.16,57.69,39.55,42.55,11.69,213.66,145.96,43.16,38.78,127.3,17.63,65.52,35.03,23.98,42.52,11.59,13.69
2024-05-23,189.77,50.32,15.52,17.52,14.56,15.82,42.13,11.8,41.75,12.57,12.29,1617.03,214.35,25.26,40.99,200.63,126.44,27.74,55.96,38.64,41.53,10.98,206.91,141.58,41.99,37.71,123.17,17.28,63.89,34.48,26.39,40.8,11.59,13.52
2024-05-24,186.94,49.2,15.16,17.34,13.93,15.64,42.31,11.09,40.36,12.37,12.19,1520.62,208.65,24.73,39.44,199.6,120.74,27.4,53.84,38.64,41.73,10.75,204.42,137.21,40.92,37.07,119.79,17.19,63.16,33.93,23.77,39.21,11.0,13.12
2024-05-27,187.79,48.98,14.98,17.19,13.72,15.55,42.31,10.82,40.07,12.48,12.36,1500.32,206.06,24.59,38.9,198.92,120.18,27.4,54.03,38.52,41.12,10.65,209.04,134.77,40.65,36.5,118.28,17.25,63.56,33.6,23.45,39.47,10.92,13.29
2024-05-28,183.82,47.41,14.55,17.19,13.26,15.01,41.43,10.42,39.2,12.33,12.14,1441.12,200.37,23.93,37.94,195.49,116.61,27.06,52.88,38.18,40.29,10.65,207.44,131.85,39.84,35.64,115.28,16.95,62.35,32.83,21.51,38.15,10.4,13.02
2024-06-13,172.21,39.81,12.75,14.51,11.95,13.4,39.14,9.8,34.6,11.87,12.0,1304.11,176.04,19.81,35.94,180.4,105.25,25.2,48.65,34.89,36.39,8.81,200.51,106.55,37.51,30.51,98.76,15.67,56.9,29.65,17.63,36.03,9.81,12.67
2024-06-14,173.91,43.83,12.81,14.51,12.26,13.69,39.49,10.02,35.33,12.07,12.03,1343.01,176.04,19.28,36.94,181.08,106.73,25.52,49.42,35.57,36.59,8.86,200.34,106.07,37.96,30.37,99.51,15.91,57.31,29.43,18.57,36.43,10.03,13.05
2024-06-17,173.06,42.49,12.51,15.32,11.95,13.3,39.14,9.62,34.96,11.81,11.94,1293.96,178.62,18.61,36.86,180.05,105.13,25.17,49.03,35.57,36.28,8.63,195.36,104.61,37.69,30.37,96.88,15.82,56.49,29.21,18.0,36.03,10.11,12.69
2024-06-18,174.19,42.04,12.69,15.65,12.0,13.49,39.49,9.7,34.96,11.98,12.15,1273.66,190.01,19.01,37.52,180.05,106.84,25.4,48.65,35.68,36.7,8.72,201.4,104.61,37.87,30.51,95.75,16.0,56.57,29.76,17.84,36.03,10.11,12.57
2024-06-19,173.34,41.82,12.51,15.79,12.05,13.4,39.49,9.67,34.09,12.02,12.14,1263.52,184.84,19.28,37.23,177.31,111.75,25.17,48.26,36.14,36.59,8.58,196.96,102.66,37.78,30.01,94.63,15.91,56.41,29.43,17.58,35.76,9.81,12.27
2024-06-20,171.08,40.03,12.27,15.61,11.48,13.0,39.14,9.47,32.55,11.85,12.05,1219.54,195.71,21.27,37.52,174.22,113.12,24.85,47.3,34.89,35.98,8.25,186.84,99.74,36.61,29.09,91.25,15.58,55.03,28.77,16.84,35.23,9.44,11.89
2024-06-24,168.25,38.24,11.79,16.05,11.06,12.71,38.77,9.17,30.73,11.87,12.04,1182.33,197.26,25.79,36.24,171.82,110.61,23.84,45.19,33.52,34.85,7.87,185.26,99.74,35.8,28.66,88.24,15.35,53.32,27.34,16.21,34.44,8.69,11.58
2024-06-26,171.08,39.36,12.15,17.12,11.48,13.2,39.5,9.57,31.82,11.85,12.04,1216.15,198.3,21.54,36.48,175.6,112.66,24.78,47.11,34.77,36.08,8.25,187.59,103.63,36.52,29.94,91.62,15.64,55.27,28.66,16.89,35.63,7.8,11.82
2024-06-27,170.79,39.14,12.03,15.46,11.85,13.0,39.14,9.42,30.88,11.99,11.97,1184.02,193.12,20.74,36.34,172.51,110.5,24.51,45.76,35.46,35.67,8.67,182.39,101.2,36.16,29.44,89.75,15.38,54.22,28.0,16.68,35.37,8.17,11.48
2024-06-28,171.93,39.14,12.03,14.25,11.59,13.1,38.96,9.35,31.02,12.13,12.25,1172.18,200.89,21.14,36.62,172.85,109.24,24.39,45.0,36.82,35.98,8.44,185.8,99.25,36.07,28.94,88.24,15.52,54.22,28.22,16.47,35.5,8.62,11.47
2024-07-02,173.63,40.48,12.45,13.95,11.85,13.49,39.5,9.77,32.26,12.42,12.33,1206.01,198.82,22.47,37.61,175.94,110.61,25.45,47.3,37.39,36.8,8.67,185.98,102.17,36.79,30.3,92.0,15.76,58.52,28.11,17.47,36.95,8.99,12.09
2024-07-03,173.63,40.93,12.45,13.81,11.9,13.89,39.5,9.82,34.38,12.47,12.34,1211.08,194.67,23.13,37.66,175.94,109.81,26.09,48.26,36.71,36.49,8.72,183.47,104.61,36.97,30.8,93.13,15.67,59.74,28.44,17.58,37.62,8.84,12.31
2024-07-04,171.08,39.36,11.85,13.44,11.32,13.3,39.14,9.45,32.19,12.4,12.21,1173.87,189.5,22.2,36.19,173.54,105.02,25.13,46.34,34.43,35.46,8.25,178.99,101.2,36.25,29.51,89.37,15.23,58.12,27.23,16.74,36.82,8.4,11.94
2024-07-05,171.08,39.14,11.91,13.33,11.43,13.4,38.96,9.5,32.92,12.24,11.99,1163.72,192.09,22.2,36.38,173.54,105.59,24.92,45.96,34.21,35.77,8.39,179.35,100.71,36.16,29.59,89.37,15.2,60.48,27.78,16.63,36.29,8.69,11.76
2024-07-08,168.53,38.47,11.61,12.74,11.01,13.0,37.87,9.15,36.2,12.1,11.48,1128.2,186.39,22.47,35.2,169.77,98.28,24.37,44.42,33.07,34.54,8.06,173.44,96.82,35.53,29.94,82.99,14.75,58.69,26.79,16.16,35.1,8.32,11.39
2024-07-09,170.51,38.47,11.61,12.63,11.17,13.2,38.23,9.3,39.85,12.01,11.63,1134.97,191.05,22.6,35.39,172.51,97.83,24.37,43.84,33.3,34.64,8.01,175.76,95.85,35.8,29.66,82.61,14.87,58.69,26.9,16.37,35.63,8.47,11.41
2024-07-10,168.81,36.68,11.19,12.33,10.8,12.9,38.23,9.12,36.64,11.9,11.59,1124.82,183.8,21.4,34.87,172.17,96.0,23.91,43.07,33.07,33.82,7.78,173.08,94.39,35.17,29.44,82.24,14.81,58.36,26.25,16.0,35.1,8.32,11.33
2024-07-11,171.36,40.26,11.61,13.0,11.17,13.3,38.96,9.5,37.15,12.22,11.75,1151.88,186.91,22.47,35.63,176.62,98.4,24.28,44.23,33.98,35.15,8.3,176.48,98.28,35.53,30.44,85.62,15.14,59.66,27.45,16.32,35.5,8.4,11.5
2024-07-12,173.06,41.37,11.61,12.66,11.27,13.49,39.32,9.6,37.15,12.35,11.79,1175.56,194.67,22.2,36.0,178.0,99.2,24.49,45.57,35.11,35.15,8.39,174.69,99.74,35.89,31.01,87.87,15.23,59.34,27.34,16.58,36.43,8.47,12.12
2024-07-15,173.06,40.48,11.37,12.52,11.01,13.2,39.32,9.47,35.69,12.33,11.83,1155.26,189.5,22.07,35.29,178.0,95.77,23.89,44.61,34.43,34.43,8.06,172.18,97.31,35.62,30.8,85.24,15.23,57.53,26.46,16.06,35.37,8.25,12.09
2024-07-16,173.06,40.48,11.31,12.48,11.01,13.3,39.14,9.35,35.77,12.26,11.8,1170.49,187.43,22.2,35.25,176.19,96.23,23.61,44.8,34.09,34.33,8.01,172.18,97.8,35.62,30.44,85.24,15.19,57.78,26.46,16.16,35.5,8.17,12.33
2024-07-18,174.54,40.48,11.31,12.04,11.01,13.2,39.68,9.42,37.52,12.47,11.9,1207.7,187.94,23.13,35.2,177.64,96.11,23.91,45.57,34.21,34.54,7.92,171.29,99.25,35.89,30.58,87.12,15.32,59.25,26.03,16.11,35.76,8.17,12.83
2024-07-19,172.76,39.81,11.13,11.82,10.91,13.0,39.5,9.27,38.47,12.45,11.87,1194.17,186.39,22.47,34.87,178.36,94.63,23.41,44.23,33.75,34.33,7.92,173.44,98.28,35.51,30.65,84.86,15.22,60.32,26.03,15.79,35.23,8.17,12.41
2024-07-22,170.39,40.48,11.37,11.6,10.96,13.0,39.68,9.25,37.01,12.38,11.73,1180.63,184.32,22.73,34.73,176.92,94.06,23.68,44.42,33.98,34.43,8.01,170.57,97.31,35.32,30.23,84.86,15.22,55.73,25.92,15.9,34.84,8.03,12.2
2024-07-23,170.09,44.06,11.37,11.63,10.85,12.9,40.04,9.2,36.71,12.42,11.63,1158.65,189.5,22.73,34.63,175.47,93.03,23.68,44.03,33.41,34.13,7.92,167.34,96.34,35.13,30.23,83.36,15.04,55.33,25.48,15.74,34.57,8.03,12.05
2024-07-24,169.5,42.04,11.01,11.27,10.49,12.81,40.77,9.0,35.62,12.77,11.76,1124.82,183.28,23.0,34.11,173.67,89.38,23.15,43.26,33.07,33.92,7.73,166.27,93.9,34.07,29.94,80.73,14.86,54.75,24.93,15.48,34.04,7.88,11.58
2024-08-08,177.81,42.94,12.31,12.7,11.43,13.49,41.13,9.62,37.08,12.45,12.07,1170.49,200.37,22.73,40.4,184.48,98.05,24.92,46.92,33.98,35.67,8.44,170.75,99.74,35.89,32.72,85.99,15.96,59.66,29.21,16.68,35.9,8.62,12.05
2024-08-09,179.59,43.16,12.37,12.63,11.69,13.59,40.95,9.77,36.79,12.58,12.13,1214.46,201.41,22.33,44.43,185.56,103.42,25.38,47.49,34.32,35.57,8.86,169.67,101.69,36.18,32.86,89.75,15.93,59.17,32.18,17.31,36.69,8.69,12.26
2024-08-12,179.89,41.82,11.95,12.11,11.17,13.1,39.86,9.47,35.77,12.56,12.02,1163.72,192.6,24.19,40.07,184.48,98.17,24.33,45.76,33.07,35.57,8.25,167.34,97.8,35.32,32.15,85.99,15.81,58.44,35.36,17.21,35.37,8.55,11.85
2024-08-13,179.89,42.04,12.01,12.19,11.22,13.2,40.04,9.55,35.91,12.58,12.24,1155.26,195.19,22.73,37.85,186.28,95.66,24.39,46.53,33.07,35.87,8.15,168.96,97.8,35.41,32.22,84.86,15.96,58.27,38.87,16.95,35.9,8.99,11.91
2024-08-14,179.59,41.6,11.95,11.82,11.17,13.1,39.68,9.4,35.4,12.54,12.3,1146.81,195.19,22.73,37.47,184.84,94.63,24.37,45.76,32.84,35.67,8.15,167.7,96.82,35.13,32.08,84.11,15.9,57.78,35.58,17.05,36.03,8.84,11.77
2024-08-15,180.78,42.27,12.25,11.82,11.43,13.3,40.04,9.57,36.2,12.77,12.37,1168.79,201.92,22.87,37.52,186.28,96.23,24.9,47.49,33.41,35.77,8.34,166.81,98.28,35.51,32.51,86.74,16.02,57.78,32.07,17.63,36.69,9.29,11.97
2024-08-16,179.29,41.82,11.95,11.71,11.17,13.2,39.32,9.4,35.77,12.88,12.27,1150.19,198.82,22.6,36.15,184.12,94.4,24.53,46.15,32.73,35.36,8.15,161.25,96.34,34.93,31.8,83.74,15.78,57.29,28.88,17.05,36.56,9.36,11.96
2024-08-19,178.7,41.6,11.89,11.82,11.06,13.1,38.96,9.4,35.33,12.95,12.51,1150.19,195.19,22.6,35.63,184.84,94.17,24.74,46.34,32.5,35.26,8.11,162.86,96.34,34.74,31.72,82.24,15.81,57.45,28.11,16.63,36.82,8.92,12.01
2024-08-20,176.33,40.7,11.59,11.89,10.85,13.0,38.59,9.15,34.45,12.93,12.39,1128.2,191.57,22.6,34.68,182.32,91.32,24.23,45.0,31.93,34.74,7.92,158.03,94.88,34.07,31.3,81.48,15.56,56.55,27.45,16.26,35.63,8.62,11.95
2024-08-21,173.65,40.48,11.53,12.04,10.8,13.0,38.23,9.05,34.67,12.81,12.27,1107.9,195.71,22.47,35.53,181.96,92.23,24.35,45.19,31.93,34.54,8.01,158.39,93.9,33.79,31.08,80.73,15.41,55.73,27.12,16.42,36.16,8.62,12.15
2024-08-22,172.76,40.03,11.34,11.63,10.65,12.9,37.87,8.9,33.94,12.95,12.43,1094.37,199.85,22.47,35.63,179.8,90.86,24.14,44.23,32.05,34.02,7.82,153.01,91.96,33.5,30.58,79.98,15.38,54.92,26.57,16.26,35.63,8.55,12.3
2024-08-23,172.17,40.26,11.22,11.6,10.54,12.81,37.33,8.67,34.52,12.95,12.46,1084.22,205.03,22.07,34.92,180.52,89.61,24.39,44.23,32.05,33.71,7.78,154.98,91.96,32.92,30.8,78.11,15.47,54.34,26.46,16.26,35.23,8.55,12.5
2024-08-26,171.58,40.93,11.53,11.82,10.7,13.0,37.51,8.82,34.16,12.86,12.5,1104.52,201.92,22.87,35.29,181.24,90.41,24.46,45.0,32.05,34.43,7.97,157.31,92.44,33.21,31.51,78.86,15.44,54.83,27.01,16.54,35.1,8.47,12.72
2024-08-27,170.09,40.03,11.34,11.49,10.38,12.81,37.33,8.65,33.5,12.7,12.34,1067.31,195.19,22.47,34.49,181.96,88.47,24.39,43.65,31.82,34.23,7.68,153.73,88.55,32.64,30.94,75.1,15.5,55.08,26.36,16.06,34.05,8.4,12.27
2024-08-28,168.61,39.81,11.4,11.71,10.28,12.71,36.96,8.67,32.48,12.49,12.09,1052.08,195.19,22.47,34.68,181.24,88.01,24.26,43.46,31.59,34.23,7.78,152.65,87.58,32.16,30.51,74.35,15.29,57.04,26.57,15.96,31.48,8.55,11.92
2024-08-29,166.83,40.03,11.71,11.38,10.33,12.81,35.51,8.65,33.06,11.97,11.87,1055.47,193.64,22.6,34.77,182.68,88.92,24.78,43.65,31.71,34.13,7.82,154.26,88.55,32.25,30.51,74.73,15.59,55.0,27.01,15.96,31.18,8.47,12.01
2024-08-30,171.58,41.37,12.01,12.11,10.8,13.1,35.88,8.97,35.11,12.31,11.92,1143.42,201.41,22.87,36.0,183.4,91.43,25.54,45.96,32.84,34.85,8.2,157.13,93.42,33.4,31.01,79.61,15.66,56.47,27.45,16.7,32.39,8.77,12.47
2024-09-02,169.79,40.7,12.01,11.6,10.8,12.9,35.88,8.87,34.16,12.06,11.02,1085.91,196.23,22.6,35.01,180.16,89.49,25.04,45.76,32.16,34.64,8.11,148.35,91.96,32.06,31.01,77.73,15.53,55.65,27.01,16.49,30.88,8.62,11.93
2024-10-15,199.48,52.11,14.84,14.34,13.26,15.37,41.49,10.15,46.13,14.23,14.3,1556.14,302.37,27.39,42.49,192.05,111.87,31.55,58.26,45.11,39.16,10.32,179.71,130.39,38.67,37.43,118.28,18.09,67.0,34.26,24.33,35.7,8.55,14.91
2024-10-16,206.01,53.45,15.33,15.08,14.35,15.96,42.4,10.57,49.85,14.75,14.33,1691.45,309.62,27.52,45.42,194.57,116.55,33.5,60.76,46.59,39.57,10.65,180.96,140.12,39.62,38.5,130.3,19.07,68.32,35.69,26.76,37.51,8.62,15.46
2024-10-17,198.59,52.11,14.72,14.26,13.31,15.46,41.31,10.05,45.77,14.14,13.97,1557.83,297.19,26.45,42.11,189.53,111.07,31.53,57.3,45.34,38.75,10.18,175.76,130.39,38.19,37.28,119.79,18.02,66.09,34.48,28.13,35.4,8.55,14.35
2024-10-18,203.04,52.33,14.84,14.49,13.46,15.56,42.04,10.07,46.06,14.34,14.34,1584.89,326.7,27.12,43.67,193.49,113.81,32.38,58.07,44.55,39.27,10.23,180.06,130.88,38.95,37.5,121.66,18.21,66.5,35.25,27.39,35.7,8.47,14.53
2024-11-06,249.05,63.29,17.5,15.23,15.29,21.77,49.28,11.25,52.99,14.2,16.37,1606.88,442.16,41.21,46.65,201.06,135.84,42.11,65.76,55.91,42.25,14.05,202.28,154.72,42.88,43.63,150.95,20.52,70.23,39.09,29.34,39.17,11.44,16.76
2024-12-13,230.65,69.55,20.52,15.12,16.07,22.06,50.73,11.65,60.44,13.59,14.98,1422.51,463.39,43.21,46.08,203.22,150.45,37.15,74.99,55.57,45.02,16.78,186.69,147.91,42.59,42.2,147.57,19.47,88.94,44.03,25.7,39.62,11.59,14.72
2024-12-16,229.76,70.22,20.27,14.82,16.23,22.95,50.55,11.75,61.24,13.5,14.87,1392.07,443.19,43.6,45.7,200.34,145.43,36.99,77.11,54.32,45.12,16.78,184.54,145.48,42.4,40.85,142.69,19.22,97.81,43.16,25.23,39.92,12.19,14.58
2024-12-18,230.35,67.09,18.58,14.19,14.98,21.38,50.19,11.12,62.26,13.61,15.28,1376.84,450.96,39.62,44.52,195.65,142.12,36.46,67.11,50.91,43.07,16.64,182.39,148.88,41.44,40.28,139.69,18.85,85.8,41.51,23.54,38.11,12.48,14.41
2024-12-19,228.87,66.65,19.49,13.97,14.87,20.98,50.19,11.05,62.26,13.63,15.21,1337.94,463.39,40.81,44.62,194.93,141.43,35.96,64.61,50.34,42.66,16.73,183.47,142.56,41.35,39.71,136.68,18.98,80.17,41.51,23.44,37.66,13.08,14.39
2024-12-20,225.9,66.65,19.01,14.86,14.66,20.78,49.47,11.05,62.63,13.5,14.91,1322.72,461.83,40.28,44.19,193.49,140.4,36.33,64.99,50.23,43.48,17.39,181.86,142.07,40.77,38.92,137.44,18.7,80.17,41.95,23.54,37.21,12.86,14.43
2025-02-17,214.32,56.81,18.1,11.92,13.1,18.52,46.38,13.67,43.58,12.65,13.85,1299.04,366.57,39.08,40.64,180.52,120.77,36.44,54.61,46.14,42.04,16.4,177.38,124.07,38.38,35.36,120.16,17.99,72.38,37.89,22.49,30.73,12.48,13.26
2025-02-18,211.65,56.13,17.56,11.59,12.63,17.83,45.66,13.5,41.82,12.63,13.59,1271.97,344.82,37.62,39.32,179.8,116.55,35.73,52.69,44.21,41.22,15.74,195.11,119.69,37.9,34.65,116.03,18.02,68.65,36.68,21.86,29.83,11.89,12.82
2025-02-19,211.35,56.36,17.74,11.7,12.89,17.83,45.48,13.8,41.9,12.65,13.64,1293.96,345.86,37.62,39.32,179.8,116.89,36.28,53.07,44.21,41.42,15.84,214.64,120.18,37.9,34.86,116.03,18.08,69.4,36.79,21.86,29.98,11.44,12.86
2025-03-11,215.81,59.71,18.34,13.08,12.73,17.53,45.12,14.92,41.09,12.22,13.48,1256.75,349.48,38.82,39.6,177.64,124.99,34.06,51.92,48.18,42.86,17.21,205.33,118.23,36.94,34.86,113.03,17.71,70.64,39.09,21.6,29.53,10.77,12.81
2025-03-12,216.7,59.49,18.4,13.19,12.68,17.53,45.12,15.04,40.95,12.22,13.46,1258.44,344.82,39.48,39.74,176.92,126.48,33.96,51.53,47.16,43.89,17.11,204.07,117.74,36.94,35.07,112.65,17.9,70.64,39.42,21.44,29.23,10.77,12.74
