date,sh600006_daily,sh600060_daily,sh600066_daily,sh600081_daily,sh600104_daily,sh600166_daily,sh600178_daily,sh688071_daily,sz000025_daily,sz000030_daily,sz000338_daily,sz000625_daily,sz002594_daily,sz300100_daily
2025-06-24,26.98,149.5,1463.26,130.42,177.13,69.14,28.09,35.78,47.62,24.41,349.48,190.43,356.36,248.82
2025-06-25,27.25,150.02,1487.58,135.43,178.45,71.24,29.55,36.34,47.79,24.82,353.51,193.3,362.47,249.07
2025-06-26,26.94,148.15,1470.38,132.87,176.8,70.45,30.0,35.82,47.38,24.41,349.03,192.54,350.2,242.41
2025-06-27,27.44,149.05,1491.73,133.08,176.69,70.71,30.26,35.68,47.46,25.03,345.0,191.79,346.88,243.73
2025-06-30,27.4,148.66,1474.53,133.9,176.8,70.97,32.09,36.45,47.62,24.98,344.55,192.7,344.46,239.31
2025-07-01,27.32,151.7,1489.95,134.92,175.8,73.07,30.89,35.91,47.62,25.03,345.23,192.39,343.87,239.72
2025-07-09,27.13,152.67,1542.74,134.0,189.79,72.55,30.31,34.16,47.82,24.77,339.62,192.7,338.12,224.16
2025-07-10,27.25,152.73,1532.66,133.8,188.47,73.85,29.64,32.99,47.9,24.82,340.3,192.39,333.37,215.22
2025-07-11,27.32,153.51,1530.29,134.1,187.59,74.12,29.85,33.49,48.18,24.77,343.21,193.0,336.16,220.45
2025-07-14,27.25,154.8,1545.71,135.43,195.52,73.33,29.7,34.29,48.26,24.98,343.66,192.39,330.53,231.74
2025-07-15,27.55,154.54,1554.01,134.51,200.59,73.85,29.16,34.38,47.68,24.9,342.09,192.09,335.26,233.77
2025-07-16,27.47,153.31,1540.37,134.61,197.61,74.64,29.22,36.69,47.9,25.24,345.9,193.3,335.96,236.11
2025-07-17,27.76,152.6,1530.29,136.25,197.39,74.12,30.32,39.02,47.87,25.49,348.14,193.9,340.42,234.84
2025-07-18,27.8,149.76,1525.54,135.43,196.73,73.07,30.3,39.72,48.15,25.2,349.48,194.05,341.55,233.31
2025-07-22,28.37,150.86,1514.27,137.58,193.43,75.69,30.66,40.04,48.12,25.96,365.84,196.47,354.61,238.45
2025-07-23,27.95,152.93,1517.24,134.92,196.07,74.38,29.56,42.22,47.87,25.66,360.68,195.47,350.85,232.91
2025-07-24,28.21,152.86,1500.63,135.64,193.87,74.64,30.77,43.3,48.37,25.92,360.24,198.4,355.68,233.16
2025-07-25,28.14,154.67,1511.9,136.35,192.44,73.59,32.38,44.37,48.12,25.66,357.64,200.1,350.71,229.86
