date,sh600588_daily,sh601360_daily,sh688030_daily,sh688036_daily,sh688039_daily,sh688051_daily,sh688058_daily,sh688060_daily,sh688061_daily,sh688078_daily,sh688080_daily,sh688083_daily,sh688088_daily,sh688090_daily,sh688095_daily,sh688100_daily,sh688109_daily,sh688111_daily,sh688118_daily,sh688152_daily,sh688158_daily,sh688169_daily,sh688188_daily,sh688228_daily,sh688500_daily,sh688568_daily,sh688579_daily,sh688588_daily,sh688589_daily,sh688618_daily,sh688777_daily,sz000004_daily,sz000009_daily,sz000034_daily,sz000063_daily,sz000066_daily,sz000070_daily,sz000158_daily,sz000409_daily,sz000503_daily,sz000938_daily,sz000977_daily,sz300002_daily,sz300018_daily,sz300020_daily,sz300025_daily,sz300036_daily,sz300042_daily,sz300044_daily,sz300047_daily,sz300050_daily,sz300051_daily,sz300061_daily,sz300074_daily,sz300075_daily,sz300078_daily,sz300096_daily,sz300098_daily,sz300130_daily
2024-02-23,687.79,16.55,13.91,165.52,50.97,22.69,52.79,32.92,42.45,30.96,45.3,161.02,30.92,24.3,98.06,30.91,30.72,248.95,21.2,70.58,12.99,631.24,380.96,53.0,26.14,63.64,10.08,10.6,31.63,67.98,60.68,88.82,120.61,90.94,450.0,114.48,31.14,24.82,19.48,99.47,129.35,230.22,171.69,32.51,46.19,66.58,89.29,95.88,39.64,38.19,28.12,58.78,23.94,49.47,123.08,44.67,22.05,53.11,161.93
2024-02-26,688.35,16.5,14.29,164.86,48.63,23.4,54.53,33.8,44.08,31.6,49.66,164.08,31.36,27.44,99.06,31.66,32.03,246.89,21.28,72.18,13.09,652.41,396.56,55.97,26.88,64.2,10.14,10.62,31.5,68.01,63.12,91.8,119.9,94.59,451.41,115.76,30.83,24.35,19.37,101.12,132.25,234.81,166.88,33.31,46.4,65.54,89.51,97.09,41.77,38.61,29.04,59.85,24.32,50.41,122.15,42.76,22.21,54.03,164.22
2024-02-27,718.06,18.15,14.75,162.52,49.55,23.52,56.26,34.92,46.47,32.71,50.76,167.65,32.61,27.8,103.55,32.64,33.01,263.42,22.41,78.34,13.86,651.32,396.77,58.73,27.24,67.88,10.63,10.95,33.01,69.81,67.6,100.96,121.12,99.99,496.55,124.33,33.83,25.41,19.95,102.78,145.48,250.87,176.8,34.04,48.32,67.53,93.52,105.7,42.23,40.82,30.04,61.48,25.07,51.22,127.4,43.78,22.67,56.03,167.94
2024-02-28,681.63,17.37,13.12,159.5,47.41,20.87,50.63,30.81,41.53,28.8,48.2,149.93,29.24,25.03,91.63,30.63,28.61,263.62,19.54,68.07,12.56,635.35,391.62,51.85,25.7,63.99,9.54,10.22,29.96,62.42,64.03,90.83,118.18,93.16,482.8,116.45,30.45,23.2,18.36,96.26,142.16,238.34,161.77,31.11,44.13,63.24,86.08,98.85,37.88,39.19,26.54,56.77,22.65,45.71,117.24,45.18,21.59,51.26,156.42
2024-02-29,710.21,18.03,13.59,170.81,49.72,21.88,52.82,32.14,43.8,30.3,49.28,158.77,31.25,26.05,95.58,34.81,31.32,273.04,20.48,72.7,13.27,649.36,402.18,62.22,27.03,68.02,10.02,10.83,32.03,66.26,67.72,93.07,120.61,97.13,526.53,120.28,31.53,24.44,19.13,100.54,156.38,249.07,168.28,32.31,46.88,65.23,90.15,103.31,40.4,41.24,28.29,58.78,24.05,47.72,123.5,45.18,22.21,53.88,164.5
2024-03-01,734.88,19.83,14.06,177.87,51.9,22.1,54.99,33.28,44.28,30.35,49.4,163.39,33.12,26.89,102.99,34.2,31.4,283.58,21.31,74.72,13.68,645.83,401.83,62.41,26.84,72.12,10.24,11.11,33.32,66.92,71.25,95.23,121.83,101.26,538.52,124.22,31.0,25.21,19.76,101.03,172.02,273.98,169.36,33.11,47.63,66.58,91.43,111.32,40.47,41.34,28.96,59.16,24.37,48.8,128.33,43.15,21.74,55.11,166.22
2024-03-04,723.67,20.53,13.95,180.34,54.27,21.85,54.44,32.6,43.9,30.08,49.6,165.32,32.81,26.4,108.15,35.91,31.68,291.68,21.26,73.49,13.55,662.0,409.92,60.99,27.23,71.19,10.28,10.96,34.36,66.79,70.35,97.53,118.79,107.86,533.76,125.38,32.5,25.53,20.09,102.87,180.44,287.71,169.67,32.98,47.29,67.06,95.77,114.06,43.68,43.13,29.12,58.91,23.72,48.53,127.31,42.38,21.28,56.03,173.09
2024-03-05,710.78,19.92,13.5,180.03,50.52,21.53,53.56,31.89,43.3,29.74,48.54,161.73,33.72,25.49,115.95,34.93,32.79,308.63,20.6,72.0,13.26,681.12,415.49,58.95,27.15,70.67,10.09,10.73,33.32,65.63,69.56,93.81,116.05,104.53,513.13,126.19,31.28,25.32,19.6,99.08,175.27,280.18,161.93,32.05,45.98,65.94,91.22,106.5,42.08,44.02,27.87,56.39,23.35,46.92,125.2,44.54,21.49,54.49,170.08
2024-03-06,706.29,19.59,13.49,182.9,47.81,21.4,54.53,31.91,43.24,29.74,48.87,158.63,33.35,26.38,112.81,36.03,33.15,295.36,20.44,72.18,13.14,686.26,413.06,58.49,27.35,70.52,9.97,10.55,32.98,65.14,69.78,103.19,116.35,103.89,521.41,123.18,30.79,25.5,20.05,97.91,174.0,278.65,159.76,33.04,46.26,66.58,90.36,108.0,45.73,46.75,28.12,60.73,23.4,48.8,124.35,42.38,21.74,54.8,169.15
2024-03-07,683.87,18.81,13.21,181.14,46.39,20.86,53.87,31.57,42.25,29.81,47.99,153.32,32.55,26.64,113.62,34.62,32.05,287.2,19.5,68.79,12.7,657.79,406.92,56.49,27.24,67.96,9.74,10.28,32.32,63.01,68.78,97.61,114.53,98.81,505.02,119.35,29.78,24.41,19.58,94.9,176.9,270.99,155.11,33.04,44.88,65.15,87.42,101.72,45.12,43.44,27.95,60.1,23.08,48.26,121.3,40.86,21.08,53.72,164.72
2024-03-08,689.47,18.97,13.29,180.47,48.63,21.35,54.41,31.78,42.88,30.02,48.47,151.73,33.29,26.78,112.77,36.29,32.29,282.16,19.95,68.85,13.13,659.19,408.05,58.07,29.08,68.94,9.85,10.36,33.29,63.87,70.79,98.73,114.53,101.8,532.17,121.9,31.63,24.7,19.67,94.51,176.4,280.58,156.04,33.38,46.33,67.29,89.46,105.16,44.67,44.76,28.45,64.0,23.24,50.82,123.0,42.76,21.38,54.65,171.73
2024-03-11,706.29,19.2,13.63,181.11,48.19,21.76,55.9,32.72,43.83,30.44,48.84,155.57,33.2,26.89,120.89,37.77,32.61,282.7,20.59,73.51,13.29,674.66,415.59,60.6,30.45,70.35,10.06,10.7,33.46,64.52,71.57,101.41,119.9,107.61,529.0,124.45,31.8,25.89,20.09,98.59,175.13,277.98,160.84,34.71,47.01,78.83,91.49,107.78,44.44,46.23,29.12,66.07,23.72,52.97,125.53,43.4,21.8,56.03,173.02
2024-03-12,718.62,18.93,13.77,178.9,47.17,22.47,56.77,33.55,44.85,30.72,50.11,156.78,33.05,27.13,117.83,37.06,33.18,285.36,20.95,74.42,13.7,687.3,423.24,60.04,30.26,70.92,10.33,10.76,34.2,65.7,70.1,101.63,118.38,102.5,515.24,122.6,31.84,26.45,20.21,100.93,171.38,273.18,159.76,34.37,47.43,81.85,91.27,108.8,44.9,47.02,30.12,63.81,24.21,54.98,126.63,43.78,22.05,59.11,172.44
2024-03-13,729.83,19.14,14.11,177.05,50.76,22.58,58.04,34.27,45.07,31.02,51.57,162.1,34.79,27.17,127.48,36.87,33.45,296.27,21.46,78.92,13.67,664.13,402.92,58.5,31.5,71.87,10.47,10.95,34.29,66.08,69.9,102.97,116.05,102.72,514.19,123.99,31.7,26.45,20.75,103.36,166.07,265.79,165.8,34.37,47.91,85.03,92.24,107.9,44.06,45.91,30.04,64.12,24.37,53.1,127.82,44.29,21.69,58.03,170.23
2024-03-14,711.9,18.7,13.78,175.14,47.66,22.02,55.64,33.4,43.92,30.24,49.55,155.85,34.07,26.86,122.05,36.66,33.69,290.22,20.68,74.88,13.44,657.79,402.73,56.85,32.35,71.04,10.2,10.68,33.36,64.42,68.76,113.24,114.33,101.54,507.84,120.74,31.0,25.86,20.77,100.44,163.17,261.79,159.45,33.84,47.22,82.96,90.31,107.65,42.76,44.97,30.96,63.12,23.88,51.76,125.87,44.16,21.85,57.42,168.29
2024-03-15,719.74,18.79,13.79,179.74,46.68,22.26,57.15,35.08,44.44,30.48,50.3,157.41,35.29,27.76,120.24,38.13,33.76,296.08,20.59,74.88,14.26,651.54,415.89,55.97,33.55,72.62,10.28,10.74,33.39,65.42,70.09,118.16,116.15,102.59,511.36,121.09,31.42,25.92,20.66,102.1,163.95,266.32,161.62,34.31,47.63,85.83,90.42,106.44,43.6,44.65,30.37,62.87,24.37,52.29,126.47,45.56,21.02,57.88,170.3
2024-03-18,735.44,19.4,13.95,177.96,48.28,23.11,58.37,35.79,45.99,31.48,52.23,163.54,37.55,28.77,123.97,39.09,33.81,310.48,21.45,77.31,14.16,662.36,412.76,60.71,33.42,79.25,10.68,11.05,34.37,67.61,70.84,116.3,115.85,104.18,520.89,123.29,32.12,26.06,20.75,108.71,168.9,282.18,164.25,35.44,49.08,86.15,92.83,110.42,45.66,45.39,30.79,64.19,24.91,54.45,129.0,47.59,20.92,58.5,172.16
2024-03-19,733.2,19.01,14.11,176.51,46.78,23.19,58.89,36.07,46.18,31.6,52.94,163.98,36.98,28.31,125.42,38.34,35.83,306.9,21.5,77.39,14.01,660.98,410.57,59.97,33.65,77.58,10.7,11.13,34.31,68.17,68.38,113.02,114.73,103.35,512.42,121.21,32.26,25.74,21.57,107.93,166.07,278.18,162.7,35.24,49.35,87.42,93.52,110.39,47.11,44.55,31.04,64.31,24.85,53.91,131.96,49.24,21.33,59.11,169.22
2024-03-20,741.04,19.42,14.46,175.27,48.36,23.75,60.39,37.3,46.59,32.11,52.31,177.55,38.21,28.49,145.92,37.94,36.29,334.88,22.67,79.88,15.41,661.78,405.64,61.72,33.64,79.76,11.04,11.43,34.49,67.52,66.8,112.43,114.33,103.67,514.54,122.36,34.0,25.89,21.5,109.0,166.71,278.78,166.57,36.3,51.83,91.0,96.04,109.5,46.42,45.13,31.79,67.02,25.82,56.6,140.51,51.52,21.38,59.57,171.87
2024-03-21,754.5,19.3,14.46,171.99,49.98,23.84,60.06,36.72,46.11,31.82,52.73,170.9,37.65,28.34,156.02,36.62,36.46,334.63,22.71,78.29,14.7,646.39,395.26,60.19,33.68,82.86,10.99,11.27,34.21,66.75,66.46,110.79,113.21,102.02,505.9,122.02,33.09,25.68,22.02,106.76,163.53,273.52,169.83,35.77,50.93,90.36,94.97,106.47,46.57,45.18,32.13,65.13,25.98,59.15,138.65,49.24,21.54,59.73,169.87
2024-03-22,736.56,18.95,14.31,171.69,51.0,23.46,59.93,35.52,44.95,31.07,50.96,165.26,37.03,27.93,163.3,36.38,37.78,332.28,23.04,77.25,15.08,650.38,392.87,61.12,33.38,81.64,10.98,11.14,33.57,65.78,66.99,108.4,111.08,102.43,491.61,121.9,33.23,25.09,21.45,105.01,161.54,271.19,167.97,35.17,51.89,87.97,98.28,103.12,44.82,45.44,32.29,64.57,25.66,56.19,146.26,48.73,21.28,58.96,166.22
2024-03-25,707.97,19.22,13.76,171.17,47.91,22.06,56.2,34.43,42.81,29.63,49.23,157.84,35.09,26.71,138.8,35.98,36.67,321.46,21.11,73.4,13.99,676.05,394.51,56.27,34.36,77.06,10.38,10.74,31.93,62.72,65.8,108.7,107.84,102.53,485.27,119.7,34.28,24.14,20.35,99.86,157.02,268.19,160.22,34.24,50.18,79.78,95.88,93.75,42.46,43.23,30.54,63.56,25.12,54.31,140.17,45.81,21.74,56.34,164.5
2024-03-26,689.47,18.31,13.39,169.69,44.28,21.13,54.41,33.96,41.83,28.93,47.99,154.07,33.9,26.62,132.06,35.98,35.43,308.76,20.2,71.57,13.65,686.4,403.99,54.69,34.25,77.13,10.13,10.46,31.57,61.47,65.09,110.19,109.16,99.99,476.98,117.5,32.5,23.43,19.98,98.4,152.7,269.99,155.73,34.24,50.73,76.36,92.56,91.2,41.24,42.34,30.46,62.99,24.58,53.77,134.42,45.05,23.18,55.11,160.93
2024-03-27,651.36,17.08,12.64,169.29,43.33,19.84,51.97,32.85,39.79,27.92,45.91,149.87,31.45,25.44,124.11,35.7,33.99,295.26,18.67,67.74,12.59,681.73,401.49,50.0,28.45,74.27,9.43,9.66,30.11,62.53,64.95,109.22,105.41,95.2,461.11,111.01,29.26,21.93,19.13,92.76,145.98,268.59,145.19,33.04,51.0,73.98,86.25,85.26,41.16,39.66,28.96,60.29,23.19,50.95,125.79,42.0,23.49,52.18,153.42
2024-03-28,676.02,18.19,13.18,175.76,44.18,21.18,52.33,34.74,40.93,28.07,48.14,149.85,32.55,26.38,129.73,36.08,34.15,301.3,19.34,68.58,13.21,681.57,403.36,51.22,30.05,83.45,9.87,10.12,30.91,62.46,68.28,115.03,106.52,98.69,484.03,114.37,30.83,23.02,20.07,96.26,155.32,295.43,147.36,33.91,54.23,75.57,94.64,87.02,45.96,41.24,30.12,61.86,24.05,56.06,147.95,43.78,23.59,54.49,154.42
2024-03-29,669.86,17.92,13.5,181.11,42.1,21.44,54.43,34.45,43.15,28.26,49.56,152.83,33.15,27.02,130.07,35.97,37.78,293.24,19.61,68.53,13.03,682.85,393.45,50.2,30.12,83.3,9.78,10.15,31.55,74.95,68.53,112.05,107.43,93.7,493.55,114.37,30.97,22.84,20.19,97.91,153.62,285.77,145.19,35.7,52.65,76.44,99.51,86.48,46.88,41.45,32.46,60.98,23.88,56.19,141.61,43.78,25.03,54.8,151.77
2024-04-01,716.38,18.25,14.11,182.12,43.19,21.79,55.21,35.67,43.59,29.72,50.85,168.0,33.46,27.74,134.18,36.16,37.6,308.8,20.16,69.24,13.41,671.67,392.3,52.33,29.02,83.45,10.12,10.53,31.77,76.01,69.13,111.53,109.87,95.23,496.55,115.64,31.84,23.29,21.01,98.98,156.24,293.3,151.23,35.84,52.99,79.23,100.74,89.76,47.49,42.87,32.21,61.74,24.53,63.05,143.81,44.41,25.03,55.42,157.14
2024-04-02,690.6,17.84,13.79,178.88,40.9,21.34,54.63,35.22,43.38,28.78,50.47,166.5,31.69,27.82,127.71,35.37,38.62,303.22,19.43,67.41,12.91,669.26,416.82,49.39,27.66,82.18,9.97,10.45,31.54,72.9,68.08,108.55,110.27,92.21,489.15,113.56,30.76,22.75,20.42,95.29,152.42,276.78,147.98,35.64,50.59,78.75,100.58,89.12,47.64,42.18,33.38,63.94,24.1,62.78,142.11,44.16,23.49,54.8,152.2
2024-04-08,638.46,17.08,12.8,168.4,38.46,20.06,51.51,32.18,40.3,27.31,46.12,162.66,29.72,26.48,114.06,34.92,38.39,285.88,18.05,61.76,11.87,666.47,415.82,47.27,28.36,78.78,9.28,9.73,29.37,69.56,66.05,98.65,108.96,90.47,473.28,110.43,29.85,23.96,19.51,89.36,145.62,265.12,139.92,34.31,46.88,76.84,92.02,85.46,42.15,39.77,29.46,59.41,22.27,59.82,137.12,40.35,22.0,54.65,147.27
2024-04-09,650.24,17.45,13.05,169.13,38.86,20.73,52.37,33.16,40.72,27.83,47.66,165.46,30.29,26.6,117.81,36.0,38.45,286.37,18.04,63.45,12.07,673.72,420.86,46.03,28.43,79.45,9.39,9.88,30.34,71.18,65.01,98.8,111.49,89.42,476.45,108.81,29.23,23.7,19.72,91.4,143.92,256.26,142.25,34.9,47.08,76.68,91.43,85.93,42.61,40.19,29.12,60.6,22.38,58.75,137.29,40.48,21.64,52.65,147.7
2024-04-10,632.86,16.9,12.52,169.59,37.71,19.61,50.74,31.66,39.37,27.1,46.6,161.37,29.57,26.04,112.88,35.41,40.14,284.26,17.26,61.38,11.47,669.75,414.2,43.98,28.58,80.92,9.1,9.39,29.58,72.12,64.51,93.51,109.16,87.23,467.1,104.87,27.66,24.67,19.18,89.07,139.25,247.14,138.06,34.37,44.95,73.74,89.62,81.31,43.37,38.24,27.37,57.52,21.57,58.48,136.28,38.58,20.61,50.64,145.19
2024-04-11,635.1,18.33,12.45,175.02,38.53,19.79,50.4,32.17,39.07,27.11,45.88,155.32,29.76,25.64,115.19,36.7,43.56,289.98,17.12,61.27,11.65,705.63,421.65,44.46,28.9,77.58,9.02,9.46,29.63,73.26,64.62,94.48,108.35,88.28,471.87,105.79,27.45,24.35,19.25,88.58,142.23,251.73,138.99,34.97,46.26,72.94,88.44,82.27,42.23,38.77,27.45,57.46,21.79,56.06,133.32,38.7,20.77,50.34,146.05
2024-04-12,627.81,17.8,12.23,176.77,37.71,19.37,49.75,31.47,38.41,27.16,46.63,152.55,29.6,26.38,116.06,37.66,42.93,298.27,17.05,60.61,11.42,693.67,425.41,44.13,29.46,78.69,8.98,9.33,29.5,69.66,65.68,92.4,106.32,89.86,475.39,104.75,27.76,22.69,19.22,87.22,141.66,252.13,137.6,34.44,45.23,71.83,86.83,81.21,40.47,38.45,27.45,57.27,21.25,54.71,118.09,38.07,20.46,50.03,144.91
2024-04-15,621.65,17.37,11.31,182.97,34.81,17.16,46.11,29.29,36.37,25.42,43.53,155.42,28.56,24.69,99.12,37.76,40.74,297.49,15.41,56.94,10.87,704.04,438.79,41.84,28.61,81.88,8.73,8.9,29.59,65.11,65.82,83.16,107.94,88.09,497.08,105.79,26.37,21.57,19.67,81.19,143.85,251.47,138.37,32.71,43.1,64.43,87.42,76.3,37.73,36.56,25.2,55.07,20.23,48.53,119.11,36.17,18.56,47.57,147.41
2024-04-16,603.15,16.42,10.34,184.41,31.01,15.16,42.12,26.41,33.29,23.56,39.59,143.97,26.6,20.69,94.56,37.32,40.07,287.21,13.9,53.16,10.01,697.44,430.0,37.71,26.68,79.87,7.84,8.35,26.29,60.56,65.42,74.83,102.06,84.91,486.5,101.04,23.72,19.83,17.75,76.13,139.04,244.27,133.41,29.85,39.32,59.1,80.79,69.51,32.78,33.15,21.36,49.48,18.4,42.08,111.07,31.22,15.94,45.26,139.11
2024-04-17,623.33,17.24,11.14,183.67,34.14,16.8,44.28,28.09,35.87,25.32,43.6,152.28,27.89,22.23,102.43,37.63,40.68,291.45,15.21,55.26,10.75,746.7,429.17,40.94,27.29,87.11,8.42,8.91,27.91,65.34,69.19,77.43,106.93,89.04,511.19,105.91,25.57,21.1,19.06,81.19,145.48,254.8,139.92,32.71,42.82,66.98,85.66,79.72,36.97,36.04,24.87,51.99,20.12,48.4,118.43,35.53,17.27,48.49,147.27
2024-04-18,618.85,16.85,10.94,185.7,34.13,16.67,45.62,28.21,36.28,25.33,45.52,150.37,28.05,22.43,98.75,37.86,41.69,289.02,15.24,60.9,10.62,748.95,424.92,41.15,26.74,85.67,8.55,8.95,28.03,64.28,69.04,78.18,106.73,88.18,505.37,105.91,25.4,21.1,19.15,79.73,143.5,251.33,141.47,32.11,42.55,69.92,86.83,75.92,37.04,35.83,24.03,49.98,20.5,50.41,118.85,34.01,17.01,47.57,147.55
2024-04-19,609.32,16.4,10.68,184.58,33.19,16.19,44.41,27.08,35.05,24.96,45.02,147.01,27.89,21.82,95.19,36.73,41.42,278.37,15.35,62.32,10.31,747.81,433.23,40.25,25.05,87.49,8.35,8.64,27.42,61.84,70.01,76.02,104.39,86.91,494.26,104.06,24.73,21.01,19.22,78.18,139.18,238.81,135.74,32.31,41.65,69.2,86.57,74.01,37.81,35.3,28.87,49.16,19.64,53.37,119.36,33.12,18.04,47.41,146.98
2024-04-22,621.09,16.22,10.89,183.74,32.75,16.18,44.77,26.99,36.98,25.05,45.62,151.9,29.25,21.34,94.54,38.23,42.38,278.63,15.13,64.86,10.37,762.26,441.09,42.36,24.7,87.93,8.42,8.67,27.41,62.06,68.72,75.2,103.18,85.42,484.56,103.71,24.73,21.36,19.04,78.66,136.42,236.55,136.05,31.78,41.31,67.21,84.0,73.34,36.21,34.93,27.37,49.67,19.74,51.22,116.99,32.36,17.48,47.26,145.55
2024-04-24,639.02,16.85,11.46,175.34,34.64,17.65,47.98,29.61,38.27,26.38,47.05,163.52,30.62,22.64,101.57,37.89,44.16,307.05,16.14,68.74,11.04,766.63,442.95,45.58,27.45,89.02,8.94,9.16,28.9,64.84,70.07,79.44,105.1,91.1,497.96,106.84,26.54,21.57,19.9,81.29,139.47,245.21,146.9,33.38,43.65,70.32,87.74,77.87,40.09,37.46,31.96,50.8,20.98,55.66,131.37,34.26,17.94,49.87,157.07
2024-04-25,642.95,16.61,11.33,156.25,34.37,17.49,47.5,29.4,38.47,26.17,47.42,165.02,30.42,22.66,100.06,37.26,43.59,299.3,16.18,67.89,11.05,745.08,445.23,46.23,29.16,88.56,8.99,9.15,28.84,63.28,71.34,79.74,104.7,89.55,490.2,105.33,25.88,21.33,20.09,80.8,137.56,241.14,148.91,33.44,42.41,71.59,85.6,79.43,39.18,37.46,33.63,50.42,21.52,57.67,128.41,34.14,18.56,49.41,153.56
2024-05-14,644.07,17.88,12.14,158.1,37.19,19.35,47.5,30.86,36.73,26.29,47.55,145.93,33.12,23.17,108.53,38.11,47.98,284.17,15.87,72.45,11.58,922.91,451.49,55.1,27.36,78.33,9.21,8.61,29.07,64.25,67.7,85.18,105.41,93.11,505.9,107.53,26.16,20.95,20.33,80.12,143.92,266.46,143.33,35.57,20.07,73.98,81.16,77.17,39.1,37.77,27.87,48.97,22.0,48.53,129.34,35.02,14.7,50.18,150.77
2024-05-15,641.27,17.49,11.97,153.96,35.18,18.79,46.89,30.45,36.26,25.89,47.41,144.17,31.55,24.05,104.36,36.58,48.01,280.74,15.91,72.55,11.41,889.22,446.74,54.79,27.0,79.15,8.77,8.55,28.84,63.58,66.6,87.04,104.8,92.82,496.9,106.6,24.84,21.45,20.07,79.25,143.71,262.33,139.3,33.97,20.21,73.58,80.68,76.08,38.34,37.46,27.2,49.04,21.95,49.34,125.28,34.14,15.06,49.57,149.56
2024-05-16,644.07,17.49,12.31,149.18,35.16,19.27,46.42,30.74,36.47,26.06,48.06,142.38,31.62,24.46,105.65,35.83,48.32,281.66,16.33,71.78,11.41,862.09,429.08,53.82,27.82,79.81,8.91,8.68,28.95,64.71,66.42,84.13,103.58,93.37,503.08,107.18,23.58,21.28,20.05,79.44,157.02,266.12,138.06,33.51,20.76,72.86,80.89,75.83,39.33,37.82,28.96,48.6,22.49,50.68,125.37,35.66,15.06,50.34,148.84
2024-05-17,663.13,17.66,12.75,147.6,35.56,20.05,47.86,31.83,37.78,26.71,48.36,145.22,32.09,24.48,105.2,36.91,48.04,283.25,16.97,75.62,11.65,854.34,424.82,52.66,28.68,80.71,9.1,8.92,29.5,66.05,68.22,84.73,105.91,97.88,499.9,108.92,22.4,21.48,20.44,80.8,155.39,260.59,138.84,33.91,20.0,74.21,83.3,76.27,41.39,38.4,29.96,48.6,22.76,56.46,132.98,41.37,15.01,51.26,148.98
2024-05-20,672.1,17.78,12.7,145.3,35.09,19.63,48.94,32.54,37.81,26.86,48.75,147.37,32.39,24.57,106.74,39.64,48.83,295.25,16.63,79.07,11.66,850.63,418.38,52.59,29.08,81.79,9.06,8.91,29.96,65.45,62.37,88.9,105.41,99.17,490.73,112.63,21.28,21.84,20.8,81.38,157.65,268.45,140.08,33.97,19.18,74.77,82.18,75.28,40.63,38.37,29.29,51.3,22.43,54.71,136.19,37.18,14.7,51.72,149.34
2024-05-21,667.61,17.55,12.58,151.76,34.65,19.47,48.02,31.45,37.75,26.45,47.97,149.04,32.32,25.2,105.84,39.59,46.28,293.34,16.57,76.21,11.4,864.92,413.21,52.27,28.98,80.54,8.94,8.74,29.19,64.24,64.3,86.74,104.09,97.62,483.33,112.98,20.2,22.07,20.42,80.12,159.56,265.72,139.46,33.24,19.66,72.94,80.83,74.58,39.64,38.16,28.2,51.68,22.27,53.37,139.92,37.31,14.8,50.64,143.98
2024-05-22,672.1,17.66,12.75,148.24,35.28,20.06,47.65,31.61,38.32,26.61,48.13,151.81,32.3,25.41,108.44,39.26,46.7,290.22,16.81,74.9,11.49,837.21,420.78,50.91,28.97,79.19,9.45,8.82,29.38,64.92,63.7,86.37,105.1,97.56,484.56,112.75,19.19,22.04,20.33,82.94,165.58,266.32,138.84,33.38,19.8,73.98,80.78,75.25,39.64,38.22,28.87,57.08,22.32,53.64,136.87,37.56,14.55,50.95,145.05
2024-05-23,653.04,17.08,12.45,149.69,34.42,19.2,46.73,31.01,37.93,25.89,46.86,150.72,31.63,26.3,104.18,37.63,45.24,283.17,16.5,71.21,11.14,846.86,404.89,49.59,28.92,77.31,9.09,8.53,29.0,64.54,62.44,84.8,102.77,96.75,476.1,109.15,18.22,21.16,19.9,78.37,167.63,259.93,136.05,32.78,19.31,73.26,79.32,73.5,41.16,37.32,28.2,55.64,21.89,53.1,132.89,35.28,14.14,49.57,141.97
2024-05-24,629.5,16.75,12.03,142.19,33.1,18.91,45.7,30.39,36.89,25.32,46.63,148.43,30.35,27.22,100.12,37.55,44.92,274.6,15.84,67.08,10.83,846.96,385.53,48.16,28.94,74.3,8.79,8.35,28.63,64.67,61.55,81.97,101.76,94.27,472.57,106.26,17.31,20.89,19.53,86.25,158.71,252.6,133.88,33.44,19.86,71.91,75.61,71.36,38.72,38.11,28.12,52.12,21.41,50.41,128.33,33.75,15.11,48.95,139.9
2024-05-27,623.89,16.98,11.9,141.21,33.54,18.67,45.19,31.43,38.3,25.38,47.18,152.99,30.62,28.26,100.68,40.76,44.49,268.15,15.88,69.04,10.94,832.69,398.74,50.47,29.18,75.76,8.41,8.4,29.23,63.18,63.84,81.3,101.96,95.4,480.68,106.72,17.56,20.89,19.88,84.88,162.61,255.66,134.34,34.17,19.45,78.83,77.01,72.22,38.11,37.11,27.62,49.29,21.3,50.14,132.47,33.63,14.5,49.41,140.04
2024-05-28,622.77,16.73,11.83,144.04,33.16,18.73,44.8,30.44,37.75,24.93,46.69,149.99,30.34,28.49,98.08,40.22,45.46,267.14,15.67,66.61,10.74,829.52,393.59,48.51,29.96,74.48,8.4,8.35,29.76,63.02,61.8,79.52,100.04,92.95,475.74,105.21,16.69,20.42,19.65,82.26,154.75,243.47,130.47,35.24,17.05,78.75,75.99,74.77,33.92,36.64,26.7,50.48,20.87,51.62,126.89,32.99,14.03,48.34,136.4
2024-06-13,612.12,16.48,11.61,131.85,34.27,17.48,44.64,29.21,39.92,24.99,45.01,151.43,31.61,29.35,95.0,39.58,41.19,269.56,14.94,64.41,10.54,829.22,390.44,43.36,29.41,72.3,8.43,7.9,32.01,62.79,66.63,69.91,95.68,91.86,488.44,107.88,17.24,19.83,20.19,71.08,165.86,239.94,144.16,31.26,13.13,78.75,75.45,78.44,29.5,35.06,22.53,50.17,19.31,45.98,123.66,29.69,11.41,57.42,140.26
2024-06-14,612.12,16.6,11.4,136.75,34.45,17.3,44.44,29.37,39.32,24.77,44.46,150.49,31.99,30.93,97.68,40.0,41.35,273.31,14.96,63.81,10.61,801.19,399.5,43.79,28.99,72.12,8.4,8.05,31.91,62.04,63.14,69.91,95.88,88.22,490.56,108.34,17.03,19.95,20.09,70.2,163.24,244.61,143.54,31.94,12.92,78.35,76.04,76.75,29.88,35.43,22.61,51.11,19.69,46.25,125.02,29.31,11.46,60.8,142.4
2024-06-17,609.32,16.56,11.22,132.61,33.49,16.88,44.87,28.58,39.56,24.64,44.52,152.94,32.08,34.66,96.18,41.77,40.54,261.2,14.96,62.87,10.59,820.19,404.13,40.99,29.02,74.29,8.32,7.9,32.17,61.54,61.97,68.87,96.49,79.4,489.32,108.46,16.2,20.09,19.69,69.04,160.13,242.01,136.83,32.0,13.4,86.3,76.85,76.62,29.27,35.11,22.03,50.29,19.2,46.25,124.59,29.06,11.46,65.11,139.22
