date,sh600588_daily,sh601360_daily,sh688030_daily,sh688036_daily,sh688039_daily,sh688051_daily,sh688058_daily,sh688060_daily,sh688061_daily,sh688078_daily,sh688080_daily,sh688083_daily,sh688088_daily,sh688090_daily,sh688095_daily,sh688100_daily,sh688109_daily,sh688111_daily,sh688118_daily,sh688152_daily,sh688158_daily,sh688169_daily,sh688188_daily,sh688228_daily,sh688500_daily,sh688568_daily,sh688579_daily,sh688588_daily,sh688589_daily,sh688618_daily,sh688777_daily,sz000004_daily,sz000009_daily,sz000034_daily,sz000063_daily,sz000066_daily,sz000070_daily,sz000158_daily,sz000409_daily,sz000503_daily,sz000938_daily,sz000977_daily,sz300002_daily,sz300018_daily,sz300020_daily,sz300025_daily,sz300036_daily,sz300042_daily,sz300044_daily,sz300047_daily,sz300050_daily,sz300051_daily,sz300061_daily,sz300074_daily,sz300075_daily,sz300078_daily,sz300096_daily,sz300098_daily,sz300130_daily
2023-11-17,979.28,19.57,21.52,129.59,48.08,36.59,76.52,51.71,62.78,44.38,58.77,222.59,40.25,31.52,161.18,30.59,41.42,330.01,40.72,108.64,18.37,602.34,321.38,56.58,26.82,78.75,13.38,13.08,43.06,98.06,63.03,138.11,117.06,112.72,485.97,133.84,32.71,30.64,19.08,135.64,152.35,237.81,143.64,41.89,62.82,87.1,113.1,121.01,41.62,54.16,46.9,75.25,35.77,68.7,167.24,61.93,39.22,71.58,173.02
2023-11-20,1001.7,19.67,21.55,127.13,48.6,36.68,77.35,52.16,63.77,44.71,58.96,225.0,40.71,32.95,163.55,30.89,42.26,329.49,41.32,119.06,18.75,588.93,320.2,55.6,27.38,79.55,13.4,13.19,43.05,98.83,63.99,141.02,118.18,111.48,485.27,135.81,32.75,30.41,19.39,144.68,154.82,251.93,145.19,42.02,62.2,86.15,117.86,115.91,49.93,54.58,47.15,74.75,35.72,68.16,167.15,61.93,38.6,76.81,173.66
2023-11-21,996.09,19.42,21.29,126.03,47.64,35.92,76.06,51.15,61.91,44.05,57.94,220.24,39.93,32.15,160.86,30.22,41.6,325.46,39.59,115.52,18.34,590.74,324.01,52.79,27.59,77.46,13.17,12.98,42.04,95.5,62.71,137.37,118.08,107.54,480.33,131.98,33.83,28.93,19.65,140.11,150.93,242.67,143.33,41.62,62.07,84.55,115.78,113.42,55.57,53.11,45.89,74.31,35.56,67.08,166.05,61.93,37.73,74.04,170.65
2023-11-22,986.56,19.14,21.22,124.43,46.77,35.87,74.88,50.51,60.83,43.55,57.37,217.97,39.05,31.19,156.12,29.92,41.06,320.36,39.23,117.91,17.91,578.56,312.98,57.95,27.35,77.76,13.09,12.85,40.92,92.65,61.18,134.98,118.28,104.75,468.52,130.48,34.38,28.04,19.13,142.25,148.81,242.61,141.32,41.22,62.14,83.92,114.76,126.75,57.09,52.59,44.64,74.06,35.34,66.01,165.12,61.29,37.37,74.66,165.58
2023-11-23,991.05,19.12,21.32,124.68,46.93,35.98,75.33,50.45,61.75,43.92,57.47,220.62,39.45,31.46,155.52,30.5,41.58,320.05,39.65,114.61,17.93,587.49,319.56,53.19,27.23,78.78,13.24,12.91,41.44,91.93,61.72,139.15,117.77,107.64,473.1,132.1,33.76,28.52,19.22,141.09,150.22,252.13,139.46,41.69,62.2,82.49,114.07,124.71,52.67,53.16,44.73,72.99,35.18,66.41,165.55,61.67,37.58,75.12,167.72
2023-11-24,970.31,18.5,20.81,125.76,45.39,35.08,72.44,48.88,60.05,42.79,56.04,214.16,38.35,30.98,149.81,29.71,40.97,304.41,37.27,108.76,17.24,583.58,318.5,52.53,27.22,76.59,12.71,12.56,40.25,90.05,61.31,134.24,117.47,102.15,462.87,131.4,32.4,28.37,18.94,136.03,147.04,243.27,134.03,41.22,61.04,82.25,110.59,121.17,54.2,50.75,43.56,71.17,34.7,64.53,159.2,60.53,36.81,70.96,161.43
2023-11-27,965.26,18.33,20.9,124.17,45.48,34.7,72.93,49.65,60.89,42.84,56.34,215.88,38.72,31.34,147.44,29.85,41.57,304.89,37.42,118.06,17.3,565.7,314.53,51.24,26.69,76.94,12.96,12.61,40.96,91.76,61.77,134.69,118.48,102.18,460.4,129.78,31.67,28.46,19.01,133.4,145.55,233.75,134.19,41.42,61.45,82.49,111.71,124.23,58.77,50.96,43.97,69.91,34.37,64.53,160.3,60.53,37.11,70.96,160.86
2023-11-28,957.42,18.35,20.98,123.87,45.38,34.98,73.33,50.34,61.61,43.78,56.78,216.14,39.26,31.95,149.19,30.08,42.51,310.68,36.16,114.77,17.58,573.06,316.13,50.88,27.2,76.65,12.91,12.69,41.47,91.71,64.28,132.75,119.09,102.05,458.11,129.9,31.8,27.98,18.97,141.77,146.76,235.61,133.41,41.82,61.65,81.77,111.07,125.95,55.34,51.53,43.81,70.6,34.43,65.34,160.47,61.29,37.27,69.12,161.5
2023-11-29,946.77,17.98,20.84,121.2,44.7,34.41,72.6,49.84,61.96,43.49,56.55,212.69,38.75,32.11,146.57,30.74,41.36,302.97,35.92,122.11,17.3,584.04,312.83,50.9,28.66,76.71,12.64,12.57,41.74,89.88,62.66,130.44,118.89,101.1,454.58,130.13,31.14,28.52,18.75,137.49,144.35,237.01,131.4,41.82,61.65,82.17,110.32,130.73,53.36,50.85,43.22,71.67,34.0,65.2,156.66,60.53,34.95,69.58,162.72
2023-12-08,1005.62,19.46,20.76,137.52,58.25,36.8,74.52,49.53,58.27,42.16,56.54,204.85,44.15,30.75,159.18,28.35,41.91,326.8,35.75,125.53,17.96,570.05,351.06,69.07,27.95,73.61,12.96,13.17,39.93,86.57,64.84,128.06,120.1,103.77,460.23,132.56,31.94,26.54,19.22,136.13,148.17,240.34,149.84,39.56,61.79,79.3,108.39,121.17,47.56,51.69,41.05,71.73,33.94,63.59,159.88,58.88,35.83,68.04,182.38
2023-12-11,1012.35,19.57,20.91,134.48,57.15,37.47,75.26,50.79,59.26,42.95,57.7,210.28,45.04,31.36,162.74,29.91,44.08,345.65,36.24,124.45,18.4,551.55,350.36,68.35,25.78,75.84,13.23,13.38,40.73,87.64,67.86,128.66,121.12,104.08,468.52,132.1,31.77,27.1,21.15,138.36,148.59,241.81,152.32,39.82,62.55,79.15,115.03,125.86,48.71,52.01,41.47,71.67,34.16,64.8,161.74,59.77,36.19,67.89,183.74
2023-12-12,1014.59,19.55,20.8,134.16,57.51,36.95,75.14,50.05,59.0,42.76,57.76,208.13,43.98,31.3,160.32,30.14,42.87,340.61,35.9,121.33,18.31,532.79,354.89,69.41,26.35,76.08,13.25,13.26,40.76,88.58,66.57,131.56,120.91,104.31,466.4,132.68,31.87,27.75,23.26,138.75,149.3,243.01,152.32,39.89,62.75,78.99,114.12,124.93,48.78,53.43,42.06,72.11,34.43,67.08,163.94,59.64,36.39,73.27,184.6
2023-12-13,1009.55,19.24,20.6,133.47,59.21,36.26,73.93,49.46,60.55,42.31,56.85,200.47,44.03,31.77,155.0,30.07,42.29,342.32,34.37,120.3,17.91,525.24,352.89,72.8,26.36,75.72,13.09,13.06,40.53,86.72,68.32,128.58,120.1,100.08,456.35,131.4,31.0,26.92,25.59,135.15,145.98,237.48,149.68,40.09,62.0,77.79,112.25,121.36,50.23,51.85,41.72,70.98,34.0,66.28,162.33,59.26,35.73,71.89,181.96
2023-12-14,1015.71,18.95,20.47,132.72,53.99,35.81,73.6,49.36,59.39,41.63,56.5,202.01,44.03,31.82,154.23,30.24,42.0,339.54,34.44,114.81,17.74,526.71,352.95,71.71,26.05,75.22,13.07,13.06,41.05,85.69,67.89,126.5,119.09,99.96,464.64,129.66,30.62,26.3,26.64,134.67,145.48,238.41,147.98,40.22,61.79,76.92,111.39,121.49,53.81,50.85,41.3,70.22,34.32,67.35,159.88,58.75,35.52,71.73,178.45
2023-12-15,998.34,18.72,20.41,134.63,53.28,35.56,73.44,48.3,58.33,41.18,56.31,198.58,42.89,31.2,151.5,29.5,41.81,330.75,33.69,115.79,17.5,534.19,356.88,72.28,25.67,74.26,12.84,12.8,40.93,86.41,66.99,124.93,118.08,98.34,470.45,125.72,29.75,26.42,24.13,132.72,143.5,231.95,147.21,40.02,61.04,76.44,110.59,116.86,52.59,51.32,41.05,70.66,34.7,66.54,158.61,58.37,35.47,69.12,177.45
2023-12-18,985.44,18.38,20.34,134.86,53.26,35.13,72.28,47.15,57.22,40.63,54.36,195.09,42.01,30.95,146.88,29.1,41.34,328.41,33.72,109.39,17.11,545.17,357.45,70.48,24.51,73.24,12.95,12.54,39.84,85.02,66.83,123.15,118.08,97.32,457.94,124.22,29.23,25.65,21.71,129.81,140.88,229.42,143.64,39.23,59.04,75.09,108.07,114.66,53.97,47.91,40.05,69.34,33.94,64.26,155.73,57.36,35.67,66.81,175.95
2023-12-19,993.85,18.35,20.27,135.22,54.37,35.79,72.13,47.77,58.0,41.17,55.08,197.67,42.68,32.04,148.34,29.12,42.17,327.67,33.52,107.3,17.44,535.21,359.7,72.64,25.13,72.92,13.19,12.6,39.95,85.81,68.78,124.93,118.28,98.02,457.41,124.91,29.23,26.15,22.02,128.35,141.24,231.15,146.43,39.49,59.59,76.12,109.3,115.81,53.51,47.75,40.39,69.72,34.0,63.99,158.02,57.61,35.52,67.58,177.02
2023-12-20,955.73,17.51,19.87,134.97,52.08,34.6,70.54,47.45,58.52,40.42,54.9,190.96,41.8,31.98,140.07,28.88,41.7,315.52,33.22,103.61,16.85,538.2,357.92,69.6,25.07,71.04,12.51,12.28,39.22,83.49,67.82,122.85,117.87,92.24,443.65,121.67,28.15,25.21,20.89,123.88,134.73,218.63,140.54,39.09,58.08,75.33,109.84,113.99,45.81,46.49,39.89,68.4,32.76,63.05,151.25,56.47,35.11,65.42,171.23
2023-12-21,969.19,17.61,20.07,139.81,53.18,35.56,71.0,47.92,58.36,40.28,54.19,190.45,41.79,32.21,143.65,29.01,41.45,315.71,32.65,103.97,17.08,549.1,359.71,70.73,25.22,71.19,12.72,12.47,39.23,83.02,69.59,123.15,117.77,94.4,450.88,123.06,28.32,25.24,21.36,122.81,136.07,224.56,147.98,39.62,58.01,76.2,108.98,114.31,44.59,47.07,39.97,68.97,32.92,63.45,151.93,56.98,35.16,64.5,173.66
2023-12-22,957.98,16.92,19.61,139.46,48.87,34.04,69.4,47.0,56.9,39.44,53.61,185.78,41.25,31.72,137.74,28.67,40.8,311.28,32.27,102.32,16.13,551.63,357.88,67.09,25.29,72.02,12.2,12.07,38.82,80.4,67.75,119.05,118.08,91.48,443.83,121.9,27.14,24.41,20.35,118.33,132.67,217.16,128.92,39.16,55.19,73.1,104.17,111.44,43.68,44.71,38.97,65.57,34.48,61.17,147.19,55.33,34.13,62.19,166.72
2023-12-25,940.6,18.6,19.35,140.25,48.08,33.18,67.36,46.62,57.13,39.52,53.74,186.35,40.62,31.4,136.93,28.61,40.29,314.44,31.46,101.51,16.13,558.83,357.47,66.42,25.24,71.33,12.14,11.89,38.57,81.54,66.57,116.97,117.67,92.4,446.47,119.7,27.17,24.5,20.98,126.11,133.45,218.56,132.33,38.69,55.12,73.02,104.7,111.09,43.07,44.39,38.63,65.51,33.25,60.5,146.85,54.95,34.03,62.19,167.36
2023-12-27,931.07,17.49,19.09,142.39,49.23,32.22,65.6,44.73,55.79,38.85,53.86,181.28,39.4,31.4,131.17,28.27,39.44,307.02,30.64,102.83,16.01,556.33,358.95,66.03,23.34,71.27,11.72,11.68,38.0,81.28,65.82,116.67,117.87,91.67,434.48,113.67,26.89,24.23,21.17,128.83,129.49,212.83,132.17,38.1,54.71,72.07,102.62,111.63,42.46,44.34,38.3,64.25,30.61,60.09,144.31,54.31,34.44,60.8,166.86
2023-12-28,979.84,18.48,19.33,143.54,49.7,32.68,66.68,45.87,58.82,39.81,54.81,188.72,40.02,32.2,135.04,29.35,40.52,315.97,30.48,105.04,16.22,562.91,357.47,65.2,24.13,72.48,11.84,12.11,39.33,82.09,67.08,117.49,119.29,92.91,463.75,115.53,27.38,24.53,21.03,126.99,136.0,219.29,133.41,39.76,55.81,73.18,105.18,108.86,43.37,45.02,38.55,73.18,30.93,61.03,146.68,54.69,35.06,61.73,169.58
2024-01-02,975.35,17.9,20.1,143.52,49.44,33.35,67.41,47.53,59.17,40.75,57.33,194.71,39.24,32.8,129.75,30.54,42.69,305.77,30.85,104.71,15.77,553.01,361.74,65.13,26.46,72.51,12.7,12.33,40.78,83.61,65.79,120.17,118.48,92.85,451.41,115.99,27.49,25.06,21.43,124.75,133.31,217.03,141.01,41.22,57.05,76.6,108.88,107.27,44.36,45.34,39.3,71.04,31.36,62.78,148.12,54.95,28.07,61.88,171.66
2024-01-03,968.63,17.66,20.0,146.64,48.42,32.82,68.65,46.98,59.06,39.9,56.81,196.0,38.72,32.48,125.76,30.18,42.38,269.06,30.87,99.9,15.7,560.12,366.42,66.83,26.32,69.61,12.15,12.25,39.98,82.02,63.28,121.36,118.58,90.78,446.65,114.72,27.17,26.18,21.15,121.83,131.12,211.9,143.49,41.22,56.98,75.09,107.06,103.44,43.75,44.86,39.3,70.6,31.04,62.51,146.68,54.19,22.51,61.42,171.51
2024-01-04,947.89,17.2,19.74,143.59,48.5,32.57,67.84,46.5,57.56,39.12,56.62,189.35,38.24,32.27,123.97,30.1,42.42,273.85,30.87,99.65,15.7,534.21,364.61,68.11,26.02,68.76,12.04,12.05,39.66,82.99,62.22,125.68,117.98,91.74,439.77,114.25,27.21,27.27,21.5,121.83,128.92,207.64,141.32,41.15,56.57,74.93,106.04,105.45,43.22,45.44,39.55,69.78,31.2,63.05,149.05,53.93,23.18,62.04,170.44
2024-01-05,924.34,16.65,19.42,141.91,46.84,32.54,67.12,45.3,56.1,38.37,55.0,181.63,37.43,31.75,121.37,29.74,41.82,272.03,29.73,97.54,15.2,544.12,354.52,64.67,25.56,67.3,11.83,11.73,38.79,79.97,60.4,121.81,119.39,88.34,432.9,112.63,26.54,26.74,20.66,118.33,125.17,200.91,134.5,40.56,55.33,71.83,102.56,101.69,42.3,44.02,38.47,67.27,30.45,61.44,143.55,52.92,22.31,60.19,161.43
2024-01-08,883.42,16.22,18.87,141.78,45.42,31.97,67.31,44.25,53.88,38.68,54.75,175.58,36.34,31.1,117.95,28.43,40.04,262.41,29.04,94.18,14.74,522.77,352.92,62.57,25.27,66.11,11.38,11.1,37.82,76.95,58.69,121.66,117.06,86.24,412.62,108.34,25.99,26.71,20.33,115.61,120.86,197.31,131.71,39.89,49.76,70.87,99.94,101.37,42.3,42.08,37.8,66.7,29.91,60.76,141.1,51.65,22.21,58.8,158.35
2024-01-09,858.2,16.26,18.42,139.81,44.34,31.69,66.22,44.76,53.61,36.62,54.94,176.43,35.85,31.99,116.2,28.37,40.7,258.35,29.12,94.27,14.7,529.84,343.42,63.61,25.34,66.0,11.28,11.22,36.91,73.27,59.25,118.38,117.06,86.02,419.14,105.79,26.02,26.06,20.07,115.71,121.56,197.44,134.19,40.22,49.14,72.46,101.55,99.61,42.99,42.29,37.88,66.89,29.86,61.44,139.32,51.9,21.74,59.11,158.42
2024-01-10,842.5,16.13,18.11,138.78,42.55,31.02,64.17,43.46,52.76,35.58,54.29,175.54,35.13,31.47,114.71,28.43,40.14,253.04,28.43,92.29,14.41,542.32,347.3,61.39,25.27,65.73,10.86,11.03,36.47,74.5,57.75,120.84,117.16,84.72,419.67,104.29,25.5,24.41,19.37,113.76,120.57,197.58,136.36,40.02,47.77,70.55,98.76,103.38,41.16,40.98,36.88,68.46,29.26,59.82,131.46,50.89,21.23,57.73,154.2
2024-01-11,836.9,16.46,18.62,144.0,43.69,32.12,66.91,44.12,53.07,38.17,54.78,173.82,35.8,32.16,118.41,28.96,40.86,258.68,30.05,97.67,14.94,563.03,361.74,63.79,25.25,67.42,11.32,11.48,37.32,78.27,58.97,125.53,118.48,88.47,425.49,108.11,26.16,26.86,20.12,116.39,125.46,204.84,140.54,40.56,49.63,73.66,102.4,105.03,42.61,43.34,38.22,70.85,30.34,61.71,135.35,52.03,21.44,59.73,162.29
2024-01-12,787.57,15.99,18.28,143.58,43.37,31.4,65.41,43.39,52.08,36.96,54.15,172.07,35.04,31.13,116.12,29.51,40.13,259.31,28.78,96.48,14.53,572.62,361.74,61.91,25.27,67.01,11.07,11.22,37.06,75.08,59.63,119.35,118.69,86.43,415.44,106.49,25.78,27.22,19.55,114.25,123.12,201.04,137.75,40.56,48.94,72.7,98.39,101.72,41.08,42.08,37.13,69.97,29.26,59.96,132.05,51.14,21.33,59.11,160.14
2024-01-15,779.16,15.91,17.97,142.63,42.95,31.24,63.9,43.32,51.63,36.16,54.64,170.19,34.92,31.38,114.91,29.24,40.22,242.44,28.32,93.74,14.42,578.36,365.17,61.96,26.23,66.32,10.81,11.14,37.09,76.15,58.88,117.26,119.19,85.42,416.67,105.45,25.81,27.54,19.62,114.25,123.12,200.84,137.6,40.42,48.8,72.07,98.39,105.93,40.55,41.97,37.05,69.47,29.1,60.09,127.48,51.01,21.8,58.19,161.71
2024-01-16,758.42,15.79,17.91,144.37,41.91,31.1,63.84,42.85,51.09,36.76,55.53,167.07,34.06,31.26,113.65,30.6,39.5,244.31,28.29,94.37,14.31,597.58,366.1,63.58,26.35,66.09,10.68,11.65,36.49,76.32,57.33,113.47,118.58,84.59,424.43,104.87,25.4,27.42,19.13,113.28,122.56,199.78,138.68,40.69,48.53,71.11,97.69,106.15,40.55,42.24,36.97,69.41,28.78,60.09,127.23,50.76,22.26,58.03,162.57
2024-01-17,739.92,15.44,17.44,144.8,40.72,30.34,61.47,41.74,49.61,35.65,55.07,161.77,32.77,29.94,112.38,31.71,40.08,239.33,27.5,91.04,13.81,587.59,353.72,59.5,25.6,63.91,10.42,10.91,35.81,73.73,55.08,111.68,116.15,82.53,412.09,103.13,24.98,27.51,18.64,110.65,119.8,203.17,136.05,40.02,47.01,68.73,95.77,103.76,39.56,40.98,35.96,68.71,27.92,58.21,124.35,49.24,22.77,56.96,157.71
2024-01-18,750.01,15.79,17.08,144.96,41.2,29.99,61.74,41.68,49.29,35.33,56.51,162.32,33.43,29.37,115.66,31.7,39.08,244.03,27.34,92.95,13.86,586.03,353.88,60.71,25.3,64.65,10.43,10.94,35.5,73.55,55.49,109.52,116.35,83.64,424.08,104.87,25.01,28.72,18.57,108.42,122.13,211.03,144.11,39.23,46.95,68.88,95.18,104.68,40.55,40.98,36.05,68.02,27.6,57.94,124.77,48.73,22.21,57.26,158.35
2024-01-19,737.68,15.64,16.67,143.79,39.58,29.44,59.9,40.7,47.65,34.57,54.3,158.37,32.5,29.0,111.4,29.61,38.93,239.55,26.56,87.72,13.5,596.84,351.62,57.68,25.36,63.81,10.21,10.68,34.92,72.05,54.46,109.97,117.27,84.21,419.67,103.48,25.08,26.74,18.24,106.96,122.34,211.83,152.01,38.23,46.33,67.93,91.76,99.49,39.48,39.87,35.38,65.82,27.38,56.46,121.9,47.59,21.64,55.57,131.46
2024-01-22,706.29,15.05,15.65,144.74,37.07,27.24,54.79,38.27,43.98,32.08,48.71,148.16,30.51,26.71,102.72,28.18,35.8,229.07,25.02,78.68,12.61,570.77,345.73,55.04,25.32,60.52,9.42,9.97,31.83,67.14,51.94,100.59,112.3,79.07,403.27,98.03,27.59,24.79,17.11,99.86,117.25,201.57,143.33,35.44,42.89,63.24,87.15,95.66,37.2,37.35,33.54,62.24,26.95,52.7,113.61,44.41,21.18,52.49,125.17
2024-01-23,723.11,15.72,15.49,142.6,37.48,26.65,54.57,37.69,43.41,31.81,48.92,151.29,31.02,25.91,105.4,28.29,34.45,237.34,24.84,80.19,12.83,565.46,344.67,54.11,25.77,61.45,9.5,10.14,31.98,66.01,54.18,100.14,114.83,81.39,421.26,99.42,30.34,24.85,17.04,100.54,121.64,213.03,154.18,34.51,43.17,64.83,87.1,98.21,37.27,37.56,32.96,62.43,26.25,52.16,114.54,44.41,21.23,52.34,134.39
2024-01-24,710.21,15.83,15.64,150.1,37.21,26.53,54.27,38.09,43.77,31.68,47.14,154.43,31.07,25.87,103.14,28.01,34.74,241.25,25.21,79.25,12.95,574.07,356.16,57.15,26.35,62.26,9.63,10.32,32.17,66.31,55.49,101.18,117.98,80.91,423.55,101.04,33.37,24.56,17.37,101.51,121.99,212.7,156.5,34.64,44.26,65.7,86.83,95.98,38.19,38.03,33.63,61.92,27.17,52.97,116.74,44.8,25.5,53.26,136.54
2024-01-25,726.47,16.13,16.35,156.06,38.33,28.52,57.7,39.88,45.93,33.01,50.0,158.63,32.29,27.45,105.88,28.93,38.17,244.33,26.24,82.43,13.32,574.11,352.5,60.75,27.78,65.33,10.17,10.61,33.36,70.62,56.69,108.11,118.89,84.63,435.89,107.42,36.72,27.01,18.36,108.03,125.88,222.36,160.69,35.97,45.78,69.04,89.88,99.04,39.26,39.35,35.05,62.8,27.81,55.25,121.98,46.44,25.96,54.49,145.84
2024-01-26,709.65,15.99,16.15,155.69,37.11,27.78,56.37,39.51,45.31,32.16,47.42,154.59,31.44,26.96,103.93,28.07,37.7,240.24,25.97,83.0,13.18,598.19,354.33,50.78,26.3,64.49,10.13,10.5,32.21,67.64,55.45,110.04,118.18,82.12,427.08,107.18,40.37,27.01,18.57,108.51,123.97,218.36,154.64,36.1,45.43,67.53,88.33,98.27,39.26,38.87,35.3,63.75,30.45,56.6,123.5,46.57,26.11,54.03,145.84
2024-01-29,691.16,15.44,15.27,152.83,35.22,26.19,55.29,37.63,42.91,31.31,46.05,149.22,30.09,25.82,99.91,26.86,36.8,234.29,24.53,79.91,12.7,577.28,347.33,48.6,25.94,62.58,9.71,10.07,31.06,66.9,53.89,110.94,121.52,80.69,416.67,107.3,36.37,26.0,17.84,103.85,119.51,205.24,157.9,34.77,43.92,63.56,84.69,92.25,37.27,37.19,33.04,60.42,27.33,53.91,119.27,44.16,25.34,52.03,140.9
2024-01-30,667.61,15.02,14.7,147.99,34.17,24.86,53.44,35.42,41.04,30.65,45.1,145.35,29.45,26.21,96.5,25.93,34.57,231.25,23.52,77.2,12.22,583.06,349.56,46.95,25.13,61.81,9.4,9.8,29.92,62.96,52.52,102.15,116.96,77.45,402.92,103.13,32.75,25.0,17.51,99.57,114.84,201.31,147.36,33.84,42.68,61.88,82.5,89.03,35.75,35.88,31.79,58.78,24.8,52.16,115.64,41.5,22.16,50.49,136.04
2024-01-31,627.25,14.04,13.49,147.07,31.2,22.8,49.81,32.42,38.72,28.5,41.94,142.75,27.3,26.12,91.44,25.36,31.74,215.87,21.05,73.51,11.46,572.32,363.17,43.28,25.17,60.02,8.8,9.2,28.65,59.32,51.99,91.95,109.46,72.79,387.23,96.29,29.47,22.49,16.74,94.32,110.1,186.99,144.73,31.98,39.87,58.31,79.88,84.12,32.7,33.31,29.29,54.95,22.97,48.53,109.55,38.07,21.08,47.41,133.18
2024-02-01,628.37,14.51,13.26,149.16,31.0,22.83,48.5,31.88,38.03,28.22,41.55,142.22,27.65,24.78,90.82,27.45,31.25,224.18,20.9,70.98,11.37,585.08,355.66,43.15,25.35,60.19,8.58,9.24,28.31,60.1,52.46,89.42,106.93,75.55,392.69,96.76,26.61,22.1,16.71,93.44,111.73,194.51,147.36,31.25,39.8,57.43,79.13,83.64,32.09,33.15,28.2,53.69,22.54,47.46,108.11,36.67,21.85,46.8,139.11
2024-02-02,600.35,13.91,12.34,152.15,28.85,21.27,45.07,30.06,36.02,26.16,39.21,134.05,25.43,23.34,84.57,25.85,29.67,211.48,19.03,65.92,10.6,590.66,352.29,40.02,25.73,57.16,8.14,8.49,26.43,56.27,51.88,84.58,105.81,71.48,382.64,93.28,25.33,20.86,16.67,87.8,107.55,190.05,150.3,29.39,37.74,54.88,74.37,82.94,30.41,31.41,26.7,50.8,21.52,44.5,102.95,34.39,21.28,44.95,135.39
2024-02-05,556.06,13.13,10.42,153.37,24.72,17.44,40.29,26.17,32.72,22.28,32.28,123.02,22.59,20.19,75.92,25.64,25.01,213.64,15.46,52.74,9.32,597.66,368.89,33.12,27.24,53.06,7.06,7.83,23.37,49.76,54.86,76.09,101.35,65.48,385.46,87.14,22.78,18.76,15.0,79.15,104.09,183.06,145.35,25.13,32.58,48.52,67.41,74.9,26.37,27.79,22.2,43.32,18.56,38.45,91.87,28.04,17.07,39.25,131.75
2024-02-06,596.42,14.39,10.31,161.57,25.63,16.86,41.1,25.94,34.42,21.73,34.19,140.07,23.77,20.39,79.33,27.89,23.53,229.28,15.46,52.3,9.77,620.52,416.76,34.54,27.25,58.64,8.14,8.31,24.87,51.29,58.31,68.87,111.49,70.88,406.98,95.83,22.26,19.56,15.26,82.07,111.66,194.05,159.76,26.13,34.85,49.4,73.46,82.36,27.36,28.95,21.61,47.34,19.04,38.04,100.33,27.16,17.48,41.87,139.33
2024-02-07,611.0,14.24,10.11,171.0,24.65,14.73,39.26,24.85,33.44,20.72,34.44,154.27,25.41,19.25,77.0,30.1,21.0,229.98,14.28,54.32,10.12,675.73,407.49,33.83,27.73,63.49,8.0,8.05,24.5,47.93,59.16,67.9,122.54,74.34,408.21,103.94,22.12,19.71,14.65,87.32,113.92,192.85,162.24,25.53,34.44,45.74,77.36,75.51,25.31,28.47,18.69,42.06,18.07,34.01,103.46,24.75,17.48,41.56,146.34
2024-02-08,638.46,14.74,11.46,159.29,27.97,17.02,45.27,27.52,39.47,24.86,41.33,168.99,26.54,21.4,87.82,30.89,25.19,237.2,16.55,61.11,11.01,647.65,393.02,40.42,27.87,64.55,8.55,9.26,29.39,57.51,59.12,71.7,121.83,78.75,423.2,106.37,22.92,21.04,15.91,90.04,118.38,202.37,163.94,28.72,38.22,50.51,84.32,80.07,27.97,31.78,20.36,46.84,20.12,38.18,110.9,27.03,18.35,45.72,151.99
2024-02-19,643.51,15.99,12.43,167.68,33.57,18.92,47.78,29.58,39.91,27.36,42.89,161.33,31.52,21.95,93.92,30.97,26.59,248.47,17.81,63.35,11.56,648.9,395.77,44.55,26.88,62.1,9.03,9.92,30.16,61.09,59.65,77.43,121.22,85.04,435.54,108.0,25.22,22.04,17.51,92.08,125.6,221.16,175.25,29.92,40.62,56.95,90.58,89.76,30.64,34.3,22.53,53.75,20.98,41.0,115.05,29.44,19.17,48.18,157.64
2024-02-20,646.31,15.99,12.59,171.13,40.29,19.25,47.52,29.94,39.76,27.11,42.47,159.1,29.71,22.32,91.29,30.65,27.05,246.55,18.6,63.6,11.7,656.38,392.55,43.88,26.78,59.92,9.12,9.92,29.63,61.92,59.19,78.55,121.22,83.45,428.31,106.49,25.71,22.22,17.79,94.41,123.05,222.36,169.05,30.12,40.97,58.07,86.67,95.18,33.69,34.83,24.12,53.63,21.68,43.69,115.64,30.71,19.94,48.8,155.78
2024-02-21,660.89,15.87,13.04,166.82,47.81,20.06,48.34,30.65,39.94,27.52,42.88,158.93,28.91,22.46,90.86,30.47,27.95,245.93,18.64,64.39,11.94,642.45,389.61,45.73,26.34,60.8,9.25,9.89,29.67,63.06,59.47,80.26,119.5,83.2,430.96,106.37,25.74,22.52,17.77,94.02,123.4,217.29,165.49,30.38,41.24,59.82,85.66,91.39,33.39,34.78,24.45,55.13,21.89,44.09,115.05,33.12,20.15,48.95,155.56
2024-02-22,682.19,16.28,13.38,166.72,47.14,21.4,51.49,31.56,40.74,28.6,44.14,159.01,29.52,23.2,95.08,31.27,29.15,255.25,19.65,67.37,12.53,636.17,387.46,50.21,25.72,62.31,9.56,10.27,30.44,62.95,60.31,83.91,120.71,87.61,446.47,109.04,28.32,23.49,18.97,98.4,128.71,228.42,167.66,31.38,43.1,62.52,87.58,95.21,37.2,36.56,26.2,57.52,22.97,46.51,119.27,37.18,20.97,50.64,161.79
