date,sh600062_daily,sh600079_daily,sh600080_daily,sh600085_daily,sh600129_daily,sh600161_daily,sh600276_daily,sh688029_daily,sh688045_daily,sh688046_daily,sh688050_daily,sh688062_daily,sh688067_daily,sh688068_daily,sh688073_daily,sh688075_daily,sh688076_daily,sh688085_daily,sh688091_daily,sh688098_daily,sh688105_daily,sh688114_daily,sh688117_daily,sh688131_daily,sh688136_daily,sh688137_daily,sh688139_daily,sh688180_daily,sh688185_daily,sh688189_daily,sh688198_daily,sh688202_daily,sh688266_daily,sh688278_daily,sh688298_daily,sh688321_daily,sh688363_daily,sh688366_daily,sh688408_daily,sh688468_daily,sh688526_daily,sh688575_daily,sh688580_daily,sh688617_daily,sh688626_daily,sh688656_daily,sh688658_daily,sh688677_daily,sh688687_daily,sz000028_daily,sz000078_daily,sz000153_daily,sz000403_daily,sz000411_daily,sz000423_daily,sz000504_daily,sz000513_daily,sz000516_daily,sz000518_daily,sz000538_daily,sz000661_daily,sz000963_daily,sz300006_daily,sz300009_daily,sz300015_daily,sz300026_daily,sz300030_daily,sz300039_daily,sz300049_daily,sz300086_daily,sz300110_daily,sz300122_daily,sz300347_daily,sz300760_daily
2024-08-29,182.01,284.03,31.75,406.26,68.07,456.87,2880.98,88.37,24.13,10.89,137.49,21.75,13.94,40.92,43.42,77.22,57.92,21.38,48.72,4.05,20.87,41.15,40.2,62.04,14.91,30.43,26.23,25.69,39.24,11.93,140.89,49.41,56.9,57.21,51.84,17.37,50.55,89.16,90.06,6.35,13.2,28.77,34.57,510.38,26.5,24.1,21.56,40.48,21.04,142.72,45.89,44.23,200.97,30.14,547.36,24.06,357.77,191.64,16.63,1613.85,664.18,388.92,19.8,156.42,608.47,161.52,16.89,64.36,158.58,18.28,17.6,150.66,653.78,243.16
2024-08-30,178.55,281.09,31.59,415.84,69.39,454.77,2868.63,88.24,24.5,11.08,143.15,22.19,14.17,40.53,43.91,78.07,57.25,21.23,52.07,4.08,21.39,40.21,41.63,63.37,15.28,30.59,26.82,26.52,40.84,11.89,140.63,50.34,55.27,56.88,54.17,17.76,51.33,89.04,90.69,6.56,12.99,29.96,35.08,507.63,25.58,24.55,21.11,41.5,21.49,143.39,46.1,43.98,206.71,30.37,553.24,24.1,359.07,190.76,16.88,1603.17,674.18,384.62,20.03,157.79,626.56,162.51,17.14,64.95,153.46,18.47,17.76,152.51,649.82,267.24
2024-09-02,183.57,284.59,31.33,410.04,66.63,451.52,2853.68,85.93,23.62,10.96,136.67,22.38,14.18,39.67,42.59,76.34,58.71,20.84,50.65,4.02,20.17,37.94,43.73,64.17,15.02,30.93,25.75,24.7,39.5,11.54,137.88,47.91,56.12,56.4,52.47,16.91,49.72,86.5,90.84,6.31,12.66,29.59,34.32,507.42,24.49,23.75,20.97,39.48,20.47,138.18,45.48,43.57,199.59,29.55,549.8,26.52,357.27,186.33,17.89,1613.25,650.26,376.4,19.95,154.27,595.55,158.55,17.14,63.64,141.93,18.28,17.37,147.88,618.77,262.64
2024-10-15,199.35,299.1,32.64,435.95,73.95,422.43,3289.21,101.3,27.9,12.51,161.56,24.04,16.27,42.78,48.37,82.87,62.47,24.19,63.08,4.85,22.66,48.15,37.73,88.34,17.38,35.1,31.36,30.86,52.16,13.3,172.52,65.2,64.8,76.86,59.03,19.25,59.86,97.02,118.97,6.9,13.58,29.18,39.77,535.35,27.95,28.29,24.94,46.38,28.6,153.46,49.79,46.79,180.34,32.73,668.71,27.81,386.33,227.05,18.56,1675.53,822.74,438.85,28.54,175.34,898.5,187.78,27.43,72.98,173.82,22.7,18.97,201.34,784.07,293.58
2024-10-16,199.7,297.83,32.85,431.4,73.65,416.5,3196.9,100.02,27.65,12.3,166.4,23.69,16.4,42.46,47.79,82.8,63.53,23.88,63.26,4.82,22.33,46.93,38.48,86.96,17.22,34.83,31.7,30.31,51.25,13.43,175.39,63.26,63.06,76.63,57.95,19.3,58.62,96.57,117.15,6.88,13.58,29.27,39.69,531.69,27.96,28.46,25.24,46.66,29.37,153.96,50.2,47.12,176.86,32.83,667.35,27.74,387.82,226.6,18.81,1671.97,811.11,432.91,28.62,173.78,877.18,194.22,26.72,73.1,173.49,22.7,19.08,195.12,766.57,283.94
2024-10-17,197.62,294.58,32.43,426.37,72.39,409.42,3199.5,98.47,27.73,12.23,163.24,23.5,16.5,42.1,47.61,81.9,62.61,24.48,63.26,4.77,21.95,46.18,38.52,85.57,17.19,34.71,30.95,29.59,50.99,13.43,175.24,63.0,64.67,76.95,56.84,19.23,58.65,95.4,115.1,6.86,13.56,28.71,39.4,524.99,27.26,27.97,26.18,46.31,28.99,152.57,49.17,46.46,176.21,32.86,655.09,29.12,376.04,224.83,18.64,1639.94,803.33,424.45,28.31,171.63,904.31,189.77,26.31,72.38,179.02,22.99,18.75,198.1,762.87,278.52
2024-10-18,198.83,301.08,32.95,446.01,73.4,418.8,3281.41,104.04,30.33,12.77,176.94,24.9,17.1,43.84,49.39,84.33,67.49,25.29,68.77,4.98,23.73,48.49,40.62,94.37,17.75,35.59,33.64,31.34,54.08,13.85,189.84,69.05,69.02,84.75,59.14,20.95,61.84,100.78,128.08,7.07,14.48,29.38,41.27,533.82,28.3,29.37,27.41,47.86,29.66,157.71,50.2,47.36,180.58,33.25,658.84,30.03,382.23,229.7,19.31,1678.2,841.0,435.94,28.93,180.41,968.9,194.22,26.85,74.06,188.91,23.93,19.42,215.17,817.54,291.74
2024-11-06,187.91,304.18,35.3,489.13,83.06,424.73,3168.95,106.28,36.52,14.03,175.94,22.6,19.46,48.68,61.4,92.7,51.84,26.67,85.7,5.44,25.22,49.85,41.93,122.51,17.84,37.87,34.0,30.28,59.44,14.72,173.29,77.41,63.9,79.2,64.05,23.54,62.25,98.54,126.65,7.48,16.01,26.43,45.15,488.17,30.81,83.22,25.21,54.86,28.62,166.5,58.19,52.56,188.51,35.55,651.46,34.88,376.94,242.54,23.6,1739.29,886.29,459.2,34.14,182.16,978.59,206.12,26.72,82.33,139.53,26.73,21.51,194.13,853.94,297.59
2024-12-13,178.92,354.01,40.68,489.85,80.91,402.92,3028.54,103.82,35.7,14.38,172.78,22.7,20.16,87.7,68.83,93.48,52.06,27.14,77.89,6.37,25.4,51.46,42.08,105.52,18.0,37.39,36.57,30.96,64.72,15.35,167.42,71.02,67.59,69.09,57.92,20.34,61.91,94.76,111.63,8.05,16.18,25.6,49.22,536.7,33.72,111.67,22.23,53.36,25.95,168.07,61.26,55.86,175.32,38.53,680.4,35.33,379.94,266.88,28.72,1763.06,856.64,485.76,44.81,176.9,930.15,207.6,29.04,82.93,132.87,29.87,22.17,190.56,798.89,282.57
2024-12-16,175.01,340.88,42.04,482.18,79.72,398.9,2994.74,103.25,34.45,14.36,168.59,21.19,20.01,88.41,70.19,92.6,51.78,26.4,81.79,6.52,24.86,53.53,41.58,104.13,17.93,37.18,35.98,30.32,64.41,15.15,166.79,68.5,64.64,70.65,57.36,19.98,58.63,92.24,110.84,8.02,15.77,24.93,50.95,516.17,34.88,119.58,21.36,51.89,25.62,168.29,61.06,55.78,170.47,38.2,677.11,34.98,377.04,271.31,28.97,1759.12,849.11,475.19,45.65,176.7,920.46,209.58,30.4,82.09,128.58,29.72,22.12,186.39,790.84,276.6
2024-12-18,174.66,335.94,40.58,479.07,78.83,399.86,3028.54,102.04,34.04,14.33,162.79,20.81,18.67,84.22,74.29,90.13,52.76,25.72,78.8,6.09,24.81,54.42,39.41,103.18,19.61,35.84,35.73,29.97,63.62,14.36,164.31,65.67,63.0,71.95,55.43,19.77,56.95,90.98,106.74,7.68,15.37,24.15,49.96,533.83,36.84,108.67,20.93,51.29,24.91,168.52,58.19,53.8,170.39,36.56,674.16,33.87,377.44,265.11,26.87,1796.08,839.85,475.59,41.28,173.97,910.12,203.64,27.92,79.1,124.33,27.27,20.91,186.26,794.42,274.88
2024-12-19,174.48,337.77,40.89,498.23,78.95,396.22,3025.29,101.28,33.87,14.18,161.59,20.88,18.63,82.36,72.42,88.94,53.03,25.03,79.86,6.16,24.71,54.42,39.7,102.65,20.7,35.61,36.35,30.13,63.61,14.26,163.17,65.89,62.0,72.73,53.76,19.97,56.07,90.05,104.96,7.68,15.33,24.31,47.79,526.91,35.26,106.67,20.64,52.37,24.95,167.34,57.57,53.47,170.47,36.43,679.49,34.05,374.84,261.57,27.21,1806.37,835.18,478.23,40.13,175.14,903.02,203.64,27.18,79.34,121.67,27.02,20.79,185.0,783.05,275.29
2024-12-20,174.75,339.19,41.83,505.54,81.99,397.37,3006.44,101.69,35.7,14.15,160.23,20.83,19.21,91.99,73.36,89.03,51.4,25.43,79.29,6.25,24.82,53.19,39.71,103.6,20.7,36.07,36.5,29.36,63.85,14.44,165.35,66.54,62.24,72.23,53.99,19.85,56.41,90.11,106.02,7.83,15.47,24.22,48.19,509.16,35.19,105.67,21.92,52.0,23.69,167.45,57.57,54.05,170.63,36.66,717.29,33.49,377.24,258.91,28.38,1816.37,827.16,475.06,40.36,175.73,908.18,203.64,27.18,79.7,128.26,27.51,21.07,186.32,777.94,272.85
2025-02-17,166.47,288.23,39.9,451.4,62.09,394.12,2942.09,102.2,34.38,16.04,176.16,16.14,19.99,100.98,80.23,90.8,51.8,23.81,67.41,5.94,23.0,71.46,35.68,124.35,19.57,36.01,36.25,28.3,63.71,13.37,149.53,70.83,67.67,82.0,57.29,18.24,51.23,85.03,84.46,8.9,14.32,24.5,47.5,539.19,35.0,86.71,17.23,56.28,23.77,146.41,51.63,51.16,178.78,35.38,668.26,32.38,358.97,257.59,22.17,1726.41,792.35,445.72,30.54,181.82,890.74,184.81,26.64,76.58,131.86,24.76,18.42,176.54,707.17,282.21
2025-02-18,162.21,282.73,38.85,442.18,60.25,389.53,2913.48,100.42,33.3,15.93,174.91,16.15,19.31,93.36,80.01,89.03,50.35,23.72,66.09,5.83,22.4,66.28,34.74,119.09,19.15,35.21,34.39,28.07,62.62,13.06,147.51,66.48,68.5,81.74,55.06,17.77,49.66,83.32,82.61,8.26,14.09,23.98,45.56,546.27,33.8,85.49,17.22,55.15,23.38,144.56,49.58,50.0,174.38,34.63,666.21,31.62,356.87,242.98,21.24,1711.27,779.17,439.78,29.08,173.53,851.99,179.36,25.4,73.7,130.87,23.68,17.65,169.28,682.9,279.55
2025-02-19,161.86,283.71,40.21,442.06,60.4,384.55,2906.33,100.14,34.74,16.52,174.96,16.38,19.82,91.88,80.31,89.41,50.11,23.79,66.6,5.97,23.05,70.23,35.14,121.43,19.35,35.51,34.56,27.97,63.68,13.2,149.11,69.46,69.5,83.18,55.34,18.02,50.19,83.74,83.57,9.15,14.22,24.1,47.53,550.11,34.63,86.51,17.3,54.14,23.42,144.95,49.38,50.58,172.59,34.83,666.89,32.42,359.97,267.32,21.41,1710.97,784.33,441.1,29.31,174.32,870.72,178.37,25.57,74.06,133.67,23.88,17.65,170.81,693.76,279.11
2025-03-11,166.73,288.23,39.17,437.15,66.17,380.73,2947.29,100.56,37.58,15.08,162.99,18.04,20.42,143.36,75.97,94.11,54.79,23.76,84.64,6.14,25.68,93.37,32.66,118.39,21.3,36.03,35.04,29.19,62.14,13.3,169.11,68.61,91.3,79.59,55.73,19.51,51.4,88.62,89.46,8.34,16.11,25.15,52.83,538.7,40.67,101.37,16.11,57.05,24.13,147.86,50.2,49.67,174.3,35.38,657.81,37.13,345.19,265.11,18.81,1671.89,811.93,459.2,28.31,171.76,904.31,177.38,25.28,73.82,122.0,24.07,17.15,168.14,714.07,267.23
2025-03-12,166.21,291.34,39.32,433.44,65.37,382.26,2925.19,99.89,37.41,14.97,164.37,17.65,20.39,132.29,73.95,94.23,54.61,23.42,83.4,6.18,25.23,90.69,32.27,116.28,20.38,36.14,35.01,28.95,61.52,13.14,165.55,68.16,88.51,78.18,55.14,19.08,50.86,87.59,87.37,8.28,15.75,24.87,55.39,537.1,44.52,95.73,16.16,56.83,23.93,147.42,49.38,49.84,175.76,35.51,656.57,36.23,343.89,260.24,19.06,1661.9,801.28,458.94,28.08,170.97,893.33,175.4,25.28,73.46,129.35,24.07,17.26,166.74,723.14,266.26
2025-03-13,167.61,286.25,39.9,434.39,65.03,378.24,2927.14,98.97,36.09,14.66,163.24,17.3,20.05,128.81,72.35,92.88,54.35,22.97,82.32,6.18,25.09,90.02,32.2,113.14,20.4,35.42,34.78,28.49,60.71,13.06,163.77,67.37,90.34,79.6,55.88,18.63,52.06,88.26,86.98,8.24,16.11,24.85,53.31,527.2,43.79,93.65,16.35,56.37,23.3,147.81,49.58,49.92,174.7,35.61,666.1,35.64,345.69,259.36,19.06,1660.99,796.86,460.79,27.62,169.98,876.53,173.91,24.99,73.1,126.0,23.83,17.15,164.61,713.3,266.63
2025-03-14,169.35,288.23,40.42,447.45,66.87,383.21,3025.29,99.63,36.82,14.81,171.66,17.48,20.69,130.76,74.04,93.83,55.35,23.11,83.5,6.18,25.2,89.97,33.3,114.81,20.45,36.22,35.77,29.33,62.32,13.47,165.81,69.74,91.1,77.57,56.69,19.0,52.78,90.27,88.08,8.48,16.27,25.18,56.92,536.19,44.41,94.33,16.6,56.5,23.86,149.26,50.61,50.83,176.5,36.3,674.73,35.54,350.58,267.77,19.48,1688.86,843.29,468.72,29.0,174.72,928.21,176.88,25.53,74.42,128.76,28.59,17.71,170.41,743.45,273.03
2025-03-31,164.56,290.77,39.43,438.23,64.27,388.0,3198.2,96.31,33.07,14.05,177.72,20.09,18.56,150.05,71.94,92.39,60.14,21.93,80.61,5.74,25.53,78.56,42.01,113.17,24.72,35.2,35.85,30.1,58.63,12.47,153.07,63.22,99.74,79.45,48.02,18.14,49.35,85.55,82.83,7.93,16.43,23.75,51.05,569.55,37.77,90.66,15.81,54.38,26.11,143.22,48.56,50.75,175.68,34.24,686.07,32.97,354.27,241.21,22.34,1720.36,800.95,484.97,26.32,168.2,857.8,177.38,23.21,75.74,116.11,23.88,17.04,161.75,649.05,255.12
2025-04-01,169.61,303.47,40.47,444.57,65.25,396.22,3367.21,99.09,33.16,15.01,184.08,22.19,19.19,174.37,72.55,95.49,62.02,22.93,83.7,6.04,26.19,79.13,42.55,119.45,28.28,35.88,35.86,31.36,62.52,13.24,159.05,66.16,106.7,80.02,48.81,18.92,50.64,87.19,83.97,8.18,16.93,24.44,51.48,599.36,39.1,97.26,16.48,54.9,27.84,145.29,50.2,52.73,181.06,35.48,701.51,34.95,363.66,247.41,23.09,1728.53,835.84,512.46,27.08,174.32,861.68,181.34,23.96,79.93,121.06,25.15,17.71,169.94,685.58,258.02
2025-04-02,169.0,304.75,40.16,440.86,66.78,391.82,3305.46,102.6,34.64,15.16,184.3,22.6,19.31,174.53,72.54,96.11,60.79,24.11,83.85,6.05,26.23,80.39,43.83,121.84,29.16,35.74,36.45,31.7,62.35,13.28,158.9,65.79,108.4,79.69,48.57,18.85,50.65,87.24,83.15,8.21,16.79,24.32,61.77,608.77,40.86,102.49,16.69,55.53,28.79,144.51,50.4,52.56,177.96,35.25,695.49,34.46,361.36,245.19,21.5,1720.66,831.25,511.93,27.01,171.36,856.51,178.37,24.0,79.7,121.35,25.15,17.54,167.41,653.65,250.61
2025-04-03,170.48,305.45,40.31,441.7,67.91,395.84,3317.81,98.34,33.75,14.4,182.22,22.91,19.11,168.53,68.86,94.51,58.32,23.3,84.42,6.25,25.68,78.11,42.55,115.67,27.31,35.02,35.69,31.5,60.92,13.39,154.54,65.77,109.0,79.81,48.02,18.72,50.79,87.01,81.1,8.12,16.88,24.29,67.43,610.14,40.97,100.49,16.55,51.61,28.23,144.62,50.81,52.97,178.53,35.35,710.25,34.67,361.36,247.85,21.83,1725.2,834.69,512.06,27.54,171.95,863.61,179.36,24.37,79.58,119.67,25.35,17.93,168.01,655.31,245.61
2025-04-22,159.42,294.3,38.54,442.66,63.04,391.63,3313.26,86.05,36.8,11.2,194.95,22.1,18.45,221.66,58.17,86.77,52.88,21.53,93.81,5.86,24.72,79.62,39.37,102.07,40.49,33.61,33.41,30.14,55.69,12.21,167.47,55.87,107.6,80.43,41.45,16.76,49.03,77.21,68.52,7.48,16.54,21.84,59.9,666.17,35.59,99.63,18.22,44.54,27.98,138.24,46.92,49.01,183.59,34.4,714.45,28.12,347.48,234.13,17.8,1759.43,698.42,528.45,25.78,159.71,814.52,165.98,22.55,73.46,112.51,23.29,16.6,134.82,565.89,239.42
2025-04-23,158.2,294.86,38.23,436.55,62.49,385.13,3321.06,86.36,36.92,11.26,155.95,21.31,18.8,216.63,59.18,86.31,54.19,22.22,87.02,5.8,24.51,79.15,40.21,103.35,38.01,33.67,33.41,30.01,55.54,12.17,164.75,56.52,97.86,74.85,42.49,16.64,48.39,76.8,69.74,7.5,16.56,21.92,60.07,633.17,35.41,102.43,17.79,45.48,27.31,137.45,46.51,48.68,179.27,34.2,700.37,25.31,344.59,223.95,17.72,1746.1,702.51,514.83,25.63,159.12,810.0,164.5,22.55,72.98,114.07,23.04,16.66,133.82,579.05,236.83
2025-04-25,158.12,285.69,37.18,434.87,64.69,372.88,3267.76,84.99,35.03,11.52,148.06,21.89,18.63,200.1,60.52,85.47,55.27,21.66,86.35,5.69,23.7,73.54,41.45,104.54,37.83,33.66,32.94,29.45,54.86,11.97,164.25,56.56,100.78,76.15,41.07,16.88,48.58,75.91,68.78,7.49,16.68,21.44,65.28,636.85,36.2,98.09,19.16,49.06,26.64,137.9,47.12,47.94,176.33,35.19,694.93,20.66,349.08,224.39,17.21,1753.67,731.34,497.13,25.4,159.52,846.82,164.99,23.3,72.38,109.86,22.7,16.66,132.29,575.47,236.6
2025-04-28,162.56,284.56,35.41,431.64,62.73,364.66,3248.26,83.29,34.84,11.58,143.75,21.29,18.33,201.83,59.4,83.79,54.51,21.33,82.87,5.58,24.27,73.45,43.3,109.69,38.44,33.03,32.16,30.88,54.28,11.75,160.51,55.73,101.21,75.67,39.71,16.82,48.49,75.05,68.26,7.38,16.55,20.82,64.8,628.08,35.7,98.14,17.02,50.32,25.86,136.95,46.1,46.62,176.74,33.58,625.47,19.83,347.28,219.97,16.88,1753.97,732.65,491.05,25.01,158.13,848.11,164.99,23.38,70.83,108.8,21.76,16.0,128.02,563.97,234.19
2025-05-06,164.3,294.16,36.55,438.11,65.25,367.53,3315.21,91.01,33.67,11.87,144.76,20.95,20.01,185.92,61.09,85.21,54.45,22.84,85.7,5.81,23.61,81.34,45.26,111.25,37.18,33.69,33.13,30.07,57.44,12.53,157.98,60.18,101.6,75.29,41.23,17.43,49.65,77.15,73.32,7.55,16.83,21.42,75.11,607.35,41.11,95.36,18.4,50.92,27.94,138.35,47.33,48.19,181.88,33.94,615.14,20.8,346.39,226.16,15.2,1756.1,767.37,511.0,26.39,163.27,853.28,168.96,25.32,71.79,117.56,23.53,16.49,129.96,586.97,240.12
2025-05-07,165.43,295.01,37.7,440.74,65.31,368.67,3348.36,90.79,34.12,11.77,147.05,20.38,20.16,182.65,61.09,85.54,54.86,22.67,85.56,5.94,23.57,79.33,46.68,111.94,36.37,34.12,33.25,29.28,57.24,12.58,160.08,59.86,96.8,75.21,42.36,17.16,49.18,76.99,71.99,7.57,16.92,21.51,75.48,605.71,42.02,94.33,18.17,52.05,27.5,138.69,47.74,48.93,181.06,34.33,625.7,20.91,346.39,229.26,15.87,1771.56,766.31,515.36,26.47,163.07,848.76,170.44,25.24,72.15,117.02,23.58,16.71,129.36,586.97,242.49
2025-05-08,164.38,292.61,37.6,441.7,65.15,368.48,3351.61,91.93,34.26,12.28,145.67,20.55,20.5,172.17,61.69,86.03,55.94,24.75,85.47,5.96,23.64,80.09,45.68,114.72,35.67,34.44,33.44,29.36,57.4,12.76,159.56,60.99,95.5,75.62,42.64,17.42,49.42,75.67,72.79,7.67,17.25,21.53,75.56,601.79,40.98,94.96,17.75,52.17,28.61,139.19,47.74,49.1,178.78,34.63,627.4,21.95,346.39,231.47,15.53,1764.14,759.68,515.76,26.93,163.46,843.59,170.44,25.57,72.62,115.86,24.07,16.93,130.36,587.22,246.24
2025-05-09,163.86,292.18,38.38,438.11,63.93,365.04,3432.87,90.8,32.51,12.34,143.56,19.99,20.18,171.86,60.16,84.65,54.18,25.22,83.79,5.95,23.26,77.23,45.68,113.56,35.15,34.1,33.08,28.97,56.17,12.7,158.44,59.8,99.49,75.84,42.62,17.2,50.01,75.3,70.96,7.61,17.2,21.31,70.82,603.64,39.96,95.01,17.0,51.08,28.04,139.25,47.53,48.85,178.29,34.73,632.85,23.06,351.98,226.6,16.12,1764.45,784.57,512.32,26.7,162.68,830.67,168.46,25.4,71.91,114.18,23.83,16.88,128.36,572.15,244.22
2025-05-12,163.6,289.22,38.23,437.15,64.27,366.57,3295.06,91.64,33.49,12.25,143.53,17.8,20.52,162.59,61.29,85.12,54.1,25.56,83.68,6.0,23.14,76.75,46.41,111.69,34.18,34.38,33.12,28.69,56.14,12.76,158.1,60.61,91.73,76.51,43.16,17.25,49.75,74.07,74.45,7.66,17.51,21.5,72.94,586.77,40.37,90.57,16.67,52.33,26.63,140.31,47.74,48.68,179.19,34.92,631.48,23.92,350.38,228.37,16.37,1764.76,774.01,497.66,26.62,164.45,837.78,168.46,25.4,71.19,114.36,23.97,16.88,130.42,570.36,249.84
2025-05-13,164.73,290.63,37.86,439.78,64.11,367.53,3330.16,93.55,32.78,12.33,142.09,17.92,20.4,166.49,63.61,85.68,54.58,25.66,83.79,5.94,23.22,82.05,46.52,111.61,35.4,34.29,33.38,28.56,56.17,12.72,157.56,60.85,93.2,75.76,44.35,17.42,49.81,74.07,76.02,7.65,17.79,21.48,72.32,602.93,40.97,91.49,16.68,52.52,26.74,140.48,47.74,48.77,177.8,34.89,630.01,23.13,350.48,234.13,17.21,1764.45,803.65,515.5,26.62,164.85,846.82,169.45,25.61,71.19,113.96,23.93,16.93,130.56,568.96,254.01
2025-05-14,164.91,288.51,38.02,444.81,64.14,366.0,3438.72,93.18,32.49,12.2,141.31,18.31,20.04,159.71,62.31,84.54,54.74,25.3,84.25,5.92,23.44,82.6,45.86,112.5,34.42,34.08,32.96,28.88,56.22,12.68,156.44,60.4,91.18,75.1,43.75,17.36,49.6,73.99,76.32,7.64,17.58,21.57,70.29,597.11,39.81,89.74,16.18,52.46,26.5,140.59,48.15,48.85,176.17,34.76,633.3,23.47,351.48,233.24,17.38,1767.54,799.81,518.54,26.62,165.83,847.47,169.95,25.57,71.07,117.2,23.88,16.93,130.69,565.0,252.84
2025-05-15,165.69,286.25,37.49,445.29,64.36,364.85,3490.07,93.1,32.2,12.01,140.48,18.33,20.43,155.49,60.96,84.33,53.91,25.66,83.6,6.03,23.14,79.82,46.77,108.98,35.36,34.27,32.53,28.43,55.89,12.8,157.94,59.65,92.17,74.83,43.66,17.28,52.7,74.36,74.55,7.62,18.19,21.5,69.51,609.26,39.58,90.26,16.14,52.14,26.54,140.03,47.74,49.01,174.46,34.86,635.0,24.55,353.18,230.15,17.97,1761.67,799.81,519.2,26.47,171.36,831.32,168.96,25.69,70.83,114.0,24.12,17.04,129.02,559.12,249.22
2025-06-24,161.77,292.46,36.92,435.59,66.04,370.8,3402.19,96.89,32.69,13.04,124.17,24.55,21.86,227.09,75.21,88.08,55.7,23.12,93.53,6.23,23.37,64.04,71.96,125.09,40.51,37.68,32.1,35.36,60.3,14.6,147.63,68.65,114.34,73.18,49.43,25.22,52.71,73.56,70.12,7.84,16.69,21.64,67.39,588.96,38.44,122.16,23.55,57.1,27.97,139.81,49.58,51.59,200.14,35.15,611.01,30.51,365.05,227.05,22.25,1713.12,814.71,538.62,28.54,168.35,801.52,187.32,27.63,73.83,114.33,25.94,17.93,129.42,653.96,247.25
2025-06-25,162.47,296.28,36.81,438.71,65.65,370.23,3454.38,97.21,32.99,12.91,126.28,25.26,22.21,215.53,74.45,88.15,55.29,23.13,91.74,6.26,23.42,65.14,68.68,125.01,40.27,37.49,32.42,34.95,60.19,14.52,150.0,69.15,114.67,74.02,49.69,24.87,52.97,74.23,71.34,7.89,16.76,21.79,68.31,624.68,38.92,122.78,23.1,57.22,28.03,140.8,49.99,51.33,199.81,35.42,607.18,30.93,365.46,227.49,22.08,1727.34,810.04,542.77,28.62,168.56,813.95,186.82,27.67,73.95,114.55,25.94,17.93,130.56,657.43,251.88
2025-06-26,161.77,292.32,36.55,439.42,65.4,371.19,3397.62,99.34,33.46,13.18,125.15,23.85,22.0,215.69,73.12,87.5,54.42,22.88,92.21,6.2,23.2,63.8,68.44,122.02,38.91,37.19,32.08,34.07,58.92,14.48,147.59,67.73,113.7,74.13,49.43,24.04,52.17,73.47,69.94,7.86,16.53,21.75,68.25,624.29,38.44,134.19,21.01,56.53,27.46,140.86,49.17,50.91,200.14,35.42,606.95,30.51,364.43,226.16,21.16,1741.87,798.09,537.55,28.39,166.95,810.03,183.82,27.59,73.35,112.8,26.19,17.71,128.96,638.67,250.18
2025-06-27,162.47,291.62,36.76,438.23,65.06,368.88,3389.14,99.72,33.9,13.67,125.17,28.62,21.95,212.07,76.38,87.8,54.61,23.37,90.54,6.31,23.12,64.85,68.2,125.2,38.67,37.61,32.01,33.81,58.8,14.5,146.83,68.95,107.9,74.07,48.69,23.75,52.16,73.49,70.9,7.89,16.61,21.57,67.96,634.36,38.29,135.71,21.16,56.79,27.77,141.26,49.58,51.17,196.59,35.9,610.55,31.48,373.16,228.37,21.75,1727.96,807.67,540.76,28.62,167.95,811.34,184.32,27.76,73.71,113.38,26.28,17.76,129.42,648.82,249.23
2025-06-30,162.47,296.13,37.13,437.86,65.34,369.07,3385.88,100.26,34.4,15.31,124.88,28.28,22.09,220.15,86.29,89.38,53.89,23.74,92.02,6.36,23.92,65.09,67.73,134.97,38.49,39.31,32.51,33.98,59.94,14.7,147.43,70.99,107.51,74.07,50.71,23.78,52.4,75.07,71.91,7.96,16.78,21.78,71.21,636.07,45.95,142.18,21.25,57.28,27.82,141.6,49.58,51.75,195.08,36.41,607.53,33.04,370.08,230.59,21.5,1725.18,812.25,540.36,28.77,168.15,816.57,184.32,28.38,73.83,117.93,26.68,17.82,130.56,685.05,247.15
2025-07-01,162.56,297.12,37.6,438.71,65.31,369.84,3422.41,103.36,34.68,15.35,125.52,29.15,22.35,245.69,86.7,90.24,55.73,24.14,99.73,6.35,23.98,64.16,70.85,138.69,44.5,41.38,32.52,35.68,60.45,15.15,148.16,71.04,115.75,75.08,50.58,26.5,52.78,74.61,70.6,7.96,16.93,21.81,73.37,652.14,49.68,141.87,24.55,57.1,28.45,141.83,50.61,56.95,194.76,36.48,600.79,32.59,375.32,235.01,21.33,1724.56,818.97,550.53,29.77,178.6,806.76,199.31,34.03,75.29,117.53,26.92,18.53,130.96,694.81,249.08
2025-07-09,163.51,297.97,37.97,431.91,65.95,378.69,3730.99,103.55,33.38,15.65,126.04,30.4,22.49,289.05,89.38,90.64,54.89,23.85,124.65,6.45,23.59,62.78,69.46,147.42,43.02,40.65,32.61,37.93,60.21,15.63,143.35,101.45,115.33,71.85,51.48,31.3,52.35,74.72,73.58,8.02,17.18,22.08,68.97,629.86,44.67,132.18,25.41,55.41,27.73,142.11,53.88,55.02,191.42,36.72,592.43,32.59,375.32,228.37,20.82,1732.91,851.39,530.32,29.77,175.99,805.45,196.31,33.7,76.03,134.55,27.32,18.53,133.29,739.78,235.86
