date,sh600062_daily,sh600079_daily,sh600080_daily,sh600085_daily,sh600129_daily,sh600161_daily,sh600276_daily,sh688029_daily,sh688045_daily,sh688046_daily,sh688050_daily,sh688062_daily,sh688067_daily,sh688068_daily,sh688073_daily,sh688075_daily,sh688076_daily,sh688085_daily,sh688091_daily,sh688098_daily,sh688105_daily,sh688114_daily,sh688117_daily,sh688131_daily,sh688136_daily,sh688137_daily,sh688139_daily,sh688180_daily,sh688185_daily,sh688189_daily,sh688198_daily,sh688202_daily,sh688266_daily,sh688278_daily,sh688298_daily,sh688321_daily,sh688363_daily,sh688366_daily,sh688408_daily,sh688468_daily,sh688526_daily,sh688575_daily,sh688580_daily,sh688617_daily,sh688626_daily,sh688656_daily,sh688658_daily,sh688677_daily,sh688687_daily,sz000028_daily,sz000078_daily,sz000153_daily,sz000403_daily,sz000411_daily,sz000423_daily,sz000504_daily,sz000513_daily,sz000516_daily,sz000518_daily,sz000538_daily,sz000661_daily,sz000963_daily,sz300006_daily,sz300009_daily,sz300015_daily,sz300026_daily,sz300030_daily,sz300039_daily,sz300049_daily,sz300086_daily,sz300110_daily,sz300122_daily,sz300347_daily,sz300760_daily
2024-05-27,187.23,271.83,36.03,531.7,114.92,457.04,2762.02,95.08,27.11,11.06,143.65,32.42,16.55,44.83,46.36,77.35,57.79,21.46,53.11,5.45,23.99,53.06,36.45,58.24,19.12,36.42,40.57,27.63,50.67,12.84,153.77,65.0,54.45,56.51,53.17,21.79,60.77,89.48,100.67,7.65,18.67,33.87,46.03,518.84,36.81,24.68,18.96,61.14,29.53,211.83,46.92,50.28,213.44,34.2,763.38,24.51,379.15,248.29,19.31,1612.36,918.88,409.02,21.48,185.68,787.26,179.36,18.83,70.18,185.46,20.54,18.95,212.81,698.58,319.34
2024-05-28,182.79,267.19,35.56,527.73,112.88,443.87,2798.89,94.04,26.34,11.38,142.3,32.95,16.2,47.08,46.38,77.49,57.24,21.36,53.5,5.39,23.94,52.83,35.96,58.49,18.64,36.26,40.12,27.4,51.06,12.54,151.09,64.82,54.78,55.51,52.99,21.58,59.49,88.85,99.7,7.59,18.02,33.87,45.2,513.13,36.18,24.55,18.85,61.01,29.2,202.51,46.1,48.95,207.17,33.66,757.55,24.1,375.78,247.85,19.23,1604.95,906.93,403.14,21.02,182.75,777.06,177.38,18.63,69.12,182.66,20.14,18.74,212.04,690.62,317.95
2024-06-13,178.95,258.04,32.53,497.74,110.99,508.6,2720.63,95.45,31.2,11.99,135.67,33.35,14.97,43.6,46.62,76.07,63.7,22.74,50.75,4.73,23.11,52.52,36.99,62.81,18.15,35.55,40.22,30.4,48.68,11.54,152.91,60.47,57.9,58.67,52.11,20.35,59.96,93.14,101.93,7.06,16.71,36.46,43.65,456.42,34.99,23.74,19.36,60.66,29.78,191.88,43.44,46.13,237.2,32.17,726.63,25.07,375.78,237.67,17.13,1541.49,849.68,407.06,18.8,176.9,757.68,162.51,16.11,66.65,200.15,18.13,17.37,198.42,722.44,315.57
2024-06-14,182.53,255.04,32.43,494.24,109.03,487.5,2710.28,95.08,29.41,11.8,137.69,31.92,14.65,43.26,46.33,74.43,62.09,22.38,50.3,4.66,22.29,51.8,35.83,61.55,17.98,34.64,40.94,28.69,47.39,11.38,149.48,58.66,56.88,59.25,51.93,19.91,60.9,93.33,101.03,7.13,16.57,33.03,42.54,451.52,34.25,23.17,19.6,60.27,29.57,189.74,43.85,45.88,225.32,32.24,724.86,24.31,380.11,235.9,17.13,1566.4,825.6,403.93,18.87,176.7,752.51,162.02,16.07,66.77,198.55,18.13,17.37,195.47,679.26,318.71
2024-06-17,180.83,257.77,32.48,493.3,110.44,491.15,2751.03,94.88,31.83,11.62,140.57,33.07,14.29,42.01,46.31,73.04,63.45,22.35,50.73,4.57,21.88,51.34,34.84,60.52,17.66,34.9,40.13,29.21,46.66,11.28,149.61,58.48,57.99,59.77,51.91,19.83,60.36,96.37,103.5,6.95,16.36,34.35,42.38,449.95,33.94,23.5,19.88,60.77,29.67,188.92,45.07,45.71,231.42,32.1,735.17,24.03,385.31,231.47,16.96,1562.84,838.46,401.71,18.41,175.53,742.82,160.04,15.65,67.0,202.58,17.78,17.15,194.44,675.47,315.38
2024-06-18,179.72,253.81,32.85,497.74,108.08,483.22,2714.8,92.71,33.3,11.21,135.42,32.79,14.53,42.1,45.91,73.32,62.25,22.03,51.02,4.62,21.5,50.98,33.26,59.56,17.16,35.01,40.23,29.37,46.22,11.44,146.8,57.89,57.71,59.31,52.13,19.95,60.79,93.83,105.12,6.93,16.5,34.41,42.04,439.5,33.9,24.0,19.99,60.4,28.53,188.26,45.69,45.96,227.97,32.27,762.58,24.51,379.25,231.03,17.05,1570.55,835.1,397.14,18.95,174.75,744.12,161.03,16.03,67.71,201.93,18.03,17.42,192.52,656.53,312.12
2024-06-19,177.32,251.21,32.32,498.79,103.51,477.82,2675.35,91.18,33.0,11.06,133.48,32.56,14.61,42.21,45.63,73.48,62.46,21.97,49.49,4.56,21.25,51.07,32.24,57.98,17.24,35.02,39.09,28.98,44.81,11.58,144.8,56.58,56.37,57.91,51.45,19.79,59.61,92.01,99.62,6.96,16.13,34.28,41.9,435.85,33.6,23.73,20.02,59.41,27.93,188.81,45.89,45.38,228.21,32.24,753.81,23.54,380.11,231.92,17.05,1558.09,830.52,390.23,18.95,173.0,720.22,159.05,15.98,66.75,198.33,18.08,17.58,188.21,653.88,312.55
2024-06-20,173.65,240.29,32.17,479.77,98.97,477.53,2626.19,90.19,36.11,11.17,135.38,32.47,14.91,42.88,45.72,77.67,74.1,21.72,49.08,4.61,21.37,51.56,31.14,59.87,17.5,36.02,38.97,28.68,43.65,11.7,145.69,56.41,56.79,58.83,52.43,19.57,58.93,89.16,100.62,6.97,15.97,35.06,42.41,434.79,33.45,24.31,20.93,58.38,28.09,185.79,44.46,44.72,225.48,31.45,728.41,25.9,367.89,226.16,16.71,1529.03,804.23,378.36,18.26,171.24,693.09,154.59,15.7,65.07,197.02,17.49,17.2,183.53,635.83,314.15
2024-06-24,170.15,240.85,31.12,446.51,95.97,468.54,2606.13,90.56,31.03,10.72,136.4,30.86,13.75,40.37,43.3,76.28,78.63,20.97,47.09,4.36,20.76,49.88,32.1,55.98,16.88,33.01,37.96,28.73,42.79,11.3,144.68,53.36,54.8,56.97,49.74,18.35,58.45,89.88,98.74,6.57,15.63,34.25,40.04,452.7,33.29,23.78,21.31,58.1,27.37,179.77,43.44,42.91,219.46,30.96,709.99,25.66,365.96,208.02,16.12,1520.13,778.43,375.22,17.65,167.54,685.98,150.13,14.99,63.04,186.69,16.85,16.6,180.25,637.09,314.7
2024-06-26,171.86,245.06,31.85,460.51,92.01,469.31,2580.91,91.78,30.91,10.96,139.85,30.78,14.68,41.31,45.26,78.58,80.9,21.45,47.78,4.52,21.75,50.26,34.24,57.03,17.36,33.01,40.44,29.19,43.52,11.56,147.15,54.47,55.8,58.32,51.78,18.88,58.61,91.98,93.22,6.9,15.99,34.8,41.84,470.77,34.17,24.72,20.64,58.8,26.51,185.31,44.26,45.38,216.57,32.01,711.21,25.07,364.71,212.0,16.63,1536.74,783.59,384.75,18.57,172.41,691.8,156.57,15.65,65.19,189.56,17.64,17.26,185.97,626.48,314.34
2024-06-27,168.1,241.69,31.44,450.01,88.86,464.72,2538.22,89.31,30.01,10.49,135.91,29.39,14.58,40.11,44.2,76.8,79.8,20.85,45.67,4.35,21.14,49.69,33.55,54.81,16.99,32.38,39.11,29.21,42.14,11.18,148.47,52.69,55.36,56.27,50.95,17.89,57.34,89.45,92.97,6.74,15.49,34.32,40.68,458.56,33.15,24.34,20.23,57.13,26.29,182.56,43.64,44.23,213.84,31.51,700.89,23.99,361.15,205.8,16.96,1517.76,762.38,372.48,18.03,167.93,676.94,152.11,15.37,63.88,184.73,17.29,16.87,180.76,615.88,313.8
2024-06-28,167.25,240.71,31.18,451.78,88.67,466.82,2487.76,89.36,30.07,10.24,132.99,28.94,14.64,40.28,43.44,76.76,79.68,20.86,44.43,4.34,20.88,47.6,35.18,53.15,16.85,32.42,38.57,29.05,41.3,11.12,144.6,51.47,54.22,54.55,50.34,17.6,57.39,88.84,92.53,6.74,15.4,33.87,40.28,461.29,32.93,23.93,19.91,56.77,26.41,180.38,43.44,44.39,215.69,31.58,694.46,23.92,358.26,207.13,16.63,1516.87,751.57,362.83,17.95,166.56,666.6,151.12,15.37,64.12,183.06,17.24,16.93,179.99,613.61,309.98
2024-07-02,165.45,237.91,31.54,459.47,90.51,477.34,2423.72,88.05,28.46,10.01,128.38,27.72,14.59,40.42,42.87,77.21,77.53,20.59,44.57,4.4,19.81,47.42,34.41,52.67,16.55,31.96,37.06,28.71,41.35,11.28,142.99,51.82,52.31,53.4,48.02,16.88,57.38,86.63,90.08,6.66,14.68,32.65,40.56,446.26,33.17,23.34,19.7,55.17,25.52,185.14,45.48,45.22,224.92,31.87,696.46,24.76,364.9,212.0,17.13,1541.49,758.04,361.26,18.72,167.73,664.02,156.07,15.82,65.07,196.36,18.18,17.31,177.36,593.41,303.9
2024-07-03,160.5,232.02,31.38,454.5,88.58,457.64,2501.35,86.11,29.0,9.87,126.9,27.46,14.51,40.44,43.4,76.55,73.49,20.82,44.45,4.4,19.75,45.75,32.69,52.4,16.31,31.67,36.28,28.9,40.94,11.26,142.48,52.1,51.48,52.77,47.76,16.69,58.33,85.93,86.79,6.6,14.35,31.56,39.49,440.66,33.02,22.81,18.83,52.34,25.08,183.57,44.66,44.72,218.36,31.45,677.6,25.14,358.35,213.77,17.3,1517.47,759.18,357.61,18.57,165.98,665.31,154.09,15.86,64.48,194.91,18.57,17.26,176.91,593.91,298.99
2024-07-04,158.36,223.61,30.5,450.01,85.51,442.91,2487.12,84.55,27.71,9.53,123.56,27.29,13.92,39.37,42.77,74.89,71.98,20.14,42.8,4.23,19.2,43.89,31.48,50.06,15.66,30.39,35.88,27.97,39.86,10.71,142.57,49.45,51.15,52.15,46.74,16.25,59.27,83.4,89.24,6.34,14.0,30.91,37.51,444.91,31.26,21.6,18.02,49.93,24.23,181.33,43.64,43.16,213.1,30.5,671.16,23.75,348.53,208.02,16.79,1499.38,735.02,344.17,17.65,161.3,647.23,150.62,15.12,62.8,191.2,17.59,16.71,171.52,597.82,302.62
2024-07-05,162.12,239.73,32.06,455.56,87.02,459.55,2589.32,86.86,28.35,9.84,129.27,29.59,14.21,40.56,44.15,76.78,74.1,20.87,44.4,4.29,20.26,45.68,33.45,55.59,16.32,31.26,36.66,30.0,42.31,11.16,147.01,53.74,54.35,55.29,48.76,17.12,60.04,85.96,91.09,6.59,14.39,32.27,38.77,454.11,31.63,24.31,19.39,50.84,25.07,185.42,44.87,44.56,219.74,30.89,695.9,24.2,362.11,210.67,17.13,1519.25,741.49,359.05,18.72,166.37,664.02,156.07,15.74,64.95,189.02,18.67,17.37,174.98,645.17,304.67
2024-07-08,157.85,232.72,31.28,446.7,84.96,454.0,2536.28,84.35,28.07,9.4,121.38,28.11,13.74,39.08,43.37,74.73,72.57,20.29,43.2,4.14,19.8,43.61,31.5,55.98,15.97,31.42,36.19,29.8,40.32,10.61,140.67,51.64,51.96,53.17,46.76,16.56,59.35,82.94,89.45,6.28,14.09,31.36,37.25,446.98,30.05,23.78,19.19,48.8,23.08,177.58,43.64,43.07,217.23,30.07,671.16,23.09,358.57,202.7,16.63,1507.68,724.95,345.74,17.88,161.88,638.18,152.11,14.7,63.28,179.86,17.78,16.76,167.34,618.66,298.67
2024-07-09,156.14,235.95,31.49,444.21,85.64,457.06,2522.05,86.53,29.6,9.16,120.08,26.86,14.25,39.76,43.76,76.28,73.41,19.92,43.16,4.16,19.66,42.77,32.09,58.81,15.98,30.41,37.07,30.11,39.79,10.69,140.77,51.56,51.82,54.2,46.35,16.6,60.77,83.76,87.32,6.4,13.73,31.99,37.19,459.98,30.41,24.73,19.42,48.05,22.69,181.22,43.64,43.4,227.59,30.43,650.86,22.85,354.17,200.49,16.71,1512.72,738.71,349.65,17.8,163.83,634.31,153.6,14.21,63.76,179.2,17.39,16.82,167.47,609.82,299.54
2024-07-10,151.78,228.94,30.97,430.14,85.61,453.43,2549.21,89.56,29.1,9.35,120.67,27.17,13.97,39.71,43.02,76.67,70.38,19.74,43.29,4.17,20.22,43.88,31.47,60.09,15.85,30.26,36.63,30.05,39.59,10.61,140.77,51.6,53.2,53.73,46.5,16.67,60.68,84.12,85.53,6.35,13.55,31.61,37.09,451.09,30.26,24.94,19.53,48.15,22.25,177.19,43.44,42.83,224.92,30.63,640.77,22.81,356.27,204.48,15.03,1513.02,749.52,348.74,17.72,163.05,636.89,152.11,13.8,63.04,180.29,17.0,16.66,168.63,596.69,297.18
2024-07-11,154.86,234.82,32.12,442.56,87.69,454.77,2626.19,91.2,29.59,9.79,124.54,28.01,14.4,40.86,45.22,80.84,70.64,20.59,43.47,4.32,21.21,44.87,32.16,61.54,16.52,31.41,36.69,31.2,41.31,11.18,144.62,57.49,54.24,56.11,47.67,17.26,61.78,86.26,90.26,6.68,13.93,32.66,38.56,455.7,31.41,25.1,20.03,50.14,23.71,175.68,44.87,44.72,225.73,31.19,624.79,23.65,356.57,213.33,15.79,1535.56,769.42,355.92,18.49,168.12,702.13,157.06,14.83,65.31,179.42,17.64,17.21,175.31,614.36,300.6
2024-07-12,151.36,241.83,32.43,438.54,86.16,447.69,2682.72,93.83,29.36,10.25,125.77,29.15,14.42,40.69,45.41,84.03,70.58,20.95,44.02,4.29,21.43,45.02,33.45,61.4,16.47,31.28,37.06,31.93,41.72,11.64,144.88,57.27,55.2,57.57,47.67,17.54,61.67,87.4,95.08,6.66,13.75,32.52,38.86,470.39,30.94,25.82,20.16,50.36,24.17,177.92,44.66,44.72,215.69,31.09,617.8,23.2,359.57,214.65,16.04,1535.85,759.76,361.66,18.57,166.17,696.32,156.57,14.79,65.67,188.76,17.74,17.26,174.54,620.82,299.42
2024-07-15,152.37,246.6,32.22,441.38,85.08,458.21,2650.87,91.67,28.82,9.74,120.0,28.72,13.97,40.15,43.21,81.63,70.13,20.26,42.98,4.19,21.02,43.73,31.73,60.2,16.04,30.9,35.82,31.99,40.37,11.38,142.4,54.98,54.59,57.24,46.85,17.11,61.18,84.16,93.78,6.49,13.63,32.27,37.31,460.29,29.49,26.24,19.2,48.99,23.37,177.47,46.51,43.65,213.51,30.86,623.57,23.13,357.77,208.02,15.7,1532.89,748.87,361.0,17.95,164.81,676.94,155.08,14.37,64.59,178.73,17.29,16.93,171.77,608.04,295.69
2024-07-16,150.99,247.86,32.01,443.39,82.85,471.41,2661.92,91.2,29.48,9.72,119.15,28.19,13.78,40.06,42.8,82.25,70.9,20.27,42.82,4.18,21.02,43.28,31.54,59.92,16.0,30.85,35.36,31.46,40.41,11.22,143.96,56.25,52.22,56.83,46.53,17.2,60.37,84.02,93.2,6.47,13.66,32.28,37.03,456.66,28.88,25.88,19.29,48.73,23.5,174.34,49.38,42.91,214.72,30.66,601.5,24.62,353.57,208.46,15.45,1533.48,763.12,362.31,17.88,163.83,680.82,154.59,14.29,64.12,179.82,17.15,16.77,172.16,612.13,289.62
2024-07-18,157.4,257.26,31.8,460.65,84.93,491.12,2739.92,93.26,27.79,10.21,132.64,30.05,13.5,39.89,44.21,83.08,70.25,20.77,43.75,4.12,21.26,45.58,31.57,59.65,15.6,30.82,36.67,31.7,41.44,11.22,146.78,56.15,53.51,57.24,47.5,17.25,61.43,87.68,100.1,6.42,14.5,33.97,37.33,465.86,29.25,26.1,20.23,50.36,24.21,176.58,52.04,43.24,221.36,30.92,588.29,24.03,362.36,212.88,15.95,1554.24,777.04,373.79,17.88,167.73,701.49,159.05,14.21,64.83,178.91,17.19,16.93,179.22,651.48,304.79
2024-07-19,158.61,257.12,31.91,465.02,86.07,493.22,2745.12,94.83,29.84,10.38,135.8,26.8,13.77,40.18,44.2,83.03,69.44,20.95,44.49,4.16,21.39,45.1,31.31,60.65,15.78,31.45,36.59,31.69,41.82,11.36,146.77,57.37,53.13,58.19,47.8,17.39,61.38,89.41,100.35,6.49,14.41,33.86,37.93,476.93,29.68,25.72,21.36,50.22,25.14,175.74,55.11,42.5,219.09,30.92,591.51,23.82,360.56,212.88,15.87,1583.0,777.12,384.62,17.88,168.32,697.61,158.06,14.54,64.71,174.91,17.05,16.82,181.92,664.89,303.95
2024-07-22,162.25,257.82,32.38,469.16,87.6,494.75,2780.23,94.18,30.55,11.0,143.36,27.58,13.84,40.22,44.93,83.13,70.75,20.77,44.71,4.21,21.64,45.78,32.37,61.37,16.17,31.47,35.9,32.0,42.2,11.5,145.43,58.7,53.51,58.25,48.39,17.55,61.91,89.84,104.34,6.57,14.26,33.77,37.88,487.34,29.65,25.46,22.26,50.56,25.52,176.86,53.88,42.58,217.64,30.99,596.73,24.1,380.34,213.33,16.04,1583.89,775.24,385.66,18.11,166.95,696.32,158.06,14.91,64.95,177.06,17.29,16.93,179.48,692.48,302.78
2024-07-23,154.54,249.83,31.65,449.89,83.52,476.39,2691.82,90.26,29.32,10.66,136.45,26.28,13.62,39.52,44.81,81.47,67.76,20.29,42.45,4.1,20.94,44.11,30.58,58.76,15.71,30.68,33.75,30.38,40.51,11.2,142.44,56.17,50.8,52.57,50.32,16.82,60.27,86.64,104.06,6.39,13.83,33.09,36.57,468.28,28.03,24.45,21.19,49.09,24.53,169.97,50.81,41.75,206.71,30.63,566.0,23.47,364.56,206.69,15.7,1536.15,745.59,378.36,17.88,162.08,668.54,155.08,15.2,63.16,169.46,17.1,16.71,168.88,673.83,294.73
2024-07-24,153.93,255.01,31.12,443.74,80.3,476.39,2691.17,88.2,28.0,10.22,133.32,25.07,13.33,38.8,43.0,77.96,66.69,19.89,40.13,4.0,20.32,42.2,29.88,57.2,15.18,29.97,33.28,29.72,39.2,10.96,142.32,54.27,50.22,52.53,50.13,16.44,59.15,84.13,103.68,6.24,13.42,30.47,35.1,474.75,27.37,22.96,20.79,46.64,24.97,168.01,52.45,41.17,205.09,30.43,560.01,22.75,363.06,199.16,15.37,1537.93,737.07,375.09,17.72,157.79,654.98,152.11,14.54,61.6,166.62,16.7,16.38,166.64,660.16,288.64
2024-08-08,164.68,286.14,33.58,441.85,74.57,467.01,2767.88,89.08,27.34,11.43,144.67,24.4,14.21,42.89,45.55,79.07,60.95,22.88,47.82,4.4,22.21,42.01,33.99,62.4,15.9,32.37,32.13,28.66,41.01,13.02,139.25,61.44,54.42,54.45,56.25,17.99,65.31,87.45,91.15,6.81,14.62,28.9,37.58,506.92,29.25,23.09,20.71,46.45,23.62,164.54,49.99,45.88,205.74,32.1,544.25,24.27,372.25,206.69,18.14,1572.03,764.92,381.23,20.18,171.24,699.55,168.46,16.93,68.91,163.35,19.21,18.2,172.96,697.97,281.31
2024-08-09,162.6,280.95,33.32,435.11,72.33,458.21,2757.47,89.63,27.6,11.05,144.11,24.17,14.22,42.32,44.77,78.19,59.86,22.32,50.95,4.32,21.62,40.67,34.21,60.17,15.59,31.55,31.62,27.62,39.81,12.86,137.21,59.33,54.78,54.09,55.08,17.6,64.01,86.14,90.89,6.64,14.41,28.77,37.18,513.64,28.69,23.13,19.9,45.82,23.72,163.31,48.97,44.81,202.34,32.1,544.59,23.92,368.65,202.26,17.21,1572.33,751.16,375.22,19.56,167.34,689.86,165.49,16.52,67.35,163.56,18.72,17.82,168.79,686.86,276.81
2024-08-12,168.15,282.91,33.47,436.65,76.68,468.35,2836.13,90.04,27.61,11.04,145.34,24.27,14.37,43.39,45.82,79.55,61.67,22.12,49.75,4.36,22.17,40.8,33.68,60.34,16.26,32.05,31.67,28.19,42.05,12.96,137.55,59.33,54.75,54.21,55.84,17.84,64.43,86.64,89.95,6.75,14.46,29.43,37.24,516.17,28.84,23.28,20.54,45.86,24.68,166.56,49.38,45.8,202.83,32.14,563.78,24.13,373.45,202.26,18.98,1596.94,757.06,374.44,19.95,170.85,685.98,182.33,18.01,70.83,164.55,19.41,18.53,175.07,682.39,279.17
2024-08-13,166.41,281.79,33.21,430.38,74.2,470.84,2773.73,89.34,28.16,11.05,145.98,23.96,14.39,42.41,46.14,80.5,61.34,21.93,50.06,4.37,21.82,40.62,33.79,60.4,16.17,32.26,31.4,27.88,40.97,13.12,138.28,58.22,55.43,52.41,56.82,17.81,64.27,86.87,90.16,6.67,14.46,28.69,37.13,521.02,28.71,23.08,21.15,45.54,24.78,163.93,49.17,45.38,203.8,32.2,551.24,23.79,373.55,201.38,18.56,1600.8,746.08,374.18,19.87,169.68,692.44,175.4,17.02,68.91,163.64,19.26,18.26,169.25,692.74,272.97
2024-08-14,164.25,276.88,32.74,426.6,72.97,465.86,2762.67,86.44,27.63,10.49,142.35,23.88,14.33,41.31,45.1,77.96,61.27,21.8,50.97,4.29,21.26,39.09,32.6,58.09,16.0,31.54,31.02,27.54,39.98,13.12,137.81,56.09,55.75,51.03,55.3,17.47,63.09,84.42,86.83,6.62,14.24,27.93,36.7,521.55,27.96,23.15,20.79,44.37,24.32,162.75,48.56,44.56,202.91,31.87,543.7,23.82,371.05,198.28,18.22,1587.45,733.39,370.27,19.56,167.15,684.04,171.93,17.14,67.35,159.86,19.06,17.98,164.16,666.8,268.56
2024-08-15,165.55,276.18,32.85,428.37,72.82,468.16,2789.98,87.09,27.32,10.5,143.49,23.55,14.35,42.13,45.0,79.02,62.4,21.72,53.38,4.31,21.36,41.42,35.87,58.9,16.21,31.9,30.76,27.9,40.77,13.02,139.08,55.97,57.7,50.99,55.41,17.86,62.63,85.56,84.74,6.58,14.29,27.54,36.74,521.33,28.03,22.7,21.13,44.04,23.39,162.53,48.76,44.64,207.6,31.94,551.35,23.92,369.45,200.49,18.64,1585.97,732.08,372.22,20.1,167.93,692.44,172.42,16.89,67.59,160.22,19.06,18.42,164.82,671.91,269.54
2024-08-16,165.11,272.96,33.0,429.08,74.08,468.35,2802.98,86.16,26.78,10.53,142.95,23.3,14.4,44.61,46.47,82.32,63.85,22.12,57.99,4.33,21.44,41.96,37.02,58.09,16.67,32.3,30.54,27.89,41.3,13.12,139.52,56.21,58.43,50.71,55.6,17.37,62.23,85.9,83.38,6.72,14.27,27.5,36.63,524.99,28.48,22.79,21.89,42.85,23.16,162.08,48.15,44.81,206.96,31.68,543.59,23.68,369.05,196.51,18.14,1583.0,705.54,394.66,20.33,166.76,687.92,170.94,17.68,68.55,161.71,19.6,19.58,160.58,684.43,270.62
2024-08-19,163.38,272.96,32.01,429.2,72.27,461.08,2737.32,85.03,25.78,10.38,143.65,23.23,14.15,43.25,44.66,80.84,64.02,21.96,56.22,4.27,21.3,41.59,36.6,56.51,16.53,32.17,30.12,27.31,41.73,12.88,138.88,54.15,58.1,50.78,54.51,17.53,59.58,89.03,84.0,6.57,13.84,27.82,35.87,529.23,27.81,22.67,21.32,42.92,22.67,155.08,47.53,44.31,203.4,31.55,546.36,23.09,369.65,195.18,17.97,1592.2,689.49,399.62,20.1,165.78,667.9,167.47,17.14,67.59,159.71,18.91,18.92,161.31,679.32,272.35
2024-08-20,161.21,271.7,31.18,422.46,69.42,455.34,2746.42,82.2,25.28,10.15,139.08,22.34,13.68,42.32,43.77,79.07,63.97,21.39,56.24,4.18,20.72,39.8,36.79,54.67,16.33,30.99,29.5,26.3,41.61,12.88,133.93,51.47,56.87,49.55,52.49,16.9,56.9,87.16,82.28,6.36,13.1,27.6,34.78,511.73,26.89,22.14,20.57,40.61,21.49,151.05,46.51,43.24,198.62,30.73,549.36,22.71,365.56,190.76,17.63,1586.27,678.19,394.4,19.56,161.3,662.08,164.0,16.52,66.03,156.47,18.57,18.7,154.76,638.7,267.45
2024-08-21,159.74,279.13,31.12,419.97,68.1,458.02,2750.32,83.75,25.18,10.02,138.1,22.03,13.65,41.16,43.64,78.21,63.2,20.98,51.14,4.11,20.76,39.52,36.83,54.59,16.12,30.44,29.61,26.09,39.57,12.72,133.9,50.08,57.04,48.32,50.98,16.92,55.62,86.71,81.9,6.25,12.7,27.57,34.84,528.14,26.46,21.92,20.19,40.81,21.26,146.52,45.89,42.74,196.28,30.14,542.48,22.68,360.66,185.89,16.88,1577.67,665.33,393.75,19.26,160.91,662.73,160.53,16.6,64.71,156.76,18.23,17.76,151.19,620.69,266.09
2024-08-22,160.52,275.06,30.81,416.19,66.07,455.53,2855.63,83.6,24.52,9.91,133.35,22.01,13.43,40.31,43.31,76.97,63.2,21.13,49.61,4.05,20.5,39.14,37.27,53.12,15.93,30.08,29.63,26.22,38.8,11.85,135.33,48.44,57.55,55.41,49.93,16.96,54.51,86.6,82.23,6.14,12.68,27.88,33.58,535.29,26.26,21.57,20.93,39.88,21.16,144.17,45.48,42.25,196.03,29.81,548.02,22.09,356.87,183.67,16.46,1579.15,652.23,387.75,18.87,159.15,642.71,158.06,16.15,63.88,155.64,18.03,17.43,149.01,610.09,265.32
2024-08-23,169.53,275.2,30.24,419.97,67.73,456.68,2835.48,82.16,24.36,9.71,133.52,21.36,13.28,40.37,42.78,75.65,62.55,20.74,45.58,3.94,20.01,39.91,35.91,52.09,15.53,29.71,27.81,26.6,37.49,11.58,138.45,47.61,56.47,56.03,49.93,16.78,53.95,87.29,82.2,6.07,12.41,27.4,32.53,524.11,25.88,20.85,21.15,39.56,20.69,144.39,44.66,41.67,195.87,29.68,543.7,21.95,354.97,183.23,16.21,1598.43,651.82,388.14,18.57,158.96,643.35,157.56,15.86,63.04,157.09,17.78,17.1,147.28,608.17,261.77
2024-08-26,172.74,276.32,31.85,412.64,66.35,455.15,2815.98,85.8,25.18,9.77,134.26,21.6,13.48,40.77,43.18,75.7,60.72,21.06,46.03,4.08,20.07,39.1,38.55,52.45,15.17,29.95,26.89,26.71,37.55,12.05,139.97,47.93,56.31,57.7,49.5,17.03,50.08,85.66,84.93,6.12,12.66,27.37,33.25,512.11,26.26,21.18,20.89,39.7,20.34,143.05,45.28,42.0,195.47,29.58,534.49,22.19,351.08,181.46,16.37,1597.83,660.33,386.18,19.1,158.18,604.59,157.06,16.36,63.64,156.91,18.18,17.21,147.95,620.05,249.3
2024-08-27,177.25,282.91,31.28,400.82,65.31,456.68,2834.18,87.02,23.83,9.83,133.32,21.49,13.41,40.95,43.05,75.33,61.23,21.67,47.8,4.02,20.15,39.5,39.43,52.62,14.97,29.9,25.81,26.58,38.97,11.79,140.89,47.36,57.28,57.55,51.43,16.9,49.56,86.87,84.07,6.15,12.65,28.4,33.14,502.39,25.94,23.37,21.29,39.56,20.38,142.55,44.66,42.5,195.39,29.74,538.04,22.47,356.17,178.81,16.63,1578.85,658.12,385.66,19.03,153.88,589.74,157.56,16.03,63.28,157.49,17.98,17.43,147.22,607.79,251.11
2024-08-28,179.67,280.67,31.59,401.53,65.31,448.26,2827.68,88.76,23.99,10.0,132.52,21.38,13.63,40.84,43.22,75.72,58.66,21.02,46.97,4.04,20.24,40.32,39.07,53.28,14.78,30.27,25.6,26.06,38.5,11.87,141.04,47.59,56.3,56.69,50.82,17.08,49.28,87.82,89.34,6.24,12.77,28.19,33.59,504.27,25.91,23.18,21.47,39.67,20.85,141.93,44.87,43.07,194.82,29.87,541.59,22.29,356.67,184.12,16.37,1601.98,652.31,383.05,19.18,152.32,598.78,158.06,16.4,64.0,156.44,18.18,17.54,146.56,621.84,241.37
