date,sh600028_daily,sh600075_daily,sh600078_daily,sh600096_daily,sh600121_daily,sh600123_daily,sh600133_daily,sh600135_daily,sh600141_daily,sh600157_daily,sh600160_daily,sh600165_daily,sh600188_daily,sh600309_daily,sh600547_daily,sh601212_daily,sh601225_daily,sh601857_daily,sh601899_daily,sh688019_daily,sh688028_daily,sh688106_daily,sh688129_daily,sh688133_daily,sh688146_daily,sh688196_daily,sh688268_daily,sh688357_daily,sh688388_daily,sh688571_daily,sh688585_daily,sh688669_daily,sh688707_daily,sh688722_daily,sh688778_daily,sz000059_daily,sz000060_daily,sz000096_daily,sz000301_daily,sz000420_daily,sz000422_daily,sz000506_daily,sz000510_daily,sz000523_daily,sz000525_daily,sz300019_daily,sz300037_daily,sz300041_daily,sz300054_daily,sz300057_daily,sz300082_daily,sz300107_daily,sz300109_daily,sz300121_daily
2024-06-20,25.58,40.18,47.28,54.35,16.88,119.54,48.82,14.55,73.09,60.57,250.5,7.51,151.49,3461.47,617.45,2.89,42.71,16.27,37.13,314.79,25.26,19.52,13.36,35.4,30.63,29.32,56.8,46.29,15.03,7.85,5.86,15.48,10.71,12.53,48.85,7.87,173.29,27.17,18.73,22.05,170.57,3.6,32.96,17.81,46.89,108.17,195.27,66.89,293.94,11.22,36.35,107.33,85.31,52.44
2024-06-24,25.41,38.49,47.08,53.86,16.29,113.79,46.49,13.88,72.02,58.53,248.82,7.86,143.95,3471.36,612.16,2.77,41.82,16.22,36.94,305.19,23.58,18.24,12.44,32.82,30.06,26.9,54.17,43.05,14.02,7.22,5.2,14.28,10.03,12.32,45.81,7.54,168.45,26.08,18.45,21.03,167.77,3.6,31.02,17.07,45.48,102.36,190.83,62.94,288.52,10.51,34.53,98.06,83.21,50.79
2024-06-26,25.49,39.96,44.39,54.54,16.43,114.81,46.81,14.64,72.83,59.04,271.18,7.11,144.2,3517.08,603.55,2.84,41.49,16.05,36.5,302.3,24.26,18.63,13.12,33.24,30.55,27.18,53.34,43.59,14.67,7.71,5.37,15.15,10.46,12.11,46.36,7.82,172.08,27.22,19.01,22.05,173.8,3.24,32.61,17.74,42.75,105.3,191.87,64.55,307.36,10.8,36.43,98.26,85.31,52.11
2024-06-27,25.53,39.51,41.63,52.79,15.99,113.66,45.15,14.32,70.15,61.08,261.79,7.46,144.91,3422.76,592.96,2.75,41.23,16.04,35.74,300.92,23.83,18.36,12.79,31.74,29.7,25.8,53.11,41.87,14.21,7.52,5.21,14.9,10.21,11.5,44.95,7.63,168.45,26.85,18.61,21.31,167.35,3.18,31.59,17.34,44.86,101.89,188.8,62.7,294.84,10.53,35.36,91.35,82.64,51.25
2024-06-28,26.2,38.83,42.03,52.99,16.14,114.3,46.72,14.2,70.11,60.06,269.84,7.66,146.53,3330.49,603.99,2.8,41.97,17.08,37.15,299.71,24.47,18.47,12.84,31.22,30.2,25.58,52.55,41.71,14.16,7.49,5.24,14.96,10.02,11.6,45.24,7.67,170.87,27.22,18.66,21.51,167.21,3.03,31.48,17.27,44.23,102.67,186.58,63.99,292.78,10.64,35.27,97.17,83.57,51.65
2024-07-02,26.74,40.41,44.12,54.4,16.48,118.0,45.24,14.58,69.67,61.08,275.32,8.35,151.68,3307.43,605.98,2.83,43.65,17.64,37.72,291.25,23.67,18.56,12.78,31.5,29.68,25.91,51.54,41.17,14.61,7.54,5.2,14.74,9.84,11.56,44.98,7.76,174.09,27.02,18.63,21.71,182.35,2.97,34.09,18.41,45.25,102.43,183.45,63.83,288.39,11.14,36.27,93.23,84.51,53.11
2024-07-03,26.65,40.52,42.97,54.05,16.38,115.96,44.7,14.58,68.75,60.57,275.21,8.75,151.1,3312.37,599.58,2.84,42.67,17.49,37.83,295.89,23.18,18.39,12.78,31.3,29.62,25.78,51.03,40.44,14.78,7.48,5.19,14.63,9.88,11.28,45.33,7.76,173.69,27.02,18.59,21.51,182.35,2.97,32.96,18.28,47.51,102.51,183.51,63.18,290.45,10.98,36.35,91.75,82.93,52.64
2024-07-04,26.98,39.62,41.22,53.61,15.84,114.56,43.5,14.03,67.91,59.55,275.1,8.6,151.3,3336.67,614.58,2.78,42.8,17.61,38.42,290.65,22.52,18.09,12.4,30.05,28.81,25.31,49.74,38.0,14.11,7.22,5.01,13.74,9.41,10.82,43.88,7.58,171.27,27.05,18.31,21.1,177.73,3.12,32.5,17.68,47.28,99.49,183.58,60.44,285.29,10.4,34.78,88.1,81.27,51.85
2024-07-05,26.65,41.53,41.15,54.19,15.94,114.04,44.12,14.17,68.31,60.06,280.02,9.05,150.26,3340.38,644.36,2.87,42.43,17.44,39.42,291.68,22.79,18.4,12.43,30.67,28.94,25.41,49.43,38.68,14.17,7.31,5.08,14.02,9.46,10.99,44.07,7.56,175.3,27.48,18.38,21.24,177.45,3.24,32.5,17.88,48.76,99.95,181.94,61.01,288.13,10.51,35.44,88.59,83.43,52.18
2024-07-08,26.94,41.76,39.27,52.6,15.34,109.7,43.72,13.53,66.59,59.04,274.87,9.45,146.46,3263.77,648.99,2.81,43.0,17.66,39.01,290.18,21.81,18.11,12.05,29.46,28.11,24.67,48.32,38.0,13.76,7.08,4.99,13.48,9.19,10.87,43.26,7.25,172.48,26.77,17.82,20.56,173.38,3.09,31.82,17.61,47.67,100.73,179.53,58.43,285.81,10.16,34.61,83.76,81.41,51.05
2024-07-09,27.11,42.21,40.21,54.08,15.49,112.0,45.91,13.56,68.17,59.04,267.83,9.94,145.3,3236.58,650.32,2.84,43.34,17.61,39.8,296.23,22.73,18.61,12.36,29.8,29.15,24.36,50.3,38.77,13.83,7.27,5.07,13.78,9.34,11.03,43.49,7.29,177.63,26.79,17.75,21.24,180.11,2.94,32.05,17.88,48.29,103.36,196.71,60.28,295.23,10.3,35.03,90.76,82.35,52.05
2024-07-10,26.61,41.76,39.34,55.88,15.0,107.28,45.46,12.66,67.94,59.04,258.32,9.45,135.36,3202.4,650.1,2.84,41.37,17.1,38.87,269.21,22.86,18.65,12.34,29.9,29.26,24.14,49.7,38.45,13.75,7.14,4.99,13.59,9.27,10.88,43.34,7.16,174.77,26.65,17.77,21.17,188.11,2.79,31.25,17.74,48.13,100.57,202.33,59.23,294.33,10.03,34.53,88.49,81.05,51.78
2024-07-11,26.61,42.88,40.96,57.16,15.44,108.81,46.23,13.27,69.93,60.06,264.59,9.94,135.45,3316.9,655.61,2.97,41.37,17.31,39.9,268.69,23.71,18.76,12.76,31.5,30.14,25.44,49.99,39.79,14.55,7.31,5.19,14.32,9.76,11.15,45.5,7.58,181.3,27.4,18.63,21.92,187.54,2.82,34.09,17.94,47.74,103.05,207.03,61.01,297.42,10.72,36.19,90.17,83.43,52.77
2024-07-12,26.53,43.22,40.62,56.7,15.3,106.64,45.55,13.33,69.05,60.06,254.07,10.44,132.32,3431.82,624.29,2.94,40.6,17.1,39.08,277.43,23.65,18.76,12.67,31.32,30.02,25.45,50.74,39.02,14.4,7.31,5.17,14.06,9.81,11.06,46.99,7.58,179.67,27.42,18.78,21.78,178.29,2.94,32.27,18.41,49.23,101.74,207.42,59.96,296.78,10.53,36.02,89.77,84.3,52.77
2024-07-15,27.15,43.11,38.59,57.35,15.34,107.28,44.61,12.95,68.97,59.04,256.09,10.99,140.2,3360.97,647.67,2.94,41.59,17.33,39.8,284.7,22.85,18.69,12.31,29.97,29.64,25.09,51.1,37.55,13.92,7.17,5.0,13.63,9.19,11.15,45.41,7.43,179.26,27.11,18.59,21.44,180.53,2.85,31.93,18.14,47.28,100.57,203.5,59.15,294.97,10.19,34.94,88.79,84.44,52.31
2024-07-16,27.75,43.0,37.85,57.84,15.59,106.77,44.39,12.8,67.69,59.55,233.72,11.53,140.73,3367.97,680.76,2.96,41.68,17.39,40.62,289.41,22.79,18.91,12.33,30.07,29.85,24.98,52.54,37.45,13.99,6.9,4.98,13.64,9.15,11.05,45.56,7.32,180.08,26.88,18.61,21.24,180.25,3.0,32.16,17.81,44.94,99.88,202.0,59.39,293.03,10.16,34.28,88.0,83.5,51.85
2024-07-18,27.88,42.55,37.85,57.16,15.39,105.87,42.27,12.77,66.84,58.02,226.45,11.49,138.85,3368.39,692.51,2.84,41.06,16.88,39.01,294.25,22.4,19.14,12.19,30.43,29.89,24.96,52.74,37.82,13.81,6.87,4.91,13.47,9.02,10.67,46.14,7.27,175.58,26.71,19.08,20.96,176.74,3.3,31.36,17.54,47.43,94.84,208.34,58.67,292.0,9.85,33.7,82.97,81.99,50.66
2024-07-19,27.79,42.21,38.25,55.74,15.34,105.1,43.41,12.8,66.03,58.53,219.18,10.89,138.67,3399.69,675.89,2.75,41.37,16.5,37.94,292.8,22.77,19.43,12.38,31.32,30.27,25.18,54.33,38.27,13.76,6.96,4.99,13.75,9.08,10.79,45.82,7.21,173.54,26.82,19.31,20.9,175.76,3.48,31.82,17.54,49.15,94.84,208.6,59.47,293.03,9.93,34.2,82.08,81.41,50.52
2024-07-22,27.45,41.65,38.53,55.55,15.2,103.96,42.41,12.89,64.16,57.51,225.45,10.34,139.12,3362.21,668.79,2.71,39.49,15.94,37.22,286.29,22.86,19.76,12.36,32.78,30.32,23.38,54.0,37.93,13.63,7.04,5.01,13.79,9.04,10.75,45.65,7.18,171.5,26.36,18.96,20.83,170.29,3.66,31.71,17.27,49.54,93.6,211.01,59.64,293.16,10.03,34.12,85.33,80.76,49.99
2024-07-23,27.49,41.2,37.1,52.66,15.05,101.66,40.77,12.66,62.51,57.01,214.49,10.84,135.27,3282.72,640.65,2.65,38.88,15.74,34.93,263.26,21.95,19.29,12.16,31.62,29.11,22.81,50.23,36.37,13.24,6.9,4.9,13.47,8.71,10.44,43.95,7.1,165.38,25.96,18.52,20.56,158.37,3.84,31.48,16.87,48.91,89.65,203.76,58.02,273.54,9.82,33.54,82.67,78.16,49.13
2024-07-24,28.48,41.08,36.56,51.59,14.95,100.76,37.59,13.94,61.33,55.99,214.15,10.39,134.56,3265.83,654.61,2.59,39.49,15.82,34.95,258.4,21.39,18.97,11.81,30.41,28.06,22.05,49.29,36.05,12.92,6.7,4.78,13.32,8.4,10.35,43.03,6.94,164.56,25.62,18.12,20.22,153.88,4.02,30.91,16.54,48.99,89.18,199.91,56.49,269.41,9.64,33.45,82.87,76.5,48.54
2024-08-08,27.79,43.0,35.75,53.8,15.69,103.06,36.64,14.81,66.25,61.59,212.59,9.45,127.3,3150.91,632.23,2.66,36.81,14.15,32.16,257.25,21.66,19.0,12.5,34.74,27.82,22.55,48.89,37.95,13.38,6.9,5.46,13.75,9.03,10.74,43.69,7.51,167.42,27.91,18.24,21.78,159.77,4.2,33.86,17.74,54.92,89.73,199.26,59.39,265.28,10.11,37.51,89.18,84.8,50.52
2024-08-09,28.05,42.77,35.28,53.78,15.64,103.19,36.14,14.69,66.11,64.13,208.56,9.7,126.77,3114.25,642.2,2.67,36.82,14.46,32.65,253.42,21.67,18.88,12.36,33.83,27.79,22.18,48.01,36.87,13.18,6.91,5.24,13.6,8.82,10.63,42.68,7.65,168.23,27.97,17.96,21.65,158.79,4.14,33.52,17.81,57.18,88.56,196.84,58.75,264.12,10.22,36.85,87.21,83.07,48.01
2024-08-12,28.09,42.88,34.4,53.64,15.54,103.57,34.77,14.37,67.03,60.06,208.56,9.2,130.17,3085.83,639.99,2.66,37.6,14.41,32.69,255.39,21.64,18.75,12.48,33.99,27.97,22.2,46.51,39.26,13.06,6.96,5.34,13.58,8.62,10.52,42.36,7.58,168.23,27.88,17.86,21.17,158.93,3.96,33.18,17.54,60.07,86.94,204.48,58.02,264.12,10.11,36.43,85.24,83.79,47.74
2024-08-13,28.39,43.11,34.4,54.57,15.64,103.19,34.86,14.49,68.64,59.04,206.21,8.95,129.36,3007.16,641.98,2.67,37.7,14.55,33.08,256.82,21.87,18.79,12.73,33.91,28.11,22.32,46.71,38.93,13.25,7.11,5.41,13.66,8.81,10.62,43.03,7.63,169.87,27.74,17.89,21.51,161.59,4.17,33.52,17.74,63.11,87.56,207.49,58.43,264.76,10.3,36.6,87.21,83.21,48.21
2024-08-14,28.43,42.66,33.85,55.22,15.49,101.27,34.23,14.35,66.59,58.53,202.41,8.75,127.66,2916.14,640.43,2.64,37.51,14.53,32.78,243.24,21.52,18.37,12.68,33.56,27.56,22.1,45.01,38.31,13.01,7.04,5.46,13.58,8.61,10.5,42.79,7.51,167.42,27.97,17.56,21.17,158.65,4.08,33.3,17.61,65.3,86.24,202.26,57.78,254.95,10.35,36.68,86.03,82.06,47.54
2024-08-15,28.6,43.0,34.12,55.82,15.74,103.44,34.68,14.37,66.66,58.02,200.73,9.2,129.81,2898.02,642.65,2.67,38.79,14.66,33.16,246.22,21.91,18.46,12.71,32.82,27.71,22.11,45.09,38.22,13.21,6.98,5.42,13.71,8.75,10.54,42.65,7.54,169.05,28.17,17.67,21.1,159.63,3.9,33.52,17.81,65.14,86.32,204.74,58.35,256.5,10.56,36.68,87.41,81.84,48.27
2024-08-16,28.56,42.43,33.52,55.3,15.54,103.57,34.05,14.11,66.07,57.01,199.17,9.65,130.44,2912.43,628.68,2.65,39.49,14.91,33.78,243.96,22.09,18.2,12.5,32.65,27.22,22.11,44.97,37.75,12.93,6.91,5.33,13.55,8.6,10.54,40.51,7.41,167.83,27.74,17.51,20.62,157.25,3.87,33.07,17.68,64.44,86.39,203.89,60.68,256.24,10.45,36.52,84.25,82.2,48.4
2024-08-19,28.73,42.55,32.97,55.99,15.49,103.06,33.95,14.11,66.4,54.97,199.05,10.14,131.6,2908.31,652.84,2.69,39.58,15.01,34.53,242.62,21.46,18.33,12.5,32.53,27.19,21.86,44.64,38.97,12.74,6.88,5.3,13.42,8.59,10.54,40.46,7.45,169.87,27.78,17.7,20.56,160.33,3.96,32.96,17.61,67.64,86.01,201.48,61.73,256.63,10.51,37.26,83.56,81.34,48.01
2024-08-20,28.48,42.21,31.96,55.52,15.15,99.36,32.86,13.73,66.4,53.44,194.92,10.29,123.81,2875.36,654.17,2.64,38.57,14.71,34.16,239.53,20.84,17.97,12.25,31.28,26.72,21.17,43.09,38.11,12.64,6.74,5.22,13.2,8.46,10.5,39.65,7.29,168.23,27.21,17.51,20.15,156.83,3.78,32.73,17.48,67.64,85.62,204.61,60.04,251.85,10.35,40.08,81.59,79.1,46.82
2024-08-21,28.52,42.21,35.14,55.71,15.2,97.57,32.82,13.73,66.18,57.51,194.02,10.79,125.16,2887.72,677.21,2.66,38.37,14.78,34.4,237.98,20.93,18.12,12.33,30.43,26.64,20.8,42.49,38.84,12.73,6.69,5.24,13.19,8.62,10.52,39.56,7.23,167.83,27.24,17.21,20.22,157.95,3.63,33.07,17.21,67.01,83.61,207.49,62.46,251.85,10.43,39.75,81.78,78.38,46.75
2024-08-22,28.82,42.1,35.88,55.8,14.95,97.44,32.41,13.59,65.96,55.99,193.13,11.34,123.9,2879.07,673.23,2.6,38.31,14.73,34.42,235.5,20.6,16.87,12.34,29.4,26.51,20.63,41.95,37.16,12.55,6.66,5.14,13.08,8.57,10.5,39.1,7.12,165.38,26.57,17.16,19.81,156.26,3.69,33.86,17.07,68.26,80.35,203.31,61.81,247.85,10.27,37.59,80.8,77.8,46.29
2024-08-23,29.16,43.45,36.43,56.42,14.95,97.44,32.77,13.47,66.36,54.97,197.71,11.14,124.26,2906.25,674.56,2.6,38.52,14.78,34.18,233.83,20.67,17.22,12.43,29.1,26.58,20.15,41.54,35.62,12.37,6.66,5.03,12.88,8.34,10.63,38.65,7.1,165.38,26.54,17.28,20.01,156.83,3.51,32.84,16.94,64.83,78.72,197.1,64.15,247.6,10.11,36.27,79.22,76.5,46.02
2024-08-26,29.46,43.11,36.63,56.97,15.1,98.59,33.41,13.88,67.28,54.97,190.11,10.64,124.71,2874.95,660.37,2.64,38.48,14.98,34.5,243.72,20.82,17.28,12.5,30.33,26.53,22.14,42.08,35.82,12.7,6.77,5.17,13.03,8.82,10.62,39.97,7.21,169.46,27.06,17.79,20.42,160.05,3.33,34.09,17.01,66.31,82.37,203.57,64.39,247.6,10.82,37.51,83.66,77.95,46.29
2024-08-27,30.7,43.11,35.34,57.05,15.0,100.25,32.5,13.5,66.84,56.5,183.4,11.19,126.05,2864.65,638.66,2.58,39.12,15.42,34.21,253.2,20.44,17.27,12.8,29.82,25.73,21.96,41.4,34.87,12.41,6.8,5.07,12.97,8.52,10.55,38.49,7.14,166.19,25.36,17.79,20.08,160.05,3.51,33.64,16.81,65.22,81.59,204.02,61.25,242.69,10.4,36.1,79.02,77.22,45.49
2024-08-28,30.36,43.45,35.0,57.05,15.05,100.51,31.91,13.79,67.47,55.99,181.72,11.29,126.23,2861.77,621.15,2.58,38.94,15.19,33.67,256.63,21.15,17.2,12.4,29.95,26.03,21.79,41.87,34.69,12.42,6.91,5.15,13.27,8.54,10.36,37.93,7.08,168.64,25.53,18.1,19.94,162.86,3.69,33.52,17.01,65.22,82.44,206.05,59.23,245.92,10.45,36.19,76.46,78.09,45.76
2024-08-29,29.37,43.33,35.14,56.89,15.0,101.15,33.09,13.76,68.24,55.99,179.48,11.83,125.51,2916.96,614.28,2.62,38.92,14.73,33.91,262.25,21.88,17.55,12.74,31.12,26.56,22.41,43.11,34.49,12.83,6.94,5.23,13.46,8.87,10.44,39.39,7.21,171.91,25.79,18.14,19.94,163.42,3.87,33.86,17.07,63.5,83.68,207.62,59.72,249.27,11.19,38.75,79.22,79.53,46.22
2024-08-30,29.12,43.56,35.75,56.31,15.15,101.53,34.45,14.29,69.19,56.5,183.62,12.43,127.13,3006.75,598.32,2.65,40.16,14.78,34.06,268.14,22.18,17.79,12.9,32.29,26.97,22.53,46.1,35.64,13.14,7.05,5.3,13.67,8.95,10.65,40.13,7.29,171.5,25.48,18.24,20.28,169.03,4.05,33.98,17.27,66.54,84.69,212.39,61.49,253.02,11.3,39.17,81.78,79.03,46.82
2024-09-02,29.8,43.78,36.29,56.86,15.15,107.66,32.86,14.29,70.96,55.48,173.11,12.68,130.98,2917.79,579.93,2.62,40.39,14.91,33.23,260.37,21.49,17.24,12.6,30.86,26.16,22.21,44.36,34.46,12.63,7.03,5.22,13.52,9.06,10.41,39.1,7.14,169.46,25.07,18.07,19.88,176.6,4.26,34.43,16.87,65.14,82.52,212.06,59.64,247.98,10.98,47.03,80.4,77.15,46.48
2024-10-15,28.89,47.05,40.42,62.62,17.82,115.7,43.59,17.9,81.76,64.13,220.19,9.45,141.54,3295.84,599.43,3.07,40.73,14.34,36.46,311.14,26.35,19.52,13.88,37.14,30.89,27.81,53.52,41.46,15.81,8.13,6.33,15.93,10.87,12.14,48.08,8.22,192.33,27.35,18.82,20.96,182.92,4.57,40.46,19.08,73.72,108.4,248.38,71.72,334.47,14.27,49.85,99.84,86.53,65.62
2024-10-16,28.84,48.06,40.08,62.48,17.97,115.83,45.18,18.19,82.68,64.13,220.53,9.35,139.93,3271.36,621.59,3.12,40.76,14.33,37.14,309.97,26.02,19.63,13.92,36.62,29.85,27.35,53.42,41.12,15.64,8.09,6.35,15.91,10.73,12.08,47.54,7.94,193.14,27.75,18.73,21.03,183.48,4.81,43.52,19.01,73.41,114.21,241.26,70.68,330.47,14.06,49.52,98.36,86.39,65.02
2024-10-17,28.45,46.82,39.47,61.17,17.57,112.9,43.96,18.01,80.18,63.11,215.61,9.05,139.21,3174.26,614.06,3.09,40.67,14.21,36.48,306.26,25.98,19.38,13.86,36.27,29.87,27.02,53.03,40.72,15.41,8.02,6.31,15.8,10.51,12.14,46.46,7.62,189.88,28.13,18.42,20.56,178.29,5.05,40.23,18.74,75.75,109.95,244.07,68.9,329.44,14.88,49.52,96.98,86.25,65.22
2024-10-18,28.75,47.5,39.61,62.04,17.82,114.43,45.23,18.19,81.36,64.64,218.96,9.25,141.9,3245.63,627.13,3.16,40.98,14.53,37.53,340.68,26.88,21.09,14.39,38.54,32.14,27.99,57.23,42.78,16.42,8.4,6.52,16.37,11.21,12.51,49.28,7.76,192.73,28.94,19.13,21.51,183.06,5.29,44.21,19.01,77.7,112.66,257.53,71.16,357.97,15.19,50.35,103.88,91.15,67.67
2024-11-06,27.49,51.89,47.33,63.84,20.84,109.83,60.32,19.41,89.11,86.02,249.94,10.09,140.91,3231.94,587.02,3.38,39.34,14.05,36.85,381.95,28.29,20.33,16.12,49.92,33.69,28.42,56.64,45.43,20.83,9.24,7.13,17.28,12.68,13.63,62.52,9.5,211.52,36.52,19.83,27.57,194.7,9.97,46.93,22.08,77.93,114.68,277.32,74.06,359.77,15.43,53.66,128.25,99.24,116.61
2024-12-13,27.84,53.35,44.21,60.38,22.72,112.64,48.0,22.11,83.45,94.49,247.48,10.64,132.69,3101.65,542.95,3.13,40.25,14.09,33.14,350.45,34.87,19.47,17.74,47.09,33.2,44.33,52.68,45.31,23.68,9.93,7.85,22.49,13.24,14.18,73.26,9.3,202.94,36.08,21.68,28.25,192.88,9.34,48.64,23.74,74.88,123.59,249.04,72.13,347.64,14.72,63.51,107.93,120.53,88.62
2024-12-16,28.23,52.68,43.74,60.0,22.52,114.94,46.36,21.53,82.17,96.02,241.33,10.09,132.51,3050.61,526.94,3.12,40.78,14.38,32.67,337.11,32.77,19.2,17.66,46.3,32.61,42.3,52.17,45.14,23.79,9.94,7.94,21.83,12.92,14.24,70.53,9.3,201.72,38.22,21.4,28.52,188.25,9.37,48.41,24.08,71.15,122.04,243.94,71.64,337.05,14.61,61.61,108.32,118.22,86.37
2024-12-18,28.49,51.1,42.11,61.28,21.83,115.96,45.27,21.74,82.68,101.64,243.23,10.09,132.05,3099.99,524.71,3.07,41.19,14.48,32.97,338.63,32.85,19.16,16.88,44.02,32.9,39.45,51.43,43.12,23.8,9.65,7.36,21.28,12.67,13.86,69.96,9.39,199.27,37.12,20.48,27.77,187.4,9.91,46.59,22.61,67.59,119.48,242.7,80.59,340.28,13.72,60.78,100.43,116.49,84.17
2024-12-19,28.27,50.76,41.91,60.93,21.28,114.04,45.27,21.45,82.02,98.07,254.41,10.59,129.78,3081.32,523.6,3.05,40.14,14.33,32.61,337.3,33.12,19.15,16.91,43.07,32.75,38.94,51.38,42.58,23.55,9.7,7.26,20.62,12.74,13.97,70.96,9.17,198.45,35.45,20.3,26.89,185.86,10.27,46.14,22.41,64.2,119.33,244.86,79.22,345.06,13.82,57.8,99.64,124.71,83.91
2024-12-20,27.92,51.66,42.25,60.02,21.09,110.72,45.5,21.5,81.43,96.02,256.2,11.04,126.6,3057.67,516.93,3.01,38.67,14.19,31.97,352.67,33.94,19.36,19.12,42.93,33.0,38.03,52.42,43.23,24.16,10.36,7.42,20.72,12.78,13.89,71.0,9.06,197.23,36.66,20.02,26.89,186.0,10.78,46.25,23.08,60.98,121.19,243.09,80.11,356.42,13.77,58.21,101.61,121.32,85.7
2025-02-17,26.43,50.42,38.73,59.04,19.16,98.85,49.5,19.9,79.7,81.21,274.99,18.45,119.88,2921.98,547.39,2.88,33.82,13.71,35.12,353.93,32.38,18.77,17.58,41.45,29.9,42.44,47.18,41.27,23.26,10.94,7.05,20.33,11.4,14.81,73.76,8.4,190.28,40.18,21.07,24.37,166.64,14.3,42.27,20.14,49.78,117.62,219.96,69.95,347.12,15.48,54.07,97.47,109.05,79.73
2025-02-18,26.3,50.09,37.92,58.36,18.61,98.08,46.36,19.26,78.86,79.17,277.45,19.39,118.7,2902.89,549.84,2.84,33.13,13.73,34.93,360.05,33.54,18.49,17.2,40.01,29.42,42.19,46.46,40.41,22.64,10.55,6.98,19.91,11.26,14.56,71.71,8.27,189.06,44.18,21.44,23.55,164.26,15.02,41.48,19.61,49.86,117.0,224.41,68.26,348.03,14.98,52.75,91.55,105.01,77.26
2025-02-19,25.91,49.97,37.92,58.44,18.66,97.83,47.09,19.61,78.79,79.17,267.27,20.38,118.34,2890.03,549.84,2.84,32.59,13.58,34.8,374.2,36.24,18.79,17.58,40.76,30.21,42.8,47.8,41.16,23.87,11.18,7.18,20.11,11.39,15.32,71.35,8.29,189.47,42.63,21.54,24.16,164.68,15.65,41.82,19.61,49.95,118.32,222.12,69.47,367.39,15.22,53.16,93.52,105.95,78.93
2025-03-11,24.95,48.29,37.1,59.56,19.6,97.83,48.46,20.51,81.58,74.57,292.77,20.48,122.15,2870.53,541.17,2.91,31.63,13.1,35.08,373.46,37.4,20.09,20.41,47.68,30.8,49.08,50.78,52.51,29.1,11.11,7.88,22.83,12.25,16.67,76.54,8.7,201.31,51.99,22.29,26.27,180.39,16.82,46.14,20.28,48.65,138.46,225.39,75.83,367.0,14.53,55.98,92.93,116.92,87.42
2025-03-12,24.77,48.29,36.49,60.76,19.3,97.44,49.14,20.28,83.45,74.57,288.07,20.43,120.88,2814.51,544.06,2.9,31.25,13.05,35.53,374.75,37.67,20.02,20.12,46.55,30.56,50.62,50.42,51.64,29.42,11.09,8.02,22.99,12.22,16.52,75.28,8.71,199.68,52.16,21.77,26.48,179.55,16.88,47.39,20.41,51.08,136.06,224.67,79.38,362.1,14.51,55.4,92.73,115.33,87.35
2025-03-13,25.08,48.51,36.36,60.43,20.64,101.15,47.32,20.11,83.71,79.17,288.52,20.53,123.97,2823.64,543.39,2.89,33.13,13.3,36.1,368.89,35.78,20.02,19.9,45.61,30.06,50.1,49.33,51.11,28.46,10.7,7.84,23.09,12.05,15.95,74.77,8.66,199.27,52.74,21.61,24.57,180.25,16.07,46.82,20.28,52.64,131.96,225.06,79.54,357.19,14.35,54.4,89.87,114.9,83.95
2025-03-14,25.38,49.07,37.31,60.68,20.49,100.38,47.59,20.51,84.33,78.15,285.61,21.28,123.79,2897.91,563.18,2.95,33.19,13.34,37.21,368.56,36.86,20.02,20.06,48.14,30.45,49.04,50.07,51.75,29.79,10.79,8.19,23.07,12.24,16.27,76.1,8.7,202.13,54.47,21.37,24.64,185.16,16.28,48.3,22.28,52.82,134.05,230.55,76.48,359.65,14.51,55.73,90.96,116.85,84.68
2025-03-31,25.08,48.85,36.63,62.37,20.05,96.68,44.5,19.35,81.58,73.55,276.33,22.03,120.97,2788.79,597.64,2.97,32.55,13.98,38.57,400.22,40.17,19.36,20.67,45.62,28.88,49.48,53.17,46.34,27.28,10.28,7.7,19.33,12.06,16.85,68.98,8.48,202.53,54.67,19.41,25.39,190.91,17.24,45.57,23.21,55.68,133.66,216.96,76.48,368.81,12.93,51.26,83.95,122.4,80.14
2025-04-01,25.08,49.3,36.9,62.62,20.29,98.59,44.14,20.05,80.37,74.57,278.01,21.93,122.06,2784.22,590.53,3.0,32.98,14.04,38.17,399.55,39.32,19.67,20.81,46.5,29.35,50.83,53.14,47.28,28.82,10.44,7.88,21.15,12.23,16.73,69.05,8.9,202.94,56.49,19.24,25.39,193.72,16.82,47.27,22.74,58.2,139.39,217.74,75.59,375.27,13.06,52.66,84.84,125.8,79.53
2025-04-02,25.17,48.96,36.83,62.48,20.05,98.08,44.96,20.02,80.59,74.06,283.93,23.02,120.61,2763.06,576.3,2.93,33.21,13.9,37.25,393.17,38.52,19.82,20.79,46.52,29.71,50.96,53.19,47.24,28.72,10.55,7.95,22.79,12.2,17.25,71.18,9.28,200.49,55.51,19.31,25.59,193.44,16.64,46.93,22.68,58.03,138.31,219.77,73.66,367.39,12.98,51.92,84.45,122.48,78.8
2025-04-03,25.3,49.41,37.1,61.91,20.0,98.21,44.91,20.34,79.7,74.57,272.86,23.77,119.97,2727.79,582.3,2.94,32.96,13.85,36.42,384.76,36.95,19.48,20.14,44.73,29.39,48.33,51.91,46.38,28.51,10.41,7.75,22.35,12.05,17.0,70.29,9.23,199.27,54.61,19.15,25.46,182.35,17.09,46.71,22.81,56.99,137.07,214.28,72.85,360.81,12.98,52.0,83.85,119.59,77.53
