date,sh600028_daily,sh600075_daily,sh600078_daily,sh600096_daily,sh600121_daily,sh600123_daily,sh600133_daily,sh600135_daily,sh600141_daily,sh600157_daily,sh600160_daily,sh600165_daily,sh600188_daily,sh600309_daily,sh600547_daily,sh601212_daily,sh601225_daily,sh601857_daily,sh601899_daily,sh688019_daily,sh688028_daily,sh688106_daily,sh688129_daily,sh688133_daily,sh688146_daily,sh688196_daily,sh688268_daily,sh688357_daily,sh688388_daily,sh688571_daily,sh688585_daily,sh688669_daily,sh688707_daily,sh688722_daily,sh688778_daily,sz000059_daily,sz000060_daily,sz000096_daily,sz000301_daily,sz000420_daily,sz000422_daily,sz000506_daily,sz000510_daily,sz000523_daily,sz000525_daily,sz300019_daily,sz300037_daily,sz300041_daily,sz300054_daily,sz300057_daily,sz300082_daily,sz300107_daily,sz300109_daily,sz300121_daily
2025-04-22,24.9,47.61,35.34,60.27,18.71,92.33,41.09,20.16,74.27,69.46,273.42,24.61,113.16,2243.98,754.83,2.9,33.32,13.63,39.38,412.13,31.56,18.27,22.31,51.46,28.02,45.76,56.59,42.93,27.8,10.34,7.6,20.9,11.9,18.91,66.47,9.12,189.88,51.62,19.36,23.55,169.03,20.75,65.57,23.48,58.73,135.98,201.02,64.23,395.02,12.06,49.93,75.86,107.32,78.26
2025-04-23,24.86,47.61,35.28,60.76,18.71,92.21,41.27,20.25,74.49,69.46,275.77,25.85,112.62,2284.22,696.8,2.82,33.24,13.61,37.87,408.11,32.98,18.24,22.55,50.45,28.12,45.25,55.24,43.05,27.89,10.36,7.67,21.11,11.86,19.79,67.27,9.56,188.24,50.72,19.71,25.93,168.19,19.7,68.3,23.14,59.33,140.25,201.61,65.2,390.76,12.11,50.35,78.13,109.34,78.73
2025-04-25,24.86,48.62,35.21,61.47,20.05,92.08,41.05,19.76,74.78,71.0,281.25,26.2,112.89,2325.72,681.68,2.77,32.86,13.54,37.57,396.69,32.88,18.37,22.02,48.12,27.83,44.65,52.63,42.51,27.39,10.33,7.64,20.88,11.43,19.23,66.6,9.56,189.06,50.35,20.25,24.84,167.07,20.72,67.62,22.94,60.29,136.99,201.15,63.91,385.72,11.98,50.84,75.96,107.61,80.0
2025-04-28,24.99,46.82,35.34,62.18,18.12,90.04,39.95,19.41,73.86,69.46,283.6,24.91,111.53,2290.03,685.91,2.73,32.49,13.64,37.59,400.0,31.59,17.57,21.82,48.65,27.82,44.81,52.89,41.9,26.86,10.2,7.48,21.12,11.28,19.05,69.24,9.87,187.02,50.72,20.16,24.03,153.74,21.47,60.91,22.21,57.68,135.52,198.14,66.57,385.46,12.01,49.85,73.4,104.79,81.34
2025-05-06,24.68,46.94,36.49,60.87,18.22,87.23,41.27,20.34,75.26,69.46,306.52,24.06,113.25,2284.64,687.24,2.86,31.57,13.54,37.8,448.61,33.75,19.34,22.11,47.27,28.56,44.42,55.93,45.16,26.55,10.58,7.78,22.74,11.93,23.64,71.32,9.72,186.2,53.46,20.91,25.39,157.11,20.75,53.07,21.48,60.03,147.07,211.21,70.27,395.66,12.56,51.17,79.32,112.95,80.14
2025-05-07,24.99,47.5,36.97,63.14,18.22,87.48,41.41,20.66,76.43,69.97,309.65,23.12,113.34,2299.99,691.91,2.85,31.71,13.78,38.42,440.15,33.51,18.85,22.26,47.19,28.7,44.09,55.65,44.96,27.18,10.62,8.39,22.68,12.04,24.78,70.74,10.01,186.61,51.13,20.86,25.32,172.82,20.75,52.39,21.74,59.68,145.67,210.1,71.32,390.76,12.61,52.25,79.91,115.62,79.8
2025-05-08,24.9,47.61,36.63,62.51,18.22,87.1,42.41,21.12,75.85,69.97,301.71,24.26,112.98,2300.82,675.01,2.83,31.98,13.7,37.8,445.82,34.39,19.07,22.84,46.69,28.8,44.43,55.59,46.0,26.36,10.67,8.15,22.72,12.08,23.7,70.42,9.83,185.79,48.99,21.12,25.32,168.33,21.41,52.16,21.81,60.98,143.89,211.28,72.77,383.14,12.85,52.58,80.9,114.54,80.0
2025-05-09,24.9,47.27,36.49,62.64,18.12,86.46,41.41,20.92,75.0,69.46,299.81,25.46,112.62,2277.59,671.68,2.82,32.16,13.78,37.57,438.29,33.28,19.59,22.28,44.83,28.53,44.5,54.01,45.08,25.01,10.57,7.93,22.93,11.95,24.36,69.64,9.59,184.98,48.01,21.14,25.05,164.4,21.47,55.23,22.28,60.98,142.8,208.14,71.64,377.2,12.61,51.75,79.32,114.25,78.13
2025-05-12,24.95,47.39,36.49,62.51,18.22,86.59,41.55,21.12,75.85,69.97,300.15,25.51,112.71,2385.05,651.67,2.83,32.01,13.85,37.7,435.91,34.96,19.19,22.16,45.05,29.22,43.77,54.16,45.53,25.3,10.6,7.92,23.57,12.34,25.91,72.67,9.83,187.02,49.02,21.44,25.93,165.24,21.38,54.55,21.94,60.29,145.17,211.73,72.93,368.94,12.74,53.08,80.9,121.39,78.0
2025-05-13,25.08,47.72,36.22,62.73,18.41,86.33,41.23,21.85,75.88,69.97,298.92,25.46,114.71,2363.48,662.34,2.82,32.06,13.95,37.8,429.31,34.69,19.06,22.19,45.05,28.95,44.76,53.29,45.66,25.76,10.62,7.94,24.41,12.21,25.3,70.83,9.87,186.61,50.9,22.05,25.39,170.29,22.16,57.73,22.08,60.29,149.03,210.03,73.01,369.2,12.67,54.73,80.11,119.59,78.87
2025-05-14,25.52,48.06,36.29,63.6,18.51,87.23,41.73,21.59,76.1,69.97,302.16,24.81,117.7,2418.66,651.0,2.84,32.47,14.17,38.1,431.33,34.41,19.03,23.51,44.75,28.86,44.84,53.76,45.12,25.17,10.54,7.82,25.43,12.09,24.62,69.48,9.76,189.06,48.76,21.94,27.91,178.01,22.28,61.48,22.01,59.85,144.69,209.19,72.61,369.84,12.69,56.56,79.91,121.32,78.73
2025-05-15,25.3,48.4,36.16,63.84,18.56,87.1,41.41,21.56,75.48,69.46,298.02,24.36,116.89,2382.98,648.11,2.81,32.78,14.09,37.23,425.26,33.64,19.07,23.94,43.98,28.72,44.84,50.95,44.98,25.01,10.51,7.79,24.72,11.89,24.16,68.83,9.7,187.02,48.53,21.56,30.7,171.83,22.01,60.68,22.14,60.38,140.13,204.81,72.29,363.39,12.51,53.66,79.02,118.29,76.13
2025-06-24,25.41,48.06,38.05,64.46,19.06,82.24,41.32,21.33,78.65,68.95,306.6,22.42,115.88,2238.55,695.91,3.02,34.03,15.24,40.04,445.43,31.83,18.96,30.75,44.29,28.56,49.93,49.99,48.62,27.26,10.9,7.76,25.27,14.84,21.13,85.72,9.61,184.57,38.04,19.5,26.27,166.57,27.09,57.16,22.01,68.45,139.73,231.54,75.3,363.78,14.14,61.85,78.59,119.81,98.42
2025-06-25,25.46,48.06,39.41,63.71,19.11,82.12,41.55,21.42,79.11,68.95,310.1,23.37,115.79,2254.11,711.48,3.02,33.56,15.21,41.01,446.61,32.21,18.97,30.12,45.46,28.85,49.47,50.23,50.44,28.89,10.91,7.78,24.56,14.26,21.56,88.03,9.64,186.2,37.84,19.62,26.48,167.0,27.0,57.05,22.01,65.41,158.32,230.87,76.2,368.04,14.09,63.18,78.89,121.39,98.55
2025-06-26,25.59,47.84,38.93,63.45,19.11,81.48,41.18,21.65,78.72,68.44,308.41,23.42,115.22,2235.61,727.26,3.07,33.16,15.3,40.99,441.89,32.0,18.82,29.16,44.33,28.73,49.92,49.63,50.3,28.37,10.87,7.78,23.84,14.06,21.96,84.96,9.66,186.91,37.7,19.55,26.34,164.86,26.49,56.71,21.88,64.2,154.85,235.31,76.53,361.45,13.85,62.52,78.69,118.22,94.65
2025-06-27,25.37,47.84,38.39,64.98,19.5,83.14,41.45,22.0,79.19,68.44,311.46,23.57,115.32,2244.86,706.81,3.18,33.56,15.09,42.72,448.16,32.33,18.8,27.96,44.29,28.71,50.02,49.87,50.2,28.69,10.91,7.82,24.42,14.01,21.43,83.27,10.23,191.49,37.09,19.43,26.27,171.13,27.69,57.5,21.81,63.68,152.41,231.6,76.28,360.94,14.51,61.52,78.0,118.51,99.96
2025-06-30,25.28,47.84,38.39,63.62,19.5,83.27,41.57,22.46,79.15,68.44,323.53,23.27,115.32,2281.44,709.92,3.16,33.45,14.96,42.11,471.19,32.91,19.15,28.63,45.7,29.25,53.58,51.81,52.12,29.21,11.22,7.97,25.42,14.01,22.12,80.98,9.9,190.65,37.84,19.5,26.55,169.99,29.49,57.84,21.74,64.46,155.48,232.93,77.19,370.23,14.38,61.77,79.19,119.73,100.97
2025-07-01,25.37,47.84,38.32,63.94,19.5,82.5,42.68,22.29,79.69,67.93,327.14,22.97,115.03,2269.66,740.6,3.29,33.47,15.12,42.98,494.78,32.95,18.97,30.52,46.95,30.43,54.73,51.82,51.6,28.37,11.39,7.97,26.19,14.17,22.02,82.46,10.21,192.74,37.81,19.9,27.23,168.99,28.5,58.18,21.88,65.5,151.86,228.43,79.15,388.43,15.41,62.35,78.59,124.42,103.05
2025-07-09,25.46,49.19,38.86,64.84,20.39,85.05,41.66,22.7,82.23,72.02,310.78,21.93,116.83,2289.0,698.14,3.18,33.35,15.02,40.82,459.08,32.79,18.89,28.05,48.67,29.73,51.93,52.15,49.57,31.87,11.68,9.57,25.42,13.66,22.66,81.05,10.03,193.15,37.15,19.85,26.68,166.0,31.23,57.5,22.08,64.11,161.94,220.82,77.19,365.84,14.96,60.7,76.91,120.24,100.5
2025-07-10,25.82,50.1,38.66,66.43,20.94,87.23,41.76,22.78,84.16,72.53,301.75,21.78,118.16,2371.84,691.91,3.21,33.71,15.16,40.69,459.64,32.73,18.78,28.92,47.17,29.7,48.85,52.46,49.66,30.93,11.57,11.48,25.48,13.7,22.78,79.77,9.97,196.07,37.01,20.2,26.89,166.85,32.47,57.84,22.14,62.46,191.56,221.41,80.54,366.87,14.75,60.7,76.42,120.31,99.22
2025-07-11,25.59,49.99,39.07,65.48,20.79,86.97,41.94,22.55,84.97,73.55,301.42,22.87,116.83,2342.82,692.36,3.32,33.62,15.14,40.8,459.92,33.23,18.77,28.06,48.71,30.0,50.27,52.49,50.37,30.7,11.58,13.78,25.93,13.75,22.12,80.01,9.84,199.81,37.08,20.3,27.16,167.43,31.02,58.07,22.08,62.11,176.99,221.81,78.99,368.42,14.67,60.86,76.32,120.53,98.82
2025-07-14,25.86,49.65,40.69,65.74,21.83,86.97,42.17,22.73,85.78,74.06,306.6,22.22,117.4,2323.06,700.14,3.55,33.83,15.54,41.21,464.73,33.98,18.69,28.05,48.54,30.27,50.61,52.15,50.77,30.8,11.61,16.53,26.6,13.75,22.5,79.86,9.7,200.23,36.5,20.23,28.18,168.14,32.14,57.73,22.14,61.68,180.61,222.67,81.94,366.87,14.78,60.94,76.32,119.65,97.81
2025-07-15,25.82,48.63,40.42,66.23,20.84,84.49,41.85,22.43,89.02,71.0,305.82,21.63,115.79,2313.39,698.36,3.28,33.28,15.63,41.29,455.17,33.85,18.52,28.05,47.78,29.97,50.82,52.15,51.15,30.88,11.52,19.84,26.6,13.44,22.28,80.33,9.33,198.56,35.69,20.02,27.5,170.42,32.68,55.0,21.54,55.86,172.5,219.36,79.32,361.58,14.54,59.45,75.13,119.65,99.49
2025-07-16,25.82,48.74,39.54,65.74,20.39,84.49,43.42,22.49,88.94,71.0,306.27,21.98,115.98,2305.82,695.02,3.22,32.96,15.72,41.34,457.25,34.11,18.6,28.16,47.52,30.08,50.52,51.68,51.16,31.34,11.54,23.8,26.47,13.51,23.11,80.45,9.29,196.07,35.98,20.02,27.84,168.85,33.94,55.23,21.68,56.55,177.38,218.37,78.25,365.45,14.46,59.62,75.43,119.13,96.4
2025-07-17,25.68,48.74,40.42,65.24,20.54,84.75,42.82,22.7,88.48,71.0,304.01,22.82,116.07,2318.86,680.57,3.24,32.98,15.59,41.18,455.36,34.29,18.83,28.05,48.14,30.41,50.52,52.17,52.21,32.3,11.76,28.57,27.09,13.93,23.07,80.64,9.42,195.65,36.12,20.09,28.32,176.84,33.79,55.57,21.61,57.68,176.2,222.01,79.48,367.92,14.75,60.03,78.89,124.63,97.47
2025-07-18,26.08,49.31,41.64,66.84,20.44,85.53,42.77,22.7,91.64,71.51,303.67,22.27,117.02,2511.01,688.13,3.28,33.28,15.59,42.05,459.08,34.24,19.03,27.79,50.02,30.42,49.33,52.57,53.36,29.71,11.94,34.28,27.05,13.94,22.88,84.4,9.46,199.4,36.01,20.39,28.45,185.82,33.79,55.46,21.61,58.03,174.47,221.41,83.82,375.56,14.88,60.7,78.59,123.82,98.42
2025-07-22,27.03,51.91,42.72,72.54,22.03,92.85,43.01,22.96,96.38,75.08,310.21,21.88,128.49,2651.02,709.25,3.46,36.68,15.77,43.73,465.63,36.23,19.06,27.42,51.41,30.56,50.18,52.89,53.68,29.66,12.03,49.36,27.46,14.27,23.01,87.29,10.49,208.14,36.18,21.7,28.11,196.66,32.17,56.14,22.01,56.99,182.97,231.87,83.99,366.36,14.99,65.91,80.37,126.17,97.61
2025-07-23,26.98,51.68,42.45,72.05,21.38,91.93,42.82,22.61,96.84,74.06,309.65,21.58,126.5,2599.73,706.81,3.45,36.56,15.65,43.65,478.33,35.38,19.03,26.81,51.26,30.24,51.31,53.41,52.83,29.02,12.03,59.1,28.22,14.0,22.47,83.37,10.41,206.89,35.89,21.33,27.64,195.8,32.44,55.23,21.81,57.25,181.56,230.15,85.38,366.36,14.72,63.51,79.09,125.07,98.48
2025-07-24,26.8,52.25,43.2,71.67,21.68,93.37,43.1,22.87,97.88,78.15,306.6,21.58,128.2,2628.32,688.89,3.5,37.03,15.38,43.45,481.81,35.4,19.33,26.79,53.5,30.62,49.26,54.34,54.8,29.59,12.16,57.77,27.48,14.54,22.22,85.44,10.16,211.47,36.3,21.28,28.18,202.36,31.78,55.57,22.54,61.51,179.51,235.64,84.81,370.38,14.96,64.34,79.58,126.02,99.96
2025-07-25,26.71,52.02,43.81,71.67,22.52,92.32,42.77,22.75,97.15,77.12,303.67,21.43,126.12,2648.08,684.65,3.41,36.09,15.17,42.87,489.13,35.27,19.36,28.44,54.39,30.92,50.14,55.07,55.0,30.23,12.09,67.67,28.78,14.44,21.98,84.19,10.01,207.72,36.38,21.33,27.98,201.51,31.72,55.12,22.21,64.63,173.92,234.98,83.25,380.87,14.93,63.35,78.99,125.95,101.3
