date,sh600061_daily,sh600095_daily,sh600109_daily,sh600120_daily,sh600155_daily,sh600919_daily,sh600958_daily,sh600999_daily,sh601211_daily,sh601688_daily,sh601788_daily,sh601881_daily,sh601901_daily,sh601933_daily,sh601995_daily,sz000166_daily,sz000415_daily,sz000417_daily,sz000419_daily,sz000776_daily,sz300059_daily,sz300085_daily
2024-10-18,77.61,26.04,82.73,356.3,22.47,13.86,12.86,43.37,26.43,23.3,22.71,17.08,9.05,27.8,36.88,8.28,67.68,96.36,86.24,101.96,1864.55,502.85
2024-11-06,83.08,28.23,85.97,418.01,23.83,14.1,13.62,43.6,26.86,26.5,23.38,18.32,9.47,43.4,37.98,8.76,117.3,104.09,91.88,109.0,2148.09,591.0
2024-12-13,79.73,27.11,82.91,442.7,23.28,14.09,13.25,42.02,24.97,24.5,25.2,17.88,9.33,65.6,36.78,8.42,97.55,135.81,107.59,104.68,2145.65,513.4
2024-12-16,78.72,26.45,82.19,429.53,22.93,14.18,13.05,41.31,24.79,24.15,24.69,17.73,9.18,70.1,36.42,8.32,96.83,139.58,114.42,103.67,2092.03,511.97
2024-12-18,78.82,25.86,81.56,441.87,22.64,14.47,12.96,41.63,24.67,24.38,24.6,17.81,9.17,63.03,36.17,8.35,95.14,125.9,104.0,103.04,2096.9,519.12
2024-12-19,77.91,25.97,81.56,443.52,22.61,14.33,12.95,41.46,24.64,24.42,24.41,17.8,9.13,57.44,35.88,8.33,93.69,124.12,101.44,103.41,2100.15,502.63
2024-12-20,79.03,26.32,81.74,431.18,22.73,14.43,12.9,41.4,24.64,24.32,24.37,17.83,9.17,57.07,36.24,8.4,94.18,123.92,102.64,103.16,2121.28,512.3
2025-02-17,75.07,24.23,79.58,629.49,22.0,14.89,12.23,39.86,23.2,24.21,22.96,17.23,8.62,50.74,34.26,8.12,87.91,110.83,100.42,101.2,1979.91,463.5
2025-02-18,72.95,23.61,77.69,603.98,21.25,15.08,11.86,39.0,22.91,23.71,22.29,16.75,8.39,47.8,33.35,7.95,85.5,106.07,95.46,98.1,1895.42,428.22
2025-02-19,73.55,23.82,77.78,646.77,21.45,15.0,11.95,39.21,23.09,23.83,22.58,17.38,8.48,47.98,34.5,8.02,85.75,106.87,96.32,98.42,1935.23,442.84
2025-03-11,71.93,23.36,77.07,578.47,21.28,14.83,11.73,38.47,23.8,23.98,22.49,18.88,8.57,44.96,36.22,7.84,79.96,110.83,100.08,97.47,1899.48,406.68
2025-03-12,72.24,23.43,77.43,589.17,22.03,14.67,11.8,38.55,23.71,23.94,22.61,20.12,8.56,44.13,37.29,7.85,79.72,111.03,98.88,97.54,1918.17,421.3
2025-03-13,72.03,23.33,77.52,571.06,21.77,14.86,11.73,38.21,23.59,23.91,22.49,20.44,8.48,42.66,36.95,7.82,78.04,110.83,98.2,97.09,1897.04,408.44
2025-03-14,74.57,23.92,79.4,579.29,22.32,14.7,12.04,39.32,24.11,24.57,23.02,21.75,8.69,45.23,38.05,8.02,80.93,121.93,104.0,100.06,1984.79,472.41
2025-03-31,71.63,26.32,75.18,526.63,20.78,15.11,11.54,38.04,22.6,22.47,21.95,19.33,8.22,43.95,35.36,7.65,80.21,110.24,98.03,101.9,1834.49,395.25
2025-04-01,71.63,26.56,75.72,520.87,20.84,15.24,11.47,38.23,22.61,22.28,22.08,18.94,8.25,42.39,35.53,7.65,80.21,110.04,98.54,102.72,1803.61,377.88
2025-04-02,71.93,28.61,76.35,523.34,21.3,15.51,11.47,38.68,22.66,22.26,22.05,19.19,8.26,42.57,35.6,7.68,82.13,109.64,97.51,101.96,1823.11,382.39
2025-04-03,72.14,29.13,76.26,515.93,21.16,15.49,11.46,38.59,22.5,22.09,22.03,19.11,8.25,46.79,35.4,7.7,75.39,111.62,99.05,102.4,1823.92,382.83
2025-04-22,70.21,29.23,71.67,485.49,19.44,15.81,11.15,36.11,22.41,21.48,20.99,18.54,7.87,50.28,34.34,7.34,69.37,133.43,105.03,97.09,1674.48,347.54
2025-04-23,69.5,29.27,71.58,488.78,19.44,15.68,11.18,36.3,22.46,21.69,20.92,18.67,7.83,50.1,34.27,7.31,69.13,124.91,102.12,96.78,1680.18,351.39
2025-04-25,69.6,29.06,73.65,481.37,19.44,15.8,11.21,36.24,22.61,21.81,20.92,18.67,7.84,49.91,34.15,7.36,70.81,120.55,102.98,97.91,1686.7,346.12
2025-04-28,69.2,27.77,73.29,473.14,18.95,16.11,11.18,36.22,22.61,21.66,20.68,18.48,7.73,49.64,33.65,7.33,71.53,115.59,92.73,97.47,1675.29,340.73
2025-05-06,70.72,28.02,73.74,510.17,19.01,15.92,11.36,35.49,22.69,21.96,21.09,18.39,8.01,47.98,34.16,7.39,80.45,113.61,92.56,99.12,1710.33,356.78
2025-05-07,71.12,28.68,73.83,504.41,19.21,16.16,11.42,35.79,22.82,22.26,21.11,18.6,8.03,48.72,34.48,7.4,77.56,115.99,93.76,99.87,1731.51,353.04
2025-05-08,71.22,28.33,74.01,513.46,19.36,16.56,11.47,35.85,22.85,22.34,21.23,18.84,8.06,48.99,34.71,7.42,77.07,116.78,94.44,100.51,1729.07,352.38
2025-05-09,70.72,27.46,73.02,497.83,19.01,16.86,11.36,35.43,22.79,22.23,20.95,18.41,8.1,47.34,34.12,7.36,76.35,113.01,92.39,99.68,1697.29,342.05
2025-05-12,71.73,28.29,74.64,501.12,19.42,16.89,11.67,36.22,23.15,22.77,21.36,19.19,8.16,48.08,34.9,7.47,77.32,112.22,92.05,101.2,1769.81,359.96
2025-05-13,71.63,27.95,74.55,500.3,19.33,17.2,11.52,36.05,23.11,22.61,21.19,18.97,8.09,48.17,34.68,7.45,77.56,113.81,92.39,101.71,1747.81,355.46
2025-05-14,73.25,28.99,76.53,506.06,19.82,17.15,11.82,36.95,23.75,23.7,21.76,19.64,8.28,47.89,35.67,7.64,80.45,114.2,92.9,109.42,1835.81,400.74
2025-05-15,72.24,28.09,75.81,491.25,19.39,17.15,11.57,36.22,23.5,23.34,21.47,19.3,8.13,46.98,34.97,7.51,79.96,113.01,92.9,107.02,1777.96,378.76
2025-06-24,74.87,31.56,77.61,493.28,19.82,18.98,11.78,36.62,24.43,23.66,22.92,19.79,8.27,44.59,35.94,7.65,78.04,110.24,95.46,106.32,1777.14,444.6
2025-06-25,77.4,34.72,79.94,510.81,20.64,19.34,12.15,38.08,26.65,24.43,23.59,20.43,8.51,44.87,36.88,7.9,81.65,112.22,99.22,109.74,1955.59,515.38
2025-06-26,77.0,36.11,79.22,507.47,20.49,19.79,12.07,37.91,25.51,24.35,23.5,20.04,8.4,44.41,36.32,7.85,80.45,112.42,97.68,109.1,1884.7,488.45
2025-06-27,76.49,35.86,78.86,507.47,20.4,19.07,12.01,37.99,25.25,24.34,23.26,19.91,8.38,44.41,36.35,7.87,80.69,112.42,97.68,110.3,1877.37,492.41
2025-06-30,76.19,34.82,78.86,504.97,20.23,18.99,11.96,37.65,25.17,24.2,23.15,19.95,8.35,44.96,36.21,7.79,80.21,112.22,97.17,108.75,1884.7,484.28
2025-07-01,75.68,34.27,78.5,499.96,20.08,19.31,11.91,37.33,25.31,24.17,22.9,19.86,8.31,44.5,36.05,7.74,80.45,112.02,98.03,108.1,1864.33,483.18
2025-07-09,77.91,41.94,82.18,517.49,20.46,19.6,12.03,37.37,25.33,24.48,22.97,19.86,8.34,43.95,36.37,7.85,83.82,113.61,99.22,111.15,1868.41,468.78
2025-07-10,79.33,39.54,82.73,542.53,20.72,19.75,12.14,37.59,25.47,24.74,23.12,20.04,8.42,44.68,36.68,7.95,85.5,114.2,99.73,112.96,1886.33,471.97
2025-07-11,80.04,39.68,87.1,540.02,21.28,19.3,12.86,37.99,26.14,25.04,23.71,20.28,8.57,44.87,37.27,8.19,87.43,114.61,100.08,114.44,1944.18,485.7
2025-07-14,79.03,37.98,85.92,527.5,20.75,19.39,12.6,37.89,25.74,24.88,23.38,20.19,8.47,44.22,36.82,8.1,84.54,114.81,100.59,114.96,1924.63,466.69
2025-07-15,78.42,37.95,84.92,523.33,20.78,19.1,12.7,38.21,25.43,24.8,23.2,20.0,8.51,43.4,36.61,8.09,82.61,112.18,98.54,115.16,1917.3,459.77
2025-07-16,78.01,38.15,84.55,525.0,20.93,18.94,12.65,37.92,25.29,24.62,23.11,20.12,8.48,43.49,36.54,8.04,84.06,113.19,100.08,113.35,1908.33,460.43
2025-07-17,78.7,37.98,85.19,524.17,21.42,18.97,12.67,38.03,25.35,24.82,23.26,20.15,8.54,43.76,37.01,8.12,86.23,113.6,100.25,113.93,1923.0,466.14
2025-07-18,79.11,37.95,85.1,524.17,21.13,19.07,12.77,38.92,25.81,25.12,23.16,20.22,8.48,43.58,37.09,8.15,87.91,113.6,101.1,116.97,1916.48,462.07
2025-07-22,79.84,40.24,85.56,521.66,21.36,18.57,13.57,39.25,25.98,25.83,23.44,20.65,8.63,43.67,37.67,8.35,85.75,115.82,102.47,121.56,1918.11,486.47
2025-07-23,79.84,39.47,85.56,518.32,21.25,18.57,13.5,39.56,26.27,26.51,23.48,20.64,8.67,45.05,37.67,8.32,85.26,115.41,101.27,126.41,1931.96,483.95
2025-07-24,81.48,40.1,87.92,525.84,22.0,18.29,14.2,40.48,26.67,27.38,24.18,21.15,8.87,45.23,38.38,8.51,88.4,116.83,102.98,129.84,1981.67,492.85
2025-07-25,80.56,39.16,87.1,519.99,21.92,18.41,14.37,40.13,26.92,27.03,24.33,20.99,8.94,44.59,38.08,8.44,88.4,116.02,102.47,128.94,1954.78,476.03
