date,sh600136_daily,sh600138_daily,sh600158_daily,sz000156_daily,sz000428_daily,sz000430_daily,sz000524_daily,sz000526_daily,sz300010_daily,sz300012_daily,sz300027_daily,sz300031_daily,sz300043_daily,sz300052_daily,sz300058_daily,sz300063_daily,sz300071_daily,sz300079_daily,sz300081_daily,sz300113_daily
2025-05-13,5.21,52.99,52.65,15.01,41.99,35.03,59.31,130.12,40.72,227.64,37.01,192.39,76.45,25.09,168.74,68.76,57.01,67.65,32.42,225.84
2025-05-14,5.23,52.99,52.71,15.09,41.85,35.54,59.71,130.74,40.61,228.03,37.16,186.24,76.88,25.39,170.67,68.29,57.35,68.03,32.88,225.01
2025-05-15,5.21,52.56,52.39,14.8,41.99,35.4,58.82,132.47,39.39,223.1,36.56,182.95,75.4,25.44,164.88,67.58,55.57,66.27,32.02,218.75
2025-06-24,4.96,52.66,55.73,15.23,43.43,37.01,57.53,116.55,42.04,231.7,40.18,167.44,97.57,25.9,171.36,63.65,54.79,72.45,33.94,216.26
2025-06-25,4.98,53.15,55.86,15.34,43.56,36.69,57.93,118.7,44.08,233.69,40.34,168.94,97.15,25.95,174.34,64.28,55.34,73.84,34.3,220.4
2025-06-26,4.98,53.53,55.46,15.34,44.35,36.46,59.27,117.34,43.09,231.3,40.03,166.76,97.15,26.12,174.07,68.84,55.68,73.96,34.35,221.1
2025-06-27,5.01,53.37,55.2,15.34,43.83,35.72,58.48,118.21,44.58,228.71,40.34,165.6,96.73,26.01,175.42,67.19,55.68,73.59,35.82,220.15
2025-06-30,5.13,53.53,55.4,15.36,43.7,36.78,58.53,118.01,45.74,232.7,40.49,171.06,102.22,26.44,177.31,67.66,56.01,73.84,35.92,234.64
2025-07-01,5.08,53.48,55.33,15.25,43.56,37.52,58.43,121.17,48.17,231.5,40.34,170.17,107.29,26.36,174.61,66.56,55.23,73.08,35.62,234.64
2025-07-09,4.96,53.53,55.46,15.63,44.62,37.2,59.42,118.9,48.88,238.47,41.7,162.86,102.01,29.55,174.88,67.5,56.34,75.61,35.87,233.45
2025-07-10,4.98,53.81,55.86,15.75,45.14,37.01,59.52,118.06,49.88,240.06,41.54,160.87,103.91,29.29,175.69,69.07,56.34,75.49,36.28,231.67
2025-07-11,4.98,53.81,55.66,15.79,45.28,35.17,59.42,118.77,47.34,243.44,41.85,161.28,103.06,29.1,176.23,67.58,56.68,75.99,36.02,233.09
2025-07-14,4.98,53.7,55.33,15.57,44.88,34.61,59.87,122.46,47.12,242.05,41.24,162.18,99.26,28.35,173.25,66.64,54.79,74.98,35.41,228.34
2025-07-15,4.93,52.99,53.95,15.48,43.43,34.34,58.92,125.67,48.28,239.86,40.34,161.49,102.85,28.21,176.5,67.11,54.79,74.6,35.16,234.99
2025-07-16,4.93,53.1,54.28,15.65,43.83,33.27,59.27,129.94,50.59,239.26,41.24,162.52,99.9,28.72,179.2,67.19,56.46,74.6,35.26,243.54
2025-07-17,4.93,53.32,54.41,15.83,43.7,34.11,60.17,127.6,51.03,240.66,41.54,166.09,97.99,28.32,180.28,67.42,57.01,74.73,35.77,240.93
2025-07-18,4.91,53.59,55.0,15.92,43.96,33.92,60.72,128.26,50.04,243.44,41.85,164.58,96.73,27.97,178.93,67.11,56.57,74.22,35.47,239.03
2025-07-22,4.86,54.08,55.86,16.08,44.75,33.27,60.37,125.52,49.6,245.24,41.54,170.82,95.25,28.18,176.5,66.16,55.57,73.21,34.91,235.35
2025-07-23,4.88,53.91,56.25,15.94,44.22,33.23,59.42,124.95,48.28,242.05,41.24,167.8,94.19,28.1,174.34,65.3,55.34,73.21,34.86,237.25
2025-07-24,4.93,54.89,58.09,16.08,45.41,33.46,61.61,126.41,48.61,251.8,42.45,169.24,96.1,29.23,177.31,66.4,55.68,73.97,35.21,238.91
2025-07-25,4.91,54.62,57.76,16.21,44.75,33.14,60.17,125.57,49.99,249.42,42.15,169.66,97.58,28.88,184.61,67.5,57.79,74.6,35.97,239.27
