date,sh600022_daily,sh600111_daily,sh600114_daily,sh600117_daily,sh600126_daily,sh600143_daily,sh688052_daily,sh688065_daily,sh688077_daily,sh688082_daily,sh688093_daily,sh688099_daily,sh688102_daily,sh688110_daily,sh688116_daily,sh688119_daily,sh688120_daily,sh688122_daily,sh688123_daily,sh688126_daily,sh688130_daily,sh688135_daily,sh688141_daily,sh688143_daily,sh688147_daily,sh688148_daily,sh688153_daily,sh688186_daily,sh688200_daily,sh688233_daily,sh688256_daily,sh688299_daily,sh688368_daily,sh688399_daily,sh688508_daily,sh688521_daily,sh688536_daily,sh688550_daily,sh688595_daily,sh688598_daily,sh688608_daily,sh688689_daily,sh688699_daily,sh688711_daily,sh688733_daily,sh688779_daily,sh688786_daily,sh688798_daily,sh688981_daily,sz000017_daily,sz000408_daily,sz000426_daily,sz300046_daily,sz300077_daily,sz300127_daily
2024-04-24,7.87,392.66,93.25,7.22,29.23,148.6,135.0,57.33,21.68,81.97,20.59,53.34,13.81,20.97,38.62,3.76,236.94,56.16,69.41,12.43,29.24,23.45,14.44,28.24,31.09,4.24,52.5,12.89,223.82,17.23,153.19,11.55,69.13,74.87,31.0,30.79,138.08,69.81,38.41,55.86,123.92,17.18,42.16,40.55,18.94,5.01,34.72,81.34,41.25,22.93,195.48,220.97,45.39,45.34,42.79
2024-04-25,7.93,394.47,94.93,7.3,29.46,151.34,135.4,58.53,22.03,81.74,20.66,53.42,14.05,21.58,39.47,3.76,234.52,55.07,68.78,12.55,30.15,23.5,14.33,28.2,31.42,4.3,52.33,12.84,222.28,17.32,150.0,11.59,68.66,75.81,30.74,30.52,136.01,70.74,38.61,54.62,118.8,17.32,42.64,40.49,19.13,5.04,35.28,81.29,41.34,22.6,197.36,223.69,45.13,45.75,41.8
2024-05-14,7.63,405.12,99.61,6.83,28.76,159.97,125.22,74.82,25.25,77.9,23.88,59.13,15.29,22.27,42.98,3.97,270.69,63.86,73.21,13.35,30.36,22.73,14.86,30.11,28.24,5.03,50.49,13.21,246.32,19.8,169.96,12.35,71.39,83.31,34.16,29.24,125.43,75.91,40.06,55.07,133.25,20.22,43.25,35.93,19.32,5.6,35.55,79.64,42.92,23.39,199.3,237.3,45.65,46.94,43.44
2024-05-15,7.57,397.88,98.81,6.83,28.76,158.08,124.45,75.82,24.75,76.34,23.59,58.39,15.74,21.72,44.45,3.94,264.04,63.01,72.93,13.05,29.91,22.76,14.9,29.73,28.71,5.0,49.45,13.08,240.71,19.65,174.05,12.96,69.97,82.12,34.25,28.7,123.64,71.79,39.18,54.7,128.95,20.12,42.94,35.73,19.13,5.5,35.49,77.51,41.66,23.19,198.4,231.52,45.26,46.58,43.1
2024-05-16,7.69,396.88,97.74,6.89,28.81,157.65,126.41,73.57,24.97,78.1,22.83,57.82,15.46,22.01,43.97,4.0,267.1,61.31,71.45,12.89,29.93,23.2,15.47,29.57,28.95,5.02,49.0,13.19,239.87,19.85,181.66,12.95,72.46,82.19,34.15,28.33,123.58,71.38,39.46,55.32,128.59,19.94,43.62,35.71,19.02,5.5,35.69,77.14,41.82,23.48,198.33,232.37,45.96,46.83,42.01
2024-05-17,7.75,401.7,98.88,6.86,29.64,161.65,130.02,72.65,25.65,79.32,23.03,59.48,15.57,22.42,45.46,4.04,265.58,62.72,71.28,13.24,30.31,23.52,15.65,30.32,29.4,5.18,49.42,13.28,241.2,20.69,190.83,13.05,73.59,83.64,34.55,29.64,130.51,73.14,39.75,58.09,127.63,20.59,45.03,36.76,19.07,5.61,36.31,77.58,42.3,23.61,197.15,234.58,47.66,48.02,42.27
2024-05-20,7.69,409.74,98.94,6.81,29.4,161.65,123.97,73.7,25.94,78.74,23.29,59.66,15.78,21.59,44.37,4.08,264.71,63.44,70.88,13.19,30.31,23.55,15.79,30.9,29.71,5.26,48.0,13.51,240.07,20.42,195.93,13.11,74.54,84.97,34.26,29.3,130.49,73.53,40.22,57.35,129.72,20.36,45.42,38.12,19.18,5.63,37.03,75.75,42.57,24.33,203.41,256.53,47.31,48.33,44.17
2024-05-21,7.63,401.1,97.94,6.75,28.93,159.13,121.02,71.25,26.06,78.32,23.29,58.59,15.7,21.32,43.9,3.98,261.44,62.66,71.24,12.89,30.33,23.21,15.42,31.01,29.37,5.22,47.67,13.12,238.87,20.34,187.0,12.93,73.1,84.39,33.82,28.48,127.74,74.42,40.94,55.05,128.53,20.61,45.48,36.89,18.67,5.53,36.98,76.17,42.11,23.45,199.65,251.93,46.83,47.66,42.73
2024-05-22,7.63,401.3,98.88,6.72,29.17,158.92,119.01,71.27,25.77,78.78,23.41,58.98,15.84,21.44,44.39,4.02,258.34,61.95,70.77,13.05,30.48,23.57,16.13,31.51,30.02,5.34,48.28,13.29,237.93,20.75,188.99,12.7,74.57,84.17,34.49,29.25,133.05,73.63,42.03,59.1,128.36,20.72,45.61,37.81,19.06,5.62,37.24,76.23,42.27,23.26,188.39,246.49,47.66,48.33,43.2
2024-05-23,7.51,387.64,97.2,6.67,28.34,155.55,121.43,69.41,24.77,77.78,24.36,57.45,15.57,20.86,41.37,3.93,259.83,61.41,69.39,12.79,29.98,23.3,16.26,30.79,29.41,5.1,47.32,12.88,226.89,20.39,183.7,12.61,74.15,82.58,33.6,28.23,131.02,73.1,41.94,55.71,124.72,21.23,44.66,36.67,18.65,5.41,38.03,75.34,41.17,22.38,183.25,236.45,46.66,47.25,41.04
2024-05-24,7.45,384.82,92.99,6.61,28.29,155.34,118.86,69.38,24.68,75.15,24.36,56.14,15.4,20.26,40.84,3.88,257.52,60.7,66.34,12.56,29.74,22.65,17.23,28.91,28.49,4.98,45.35,12.73,219.86,19.69,171.9,12.63,74.16,82.55,33.67,27.22,136.54,69.17,38.94,53.83,121.97,20.19,43.89,35.2,17.91,5.32,37.65,73.15,41.03,22.15,186.44,241.56,45.61,45.7,41.12
2024-05-27,7.51,384.42,93.79,6.53,28.29,156.81,119.79,70.11,25.0,77.27,24.07,56.85,15.4,21.02,41.13,3.88,270.13,59.57,68.67,12.89,29.98,22.65,16.65,29.88,29.08,4.93,45.45,12.74,239.38,20.49,175.99,12.58,76.88,82.9,33.96,28.21,147.49,71.3,39.5,52.74,125.26,20.69,44.23,35.76,18.12,5.38,36.97,72.97,43.13,22.28,186.65,247.0,46.57,46.88,41.43
2024-05-28,7.45,383.01,94.39,6.31,28.05,154.08,124.03,68.65,25.2,76.38,23.55,56.6,17.21,21.66,40.55,3.84,266.22,59.8,69.92,13.4,29.76,22.87,16.25,30.9,29.23,4.95,44.42,12.81,240.02,20.93,172.25,12.61,75.43,84.92,34.67,27.92,146.01,71.67,39.47,51.82,125.42,20.92,45.22,35.82,17.57,5.31,36.75,72.93,43.11,21.89,185.33,256.53,55.89,48.22,42.06
2024-06-13,6.91,361.71,97.37,5.9,25.45,144.6,141.42,67.24,23.38,87.37,25.34,60.31,16.84,21.95,37.95,3.66,300.69,63.73,81.1,14.85,32.88,24.52,17.6,32.82,31.41,4.61,42.4,11.32,252.68,21.58,195.53,12.68,77.92,77.44,37.48,33.97,155.35,71.71,42.1,48.72,139.91,22.84,46.94,38.25,17.78,5.18,36.32,78.41,47.2,20.82,173.37,233.9,83.16,47.97,38.94
2024-06-14,7.51,361.11,98.05,5.87,25.93,145.66,143.14,64.84,23.06,83.1,25.97,61.01,16.5,22.16,37.14,3.6,298.02,62.43,80.75,14.93,32.5,24.39,17.41,31.4,29.5,4.66,41.21,11.18,253.7,21.8,200.01,12.89,78.14,76.48,38.13,33.4,157.14,70.55,41.95,47.99,141.97,22.01,46.74,38.05,17.43,5.1,35.96,78.9,46.49,20.95,175.95,236.11,85.57,47.61,39.51
2024-06-17,7.27,359.1,100.29,5.76,25.57,147.13,148.11,66.06,22.63,85.69,27.3,62.99,16.72,22.34,38.71,3.54,297.75,60.4,83.23,14.85,32.8,24.64,19.05,30.53,29.26,4.66,43.16,11.04,259.27,21.68,210.99,13.41,83.65,73.81,38.46,33.67,161.8,70.2,43.64,47.62,144.76,22.33,48.73,38.57,17.25,5.14,35.64,80.49,47.77,20.39,175.11,230.67,88.63,48.07,39.33
2024-06-18,7.27,363.72,98.53,5.73,25.69,148.81,157.35,68.52,23.14,85.94,26.69,61.8,16.91,22.14,38.43,3.56,298.82,61.81,82.76,14.64,33.55,24.94,19.21,32.58,29.54,4.7,42.38,11.16,248.25,21.99,209.1,13.82,82.27,72.07,38.2,33.39,157.16,69.33,46.16,48.41,140.41,22.94,51.99,38.74,17.05,5.15,37.31,81.48,48.13,20.59,174.49,235.09,87.45,48.59,40.29
2024-06-19,7.21,358.5,102.74,5.73,25.63,146.92,151.61,67.18,23.16,85.19,26.16,61.51,16.6,22.04,37.43,3.54,300.61,58.91,84.1,14.68,34.07,24.82,18.55,31.09,28.49,4.69,41.93,10.94,240.32,21.7,217.31,13.56,81.43,72.07,38.47,32.53,152.72,69.14,45.46,46.76,139.31,22.61,53.54,37.99,16.99,5.04,40.27,81.82,47.53,20.72,173.93,232.88,84.12,48.69,39.9
2024-06-20,7.15,347.65,97.17,5.62,24.98,143.55,156.9,67.15,23.25,85.52,25.91,63.06,16.55,22.24,36.96,3.56,305.4,58.77,84.31,14.86,40.88,25.13,19.61,31.2,28.57,4.63,42.81,10.91,247.63,22.36,214.74,13.36,84.55,72.8,40.82,32.8,162.82,69.41,45.86,45.36,143.21,24.37,53.4,38.95,17.07,4.95,41.44,82.64,48.8,20.04,173.37,239.34,76.81,47.92,38.86
2024-06-24,7.21,341.19,93.37,5.43,24.14,139.97,173.32,66.46,21.69,83.88,24.8,62.62,15.99,20.63,35.64,3.32,300.69,57.89,82.04,14.64,36.12,23.96,17.45,27.61,26.44,4.2,39.74,9.89,230.51,20.52,206.31,12.22,81.58,70.18,39.74,30.7,163.3,64.28,44.32,42.0,143.84,22.49,49.46,36.87,15.65,4.77,38.94,80.7,47.26,19.29,170.46,235.77,75.37,45.34,37.79
2024-06-26,7.33,347.65,96.56,5.57,24.92,143.34,152.68,66.17,22.72,81.45,26.09,61.85,16.06,20.17,35.87,3.45,292.99,57.14,81.29,14.18,33.22,23.94,17.1,27.61,26.24,4.45,38.15,10.29,216.45,20.18,202.97,12.32,82.5,74.1,39.16,28.6,159.64,63.77,43.22,43.9,142.32,22.62,49.32,35.83,16.05,4.96,40.59,82.03,46.47,19.87,171.01,235.94,72.92,46.27,39.57
2024-06-27,7.39,342.4,92.42,5.43,24.8,140.39,148.32,65.17,22.31,82.64,26.35,61.36,15.75,19.55,35.02,3.39,288.59,55.49,80.38,13.7,30.96,23.35,16.44,27.45,25.25,4.3,36.63,10.02,207.58,19.38,198.61,12.13,80.13,74.33,36.88,27.47,148.75,62.55,41.41,42.69,144.75,21.89,48.11,34.85,15.52,4.85,41.18,79.89,45.71,19.19,167.19,227.78,68.41,44.77,39.38
2024-06-28,7.33,347.04,97.71,5.43,24.44,139.13,144.63,64.47,23.17,84.82,26.81,59.92,16.16,19.23,34.72,3.38,282.9,55.74,81.46,13.81,30.47,23.82,16.16,28.16,24.9,4.23,37.0,10.21,205.01,19.57,198.67,13.1,79.99,76.06,37.15,26.75,146.1,62.93,42.25,42.15,147.04,22.14,49.27,34.83,15.19,4.76,42.89,79.63,46.1,19.35,167.33,231.01,69.15,44.98,40.23
2024-07-02,7.45,354.1,92.28,5.32,25.04,136.4,142.87,63.52,23.32,84.93,26.53,57.68,15.61,18.31,34.66,3.44,270.46,54.65,80.65,13.9,29.95,22.0,14.33,26.29,23.5,4.25,35.63,10.2,194.8,18.69,197.0,12.8,75.45,78.74,36.21,27.27,135.33,63.47,39.74,41.93,141.28,21.15,46.07,32.9,14.66,4.78,38.73,72.41,45.46,19.61,174.21,231.52,67.62,44.51,40.85
2024-07-03,7.45,350.88,90.04,5.59,25.16,135.76,147.75,62.91,22.31,88.09,26.0,58.14,15.5,18.33,35.0,3.44,279.34,52.32,81.02,13.97,29.81,22.14,14.76,26.19,23.6,4.28,35.44,10.25,197.08,18.75,195.5,12.27,75.32,78.6,36.74,31.41,136.11,63.09,40.18,41.49,144.22,21.98,46.55,32.92,14.76,4.8,36.48,71.77,46.26,19.61,170.32,233.9,67.49,44.72,39.62
2024-07-04,7.33,342.6,89.36,5.48,24.38,132.61,145.31,61.79,21.71,87.41,25.31,58.08,14.98,17.52,33.53,3.31,277.08,50.74,79.12,13.79,28.03,21.39,14.37,25.12,22.77,4.07,34.46,9.93,194.4,17.95,193.46,11.98,72.32,77.61,35.51,30.27,130.24,61.19,38.64,39.34,141.89,20.87,45.1,31.23,14.11,4.63,34.41,68.91,46.16,18.7,174.56,227.44,63.77,42.81,38.79
2024-07-05,7.39,348.05,89.97,5.76,24.5,131.34,142.55,62.92,22.16,86.24,25.36,57.75,15.78,17.67,33.78,3.36,275.32,49.6,81.44,14.06,28.33,21.42,14.16,24.64,23.1,4.11,34.96,10.05,197.73,17.87,192.8,12.11,71.96,77.77,35.85,29.79,128.76,61.87,38.26,39.34,144.5,20.95,44.41,31.21,14.15,4.65,35.13,67.38,46.64,20.59,177.62,240.54,62.76,43.02,39.38
2024-07-08,7.33,342.2,92.28,5.7,23.97,127.34,120.6,62.06,21.4,86.42,25.0,57.84,15.18,18.01,33.24,3.27,279.89,47.09,83.03,14.4,27.59,21.01,13.61,23.03,22.65,3.99,33.68,9.8,196.57,17.49,192.5,11.87,70.96,74.74,36.18,30.84,127.28,60.08,38.26,37.34,145.64,20.7,46.1,30.23,13.67,4.48,34.65,64.23,46.7,19.87,175.81,236.96,68.37,41.99,38.74
2024-07-09,7.33,345.43,95.95,5.98,24.38,129.24,126.51,62.72,22.28,89.21,26.74,60.93,15.85,18.51,33.42,3.29,287.36,48.6,86.51,14.85,28.61,22.49,14.61,22.89,23.17,3.99,34.43,9.93,205.57,18.57,207.34,12.27,79.84,76.46,38.71,34.35,131.45,62.0,41.06,36.61,150.01,22.03,48.51,32.36,14.02,4.55,35.58,70.32,48.16,19.51,174.56,250.89,80.18,44.15,39.67
2024-07-10,7.39,343.41,97.31,6.2,23.91,129.02,125.66,60.29,21.78,87.27,26.34,62.23,15.63,18.5,33.59,3.26,280.5,50.11,86.85,14.81,28.33,22.69,14.46,22.89,22.92,4.01,34.48,9.8,205.08,18.51,211.14,12.35,80.42,77.22,39.1,35.75,128.84,60.76,41.2,36.7,153.79,21.92,47.83,31.9,13.91,4.54,34.41,70.01,47.99,19.06,170.11,239.44,76.42,43.69,39.35
2024-07-11,7.45,353.09,99.48,6.39,23.07,133.52,127.04,61.54,22.98,88.33,26.97,67.45,15.83,20.08,35.71,3.38,277.37,51.57,87.8,14.9,28.89,23.39,15.13,24.09,24.0,4.3,35.05,10.21,207.65,19.34,201.65,12.43,81.69,76.94,40.17,35.76,132.44,63.82,41.36,38.16,156.3,22.46,49.02,32.64,14.73,4.74,35.67,70.44,48.27,19.61,176.23,252.09,76.38,44.72,40.53
2024-07-12,7.45,342.0,99.34,6.7,23.01,135.23,125.34,61.06,22.4,89.12,26.56,69.13,15.46,19.88,34.9,3.35,284.66,51.54,87.56,14.96,28.82,23.18,14.67,24.1,23.9,4.28,34.75,10.03,212.95,19.22,199.4,12.76,81.1,77.02,39.56,35.7,130.66,62.09,41.65,37.9,156.68,22.19,48.03,32.31,14.53,4.8,34.49,70.95,48.64,19.29,171.36,244.91,74.93,44.77,39.89
2024-07-15,7.45,341.59,96.49,6.72,22.9,133.95,128.11,60.38,21.96,90.66,25.47,70.39,15.24,19.42,33.38,3.31,301.14,51.3,87.02,14.75,28.75,22.75,14.16,23.77,23.26,4.13,34.29,9.77,211.16,18.89,208.2,12.4,80.85,76.88,39.12,35.69,126.31,61.38,41.39,36.24,167.54,21.92,47.5,31.71,14.16,4.65,33.21,70.11,48.94,19.42,172.05,251.75,77.16,44.15,40.21
2024-07-16,7.45,344.62,100.5,6.47,22.78,133.3,128.76,58.39,21.77,91.04,26.34,70.73,15.11,19.96,33.65,3.29,306.73,51.17,88.39,14.7,29.27,23.01,14.89,24.22,23.42,4.15,36.51,9.61,212.97,19.38,249.84,12.73,82.21,77.67,39.98,37.51,128.31,62.9,41.41,36.44,175.17,22.22,49.44,31.88,14.22,4.66,33.02,71.47,49.2,19.42,170.39,258.92,78.57,44.57,39.86
2024-07-18,7.45,345.43,93.91,7.14,22.48,132.23,123.69,58.28,21.14,94.27,25.08,68.89,14.81,19.68,33.47,3.27,325.59,52.08,85.31,14.81,27.05,22.02,14.57,24.35,27.53,4.07,36.12,9.52,218.09,18.55,254.0,12.52,78.86,76.69,38.18,34.97,125.7,59.13,38.34,36.46,171.78,21.05,46.55,31.53,13.95,4.63,31.97,69.9,48.75,19.16,166.77,247.47,84.12,43.07,39.51
2024-07-19,7.45,351.48,93.64,6.78,22.48,131.59,140.7,58.36,21.45,93.98,25.08,68.12,15.04,20.44,33.24,3.31,321.0,52.6,86.35,15.11,28.93,23.47,15.99,24.87,26.69,4.12,37.24,9.62,222.33,19.23,268.4,12.57,80.85,78.29,39.78,35.81,134.77,60.29,40.29,37.01,174.32,22.08,49.3,34.13,14.33,4.63,32.33,71.53,51.2,18.7,164.96,234.83,86.44,45.85,39.51
2024-07-22,7.51,355.52,94.45,6.58,22.24,130.31,147.19,57.81,21.5,95.99,24.39,67.95,15.76,20.8,33.03,3.31,319.66,54.33,85.31,15.25,29.18,25.15,16.47,25.53,26.47,4.12,37.76,9.7,221.06,19.41,265.22,12.45,82.73,80.83,39.12,35.34,144.0,60.0,41.64,37.01,176.06,22.45,49.53,35.35,14.33,4.66,32.19,72.85,50.98,18.54,161.9,234.31,84.08,55.03,38.98
2024-07-23,7.51,344.42,89.84,6.45,21.47,127.31,144.45,56.39,20.8,90.29,23.39,64.98,15.44,19.83,31.44,3.27,304.95,52.86,79.2,14.64,27.71,23.54,15.57,24.24,24.98,4.02,35.13,9.56,206.91,18.18,248.46,12.14,77.92,79.86,36.12,33.34,133.54,60.62,38.65,35.84,167.25,20.95,47.28,33.35,13.78,4.58,30.97,68.62,49.28,18.28,155.16,220.3,81.41,58.27,38.1
2024-07-24,7.51,341.8,93.03,6.14,20.99,124.53,134.54,56.0,20.42,87.9,22.69,64.03,15.61,19.0,30.91,3.21,297.88,53.27,75.44,14.38,26.46,23.07,15.14,23.19,24.16,3.9,34.11,9.46,201.1,17.47,261.25,12.04,78.77,79.41,34.53,32.71,127.86,59.07,38.29,34.57,167.25,20.48,45.39,31.62,13.45,4.49,29.92,66.24,48.85,17.82,152.45,218.59,79.57,61.83,37.29
2024-08-08,7.81,343.81,97.31,6.01,21.47,144.86,146.23,55.17,20.54,97.6,23.09,59.35,15.5,18.31,30.85,3.35,316.54,54.21,66.01,15.19,25.62,22.52,15.76,26.82,23.81,4.09,33.44,9.78,200.75,16.82,229.54,11.25,80.28,87.72,35.07,31.58,129.58,58.67,35.81,37.17,155.43,19.46,43.82,30.51,13.35,4.83,29.33,61.84,47.48,19.77,153.56,195.52,90.56,51.83,37.51
2024-08-09,7.81,341.59,103.08,6.06,21.35,145.93,142.93,54.32,20.23,96.52,22.92,59.06,15.02,17.98,30.19,3.34,311.99,53.58,65.49,14.8,25.59,22.71,15.81,25.91,23.38,3.99,32.62,9.67,197.46,16.66,246.96,11.25,78.04,84.36,34.79,29.28,124.68,58.26,35.4,36.06,157.78,19.48,43.31,30.04,13.19,4.68,29.36,60.89,48.49,19.97,153.91,199.62,89.46,53.48,37.45
2024-08-12,7.75,339.37,96.7,5.98,21.17,144.86,141.52,54.1,20.11,95.17,22.96,59.51,14.83,17.24,30.04,3.34,313.49,53.26,64.84,14.63,25.54,22.23,15.56,25.3,23.17,3.96,32.05,9.53,192.32,16.41,241.05,11.43,77.03,86.22,34.03,28.83,123.56,57.12,34.74,35.68,156.77,19.5,42.23,29.67,12.89,4.61,29.02,60.54,48.78,18.57,156.27,200.82,88.5,50.96,37.11
2024-08-13,7.81,341.39,97.85,6.03,21.29,146.78,138.75,53.56,20.38,95.19,23.0,58.52,14.83,17.5,30.49,3.34,310.3,53.54,65.99,15.19,25.75,22.68,16.87,25.36,23.29,3.98,32.13,9.47,189.26,16.46,240.7,11.56,79.21,86.81,34.8,28.75,124.23,57.34,35.3,35.88,161.18,19.61,42.85,30.19,13.26,4.71,29.29,60.87,49.2,18.38,158.36,198.94,90.82,51.37,37.48
2024-08-14,7.69,339.98,98.12,6.01,20.87,145.29,132.27,51.88,20.06,93.27,22.66,57.93,14.81,18.24,29.8,3.32,304.7,52.55,64.87,15.22,25.62,22.35,16.43,24.62,22.77,3.95,31.2,9.42,185.26,16.36,241.68,11.56,77.56,86.64,34.08,28.67,122.19,56.44,35.11,34.93,161.52,19.28,42.4,29.58,13.11,4.64,29.21,59.85,48.95,17.92,156.0,195.69,92.31,51.57,37.16
2024-08-15,7.75,342.4,97.92,5.98,21.17,147.43,134.39,52.76,20.16,93.71,23.17,57.11,14.91,18.47,29.92,3.35,302.72,51.91,65.85,15.34,25.69,22.52,16.24,24.94,22.75,4.02,31.46,9.53,185.66,16.34,241.32,11.49,78.41,87.37,34.69,29.38,122.2,57.28,35.06,35.24,157.16,19.78,42.58,29.6,13.2,4.74,29.32,60.12,49.68,17.99,157.11,200.3,88.98,51.78,37.45
2024-08-16,7.69,341.8,97.31,5.76,20.93,146.36,131.28,51.36,20.23,92.52,23.48,56.13,14.41,18.36,29.14,3.33,303.48,51.44,66.09,15.3,25.78,22.77,16.35,24.1,22.25,3.97,31.04,9.59,181.86,16.37,244.6,11.45,78.11,87.85,34.07,28.9,119.62,56.66,35.88,33.86,160.67,19.67,43.54,29.19,13.14,4.65,29.24,59.92,49.46,17.6,158.01,201.16,78.17,50.23,37.13
2024-08-19,7.75,342.0,96.7,5.79,20.81,146.57,130.35,50.71,20.36,92.35,23.08,54.73,14.18,18.6,29.12,3.33,290.59,51.15,65.08,15.2,26.6,22.29,15.76,23.99,21.7,3.95,31.32,9.52,181.24,15.88,255.0,11.26,77.91,87.68,34.08,28.38,125.28,55.76,35.19,33.35,157.9,19.38,43.13,28.8,13.02,4.68,28.91,60.22,49.46,17.86,160.03,206.97,72.17,50.34,37.19
2024-08-20,7.63,341.59,100.09,5.73,20.4,143.36,130.73,49.38,20.17,90.64,22.66,52.86,13.54,17.61,28.34,3.28,285.44,50.53,64.56,15.25,26.2,23.17,15.46,23.22,21.18,3.9,30.29,9.24,178.49,15.29,247.98,11.11,76.61,86.34,32.38,27.73,120.68,53.78,34.04,33.07,157.58,18.96,42.4,27.82,12.69,4.59,28.31,59.91,48.75,17.24,156.48,204.58,72.35,49.36,36.25
2024-08-21,7.69,342.2,102.33,5.68,20.58,144.86,132.96,49.21,20.36,89.73,22.52,52.4,13.28,17.62,29.21,3.24,287.07,49.94,64.08,15.09,25.75,22.87,15.15,23.19,21.15,3.95,30.47,9.2,178.56,15.1,263.84,11.23,76.71,85.78,32.48,27.22,119.65,53.59,33.97,33.13,158.43,19.0,42.36,27.72,12.69,4.64,28.32,60.23,47.78,17.99,157.66,206.29,70.07,49.1,36.46
2024-08-22,7.63,338.57,100.09,5.62,20.22,144.0,133.41,48.61,20.51,89.42,22.1,52.6,13.05,17.45,28.85,3.21,282.77,49.48,62.81,14.75,25.44,22.02,14.83,23.47,20.74,3.86,30.01,9.07,176.64,14.93,260.69,11.25,75.24,85.45,32.06,27.17,114.2,53.05,33.51,33.16,156.72,18.7,41.59,27.17,12.42,4.57,28.7,59.91,46.54,17.17,157.32,202.7,69.77,47.76,35.82
2024-08-23,7.57,328.48,104.91,5.62,20.34,142.08,133.68,49.39,20.11,88.91,21.84,53.33,13.0,17.4,28.23,3.18,280.14,49.51,62.7,15.06,25.06,21.85,14.75,23.24,20.78,3.79,30.04,8.97,179.74,14.73,253.02,11.59,75.18,85.2,31.91,26.95,111.01,53.32,33.94,33.18,155.92,18.62,41.64,27.39,12.34,4.47,28.77,61.49,47.13,17.24,157.87,201.67,67.84,47.76,35.98
2024-08-26,7.57,335.34,110.21,5.76,20.58,144.22,129.47,49.14,20.58,88.67,22.13,52.63,12.96,17.44,29.08,3.24,279.87,49.24,61.68,15.22,24.94,21.94,15.0,23.45,21.17,3.93,30.52,9.18,178.11,15.06,247.22,11.88,74.89,85.52,32.1,27.13,113.57,53.32,35.26,33.58,153.23,19.07,41.78,27.15,12.83,4.58,29.24,60.97,47.35,17.73,163.71,203.38,67.75,47.66,36.57
2024-08-27,7.39,327.47,99.41,5.76,19.98,150.64,126.89,48.87,20.11,88.21,21.65,52.18,12.81,17.06,28.55,3.19,278.82,49.11,60.87,14.86,24.54,21.27,14.73,22.89,20.89,3.8,29.34,8.99,184.34,14.75,244.1,11.6,73.32,85.68,31.58,26.65,114.45,52.21,33.66,33.24,151.68,18.37,39.93,26.87,12.45,4.43,29.54,59.98,46.72,17.04,164.69,197.91,69.77,46.42,35.85
2024-08-28,7.51,328.48,95.74,5.7,20.1,154.49,127.05,49.64,20.74,89.58,21.69,52.14,12.94,16.98,28.65,3.19,282.59,49.32,61.37,14.94,24.67,21.22,14.82,22.69,20.93,3.84,29.45,9.19,187.7,14.73,240.2,11.65,72.61,85.94,31.79,26.68,113.9,53.18,34.06,33.33,148.23,18.41,40.07,27.74,12.52,4.43,30.2,61.13,47.36,17.6,165.94,194.66,70.25,47.04,35.88
2024-08-29,7.45,336.35,103.15,5.68,20.46,158.12,125.82,49.94,21.24,89.94,23.49,54.11,13.33,17.48,29.38,3.13,293.18,51.32,62.81,15.11,24.67,20.6,15.06,23.26,21.55,3.78,30.36,9.37,190.38,15.07,240.29,11.93,72.19,89.43,32.62,27.31,115.35,54.62,35.19,34.09,145.97,18.23,40.91,28.97,12.83,4.59,31.38,63.52,47.26,17.76,165.38,194.83,70.47,47.55,36.63
2024-08-30,7.51,339.37,111.16,5.81,20.87,156.84,132.26,51.51,21.48,92.43,24.72,54.9,13.5,17.73,30.17,3.21,301.49,53.35,65.53,14.73,25.17,21.19,15.35,23.82,21.3,3.92,32.05,9.53,194.67,15.67,256.69,12.34,75.22,88.16,33.45,28.2,119.13,56.5,37.09,35.31,154.68,18.73,41.67,29.39,15.4,4.68,31.51,65.1,48.24,18.31,167.26,197.4,73.31,48.84,37.16
2024-09-02,7.39,337.36,109.12,5.65,20.28,159.41,124.61,49.71,21.15,87.2,24.05,53.82,13.17,16.39,29.66,3.13,285.33,51.64,61.6,14.22,24.33,20.37,14.85,22.64,21.23,3.74,28.35,9.85,188.25,15.21,252.14,12.79,72.55,87.75,31.74,26.55,112.58,53.62,34.85,33.55,146.48,18.02,40.27,28.19,14.64,4.58,30.28,61.7,46.78,17.47,166.77,190.39,69.99,47.14,36.38
2024-10-15,8.17,390.62,121.07,6.72,23.67,166.68,174.49,66.19,24.62,113.27,27.28,69.44,15.59,20.33,37.76,3.92,349.11,68.16,76.4,20.78,31.54,25.01,18.26,28.69,26.46,4.5,34.66,13.36,240.67,20.94,355.55,16.13,115.62,90.94,40.86,39.72,161.92,72.36,49.53,46.1,241.57,23.03,57.51,37.73,16.82,5.45,31.92,90.78,74.18,19.25,193.98,210.22,112.44,127.72,41.95
2024-10-16,8.35,385.18,122.91,6.86,24.03,168.82,171.16,64.02,24.59,108.72,26.8,67.57,15.29,19.81,37.36,3.89,348.42,68.22,74.22,19.78,30.91,24.69,17.63,27.92,25.39,4.43,33.65,13.26,233.06,20.33,342.19,16.82,110.6,89.88,39.56,39.39,154.95,72.6,49.0,45.43,232.88,23.27,55.57,36.82,17.47,5.51,32.57,90.19,74.09,19.38,191.31,213.98,111.74,123.45,45.15
