date,sh600073_daily,sh600084_daily,sh600132_daily,sh600186_daily,sh600189_daily,sh600519_daily,sh600809_daily,sh600887_daily,sh688089_daily,sz000505_daily,sz000568_daily,sz000858_daily,sz000895_daily
2024-08-12,19.64,35.17,366.54,16.28,19.74,11832.07,1396.17,2424.41,22.93,17.68,4427.17,2516.18,651.62
2024-08-13,19.54,35.31,364.07,16.28,19.94,11724.23,1378.58,2398.53,23.07,17.71,4359.94,2474.61,646.95
2024-08-14,19.34,35.17,364.25,16.08,19.61,11644.22,1354.27,2373.64,22.91,17.48,4294.76,2449.59,615.89
2024-08-15,19.37,35.24,356.63,16.28,19.72,11756.19,1352.52,2395.54,22.68,17.44,4340.73,2461.8,633.76
2024-08-16,19.13,35.17,344.92,16.08,19.5,11791.7,1341.5,2392.55,22.51,17.24,4296.48,2462.99,626.61
2024-08-19,19.17,35.53,340.83,15.93,19.28,11744.25,1343.18,2380.61,22.44,17.24,4280.35,2442.1,629.36
2024-08-20,19.0,33.88,335.79,15.63,18.92,11721.84,1329.6,2343.77,22.16,16.84,4248.45,2426.34,620.57
2024-08-21,18.8,34.16,331.52,15.63,18.87,11679.49,1319.68,2328.83,22.04,16.67,4224.1,2407.62,628.54
2024-08-22,18.5,33.3,323.71,15.18,18.45,11617.45,1304.06,2292.99,21.73,16.24,4202.14,2383.78,631.56
2024-08-23,18.43,33.45,323.59,15.28,18.62,11658.15,1297.56,2308.92,20.91,16.0,4241.98,2386.15,637.05
2024-08-26,18.83,34.67,319.27,15.38,18.32,11633.51,1282.45,2274.07,21.36,16.5,4253.46,2327.24,640.63
2024-08-27,18.77,35.96,319.39,15.18,17.88,11568.18,1282.67,2254.16,21.44,16.5,4261.35,2318.96,640.08
2024-08-28,18.93,34.67,321.91,15.28,18.01,11444.02,1208.66,2215.33,21.64,16.74,4052.86,2246.06,632.66
2024-08-29,19.27,34.67,326.3,15.68,18.34,11644.22,1215.96,2277.06,22.13,16.61,4136.83,2340.24,631.28
2024-08-30,20.17,35.53,334.04,16.33,18.65,11890.49,1290.63,2253.16,22.91,16.67,4280.37,2423.98,638.15
2024-09-02,20.17,34.52,323.11,16.03,18.29,11493.45,1222.09,2154.59,21.69,16.81,4037.07,2344.58,639.25
2024-10-15,21.98,36.75,361.31,21.77,22.02,12805.52,1407.26,2638.48,26.41,22.31,4822.6,2837.13,696.08
2024-10-16,21.68,36.75,357.89,20.87,21.94,12543.93,1390.4,2603.63,25.7,21.8,4844.13,2790.83,703.43
2024-10-17,21.45,36.32,352.0,21.07,22.93,12314.06,1344.35,2540.91,25.8,21.13,4707.77,2717.94,696.36
2024-10-18,21.68,36.75,362.15,21.62,23.48,12696.35,1394.27,2628.52,27.35,21.2,4853.1,2817.43,702.02
2024-11-06,23.83,40.98,372.42,23.22,23.89,12943.52,1560.9,2877.44,30.85,23.01,5020.32,2979.98,705.13
2024-12-13,25.3,45.43,408.1,28.86,22.96,12515.09,1455.65,2912.28,33.2,23.58,4944.61,2916.73,721.81
2024-12-16,25.07,45.36,397.89,27.86,22.85,12582.65,1422.44,2907.31,32.5,23.65,4758.36,2848.76,738.49
2024-12-18,24.03,43.21,398.61,26.97,21.39,12947.64,1424.78,2948.13,30.02,22.34,4718.89,2860.78,740.75
2024-12-19,23.83,42.63,390.74,26.42,21.06,12778.82,1410.33,2924.23,29.71,21.87,4663.99,2828.27,741.6
2024-12-20,23.96,42.92,392.83,26.42,21.53,12735.91,1405.0,2907.31,29.86,21.8,4676.55,2821.57,735.95
2025-02-17,21.75,37.32,347.46,35.35,20.32,12314.34,1428.35,2731.07,36.71,20.46,4374.77,2644.09,725.48
2025-02-18,21.28,36.39,351.52,33.36,19.66,12342.62,1394.08,2714.15,33.06,19.79,4312.69,2616.96,733.12
2025-02-19,21.25,37.46,351.64,34.46,19.77,12476.51,1404.59,2797.78,33.32,19.86,4320.67,2635.25,733.68
2025-03-11,21.82,41.05,353.79,33.96,19.5,12959.17,1606.13,2751.98,37.55,20.7,4968.05,2717.46,761.67
2025-03-12,21.65,40.48,349.67,35.25,19.52,12908.12,1584.67,2728.09,36.09,20.5,4929.92,2672.63,749.52
2025-03-13,21.78,40.19,349.55,34.06,19.47,12867.87,1597.99,2727.09,35.89,20.43,4911.04,2660.98,745.56
2025-03-14,22.42,40.91,362.22,34.31,19.85,13622.99,1649.43,2962.07,42.51,20.66,5214.22,2830.01,749.8
2025-03-31,25.5,39.33,359.82,30.26,18.73,13062.26,1586.0,2795.79,36.42,19.73,4709.9,2640.07,762.52
2025-04-01,26.14,40.05,368.55,30.81,18.81,13020.59,1572.31,2794.8,36.64,20.19,4752.38,2648.92,774.68
2025-04-02,25.6,39.55,365.17,30.76,18.81,12962.01,1575.04,2771.9,37.01,20.03,4709.53,2636.05,765.07
2025-04-03,26.31,39.98,367.75,31.21,18.89,13128.2,1614.64,2816.7,36.43,20.7,4813.74,2653.14,774.68
2025-04-22,28.45,39.76,349.86,32.26,18.48,12960.17,1613.16,2880.42,36.11,23.38,4688.84,2614.95,767.89
2025-04-23,27.88,39.26,347.95,32.61,18.48,12986.95,1589.55,2887.39,36.39,22.38,4671.05,2612.34,759.69
2025-04-25,27.14,39.11,348.08,31.61,18.26,12970.21,1562.83,2884.41,37.14,21.57,4551.59,2593.84,756.58
2025-04-28,28.11,37.68,345.49,32.16,18.32,12970.21,1550.69,2847.57,37.02,20.83,4560.31,2630.02,759.41
2025-05-06,27.18,38.11,355.27,34.26,18.78,12971.89,1512.43,2957.09,37.35,21.27,4555.59,2602.69,720.19
2025-05-07,27.88,38.61,353.61,33.71,19.08,13012.05,1511.91,2945.14,37.95,22.21,4570.11,2612.74,721.06
2025-05-08,26.24,38.61,351.83,33.56,18.95,13206.1,1511.69,2941.16,38.26,21.91,4617.67,2649.12,719.02
2025-05-09,26.31,38.33,351.7,32.56,18.89,13314.8,1504.88,2939.17,37.16,22.11,4587.9,2644.7,720.19
2025-05-12,26.24,38.04,352.26,32.61,18.97,13426.26,1525.16,2971.03,37.33,21.74,4596.25,2672.63,721.64
2025-05-13,25.97,38.11,352.13,32.26,18.84,13307.44,1520.35,2962.07,36.76,21.44,4574.83,2673.04,727.17
2025-05-14,25.9,37.97,352.75,32.66,18.81,13681.4,1559.5,2981.98,36.43,21.5,4725.15,2718.66,720.48
2025-05-15,26.0,37.97,351.15,31.71,19.36,13656.46,1550.62,2993.93,37.52,21.77,4657.98,2686.7,717.28
2025-06-24,25.37,39.98,344.55,29.51,19.74,12026.31,1327.76,2870.95,36.49,21.29,4147.48,2406.92,713.79
2025-06-25,25.53,39.83,347.18,29.66,19.83,12015.1,1323.39,2881.33,37.39,21.33,4128.24,2415.56,713.5
2025-06-26,25.03,39.83,344.3,29.76,19.72,12115.27,1329.68,2905.19,36.6,21.33,4135.14,2406.52,712.04
2025-06-27,25.03,39.83,343.99,30.06,19.83,11970.99,1306.07,2896.89,36.89,21.26,4096.29,2395.46,711.46
2025-06-30,24.73,39.9,344.3,29.96,19.88,12025.85,1305.55,2892.74,37.08,21.29,4117.35,2389.83,710.01
2025-07-01,24.96,39.98,344.05,29.71,19.88,11988.14,1290.97,2870.95,37.72,21.56,4084.67,2384.41,712.33
2025-07-09,24.77,40.19,345.74,30.11,20.57,12105.71,1347.15,2873.02,36.74,21.76,4152.2,2444.1,716.11
2025-07-10,24.94,40.48,346.24,29.96,20.62,12170.72,1349.11,2869.91,37.05,21.93,4235.71,2463.8,718.44
2025-07-11,25.24,40.91,345.99,31.11,20.57,12174.99,1341.18,2873.02,37.07,22.23,4324.3,2498.37,723.09
2025-07-14,25.17,40.98,347.36,30.41,20.62,12145.98,1344.8,2852.27,37.55,22.54,4355.89,2520.68,725.71
2025-07-15,24.67,40.19,344.49,30.61,20.35,12038.48,1317.9,2840.86,37.5,22.0,4318.86,2512.44,723.09
2025-07-16,24.67,40.69,345.05,30.91,20.4,12038.74,1326.97,2855.39,37.28,23.01,4382.03,2518.07,723.97
2025-07-17,25.14,40.62,344.49,31.16,20.6,12084.12,1330.45,2915.56,38.05,23.11,4380.58,2528.92,725.71
2025-07-18,25.14,40.77,345.86,31.31,20.62,12260.31,1368.45,2912.45,37.66,23.68,4531.26,2552.2,729.78
2025-07-22,25.78,41.63,351.74,30.81,20.65,12499.03,1441.6,2943.58,40.71,24.22,4697.55,2588.28,744.62
2025-07-23,25.51,41.41,349.49,30.51,20.4,12588.79,1433.51,2935.28,40.28,22.94,4661.24,2581.48,739.67
2025-07-24,25.68,41.84,351.74,30.71,20.81,12725.3,1439.18,2930.09,40.73,25.23,4654.35,2588.7,737.93
2025-07-25,25.34,41.41,353.11,30.61,20.73,12413.88,1402.31,2887.55,40.41,23.92,4532.35,2547.25,728.91
