date,sh600008_daily,sh600167_daily,sh600168_daily,sh600187_daily,sh688021_daily,sh688057_daily,sh688063_daily,sh688069_daily,sh688087_daily,sh688096_daily,sh688101_daily,sh688303_daily,sh688309_daily,sh688466_daily,sh688565_daily,sh688718_daily,sh688737_daily,sz000027_daily,sz000035_daily,sz000068_daily,sz000155_daily,sz000159_daily,sz000407_daily,sz300004_daily,sz300014_daily,sz300021_daily,sz300040_daily,sz300048_daily,sz300055_daily,sz300056_daily,sz300070_daily,sz300072_daily
2024-05-20,27.36,25.61,15.08,12.73,11.99,14.21,65.77,30.1,41.9,9.11,13.47,26.42,14.7,16.24,7.69,10.48,27.65,176.43,22.33,7.62,18.8,18.93,39.86,19.61,673.3,43.76,35.67,44.16,40.08,66.95,91.29,51.1
2024-05-21,27.18,25.24,15.01,12.73,11.48,13.78,65.34,30.24,41.94,9.04,13.4,26.09,14.28,15.71,7.58,10.24,27.0,175.25,22.14,7.53,18.46,18.41,39.12,19.16,671.83,42.74,37.84,44.0,39.68,67.25,90.97,50.08
2024-05-22,27.64,25.16,14.97,12.79,11.61,13.76,67.59,30.26,41.94,9.01,13.52,27.71,14.15,15.89,7.45,10.1,27.49,174.31,22.33,7.59,18.66,18.28,39.12,19.24,705.7,42.97,37.53,44.08,40.32,67.01,90.97,49.87
2024-05-23,26.99,24.43,14.64,12.45,11.33,13.4,65.42,29.72,41.71,8.92,13.17,27.7,13.85,15.47,7.38,9.99,26.58,170.54,21.72,7.34,18.14,17.96,37.88,18.99,689.4,41.73,34.31,43.0,39.03,60.74,88.52,48.85
2024-05-24,27.27,25.0,14.87,12.45,11.19,13.37,64.87,29.22,41.45,8.8,13.16,27.61,13.95,15.43,7.51,9.96,26.16,172.9,21.58,7.28,18.31,18.15,38.0,18.91,669.29,41.84,41.19,43.25,38.87,61.87,88.52,48.44
2024-05-27,27.55,24.92,15.01,12.45,11.03,13.54,64.38,28.87,41.38,8.79,13.24,27.42,13.82,15.74,7.34,9.93,26.14,175.25,21.91,7.37,18.35,18.38,38.0,19.08,664.76,42.06,42.62,43.58,39.03,61.64,89.84,48.44
2024-05-28,27.46,24.64,14.92,12.28,11.02,13.28,63.65,28.29,41.36,8.68,13.26,27.29,13.5,15.53,7.18,9.82,25.92,175.49,21.72,7.25,18.78,18.22,37.88,19.97,658.42,41.61,50.06,43.66,38.71,64.86,88.89,47.83
2024-06-13,26.25,22.41,14.06,9.42,10.08,12.01,61.41,29.42,39.44,8.18,12.35,27.49,12.44,14.99,7.21,9.45,24.51,171.48,22.85,6.55,18.63,16.54,33.67,18.18,730.33,39.02,44.85,41.08,35.24,53.15,84.93,41.7
2024-06-14,26.44,22.24,14.15,9.2,9.82,12.03,61.0,29.5,38.73,8.0,12.25,27.97,12.46,14.84,6.78,9.18,24.32,170.78,22.99,6.64,18.53,16.61,33.79,18.26,733.59,38.91,43.42,40.83,35.0,52.08,84.36,42.1
2024-06-17,26.15,21.52,14.03,9.03,9.53,11.92,62.84,29.5,38.59,7.77,12.16,28.5,12.07,14.77,6.44,9.04,23.94,169.13,22.94,6.59,18.13,16.06,33.05,17.81,778.51,37.67,42.18,41.0,34.19,51.78,83.99,41.08
2024-06-18,26.25,21.23,13.99,9.31,9.74,11.98,62.99,29.3,38.53,7.68,12.33,28.13,12.27,15.0,6.7,9.21,24.27,171.29,23.41,6.68,18.11,16.61,33.42,18.14,775.98,37.89,41.5,41.25,34.68,50.17,84.36,42.1
2024-06-19,26.06,21.07,13.78,8.97,9.62,11.95,60.91,28.77,37.53,7.66,12.21,26.4,12.44,14.65,6.58,9.14,24.14,172.01,23.03,6.66,17.75,16.83,33.3,18.22,774.71,37.89,38.83,40.5,34.03,53.93,83.42,41.9
2024-06-20,25.96,20.75,13.25,8.64,9.8,12.08,58.87,29.38,37.66,7.83,12.23,26.38,12.46,14.9,6.9,9.27,24.38,171.77,22.09,6.52,17.31,16.58,32.56,17.65,762.03,37.55,36.79,40.08,32.98,51.24,81.16,39.65
2024-06-24,25.58,20.83,12.82,8.07,8.94,11.27,58.27,27.04,36.81,7.22,11.53,24.22,11.25,13.72,6.27,8.43,22.56,168.89,21.39,6.11,17.08,16.25,31.44,16.79,759.86,36.31,37.22,38.0,31.69,47.3,79.65,37.2
2024-06-26,25.87,21.27,13.18,8.13,9.55,11.61,59.49,27.64,37.63,7.69,11.92,23.26,12.11,14.36,6.75,8.88,23.25,170.09,21.95,6.41,17.39,16.9,32.68,17.61,745.0,36.99,35.86,38.66,33.55,48.73,80.78,38.63
2024-06-27,25.68,21.23,12.85,7.79,9.43,11.48,58.02,26.96,36.31,7.51,11.73,22.57,12.06,14.12,6.63,8.58,22.82,168.65,20.82,6.2,16.83,16.9,32.18,17.49,744.46,38.0,36.29,37.91,32.98,47.12,79.08,37.2
2024-06-28,25.68,21.11,12.95,7.68,9.39,11.5,57.44,27.08,36.58,7.48,11.84,22.59,12.15,14.41,6.67,8.55,22.83,175.37,21.29,6.16,16.87,16.8,32.31,17.69,723.09,37.22,38.21,38.58,32.66,47.48,79.08,36.79
2024-07-02,26.54,21.72,13.38,8.19,9.52,11.47,54.75,27.42,37.47,7.56,12.12,22.3,12.32,14.46,6.74,8.56,22.83,178.26,21.81,6.29,17.0,17.54,33.55,17.93,687.04,39.7,38.28,38.0,34.19,51.9,80.78,38.63
2024-07-03,26.63,21.52,13.35,8.36,9.43,11.42,54.01,27.52,36.72,7.53,12.0,22.05,12.32,14.41,6.65,8.46,22.65,175.85,21.62,6.25,16.97,17.57,33.42,17.73,691.93,38.68,36.23,37.5,34.03,52.86,80.4,40.06
2024-07-04,26.35,21.43,13.05,7.91,8.95,11.15,52.74,26.4,35.34,7.17,11.65,21.22,12.03,14.02,6.38,8.28,21.94,174.17,21.01,6.02,16.5,17.64,32.56,17.0,684.69,37.22,34.99,36.91,32.58,51.42,78.7,37.61
2024-07-05,26.44,21.43,13.11,7.96,9.02,11.29,53.19,26.92,36.81,7.31,11.77,21.27,12.17,13.89,6.68,8.33,22.08,170.57,20.82,6.09,16.59,17.28,32.93,17.28,678.35,37.55,34.06,37.41,33.07,50.88,79.46,38.83
2024-07-08,26.35,21.03,12.88,7.68,8.67,11.01,52.07,26.09,36.02,7.03,11.53,20.54,11.57,13.75,6.67,8.07,21.07,171.29,20.4,5.86,16.29,16.99,32.31,16.83,656.43,36.99,33.19,36.25,31.94,51.36,78.51,36.79
2024-07-09,26.92,21.27,13.02,7.57,8.81,11.22,52.51,26.68,37.16,7.11,11.85,20.61,11.88,14.12,6.8,8.16,21.34,175.37,21.34,5.86,16.58,16.06,32.31,17.36,643.75,37.1,34.06,37.33,32.02,51.42,80.02,36.99
2024-07-10,26.63,21.07,12.72,7.35,8.6,11.2,51.94,26.64,36.61,7.03,11.98,20.83,11.57,13.82,6.68,8.22,21.41,167.93,21.48,5.61,16.43,16.0,31.44,16.83,638.32,36.2,33.37,36.83,31.49,52.68,79.65,35.77
2024-07-11,26.92,21.11,13.18,8.07,9.06,11.74,54.81,27.02,37.95,7.31,12.34,21.43,11.89,14.22,7.05,8.68,22.34,170.09,22.38,5.86,16.95,16.87,32.93,17.24,676.17,37.33,34.32,37.83,33.68,52.62,82.29,38.22
2024-07-12,27.3,21.52,13.21,8.3,8.99,11.69,56.34,27.93,37.87,7.28,12.51,21.3,11.9,14.22,7.05,8.56,22.34,168.89,22.0,5.75,16.75,17.41,32.8,17.36,687.76,38.34,33.5,38.0,33.84,52.2,82.29,37.81
2024-07-15,27.4,21.52,13.02,8.64,8.63,11.35,53.93,28.79,37.32,7.01,12.22,20.69,11.6,13.88,6.78,8.27,21.72,168.17,21.81,5.63,16.29,17.48,32.06,16.87,681.97,37.55,31.93,37.75,32.71,51.84,81.53,36.99
2024-07-16,27.4,21.39,12.98,9.36,8.54,11.35,54.82,28.61,36.75,6.95,12.23,20.33,11.54,13.71,7.07,8.38,21.56,167.45,21.95,5.61,16.11,17.38,31.81,16.79,702.44,37.1,31.49,37.25,32.14,52.68,81.16,36.99
2024-07-18,27.59,21.19,12.78,8.86,8.39,11.59,56.83,27.22,36.47,6.82,11.81,20.39,11.36,13.56,7.12,8.39,20.62,164.08,21.62,5.66,16.0,16.67,32.06,16.55,721.27,37.22,30.67,37.0,31.57,55.72,81.91,36.18
2024-07-19,27.5,21.23,12.69,8.69,8.55,11.89,60.16,27.6,37.14,6.91,12.04,20.83,11.54,13.85,7.22,8.46,20.65,163.36,20.91,5.56,15.81,16.54,31.94,16.55,724.54,37.1,30.8,36.91,31.98,56.62,81.72,37.81
2024-07-22,27.4,21.48,12.62,9.59,8.62,11.72,61.19,26.46,36.1,6.94,12.04,21.01,11.8,13.9,7.54,8.43,20.65,160.96,20.87,5.72,15.68,16.51,31.94,16.83,724.72,36.76,30.98,36.66,31.98,55.01,81.16,39.04
2024-07-23,27.4,21.46,12.65,10.54,8.43,11.79,60.54,26.58,35.69,6.89,12.05,20.46,11.88,13.8,7.34,8.18,20.25,160.0,20.63,6.29,15.24,16.51,32.18,16.55,703.7,39.13,30.23,35.66,31.65,52.02,80.59,38.02
2024-07-24,27.78,21.58,12.82,11.61,8.25,11.58,59.18,25.93,33.84,6.79,11.96,20.09,11.62,13.47,7.29,8.1,19.45,161.68,20.49,6.07,15.07,16.51,31.44,16.26,685.41,39.7,29.73,34.83,31.25,51.6,80.97,41.29
2024-08-08,27.88,23.85,13.02,16.71,8.55,11.56,57.73,26.8,36.28,7.34,12.3,23.08,12.08,13.85,7.14,8.31,20.18,159.76,21.58,6.02,15.32,20.76,33.53,17.4,681.06,38.12,34.06,37.41,33.51,52.2,77.0,42.1
2024-08-09,27.78,23.64,12.98,15.03,8.48,11.58,55.72,26.56,36.4,7.28,12.34,22.55,12.1,13.91,7.14,8.26,20.19,159.52,21.43,6.0,15.21,21.44,33.4,17.4,669.65,37.78,33.44,36.83,33.27,51.78,77.0,41.08
2024-08-12,28.17,24.06,13.02,15.2,8.4,11.73,55.07,26.82,36.58,7.5,12.61,22.16,12.01,14.05,6.87,8.23,19.87,159.28,21.48,5.98,15.07,19.76,33.28,17.2,663.86,38.0,35.01,36.41,32.95,50.77,77.19,40.47
2024-08-13,28.17,23.94,13.15,15.14,8.48,11.92,56.02,27.54,37.14,7.45,12.88,21.88,12.15,14.18,7.02,8.29,20.01,160.48,21.62,6.02,15.09,19.92,33.78,17.36,687.04,38.46,35.7,36.66,33.6,50.83,77.95,40.67
2024-08-14,28.17,24.02,13.18,15.87,8.49,11.87,55.16,27.5,36.72,7.57,12.9,21.54,12.15,14.26,7.02,8.22,19.81,160.0,20.82,6.07,14.82,19.57,33.66,17.32,683.6,38.46,35.82,36.33,33.03,48.97,77.19,40.26
2024-08-15,28.26,23.98,13.25,17.44,8.43,11.78,55.56,27.85,36.8,7.57,13.12,22.29,12.07,14.15,7.04,8.27,19.88,161.68,20.96,6.2,14.95,19.31,33.91,18.1,684.32,38.91,35.32,37.66,33.76,48.56,77.95,41.7
2024-08-16,27.78,24.15,13.05,17.05,8.23,11.68,54.08,28.57,36.47,7.56,13.16,22.15,12.02,14.0,6.84,8.14,19.59,160.48,20.63,6.04,14.74,19.38,33.53,18.42,668.38,38.12,33.5,38.16,33.6,48.91,77.38,40.88
2024-08-19,27.98,24.23,13.08,16.93,8.13,11.65,53.69,28.35,36.81,7.59,13.12,21.78,11.84,13.82,6.81,8.05,19.31,160.0,20.44,5.93,14.57,19.22,34.16,18.46,651.72,38.46,33.94,36.16,34.49,48.2,77.38,41.7
2024-08-20,27.5,23.77,12.88,18.62,7.95,11.5,52.26,26.68,35.93,7.5,12.94,21.64,11.58,13.45,6.73,7.9,18.93,158.56,19.92,5.82,14.37,19.15,33.78,19.73,639.4,37.55,32.12,35.91,32.95,48.5,76.06,40.26
2024-08-21,27.3,23.43,12.75,20.47,7.94,11.49,52.39,26.72,36.04,7.4,12.87,21.37,11.44,13.19,6.58,7.88,18.95,156.63,19.64,6.34,14.38,19.25,33.4,17.65,637.95,37.67,31.36,36.0,32.46,48.26,75.68,39.45
2024-08-22,27.21,23.35,12.59,18.95,7.8,11.35,51.18,26.17,35.76,7.26,12.62,21.03,11.51,13.14,6.43,7.8,18.71,157.6,19.45,5.95,14.07,19.12,32.9,16.67,619.48,34.96,31.42,35.91,31.49,43.6,74.17,38.43
2024-08-23,27.02,23.01,12.42,20.86,7.57,11.21,52.36,26.13,35.67,7.28,12.34,20.91,11.21,12.98,6.28,7.71,18.55,145.1,19.26,6.55,13.98,18.67,32.64,16.47,587.96,35.19,30.04,35.33,30.6,40.02,74.17,37.4
2024-08-26,26.92,23.22,12.59,18.79,7.86,11.24,57.86,26.19,36.03,7.32,12.5,20.94,11.34,13.29,6.43,7.85,18.9,143.18,19.83,7.21,14.34,18.86,33.66,16.87,601.0,35.97,30.36,36.16,31.57,40.19,74.55,38.43
2024-08-27,26.92,23.26,12.39,16.93,7.8,11.13,56.83,26.09,35.4,7.17,12.33,18.99,11.36,13.45,6.28,7.77,18.73,139.82,19.45,6.71,14.12,18.57,33.15,16.47,579.08,35.64,28.79,35.66,30.92,41.57,73.8,37.61
2024-08-28,27.02,22.97,12.49,16.21,7.89,11.07,56.51,26.34,35.57,7.29,12.27,19.48,11.48,13.27,6.33,7.82,19.0,140.3,19.59,6.77,14.48,18.83,33.91,17.0,575.82,35.64,29.48,36.16,31.01,42.58,64.92,38.02
2024-08-29,26.63,22.68,12.42,14.58,8.07,11.23,60.43,26.96,37.63,7.34,12.4,20.28,11.62,13.63,6.41,7.93,19.42,139.34,19.88,6.73,14.57,18.93,34.04,17.28,586.15,35.86,33.0,36.66,31.09,40.25,64.92,38.43
2024-08-30,26.63,22.38,12.62,14.19,8.15,11.53,59.89,27.44,38.17,7.41,12.62,20.07,11.92,13.75,6.48,8.38,19.24,141.74,20.02,6.93,14.88,19.02,34.42,17.53,606.8,36.65,33.31,36.41,32.22,43.6,65.87,39.04
2024-09-02,27.5,22.09,12.42,15.08,7.93,11.65,57.02,28.99,37.36,7.43,12.36,19.41,11.35,13.47,6.36,8.47,18.45,139.34,19.55,6.96,14.59,20.12,34.54,17.2,589.77,36.43,33.75,36.16,31.73,42.34,63.04,38.22
2024-10-15,30.08,23.68,14.83,19.07,10.55,13.76,65.03,32.43,40.65,11.0,14.4,29.36,13.47,15.68,7.69,9.51,20.65,158.08,20.87,7.69,17.36,20.92,38.08,21.6,807.31,43.76,38.46,42.25,39.83,89.11,95.12,66.84
2024-10-16,30.66,24.23,15.16,19.91,10.45,13.66,63.34,32.15,41.84,10.94,14.27,27.89,13.46,15.66,7.85,9.48,21.22,157.6,21.06,7.66,19.05,20.7,38.46,21.85,776.52,46.91,39.53,42.33,39.75,87.68,93.99,65.61
2024-10-17,29.99,23.81,14.7,19.23,10.42,13.67,63.15,31.74,41.0,10.8,14.48,26.9,13.6,15.44,7.85,9.42,20.69,155.91,20.58,7.46,18.13,19.76,37.83,25.15,765.83,44.66,38.65,42.0,39.26,91.68,92.48,65.0
2024-10-18,30.37,24.06,14.57,18.95,10.69,14.1,66.39,32.41,43.9,10.94,14.81,28.84,13.87,15.94,8.15,9.82,21.55,159.04,21.53,7.57,18.17,20.05,38.46,24.5,824.52,45.11,39.47,43.0,40.72,95.8,95.12,68.06
2024-11-06,33.24,25.16,16.02,25.29,11.7,14.42,70.36,32.68,41.32,13.59,15.05,34.79,14.43,17.32,9.87,10.61,22.24,161.44,23.56,8.89,18.87,27.17,41.75,29.06,896.97,48.04,41.48,46.91,43.96,90.0,100.03,82.57
2024-12-13,32.09,25.83,16.55,23.38,12.51,14.9,65.74,35.65,40.43,12.4,15.05,28.75,15.02,19.25,10.02,11.98,33.5,157.6,24.88,9.76,19.75,24.69,47.07,28.0,849.52,50.86,41.86,44.25,46.55,89.17,106.82,84.82
2024-12-16,32.57,26.21,16.58,22.88,12.68,14.94,64.88,35.18,40.16,12.52,15.03,28.22,15.38,19.18,10.01,11.91,33.5,158.56,24.55,9.62,19.32,27.17,46.94,28.45,845.89,50.86,42.05,44.0,46.71,87.79,105.31,87.48
2024-12-18,32.38,25.58,15.89,21.76,12.03,14.21,63.79,32.76,39.88,12.24,14.53,27.84,14.64,18.46,9.28,11.01,29.71,158.8,23.89,9.21,18.89,22.31,44.54,27.19,847.71,48.27,49.4,42.91,43.15,84.03,103.8,82.16
2024-12-19,31.81,25.24,15.76,21.48,11.69,14.11,63.13,32.72,40.14,11.84,14.55,27.5,14.28,18.29,9.23,10.96,29.38,157.36,24.08,9.05,18.57,20.73,44.03,27.55,850.6,49.28,47.45,43.66,42.66,89.11,103.8,82.37
2024-12-20,31.52,25.54,15.63,22.04,11.94,14.34,63.37,33.11,40.05,11.99,14.76,26.85,14.42,18.63,9.23,11.16,29.79,156.15,23.79,8.87,18.6,21.24,44.03,27.43,848.79,48.49,46.89,43.16,42.5,92.69,102.48,81.76
2025-02-17,29.89,23.64,14.7,18.5,11.23,13.95,58.55,30.33,44.29,14.67,14.08,23.66,14.22,22.56,9.55,10.79,26.9,150.15,21.39,8.28,17.73,18.35,41.88,26.45,794.09,52.33,38.84,42.75,43.07,91.86,93.99,72.56
2025-02-18,29.51,23.34,14.4,18.06,10.92,13.68,62.81,29.3,43.03,13.95,13.75,23.04,13.73,20.9,9.23,10.44,25.72,149.19,21.72,7.98,17.35,17.77,40.49,25.35,804.6,49.96,41.42,42.83,41.69,85.82,90.59,69.29
2025-02-19,29.51,23.22,14.44,19.85,11.24,13.88,64.38,29.9,43.44,13.83,13.92,23.39,14.28,21.28,9.34,10.78,27.65,148.47,22.09,8.16,17.36,17.96,40.87,25.96,814.74,50.64,41.92,43.33,41.77,87.79,91.16,69.29
2025-03-11,29.51,24.46,16.05,20.02,12.25,14.18,62.71,31.49,42.44,20.84,14.45,23.91,16.01,21.32,9.91,11.78,26.37,149.19,22.57,8.3,17.49,17.45,41.5,26.9,926.32,50.86,39.09,44.58,42.18,93.53,90.03,68.67
2025-03-12,29.6,24.33,15.86,20.02,12.95,14.15,62.92,31.37,41.83,22.44,14.36,23.39,16.04,21.32,10.04,11.84,26.65,150.87,22.99,8.37,17.44,17.32,41.75,26.94,914.54,50.52,41.61,45.08,41.93,94.01,89.46,69.9
2025-03-13,29.41,24.5,15.63,19.51,12.4,14.15,61.26,30.78,40.96,20.22,14.27,22.94,15.81,21.23,9.9,11.56,26.14,152.07,22.47,8.42,17.49,17.25,41.88,27.31,891.18,50.52,44.31,44.58,41.61,87.32,89.08,71.33
2025-03-14,29.7,24.5,15.76,19.85,12.63,14.35,62.24,31.37,41.5,21.59,14.51,23.48,16.2,22.22,10.11,11.73,26.99,152.55,22.76,8.39,17.65,17.64,42.51,27.88,899.51,51.09,42.93,44.66,42.5,92.87,91.16,71.13
2025-03-31,29.89,24.33,15.46,19.12,11.69,13.97,58.22,29.63,39.18,25.64,14.63,21.5,15.17,21.33,9.64,11.14,25.79,152.31,22.33,7.78,17.92,16.99,40.87,30.04,853.32,50.64,41.48,44.83,40.88,80.63,88.71,65.0
2025-04-01,30.27,24.76,16.05,19.35,11.94,14.18,59.08,30.43,39.25,26.03,14.74,21.24,15.41,21.48,10.01,11.47,26.38,154.95,22.61,7.96,18.35,17.45,41.88,31.83,854.59,51.65,43.49,46.25,42.26,82.12,89.27,65.4
2025-04-02,30.08,24.93,15.86,19.12,12.03,14.25,60.77,30.45,39.35,27.83,14.75,20.99,15.49,21.28,9.85,11.6,26.62,153.75,22.38,8.03,18.08,17.41,41.25,30.65,842.82,50.18,41.98,46.0,41.93,82.18,88.52,64.18
2025-04-03,30.56,25.15,15.99,19.29,11.83,14.21,59.09,30.27,35.39,27.05,14.57,20.89,15.4,21.28,9.8,11.49,25.96,154.47,22.38,8.12,18.08,17.54,41.88,32.73,829.05,50.07,42.11,45.08,42.42,82.84,89.27,64.59
2025-04-22,29.6,24.37,15.16,23.72,11.37,12.95,51.71,30.02,31.11,25.76,13.52,19.96,14.53,19.95,9.23,11.07,23.97,147.75,20.82,7.55,16.47,16.45,40.62,29.63,723.09,51.76,41.73,43.5,41.45,65.7,84.55,59.48
2025-04-23,29.7,24.29,15.1,21.36,11.52,13.3,55.37,29.75,32.16,26.44,13.52,20.03,14.8,20.17,9.41,11.26,23.7,147.51,20.82,7.53,16.44,16.58,40.62,29.22,731.96,53.57,40.6,44.5,41.12,68.5,84.93,59.48
2025-04-25,30.27,24.85,15.33,17.38,11.35,13.3,54.29,29.69,32.93,27.97,13.53,20.12,14.65,19.98,9.82,11.18,23.9,150.87,21.06,7.5,17.01,17.03,41.5,32.16,746.81,52.89,49.09,43.83,41.29,68.5,84.93,58.66
2025-04-28,30.27,25.06,14.9,16.71,11.55,13.18,57.99,28.85,31.86,25.89,13.35,19.94,14.45,19.59,10.42,10.95,24.66,152.07,20.63,7.32,16.71,16.64,41.25,31.14,743.37,53.79,47.07,43.91,41.12,68.8,83.23,57.84
2025-05-06,30.27,25.83,15.06,18.06,12.94,14.05,60.75,30.27,34.0,26.97,13.86,20.34,16.43,20.48,10.95,11.64,31.05,156.63,20.44,7.66,16.6,17.16,41.63,30.98,770.18,55.15,47.2,45.5,42.34,74.3,85.5,60.7
2025-05-07,30.27,25.62,15.16,17.94,13.21,14.16,59.54,31.68,33.84,27.24,13.89,20.59,16.57,20.88,10.85,11.71,31.6,155.91,20.91,7.69,16.68,17.25,42.13,31.79,771.27,57.4,47.14,45.5,42.18,73.88,87.57,61.73
2025-05-08,30.18,25.62,15.26,17.94,13.42,14.21,62.36,32.11,33.91,27.46,14.01,20.86,16.96,21.26,10.93,11.88,30.81,155.43,21.06,7.82,16.71,17.41,42.26,32.24,786.3,55.48,47.2,48.08,44.44,75.07,87.2,62.54
2025-05-09,30.08,25.83,15.33,17.78,13.33,14.16,63.26,33.05,33.5,26.93,13.91,20.75,16.93,20.97,10.76,11.76,33.61,158.32,20.87,7.71,16.63,17.32,42.26,31.1,784.67,54.92,49.65,46.08,43.39,74.66,85.87,61.32
2025-05-12,30.08,26.43,15.36,17.89,13.43,14.22,63.65,35.09,34.03,27.85,13.93,21.63,16.92,21.15,10.69,11.85,33.15,157.36,21.43,7.69,16.65,17.51,42.01,33.95,801.7,54.58,47.77,46.58,42.99,76.15,85.87,62.13
2025-05-13,30.18,26.22,15.26,17.94,13.3,14.1,62.43,34.95,34.82,29.34,13.87,24.65,16.85,21.08,10.54,11.9,32.57,156.63,21.25,7.66,16.57,17.51,42.13,33.5,805.5,53.45,50.28,46.25,42.91,79.55,85.87,62.13
2025-05-14,30.47,26.22,15.3,17.94,13.39,13.9,62.08,36.57,34.54,28.06,13.84,23.39,16.54,21.08,10.49,11.76,31.75,156.63,21.1,7.66,16.52,17.45,42.01,34.73,839.01,53.34,51.79,46.16,42.99,80.03,85.87,62.34
2025-05-15,30.37,26.05,15.16,17.61,13.4,13.9,64.22,36.18,34.44,28.6,13.83,22.4,16.67,21.08,10.56,11.68,31.03,155.91,20.87,7.64,16.25,17.41,41.88,33.06,830.86,53.23,49.9,45.33,42.58,76.86,84.36,61.32
2025-06-24,30.43,25.22,15.22,18.22,15.37,14.95,65.11,39.29,34.97,23.42,14.61,21.5,17.46,22.19,12.24,12.35,29.3,155.64,20.3,7.75,15.57,19.02,42.89,33.26,822.15,51.08,43.81,47.5,45.98,88.21,84.06,72.35
2025-06-25,30.93,25.36,15.28,18.11,15.33,14.96,66.11,39.33,36.05,23.56,14.69,21.72,17.58,22.25,12.41,12.34,29.38,158.1,20.4,7.78,15.71,18.38,43.15,33.5,840.83,51.54,44.06,47.66,45.82,88.27,85.2,72.56
2025-06-26,30.83,25.09,15.25,18.28,15.21,14.85,65.01,39.15,35.96,23.42,14.55,22.0,17.55,22.07,12.4,12.33,29.88,158.34,20.25,7.78,15.63,18.83,43.15,33.14,822.52,51.08,43.49,47.33,46.63,86.0,84.25,73.58
2025-06-27,30.73,25.0,15.42,18.22,14.94,15.0,64.85,39.17,36.13,23.24,14.62,22.08,17.66,22.2,12.57,12.39,29.95,157.61,20.25,7.8,15.65,18.22,42.89,32.97,823.25,52.91,43.74,48.33,46.14,86.6,84.63,71.13
2025-06-30,30.53,24.96,15.45,18.22,15.61,15.05,65.87,40.2,36.68,22.56,14.81,23.62,18.25,22.74,13.15,12.56,30.3,156.87,20.25,7.8,15.61,18.22,43.02,34.28,839.0,52.57,44.88,48.91,46.47,85.41,85.01,72.15
2025-07-01,30.73,25.31,15.45,18.28,15.67,15.05,66.76,40.26,37.51,23.21,14.8,22.75,18.34,24.17,13.51,12.56,30.28,157.85,20.16,7.8,15.6,18.12,43.02,34.07,831.68,52.34,47.54,49.33,47.68,85.94,84.82,70.92
2025-07-09,31.14,27.09,15.85,18.39,15.72,15.21,68.65,43.82,37.28,23.48,14.79,29.58,19.86,24.78,13.51,13.01,29.44,164.25,20.49,7.89,15.99,18.6,44.45,35.38,824.72,54.62,49.38,51.83,49.34,83.91,85.95,73.58
2025-07-10,31.44,27.22,15.98,18.45,15.46,15.3,67.55,45.45,37.55,23.4,14.82,29.34,19.5,24.3,13.59,13.28,29.47,164.25,20.73,7.96,16.01,18.67,44.84,35.01,825.63,54.85,49.82,51.66,49.34,83.61,86.9,76.65
2025-07-11,31.44,26.91,15.85,18.39,15.46,15.37,67.12,44.85,37.67,23.39,14.89,28.15,19.24,24.15,13.45,13.03,29.51,163.51,20.68,7.91,16.03,18.67,44.71,35.01,824.9,54.74,48.75,51.58,49.59,83.37,86.9,74.19
2025-07-14,31.54,27.22,16.01,18.11,15.63,15.53,66.22,44.69,37.53,22.88,14.87,28.51,19.67,24.75,14.13,13.13,30.37,166.21,20.58,7.85,16.15,18.6,45.35,35.54,828.38,54.62,51.41,52.0,49.51,81.34,86.52,73.38
2025-07-15,31.24,27.0,15.85,17.5,15.35,15.52,63.71,45.47,36.61,21.89,14.77,27.68,19.15,24.76,13.81,12.93,29.57,162.77,20.35,7.62,15.76,18.12,44.45,34.52,815.19,53.59,48.81,51.75,48.53,82.0,85.2,71.94
2025-07-16,31.14,26.82,15.88,17.61,15.66,15.45,63.99,45.06,37.47,22.16,14.74,28.51,19.66,24.54,13.69,12.98,29.82,161.29,20.44,7.69,15.72,18.25,44.45,34.28,807.87,53.71,49.06,51.16,48.61,82.0,85.2,71.54
2025-07-17,31.14,26.78,15.82,17.55,15.91,15.42,63.54,47.02,37.58,24.52,14.88,28.34,19.64,26.18,13.76,13.05,30.37,161.05,20.49,7.71,15.74,18.15,44.07,34.4,824.17,53.71,49.06,51.83,48.69,81.82,85.2,72.15
2025-07-18,31.24,26.82,15.78,17.55,15.98,15.57,63.83,47.44,37.61,23.89,15.35,28.65,20.08,26.4,13.76,14.35,30.28,162.77,20.58,7.71,15.99,18.35,44.2,34.52,835.16,53.59,49.19,52.08,51.13,81.82,85.39,72.56
2025-07-22,32.25,27.18,16.25,17.72,16.32,16.09,65.3,47.46,37.95,22.75,15.44,30.91,20.33,24.81,15.14,15.04,30.0,165.97,21.06,7.96,16.38,18.99,45.48,38.52,852.19,66.62,50.77,53.08,51.37,83.79,91.05,73.38
2025-07-23,31.95,27.05,16.25,17.66,16.16,15.97,64.22,48.31,37.97,22.87,15.17,30.31,20.38,24.78,14.53,14.72,30.04,164.98,20.87,7.91,16.19,18.8,44.97,36.36,844.31,75.53,49.25,51.66,50.64,87.97,89.54,72.76
2025-07-24,32.15,27.09,16.38,17.83,16.48,16.09,65.95,48.41,38.5,22.47,15.43,30.56,20.34,24.85,14.57,14.89,30.47,166.21,21.15,8.01,16.84,19.02,45.22,36.56,870.69,70.96,49.82,51.41,51.78,85.47,90.68,73.99
