"t","sector_Communication_Services","sector_Consumer_Discretionary","sector_Consumer_Staples","sector_Energy","sector_Financials","sector_Healthcare","sector_Industrials","sector_Real_Estate","sector_Technology","sector_Utilities"
0.000303582270795386,2.85723074093212,0.909458756933058,-0.167955900918441,-1.71706150409664,9.77060617891951,-1.20168336152717,4.67635261743906,3.5426742669571,6.0000294552403,9.06792508582486
0.000607164541590771,-62.1154934354937,-71.0202771048973,-59.2757388598705,-65.856546051501,-60.2257678555126,-62.5771919068561,-44.1056074890721,-57.4457783465982,-75.6357343549921,-64.2629942368861
0.000910746812386157,23.5954015138186,30.219675876392,15.6592373018558,5.70151711377377,17.6744405701346,16.9563848177795,10.2222387273133,19.3067476662475,25.2402373483282,16.8811267094814
0.00121432908318154,56.3797259023806,65.8247619486522,51.0470084732554,57.6168031630003,47.7446509428898,54.6332570261124,47.6773737079519,51.709407578377,37.6782088639109,57.3884469245025
0.00151791135397693,-12.4755165563254,-8.93899305063012,-12.7224906895794,-6.53690334697365,-3.98574231507065,-10.402241871525,-6.2915802847579,-9.97798158955757,-1.81061000376222,-13.6652530627474
0.00182149362477231,6.09943088373085,2.83393126722569,4.20754301917022,9.16804923531928,-1.86628463550467,11.6259363753465,9.37111994538717,14.5651210346058,10.0727013783242,46.7511663541329
0.0021250758955677,1.20911617034889,5.10058170067033,0.618926362459569,4.34163577504251,0.329508892173134,0.613633571670639,-1.93370977725871,5.20606392486869,2.99155183213799,5.09694169299016
0.00242865816636308,25.145724101773,26.4025263081332,20.7076777776348,18.841097579246,31.3730097182326,26.136620821051,18.8770241105982,25.847709396195,28.3371849238266,26.2414225593915
0.00273224043715847,18.1649328211323,10.7208107951319,6.5601823235221,9.43242503365872,10.7742656166444,12.927848933553,9.82452809973423,12.0657951902714,15.3743176740524,12.8633688274321
0.00303582270795386,-8.57062406264917,-15.5519440232992,-20.1896569722462,-22.0855905346616,-9.69783521120162,-12.1929005233984,-10.6282973562619,-12.1231242302556,-15.896547708017,-15.8260107147479
0.00333940497874924,-0.838050283154559,10.3507813303005,-1.56097502390335,3.62358780776015,-3.60647970068877,2.26646159076049,-2.54459319785794,6.18210665351583,8.19143686023514,-0.439323885147587
0.00364298724954463,22.2375340404052,27.5116302184712,21.8875651007623,22.0687947678843,17.6121746538188,19.565572477293,21.4736188977771,29.4217558315574,26.6741347225536,23.2406701809415
0.00394656952034001,9.05641680765554,8.75114773887998,7.6059548597107,4.60389031129268,3.29195213445499,5.68839168812347,13.2902933400997,9.70380286890268,6.53514269461074,9.52129408330588
0.0042501517911354,2.47383565597424,8.43631767131082,-19.7962008384185,33.2904927671179,57.5587191817193,-8.47720157710542,58.9168381291877,2.1651119696857,-41.8835500301089,-26.535392527617
0.00455373406193078,-43.7529325258163,-57.069896775674,-42.4787491822891,-43.3776620204529,-32.6379027206187,-45.9997679822109,-38.3355505733928,-49.0720592352838,-49.473442617141,-43.7163341261896
0.00485731633272617,11.3056836437776,0.405508009810409,16.3525394243627,10.2180092521031,13.9239811992332,11.751151887719,9.77425668924475,6.81104481391816,4.32598130721242,6.91216678255923
0.00516089860352155,47.8803236855081,57.8741297517014,44.4510555118299,49.5385780347523,39.7572159153548,49.9788788701122,39.4287328169773,48.1065106416085,49.4981014050455,57.5529927001499
0.00546448087431694,-16.1470649038497,-17.4657986274988,-8.81504439349784,-17.0791236435316,-14.8320203354237,-15.0619654967252,-14.9025642222878,-19.1481086384358,-17.7274025762239,-12.3814438831721
0.00576806314511233,-36.7807857175878,-46.9338595127112,-37.6818134187092,-38.5848604963891,-33.9335536792166,-39.088217770823,-31.0984071522276,-29.3342030954763,-39.4767362895349,-35.7539165774112
0.00607164541590771,36.8111047001229,41.1792308827521,27.343818930363,39.6886319793968,28.088353260566,40.6280006005041,24.423672923549,37.1343675251063,30.4352962727848,33.4816751445987
0.0063752276867031,-11.0786668066301,-35.9908612151564,-1.54048152447766,-21.1918095537203,-33.7876347911157,-8.22033977511716,-11.5352753648687,-8.37483880517736,5.95300213485408,-8.574810668413
0.00667880995749848,-10.4468600247813,-11.4826335506087,-9.87135182283676,-5.60972416618228,-13.9129942291551,-6.70847483330655,-3.44701062326192,-9.07395731231858,-10.5532641220057,-10.3702373160869
0.00698239222829387,20.5932626392945,22.7859760377187,20.930986402714,21.27411096907,18.9686019190996,19.7681546727137,20.9780588636365,19.3042246097053,27.5241898220471,17.1623744037931
0.00728597449908925,29.6151637177481,32.5867323652402,22.2469360861716,32.9303938119584,23.8433245295222,30.2109016851499,26.653983925772,32.0581984657774,32.4295339237774,39.1826196274764
0.00758955676988464,9.69226270463495,10.2671288924467,5.31591755917605,8.43067272076299,8.32093455464895,11.0436419258308,0.446411938049981,8.0328295620761,5.91814613402777,7.93067678216158
0.00789313904068003,19.976846006543,12.1201132370202,12.4425540487069,12.64926786963,15.1543281276743,15.6728630086956,12.2341049147688,17.4849290927433,17.7774199108459,18.5233525880752
0.00819672131147541,5.38319367420399,6.33898179279932,5.2868504781271,10.2479283451852,4.96694799637247,7.65020875193713,1.32709497957029,4.74709876169829,12.2358548914615,4.41126788051169
0.0085003035822708,7.08863597820871,8.31465637723858,6.25554681204247,6.82505289183453,7.05238743894193,5.6318390559368,7.50528106730469,4.5010131377735,7.40188323957428,6.0465361846829
0.00880388585306618,10.4303059017464,3.10125027235752,14.4326218798124,12.3228800392078,9.18234073842343,6.69863472062781,7.88524464855096,8.83927744257507,-2.10288164457616,6.83394633897238
