"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109"
-0.00760064199058538,-0.00872888400208475,-0.00973922105282895,-0.0106189917059028,-0.011358487032296,-0.0119511485088381,-0.0123936899417366,-0.0126861366386533,-0.0128317776345603,-0.0128370297421093,-0.0127112154394039,-0.0124662599924764,-0.0121163165785965,-0.0116773313533406,-0.0111665632024312,-0.0106020751511987,-0.0100022158947522,-0.00938511051227721,-0.00876817903492533,-0.00816770010625118,-0.00759843454182074,-0.00707332028350513,-0.00660324626615505,-0.00619690836069022,-0.00586074617296548,-0.00559895542420536,-0.00541356725103032,-0.00530458330333959,-0.00527015413993348,-0.00530678814902519,-0.00540957895014017,-0.00557244075600687,-0.00578834321129267,-0.00604953948113962,-0.00634778356004314,-0.00667453468902692,-0.00702114825748337,-0.00737905355222376,-0.00773991919386989,-0.00809580711491178,-0.00843931556498032,-0.00876371097856768,-0.00906304772082463,-0.00933227385424788,-0.00956732025789885,-0.00976516978994719,-0.00992390281042953,-0.0100427153517765,-0.0101219065910959,-0.0101628330587761,-0.0101678281939398,-0.0101400873719907,-0.0100835202913977,-0.0100025744963353,-0.00990203569097217,-0.00978681222553666,-0.00966171256476538,-0.00953122556357483,-0.00939931387643774,-0.00926923075236093,-0.00914336978953491,-0.00902315595340025,-0.00890898434644098,-0.0088002109385555,-0.00869519683403605,-0.00859140480025476,-0.00848554386842957,-0.00837375500538211,-0.00825182831977618,-0.00811544017690798,-0.00796039710999463,-0.00778287266609025,-0.00757962340729725,-0.00734817124920284,-0.00708694114395681,-0.00679534572255111,-0.00647381174778335,-0.00612374688163458,-0.00574744907646756,-0.00534796457203308,-0.00492890373627782,-0.00449422657588564,-0.00404801146858218,-0.00359422141642019,-0.00313648185699602,-0.00267788285385683,-0.00222081645208752,-0.00176685732602857,-0.00131669180041015,-0.000870097148923036,-0.000425970014146898,1.75999304821493e-05,0.000463217170955647,0.000914036086466153,0.00137359385439109,0.00184562945238285,0.00233389741946997,0.002841984325748,0.00337313487205561,0.00393009332973685,0.00451496475425488,0.00512909915872311,0.005773000679591,0.0064462627445191,0.0071475293766961,0.00787448203869343,0.00862385082067768,0.00939144829643914,0.0101722239902635
-0.00872888400208461,-0.010090737109153,-0.0113171620412625,-0.0123949223960316,-0.0133137557128891,-0.0140665810037355,-0.0146496319641258,-0.0150625091640646,-0.0153081470094014,-0.0153926941020463,-0.0153253087032681,-0.0151178741902607,-0.0147846425456327,-0.0143418168752531,-0.0138070865510298,-0.013199130665589,-0.0125371069236011,-0.0118401437620782,-0.0111268533078417,-0.0104148817098607,-0.0097205114506343,-0.00905832753274377,-0.0084409561103147,-0.00787888040854895,-0.00738033491261366,-0.00695127509726023,-0.00659541668848656,-0.00631433583322583,-0.00610761976409572,-0.0059730566526707,-0.00590685331697612,-0.00590387016938372,-0.00595786407729108,-0.00606173144439955,-0.00620774558654398,-0.00638778417890315,-0.00659354403946827,-0.00681674168545364,-0.0070492989032679,-0.00728351300107885,-0.00751221149447433,-0.00772889076722036,-0.00792783782923645,-0.00810423375674771,-0.0082542368484845,-0.00837504307217901,-0.00846492110645748,-0.00852321928789157,-0.00855034211014694,-0.00854769461842501,-0.00851759408758666,-0.00846314971883242,-0.00838811265562557,-0.00829670029547791,-0.00819340053362679,-0.00808276308493582,-0.00796918626466559,-0.00785670845652847,-0.00774881387195385,-0.00764826205274258,-0.00755694986917131,-0.00747581353031878,-0.00740477639899272,-0.00734274626599151,-0.00728766328927059,-0.00723659716602995,-0.0071858894195592,-0.00713133409893733,-0.00706838786474618,-0.00699239852216279,-0.00689883970761849,-0.00678353875875448,-0.00664288488854675,-0.00647400568686071,-0.00627490167401429,-0.0060445310557764,-0.00578283983765042,-0.00549073584981453,-0.00517000876979259,-0.0048232016417888,-0.00445344241656852,-0.00406424644085896,-0.00365930243175571,-0.00324225517265173,-0.00281649793645092,-0.00238498653311573,-0.00195008501707886,-0.00151345065697087,-0.00107596298337648,-0.000637698822840628,-0.000197952424133183,0.000244702715361656,0.000692315754681682,0.00114743105901173,0.00161293919281961,0.00209191446347534,0.00258744692097725,0.00310247610906134,0.0036396329613536,0.00420109516142705,0.00478846014300191,0.00540263878012279,0.00604377176611939,0.0067111697395932,0.00740327740052871,0.00811766117029342,0.00885101937731795,0.00959921348337386,0.0103573184910557
-0.00973922105282888,-0.0113171620412626,-0.0127433182062725,-0.0140039969456076,-0.0150884955940598,-0.0159893166479292,-0.0167023101106688,-0.0172267363437589,-0.0175652452307677,-0.0177237701999809,-0.0177113385941878,-0.0175398028991115,-0.0172235003061726,-0.0167788508478602,-0.0162239067641274,-0.015577867705531,-0.0148605777400158,-0.0140920208158458,-0.0132918312844691,-0.0124788352816935,-0.0116706372234136,-0.0108832634595389,-0.0101308723610777,-0.00942553694998044,-0.00877710281581709,-0.008193120716211,-0.00767885014998446,-0.00723732752309205,-0.00686949045456083,-0.00657434838935072,-0.00634918902480907,-0.00618981007663059,-0.00609076651099366,-0.00604562441355857,-0.00604721399487736,-0.00608787568600721,-0.00615969471277402,-0.00625472083253,-0.00636517098520907,-0.00648361339710213,-0.00660313216178636,-0.00671747152213469,-0.00682115903491627,-0.00690960658568463,-0.00697918792600566,-0.00702729112727172,-0.00705234418448037,-0.00705381204663056,-0.00703216366255701,-0.00698880824597794,-0.00692600087932001,-0.00684671875386414,-0.00675451071194402,-0.00665332421714429,-0.00654731531606314,-0.00644064845039631,-0.00633729401688449,-0.00624083225688569,-0.00615427231223526,-0.00607989506337623,-0.00601912765399125,-0.00597245641874785,-0.00593938331131764,-0.00591842894831546,-0.00590718313313102,-0.00590240131190533,-0.00590014296656729,-0.00589594560131172,-0.00588502586869438,-0.00586249764816029,-0.00582359566301999,-0.00576389261313575,-0.00567949789211366,-0.00556722679127407,-0.00542473065879998,-0.00525058071394325,-0.00504430098586937,-0.00480634897293798,-0.00453804587758264,-0.00424146141924742,-0.00391926102035056,-0.00357452538317992,-0.00321055396461985,-0.00283066451303272,-0.00243800063447353,-0.00203535835449352,-0.00162504095299441,-0.00120874913944226,-0.000787511103141392,-0.000361654329646556,6.91814760343583e-05,0.000505993297099839,0.000950330348441628,0.00140418242833804,0.00186984808321134,0.00234978990404463,0.00284648412694668,0.00336227119310174,0.00389921313861763,0.0044589627369445,0.00504264829904281,0.0056507770243929,0.0062831588427327,0.00693885182466317,0.00761612948402855,0.00831246964857252,0.00902456403231632,0.00974834719438975,0.0104790432052058
-0.0106189917059031,-0.0123949223960318,-0.0140039969456074,-0.015432182416082,-0.0166684451397433,-0.0177049718314237,-0.0185373190918907,-0.0191644847749691,-0.0195888970654657,-0.0198163197777517,-0.0198556752254958,-0.0197187889061877,-0.0194200630563405,-0.0189760887311718,-0.0184052083205477,-0.0177270422206353,-0.0169619946482038,-0.0161307542473437,-0.0152538051596315,-0.0143509636014594,-0.0134409537398166,-0.0125410348351437,-0.011666689312678,-0.010831378746963,-0.0100463718379432,-0.00932064547928244,-0.00866085713563843,-0.00807138411547232,-0.0075544230901273,-0.00711014147677679,-0.00673687113946262,-0.00643133428958857,-0.00618889145996699,-0.00600380191916829,-0.00586948778759154,-0.00577879429392708,-0.0057242399409893,-0.00569825170541377,-0.00569338166123369,-0.00570250250030187,-0.00571898026084757,-0.00573682314284876,-0.00575080559631814,-0.00575656696172569,-0.00575068389429131,-0.00573071570726234,-0.00569522172035232,-0.00564374978727044,-0.00557679546993342,-0.0054957318666407,-0.00540271089282348,-0.00530053782612424,-0.00519252210064165,-0.00508230858143621,-0.00497369476776419,-0.00487044045549156,-0.00477607723523205,-0.00469372572759297,-0.00462592859697364,-0.00457450710314539,-0.00454044823531189,-0.00452382834334781,-0.0045237776768995,-0.00453848842809773,-0.00456526682917504,-0.00460062767879407,-0.0046404274689089,-0.00468003017487723,-0.00471449787778222,-0.00473879683210163,-0.00474800849012349,-0.00473753444799927,-0.00470328436318093,-0.00464183664945286,-0.0045505631783191,-0.00442771124565908,-0.00427243858670414,-0.00408480007614968,-0.00386568773012778,-0.00361672850850873,-0.00334014697699413,-0.00303860193154682,-0.00271500746211216,-0.00237234954905668,-0.00201350912370244,-0.00164110163079677,-0.00125734161198232,-0.000863938837087606,-0.000462030224702591,-5.2149405819355e-05,0.000365766522220515,0.000792335569420456,0.00122865897213018,0.00167622432969122,0.00213679000882419,0.00261225738006168,0.00310453735217456,0.00361541723694667,0.0041464332985216,0.00469875351049592,0.0052730741424353,0.00586953289227967,0.00648764042039644,0.00712623135505296,0.00778343514287542,0.00845666651542735,0.00914263483147306,0.00983737112761707,0.0105362713609786
-0.0113584870322961,-0.013313755712889,-0.0150884955940598,-0.016668445139743,-0.0180423434918025,-0.0192021558206449,-0.0201432282187735,-0.0208643656947483,-0.0213678291665088,-0.0216592499623646,-0.0217474631026638,-0.0216442634289394,-0.0213640913390188,-0.0209236573484804,-0.0203415168157013,-0.0196376078437623,-0.0188327665365359,-0.0179482343945549,-0.0170051726725522,-0.016024197994437,-0.0150249524655998,-0.0140257199892323,-0.0130430985521259,-0.0120917359800361,-0.0111841341694324,-0.010330524187888,-0.00953881201339929,-0.00881459217071574,-0.00816122423526514,-0.00757996521848267,-0.00707014931205434,-0.00662940541856933,-0.00625390236745236,-0.00593861170699126,-0.00567757843684772,-0.00546419092500175,-0.00529144243253855,-0.00515217802283719,-0.00503932202633009,-0.00494608254521227,-0.00486613061554144,-0.00479375253377576,-0.00472397447932645,-0.00465265894427884,-0.00457657267197096,-0.00449342588852862,-0.00440188267781213,-0.00430154248917033,-0.00419289305083874,-0.00407723543483237,-0.00395658269413812,-0.00383353434848579,-0.00371112997913807,-0.00359268623079221,-0.00348162252066013,-0.00338128162825872,-0.00329475199774136,-0.00322469895542954,-0.00317321207643717,-0.0031416755971556,-0.00313066806020933,-0.00313989631347094,-0.00316816760340474,-0.00321340186138074,-0.0032726844501504,-0.00334235769891183,-0.00341814760166382,-0.00349532018500884,-0.00356886037355526,-0.003633664800369,-0.00368473902928161,-0.0037173891664729,-0.00372739791102964,-0.00371117576753893,-0.00366587941696923,-0.00358949106601813,-0.00348085487013586,-0.00333966910486339,-0.00316643546053791,-0.00296236945327255,-0.00272927827760456,-0.00246941429316663,-0.00218531360119308,-0.00187962974484256,-0.00155497244120401,-0.00121376046510273,-0.000858096451769886,-0.000489669604266915,-0.000109690244675691,0.000281141993421349,0.000682636605800277,0.00109507942651371,0.00151917227715733,0.00195594987282754,0.00240667952264323,0.0028727494723958,0.00335555167841826,0.00385636444197574,0.00437623975116233,0.00491589945239284,0.00547564357850109,0.00605527335432031,0.00665403062680159,0.00727055475322216,0.00790285734283234,0.00854831468975418,0.00920367725736076,0.00986509517294105,0.0105281583615088
-0.0119511485088381,-0.0140665810037354,-0.0159893166479296,-0.0177049718314237,-0.0192021558206454,-0.0204726988771944,-0.0215118110080533,-0.022318164982335,-0.0228938995687539,-0.023244541520831,-0.0233788475479643,-0.0233085702316749,-0.0230481544463536,-0.0226143731975352,-0.0220259137888811,-0.0213029267856998,-0.0204665513004901,-0.0195384306576091,-0.0185402325017106,-0.01749318692479,-0.01641765524497,-0.0153327407340259,-0.0142559509234983,-0.0132029191861644,-0.0121871911556111,-0.0112200792769554,-0.0103105864445326,-0.00946539735184216,-0.00868893393789951,-0.00798346925399672,-0.00734929229251522,-0.00678491490957113,-0.00628731101691736,-0.00585217777032467,-0.00547420855771993,-0.00514736816093724,-0.00486516145373467,-0.00462088829057182,-0.00440787869617546,-0.00421970394110617,-0.00405036045482189,-0.00389442468919416,-0.00374717794972528,-0.00360470085325828,-0.00346393748641004,-0.00332272959638594,-0.0031798213301566,-0.00303483523517221,-0.00288822051758329,-0.00274117497090575,-0.00259554255735337,-0.00245368933205609,-0.00231836120501911,-0.00219252787328823,-0.00207921805016828,-0.00198135179051622,-0.0019015761884286,-0.00184211094695522,-0.00180461024809914,-0.0017900469652794,-0.00179862456017419,-0.00182972101078911,-0.00188186786316889,-0.00195276603406016,-0.00203933837547515,-0.00213781731287,-0.00224386416268677,-0.00235271510527515,-0.0024593473240475,-0.00255865761232276,-0.00264564488530666,-0.00271558759764234,-0.00276420712203554,-0.00278780873058611,-0.0027833929410863,-0.00274873160630698,-0.00268240514979244,-0.00258379965801356,-0.00245306496244235,-0.00229103720317847,-0.00209913147461396,-0.00187921184941259,-0.00163344723377385,-0.00136416204936658,-0.00107369064730019,-0.000764243674804292,-0.000437793422198264,-9.59835991549162e-05,0.000259932829592905,0.000629126025560308,0.0010111919999417,0.00140612746839702,0.00181428000810684,0.00223627772407921,0.00267294329571839,0.00312519757486658,0.00359395787991414,0.00408003583447404,0.00458403910151665,0.00510628073415684,0.00564669916575471,0.00620479114686312,0.00677955924378999,0.00736947486906658,0.00797245723272043,0.00858586809140942,0.00920652173123003,0.00983070924752022,0.0104542358782642
-0.0123936899417365,-0.0146496319641261,-0.016702310110669,-0.0185373190918908,-0.0201432282187735,-0.021511811008053,-0.0226382065053618,-0.0235210060264464,-0.0241622613201823,-0.0245674127056506,-0.0247451384107308,-0.0247071290107797,-0.0244677933999102,-0.0240439049991405,-0.0234541988082149,-0.0227189313607863,-0.0218594165974837,-0.0208975511136212,-0.0198553421851863,-0.0187544514713981,-0.0176157663950232,-0.0164590099807284,-0.0153023984532495,-0.0141623542183602,-0.0130532800159251,-0.0119873980802443,-0.0109746560980258,-0.0100226996519959,-0.00913690872513126,-0.00832049378427731,-0.00757464505287494,-0.00689872692855749,-0.00629050821517501,-0.00574641801930244,-0.00526181687399992,-0.0048312729133515,-0.00444883368850169,-0.00410828539344909,-0.00380339271999709,-0.00352811413006479,-0.00327678886931711,-0.00304429342548143,-0.00282616627741329,-0.00261870065622682,-0.00241900566392766,-0.00222503652127419,-0.00203559502041908,-0.00185030152026376,-0.00166954011492025,-0.00149437897872831,-0.00132646836767411,-0.00116791933026144,-0.00102116681812238,-0.000888821535545916,-0.00077351546430286,-0.000677746480494245,-0.000603727784943194,-0.000553247951938106,-0.000527547233605694,-0.000527215327443835,-0.000552115128266503,-0.000601336063440345,-0.000673179484130852,-0.000765177296674056,-0.000874143615555148,-0.000996257757183779,-0.00112717543182971,-0.00126216359573649,-0.0013962531682234,-0.00152440277543121,-0.00164166593015696,-0.00174335366829086,-0.00182518469684546,-0.0018834156052707,-0.00191494465907147,-0.00191738410320471,-0.00188909768122778,-0.00182920211349387,-0.00173753343011582,-0.00161458115897162,-0.0014613952607646,-0.00127947223375098,-0.00107062786526074,-0.000836864616176571,-0.000580241570096264,-0.000302754293472451,-6.23091282325729e-06,0.000307750670780698,0.000637921112457096,0.000983351866353697,0.00134346134464192,0.00171799647492073,0.00210699237103046,0.00251071376344802,0.00292958244093769,0.0033640952409592,0.00381473712352444,0.00428189362056102,0.0047657665287239,0.00526629616795745,0.00578309291609588,0.00631538009744404,0.00686194968558682,0.00742113170161669,0.00799077766304164,0.00856825797310518,0.00915047273753263,0.00973387515543485,0.0103145063515662
-0.0126861366386535,-0.0150625091640646,-0.0172267363437592,-0.0191644847749691,-0.0208643656947482,-0.022318164982335,-0.0235210060264464,-0.0244714392066037,-0.0251714540277894,-0.0256264124793476,-0.0258449048410037,-0.0258385317976965,-0.025621619214723,-0.0252108741383227,-0.0246249924166786,-0.0238842297037187,-0.0230099484693709,-0.0220241539890547,-0.0209490321512902,-0.0198065013632707,-0.0186177899261872,-0.0174030490772037,-0.016181010528788,-0.0149686958374527,-0.0137811833391717,-0.0126314367120682,-0.0115301974676059,-0.010485941826116,-0.00950490051077987,-0.00859113803303658,-0.0077466861143561,-0.00697172410164677,-0.00626479771618261,-0.00562306636027918,-0.00504256859920018,-0.00451849539708054,-0.00404546121071434,-0.00361776406363083,-0.00322962710963216,-0.00287541579130692,-0.00254982634019588,-0.00224804290656029,-0.0019658619432843,-0.00169978354572293,-0.00144707026280334,-0.00120577448126039,-0.000974735908206433,-0.000753551011072391,-0.00054251658659063,-0.000342549972663649,-0.000155088814767359,1.8026248430138e-05,0.000174682131385067,0.000312632757301762,0.0004296426878078,0.00052362989152562,0.000592802474140157,0.000635784240923673,0.000651724219751757,0.000640385741314353,0.000602211342766921,0.000538360609960837,0.000450719072454522,0.00034187738054204,0.000215081186909339,7.41533865414145e-05,-7.66084073614767e-05,-0.000232555105945404,-0.000388825004299589,-0.000540492273629353,-0.000682718456007001,-0.000810899987077215,-0.00092080478381305,-0.00100869134136981,-0.00107140459868102,-0.00110644403707955,-0.00111200101295804,-0.00108696410050766,-0.00103089310945713,-0.000943964301959846,-0.000826891015309627,-0.000680825269377531,-0.000507246894851723,-0.000307847196153908,-8.44141428748455e-05,0.000161274407349409,0.000427543847116331,0.000712897915599433,0.00101607274947067,0.00133606836075079,0.00167215745257086,0.00202387278689835,0.00239097540957743,0.00277340686779335,0.00317122910129409,0.00358455595544901,0.00401348027726928,0.00445800035619072,0.00491794910957617,0.00539292894020611,0.00588225465747432,0.00638490629617651,0.00689949311809363,0.00742422956420464,0.00795692345339873,0.00849497630476349,0.00903539529828054,0.00957481608371696,0.0101095353988145
-0.0128317776345605,-0.0153081470094013,-0.017565245230768,-0.0195888970654655,-0.0213678291665086,-0.0228938995687537,-0.0241622613201823,-0.0251714540277893,-0.025923419371897,-0.026423439159793,-0.0266799971258667,-0.0267045683048125,-0.0265113422676769,-0.0261168886869806,-0.0255397754763333,-0.0248001510517668,-0.0239193030439309,-0.0229192060507252,-0.0218220707964689,-0.0206499064264771,-0.0194241067061387,-0.0181650697094548,-0.0168918592630729,-0.0156219150256533,-0.0143708166654548,-0.0131521061550158,-0.0119771707082196,-0.0108551873077834,-0.00979312808436684,-0.0087958240147474,-0.00786608255215111,-0.00700485298142808,-0.00621143163915183,-0.00548369780553119,-0.00481837020104182,-0.00421127370388617,-0.00365760617841268,-0.00315219612978791,-0.00268974317029191,-0.00226503484506857,-0.00187313504941948,-0.00150954091622608,-0.00117030653591663,-0.0008521331161509,-0.000552426168981524,-0.000269321048942744,-1.67870637004783e-06,0.000250946069348014,0.000488361298972222,0.00070981641281162,0.000914099523658212,0.00109964974775717,0.00126468060123561,0.00140731018533962,0.00152569363141353,0.00161815314416778,0.00168330099091023,0.00172015095533686,0.00172821411433118,0.0017075752995804,0.00165894725699752,0.0015837002933243,0.00148386607463989,0.00136211518847585,0.00122170907256316,0.00106642792132814,0.000900477176642252,0.000728376158365722,0.000554833253093629,0.000384612809374588,0.000222399431843592,7.26656702782073e-05,-6.04508884055412e-05,-0.000173255435799998,-0.000262583643474366,-0.000325865235136379,-0.000361160717001805,-0.000367170075654265,-0.000343213887800111,-0.00028918891005561,-0.000205501699285273,-9.2985035275917e-05,4.71972176094331e-05,0.000213650724764518,0.000404850674045232,0.000619235451233122,0.000855289062639208,0.00111160840403815,0.00138695268556628,0.00168027360399912,0.00199072610749484,0.00231766073713176,0.00266059948733098,0.00301919785942783,0.00339319626913544,0.00378236421185132,0.00418644061095378,0.00460507360828139,0.00503776274541796,0.00548380607372203,0.00594225426202686,0.00641187327942353,0.00689111674479403,0.00737810857528157,0.00787063614622519,0.00836615380323355,0.00886179624697461,0.00935440104416694,0.00984053930375512
-0.012837029742109,-0.0153926941020465,-0.0177237701999807,-0.0198163197777516,-0.0216592499623647,-0.0232445415208308,-0.0245674127056507,-0.0256264124793477,-0.026423439159793,-0.0269636830280899,-0.0272554940638585,-0.0273101785803727,-0.0271417309816515,-0.0267665090203213,-0.026202862683932,-0.0254707280943495,-0.024591198525329,-0.0235860848266813,-0.0224774772319883,-0.021287319799984,-0.020037007702196,-0.0187470163355725,-0.0174365699148842,-0.0161233558670831,-0.0148232900526346,-0.0135503365789642,-0.0123163847131133,-0.0111311840865344,-0.0100023379568663,-0.00893535271724146,-0.00793374013780158,-0.00699916705904275,-0.00613164555833266,-0.00532975513915118,-0.00459088740975583,-0.00391150315461537,-0.00328739172795985,-0.00271392330780196,-0.00218628565966939,-0.00169969853342983,-0.00124960048554935,-0.000831804615422381,-0.000442621288010287,-7.89472905882472e-05,0.000261678005892694,0.00058104803934852,0.00088029390736737,0.001159916090227,0.00141984007773683,0.00165949261134848,0.00187789496649167,0.00207376943871158,0.00224565497012772,0.00239202768168964,0.00251142198883543,0.0026025479991472,0.00266440103900156,0.00269635944003379,0.00269826713202437,0.00267049812306426,0.0026140005800292,0.00253031892871072,0.00242159314987251,0.00229053523412158,0.00214038355728949,0.00197483673388052,0.0017979692838269,0.00161413218875696,0.00142784209327853,0.00124366349119103,0.00106608868471996,0.000899420570094394,0.000747663338379671,0.000614425947245808,0.000502842694082664,0.000415514404138273,0.000354472668953999,0.000321168290812296,0.000316483696017584,0.000340767680408936,0.000393889558301207,0.000475308707839764,0.000584154728199781,0.000719313003551902,0.000879510425882023,0.00106339634813791,0.00126961447355799,0.00149686226512158,0.00174393549489905,0.00200975665580418,0.00229338704094712,0.00259402328283238,0.00291097997707812,0.00324366065402592,0.00359151978817887,0.00395401875096005,0.00433057863428672,0.00472053273032163,0.00512308118283344,0.00553724996631157,0.00596185593684768,0.00639547926557217,0.00683644413663305,0.0072828081862653,0.00773236079033871,0.00818262998282667,0.00863089751104392,0.00907422130671,0.00950946447451459
