"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
-0.372298566418189,-0.432332892723264,-0.289565778298915,-0.28258864953247,0.077304169998784,-0.366624295092502,-0.0976620861670353,-0.373157918393949,-0.321693873975625,-0.41026278828724
-0.242902221439166,-0.27151402729676,-0.21404489430322,-0.244960795920778,-0.184641244679251,-0.29881424028392,-0.110986693177324,-0.229721513456917,-0.378570310644093,-0.405689536754984
0.0047023064060689,-0.0078498748424152,0.0121921573917245,0.00874383683216709,-0.119556960282001,-0.0174935169547521,0.0234084694466127,0.0236054106461282,-0.105817693730469,-0.0946447935342861
0.209498904408224,0.213813010390712,0.207817520916172,0.220014665157828,0.00628217014593849,0.240389221966973,0.115148938863946,0.22396282561397,0.206638244345244,0.251107770322177
0.381876905696452,0.407714403461959,0.37095966836127,0.386478061044532,0.162731175341373,0.454557611130402,0.196086275535879,0.388874375181783,0.490719491918697,0.552750241118238
0.509105800909514,0.554933038312176,0.486712657723523,0.503298338723907,0.317167473893078,0.600852387660739,0.2770712603665,0.511066382691809,0.690070874347589,0.745022153430502
0.569647709163842,0.627529768670986,0.53400064657494,0.555147718612624,0.431989324234118,0.653917471846101,0.344653961878643,0.568816102801358,0.765767961739171,0.792334952378942
0.560371419349447,0.62000774899924,0.509964334978525,0.540722407618024,0.489302930371648,0.612636782604696,0.388670743559266,0.556022510488345,0.717701813023229,0.705543859091459
0.496362349011129,0.547312682282924,0.430527621872028,0.476231399033353,0.493459199531881,0.500449558701977,0.409340426050202,0.486031911511732,0.577351073298434,0.528672405858152
0.397419063944233,0.430202882790517,0.31790097593355,0.382446359019383,0.456841732284536,0.34948775930677,0.408429872431242,0.379615262421404,0.387871345509053,0.316336280422685
0.276551803730048,0.285794156987404,0.190841900783938,0.272854751159381,0.387764923323141,0.186171714370995,0.380814284550656,0.252930240346036,0.185272417039013,0.110113665479267
0.147034335920971,0.133362126200389,0.0678689969299314,0.158990178754842,0.296753570673486,0.0341957589315612,0.324270006093371,0.122554997964459,-0.00159417978357075,-0.0621411545321423
0.0275439041398663,-0.0032527017647591,-0.0309130316332874,0.0561426682165826,0.200548750900232,-0.0831323497207781,0.247626493986026,0.00924926933388698,-0.14719209073918,-0.179647673348121
-0.0611457231779281,-0.0995933438259107,-0.0872741440577033,-0.0187083982334511,0.118422824962494,-0.146901567438193,0.168658945970147,-0.0663206333888821,-0.231895529696072,-0.230177133666649
-0.102179071242709,-0.137642572716271,-0.0905014395102117,-0.0527524641609083,0.0657431311142312,-0.148151946815157,0.106971882016306,-0.0903182611273556,-0.246150731519382,-0.212369927253559
-0.0927219290581426,-0.118746454292463,-0.0456660844398747,-0.0459162029961943,0.0445451653419098,-0.0954448865671743,0.0727389775814089,-0.065233258910965,-0.196516398047258,-0.139632485532075
-0.045553107440241,-0.0618777238088544,0.0285529503738523,-0.00979060478227338,0.0444596950178524,-0.0116137176291541,0.0640974965823605,-0.00868213444181816,-0.103920077281873,-0.0379704526283094
0.0245010008135855,0.0145339240322004,0.114057258933163,0.0440839248415135,0.0561385195300183,0.0821669864805561,0.0764985348971449,0.0616874683003307,0.0107432781928905,0.069590893931412
0.109054755946395,0.101379946690995,0.201545018570352,0.110733375541797,0.0786480421143191,0.175710638793607,0.108084594292482,0.137258136037846,0.136052649718867,0.173327672933155
0.205824850870318,0.198508763870583,0.290342716740918,0.190645011664225,0.118206263857524,0.269513775548371,0.158723293604127,0.218398733947671,0.26937823583504,0.275384961428918
0.312417587913569,0.307514409229999,0.381622843844956,0.282915428379063,0.180447756578635,0.366857312378151,0.224821048351405,0.307555295030305,0.408944122962856,0.380542824734548
0.418546792464279,0.421010375258081,0.46932713928854,0.377771974092574,0.260879008086911,0.463356480755392,0.294042252708866,0.399819465802368,0.544671675629954,0.485807626632389
0.506098521000857,0.520846124213462,0.53875971525238,0.457801396274758,0.344028136593359,0.544817148666012,0.348275896865832,0.48101512541711,0.657144362711987,0.57782100884749
0.556083259983886,0.585876651201767,0.57242314555512,0.505192753478608,0.41023865898144,0.592696694466043,0.371972494836729,0.533160947696752,0.723469487464564,0.637245962847005
0.553232933814085,0.597491267236821,0.554589072422298,0.506024722265265,0.440479824521478,0.588540117222428,0.35622034757112,0.538752300592377,0.722420535845853,0.643384045010339
0.486524321156548,0.540764277231202,0.472856645008553,0.450118001142534,0.417461420208539,0.515938472146125,0.29706410841079,0.482252829773683,0.637052395547227,0.57676422429866
0.352070535019441,0.407891062703644,0.322037975881798,0.333134996847266,0.329671008033314,0.365956297537432,0.195204261105345,0.354732665788434,0.460395469801714,0.425781848887753
0.161290825381866,0.207984885276291,0.113241764091752,0.164581146399636,0.181451067837244,0.148323312130475,0.0612698495256276,0.164126431446087,0.206135050784096,0.199176970704892
-0.0542430908951969,-0.0263124087111536,-0.120535707264474,-0.0272568816381779,-0.000537982673925352,-0.101904076403564,-0.0808047682453337,-0.0584716100354892,-0.0857609486263231,-0.0674264734177029
-0.250029603147682,-0.24612821855471,-0.331572669411321,-0.202007262727324,-0.173915430265863,-0.33178548419511,-0.199894572460704,-0.265732720284496,-0.357558458294526,-0.319066791147044
-0.387566855291216,-0.406515135496446,-0.476565252064987,-0.325151687041665,-0.30011816929336,-0.491932732959668,-0.272862183704113,-0.413616325635672,-0.555659463659113,-0.502773893562245
-0.444159007925984,-0.478494194703219,-0.528457436302861,-0.37721816662876,-0.355313712802945,-0.550921536100965,-0.289846375939851,-0.473774816419074,-0.644858841473832,-0.583566051814582
-0.410922895471882,-0.449165219875773,-0.477205908882502,-0.350910582921411,-0.329114838096292,-0.4970542284352,-0.248458180048099,-0.434694950023219,-0.609981413955189,-0.547089978205944
-0.292270311401431,-0.32204940533869,-0.3302706878,-0.249919686566581,-0.224591867502562,-0.339397182829713,-0.151263337506949,-0.302469064901184,-0.457014337801721,-0.400474804626041
-0.107796767348544,-0.120580129310341,-0.114046150434589,-0.0906837945348953,-0.060108796162768,-0.108437267595989,-0.00821566759773233,-0.102213762307014,-0.214669314752755,-0.173351604116786
0.104882413739626,0.108996721245856,0.12578413689887,0.0945831246024088,0.128219215800693,0.145323287246346,0.157592070672994,0.121418728499574,0.0657218395522455,0.0826406567458698
0.300799615668172,0.314585032849062,0.338479513695065,0.266570104603476,0.29736246936383,0.366726315516451,0.315021355459318,0.318721294316794,0.325203692800546,0.310342740396398
0.447602885258294,0.46220444194731,0.48985092179014,0.396723035552871,0.417965544829199,0.519214558388429,0.439499170575599,0.457081541659852,0.52072172711133,0.470893421151162
0.533469899829149,0.544103228352684,0.570597042982672,0.474505867790164,0.4823321840935,0.593941150110472,0.518841776997753,0.529174644108277,0.635499723135012,0.553299182614579
0.55870868587589,0.567471069487141,0.586426302577837,0.499133312115202,0.494533359166972,0.599088642006911,0.546453512891337,0.543153855904487,0.670830547269624,0.565824459819966
0.5242225374518,0.537335381838791,0.543481403302861,0.469500038452653,0.457596752214486,0.545074933902481,0.514245906122022,0.507257250482772,0.632154516542421,0.519923915147752
0.435225580267384,0.459245143319517,0.450535287288459,0.389365090969407,0.377216123444978,0.444886057359333,0.420749803047312,0.429643185093438,0.530216560433086,0.42874973764645
0.307898892436293,0.346929322147328,0.324319164670912,0.274307307532002,0.268046686571095,0.317086760150689,0.280564565067514,0.323207418244326,0.385550603634996,0.310528196546902
0.164896676641521,0.218648462020741,0.185246411107504,0.147334083101852,0.149487173176615,0.181066756304112,0.120984207041389,0.202289881010246,0.22305289097823,0.184047004112639
0.0201820891390531,0.0824532170970797,0.0433210133027218,0.023079117587697,0.0298670937888544,0.0432214192001117,-0.0347595701424808,0.0714313226979654,0.0577715420399705,0.0574241707307413
