"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.0207513498184563,0.0152984979664314,0.0272520926369261,0.0147104325561373,0.0258614268614875,0.0158285933662693,0.0261522600657806,0.0147240515517853,0.0103914612238678,0.0180116538150272
0.0570041797281702,0.0536577036188018,0.060993758232321,0.0532968013057187,0.0601402911072434,0.0539830290887364,0.0603187786943611,0.0533051594355206,0.050646200340809,0.0553227976787014
0.0874476530992937,0.085894578121821,0.0892991871736336,0.0857270860096879,0.0889030993508809,0.0860455592824143,0.0889859341288032,0.0857309649563259,0.084496961574512,0.0866673360424077
0.112656437852001,0.112614749187413,0.112706137952846,0.112610253253485,0.112695505901831,0.112618801923471,0.112697729407665,0.112610357374733,0.112577233440711,0.112635492066042
0.127854203155796,0.128290004213825,0.126414589774559,0.129024471394075,0.126464266268348,0.128786598164343,0.126666484178583,0.129173211314217,0.129984980545653,0.12839422671524
0.139676326407172,0.140482269255237,0.137013996687658,0.14184054629508,0.137105865245912,0.141400638624559,0.13747983422901,0.142115616473666,0.143616851026225,0.140675011741918
0.148668347639946,0.149773012313162,0.145019228354797,0.151634733235383,0.145145147892548,0.151031774273381,0.145657728065569,0.152011757871396,0.154069423350289,0.150037194589332
0.155163882722719,0.156504268328541,0.150736089309625,0.158763256043734,0.150888878422906,0.1580316335585,0.151510836472626,0.159220732785234,0.161717477051959,0.156824823632678
0.159466219984016,0.160986979361684,0.154442584750924,0.163549955819349,0.15461593447642,0.162719879943795,0.155321588530387,0.164068994550949,0.166901722118873,0.161350671334135
0.161848542438542,0.163501222426588,0.156389124243333,0.166286528217642,0.156577511457292,0.165384446134024,0.157344378557111,0.166850591762034,0.169929048638146,0.163896463418365
0.162555031912737,0.16429734148002,0.156799533799308,0.167233702398441,0.156998137792584,0.166282697814294,0.15780659429627,0.167828356727808,0.171073767156027,0.164714017525191
0.161802780340837,0.163597906950703,0.155872807843143,0.166623281843784,0.156077432394285,0.16564344814077,0.156910396759482,0.167235962753288,0.170579755801914,0.164027214273826
0.159784389792377,0.161600381380679,0.153785492491491,0.164660920580031,0.153992495419079,0.163669698148795,0.154835141432034,0.165280722755464,0.168663381123935,0.162034678595875
0.156671102321813,0.158480328259262,0.150694554488241,0.161529465126257,0.150900786206567,0.160541935589266,0.151740292860973,0.162146958169233,0.165517014119484,0.158913007458524
0.152616266384207,0.154394965916592,0.1467405586482,0.157392655816589,0.146943310694451,0.156421788502947,0.147768652661266,0.157999730126136,0.161312924359509,0.154820344678564
0.147758921125363,0.149486842266302,0.142050953348809,0.152398953984934,0.142247917220845,0.151455803033498,0.143049697289371,0.152988697510746,0.156207306531352,0.149900077296916
0.142227265815784,0.143887391793504,0.13674325074048,0.146685246510125,0.136932486714791,0.145779100183019,0.13770280886008,0.147251851388204,0.150344177953714,0.144284413505301
0.136141781037373,0.137720135507221,0.130927887740728,0.140380178514336,0.131107802668823,0.139518665517781,0.1318401816675,0.140918874585571,0.143858884875396,0.138097601435622
0.129617782246348,0.131103298944572,0.124710566723544,0.133606879971871,0.124879899173922,0.132796040603042,0.12556920012168,0.134113890294568,0.13688097111318,0.131458562575374
0.122767215488104,0.124151653201986,0.118193901537452,0.126484883113231,0.118351712103141,0.125729215672099,0.118994110959667,0.126957394942219,0.129536195333506,0.124482743636338
0.115699548856401,0.116977428891096,0.111478234649679,0.119131074295318,0.111623898820148,0.118433569217112,0.112216853392849,0.119567217739234,0.121947532505617,0.117283035890598
0.108521670308871,0.10969021137554,0.104661543480108,0.111659584892262,0.104794744219234,0.111021760287476,0.105336963950396,0.112058410690723,0.114235059108883,0.109969669790637
0.10133677022218,0.102395795126476,0.0978384161103715,0.104180598125324,0.0979591332199607,0.103602550711923,0.0984505358888784,0.104542045801485,0.106514697810452,0.102649062580863
0.0942422621910715,0.0951940520512683,0.0910981454120485,0.0967981289618897,0.0912066389143195,0.096278613637409,0.0916482829924263,0.0971229770667512,0.0988958817191514,0.0954216740779326
0.0873268737633663,0.0881759488107855,0.084522062307728,0.0896069176999352,0.0846188474589865,0.0891434671871537,0.0850128303981233,0.089896708999017,0.0914782861567049,0.0883790064300835
0.0806671149925548,0.0814199262529893,0.0781802987168699,0.0826886592069934,0.0782661108626062,0.0822777523434169,0.0786154260308033,0.0829455954504831,0.0843478614776998,0.0815999622377815
0.0743234011726484,0.0749879243017977,0.0721282335124513,0.076107862906546,0.0722039817890789,0.0757451463411546,0.0725123300044015,0.0763346662043834,0.0775724774025956,0.0751468460425599
0.0683361607630274,0.0689213916621975,0.0664029249022219,0.0699076969507901,0.0664696347428531,0.0695882604520491,0.0667411902318874,0.0701074376251261,0.0711975507133791,0.0690613505427303
0.0627222941067698,0.0632376551714003,0.0610198643601188,0.0641062069589095,0.0610786098134737,0.0638249075020516,0.0613177447021705,0.0642821008953399,0.0652420670258473,0.0633609045722405
0.0574723573503595,0.0579270326524366,0.0559703953038502,0.0586933091010436,0.0560222232524147,0.0584451337453583,0.0562331990812413,0.0588484908448127,0.0596954172432692,0.0580357689586961
