"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
-1.11113344414904,-1.50166171422583,-1.04305011556061,-1.07759357641368,-0.717464529738788,-1.1808787864234,-0.778988697303879,-1.16733018665173,-1.32082587299215,-1.40103689476557
-0.183012681173604,-0.304442195694782,-0.114459624140956,-0.213816804697614,-0.222888158598734,-0.188235593753053,-0.12925316844006,-0.203556971212731,-0.174787912857449,-0.212826379908409
0.33303906893163,0.37933162232228,0.391684322945798,0.278958092454534,0.0800700001730644,0.370098677611746,0.235468697213197,0.341142349633631,0.461366744314895,0.449278263898896
0.554111770952957,0.693076018207805,0.596150598703328,0.503878910904471,0.241787885019317,0.61535799474541,0.39515375571937,0.583857221239416,0.731337132351172,0.733840557289181
0.576456888206122,0.754778524674982,0.598253185932717,0.545985408685011,0.303998189144823,0.647523297398971,0.415681290664,0.621055557093896,0.753477021024216,0.763107755108104
0.477144995776185,0.659035418130423,0.47754591485123,0.473632653962788,0.300466062920615,0.546987808165101,0.349945406402173,0.530213627310919,0.622791897294123,0.635099219513474
0.315926663624274,0.479336256236703,0.295726672779806,0.340091040896944,0.257750858742012,0.376429721940007,0.239104913903053,0.371646834763428,0.413183129796852,0.42595120228419
0.137149694269892,0.270414546329836,0.0986009353501328,0.185196314382494,0.19599091597108,0.182743669259215,0.113871612988517,0.190396266086037,0.179761739752219,0.192332417159369
-0.0282563302669356,0.0706780444633018,-0.0818841679472998,0.0370591399740649,0.129716080925265,-0.00095774733500209,-0.00415553668276736,0.0181819595653429,-0.0387548567204135,-0.0260556500133597
-0.160756033711058,-0.0953155167586818,-0.225563731570481,-0.0861897374558309,0.0686765328195769,-0.153300359819511,-0.101129056125983,-0.124604508372925,-0.217596713506722,-0.203928768291739
-0.250223856680547,-0.214434503419737,-0.322017803135095,-0.174686949493514,0.0186551788537945,-0.262642739971246,-0.169617703632398,-0.226946171410381,-0.343541422435797,-0.327920168340295
-0.294011111060877,-0.282615575656643,-0.368585137360872,-0.225166763944013,-0.0177411151055373,-0.325120246824905,-0.207305235676795,-0.285297106832568,-0.412574635298685,-0.394145715455767
-0.295104394969909,-0.302620853786449,-0.368468904989935,-0.239368604942537,-0.040327870942144,-0.342779149878045,-0.215750036013536,-0.301768477797123,-0.427659301837022,-0.405884343853693
-0.260441941204241,-0.281991621900472,-0.329002585984131,-0.222579332117678,-0.0506544165682096,-0.321868215177243,-0.199250485070393,-0.282469857689092,-0.396694170224922,-0.371457725385803
-0.199361581380428,-0.23116571731143,-0.260049343022181,-0.182287652324106,-0.0513692176979434,-0.271261078790017,-0.163798233578694,-0.235979694277769,-0.330629761817896,-0.302275725411519
-0.122276076444174,-0.16187596655832,-0.172632995137946,-0.127033391533563,-0.045678751431556,-0.201106431945967,-0.116183973971485,-0.172039437126144,-0.2418577175204,-0.211168492106451
-0.0395396382756341,-0.0857845280195975,-0.0777638857613382,-0.0654205668642856,-0.0368846639582815,-0.121669463127647,-0.0632312485961469,-0.100435459220167,-0.142829880508192,-0.110959264976829
0.0394461572262853,-0.0134118462498609,0.0144907880316118,-0.00533601680428911,-0.0280190684689809,-0.042413513495238,-0.0111908166137943,-0.0301163176465719,-0.0449655624998983,-0.0133386506580757
0.106900793470803,0.0466573662220882,0.0957059030975656,0.0466380564958679,-0.0215720875101992,0.0286917747413697,0.0347136898274953,0.0314682982340916,0.0421694322805966,0.07197715473553
